Questions,Correct,A,B,C,D
"A speaker who had a huge opinion of himself gave a long and boring speech after dinner. And then made the mistake of turning to Oscar Wilde, and asking him, How would you have delivered that speech? . What was Oscar Wildes reply?", Under an assumed name,In a dress,Parcel post,Under an assumed name,I wouldnt have
Finish this statement made by Oscar Wilde: America is the only country that went from barbarism to decadence without ............................., civilization in between,shame,missing a stride,civilization in between,looking back
"Finish this witty remark made by playwright Oscar Wilde: We are all in the gutter, but some of us ............", are looking at the stars,make the best of it,are looking at the stars,are gutter rats,claw our way out
How does this Oscar Wilde quote end: My wallpaper and I are fighting a duel to the death. ................................ ?, One or other of us has got to go,I will shred it off the walls if I have to,One or other of us has got to go,I have counted every flower twice,One or the other will win the battle
Finish this quote by Oscar Wilde: Anyone who lives within their means suffers from ..................................., a lack of imagination,a lack of friends with money,a lack of debtors,a lack of imagination,a lack of wealthy family members
"Finish this line from Oscar Wildes play The Importance of Being Earnest: To lose one parent, Mr Worthing, may be regarded as a misfortune; to lose both ................................", looks like carelessness,is fortunate,is foolish,looks like abandonment,looks like carelessness
"Complete this Oscar Wilde quote: We have really everything in common with America nowadays except, of course ..........................", language,language,class,the meaning of chips,they are barbarians
Complete this quote by Oscar Wilde: But what is the difference between literature and journalism?........................................, Journalism is unreadable and literature is not read. That is all.,Literature is art and journalism is rubbish. That is all.,Journalism is unreadable and literature is not read. That is all.,Journalism is an account of facts and literature is fiction. That is all.,Literature is the only thing worth reading. That is all.
Complete this remark made by Irish author Oscar Wilde: There are only two kinds of people who are really fascinating ..................," people who know absolutely everything, and people who know absolutely nothing.","people who owe you money, and people you avoid","people who know absolutely everything, and people who know absolutely nothing.","people with a thirst for knowledge, and idiots","people who care, and people who dont give a damn"
The protagonist of this Shakespearean tragedy is a Moor in the service of the Republic of Venice., Othello,King Lear,Macbeth,Othello,Hamlet
"This tragedy, often referred to as The Scottish Play, opens with the appearance of three witches amid thunder and lightning.", Macbeth,Anthony and Cleopatra,The Tempest,Macbeth,King Lear
What Shakespeare play opens with a street brawl in Verona between the servants of two feuding noble families?, Romeo and Juliet,The Taming of the Shrew,The Two Gentlemen of Verona,Romeo and Juliet,The Two Noble Kinsmen
"What Shakespearean tragedy, set in Denmark, explores the themes of treachery and revenge?", Hamlet,Hamlet,Winters Tale,Romeo and Juliet,Othello
"This comedy by Shakespeare, characterized by a lot of mix-ups and witty dialogue, involves two sets of identical twins.", The Comedy of Errors,As You Like It,Taming of the Shrew,The Comedy of Errors,The Merchant of Venice
"One of the major themes of this romantic comedy, incorporating mythological elements, is summed up in Lysanders comment, “The course of true love never did run smooth”.", A Midsummer Nights Dream,The Tempest,Twelfth Night,Much Ado About Nothing,A Midsummer Nights Dream
Shakespeares history play Henry V depicts events occurring immediately before and after the Battle of Agincourt. During which war was this battle fought?, the Hundred Years War,the Austro-Hungarian War,the Prussian War,the Hundred Years War,the War of the Rough Wooing
What Shakespearean play features a character who possesses magical powers?, The Tempest,Hamlet,The Tempest,Othello,Richard III
"In the novel Pride and Prejudice, how many daughters do Mr. and Mrs. Bennet have?", five,four,five,six,three
Who does Lydia run away with in Jane Austins book Pride and Prejudice?, Wickham,Bingley,Wickham,Darcy,Forster
How many marriage proposals does Elizabeth receive in the book Pride and Prejudice?, 3,1,4,3,2
Which of these characters from the novel Pride and Prejudice is Elizabeth Bennets neighbour and friend?, Charlotte Lucas,Mrs. Hurst,Miss Bingley,Mrs. Gardner,Charlotte Lucas
Which sister has an uncontrollable cough in the beginning of the novel Pride and Prejudice?, Katherine,Lydia,Elizabeth,Mary,Katherine
Which Bennet sister loves to exhibit her talent at parties according to the novel Pride and Prejudice?, Mary,Katherine,Lydia,Jane,Mary
Which of these professions has Mr. Wickham not tried in the book Pride and Prejudice?, Groundskeeper,Law,Clergy,Military,Groundskeeper
"What was the pen name of Eric Blair, the author of the novel Animal Farm, which satirizes totalitarian government and human stupidity?", George Orwell,Lewis Carroll,George Orwell,Daniel Defoe,O. Henry
"This Polish-born novelist, whose surname was Korzeniowski, wrote the influential work Heart of Darkness that inspired the movie Apocalypse Now.", Joseph Conrad,George Eliot,George Orwell,Ayn Rand,Joseph Conrad
Which of these is not the pen name of a female author?, Saki,George Sand,Saki,Carson McCullers,George Eliot
"What prominent Victorian author began his career writing humorous sketches for The Morning Chronicle, using the pen-name Boz?", Charles Dickens,D. H. Lawrence,Charles Dickens,Thomas Hardy,Oscar Wilde
"How were the authors, writing under the pen names Ellis Bell, Acton Bell and Currer Bell, related?", They were sisters.,They were sisters.,It was the same person.,They were brothers.,They were not related.
Which of these is both the name of a fictional character and a pseudonym used by two co-writers of detective fiction?, Ellery Queen,Mary Westmacott,Jack Higgins,Ellery Queen,Rosamund Smith
"Which of the following is one of the six novels by Agatha Christie, written under the pen name Mary Westmacott?", Absent in the Spring,Murder on the Orient Express,The Body in the Library,Absent in the Spring,Death on the Nile
What is the pen name of the Russian-born American novelist known for her best-selling novels The Fountainhead and Atlas Shrugged?, Ayn Rand,Ayn Rand,Edith Van Dyne,Pearl S Buck,Silence Dogood
"Which of these is a pseudonym used by Theodor Geisel, the iconic American author of over 60 childrens books including Green Eggs and Ham and The Cat in the Hat?", All of these,All of these,Rosetta Stone,Theo. LeSieg,Dr. Seuss
Finish this popular thought by Mark Twain: Compliments embarass me - I always feel that they..., havent said enough.,make me feel old and too revered.,praise me insincerely.,havent said enough.,give me too much credit for things other people have done.
Which is the correct ending of this quotation by Mark Twain: A classic is something everybody wants to have read and...?, nobody wants to read.,everybody easily understands.,nobody wants to read.,nobody has ever willingly read.,everybody should have already read.
FInish the popular quote by Mark Twain: ...each place has its advantages - heaven for climate and hell for..., society.,seeing ones enemies.,punishment.,pleasure.,society.
What is the correct answer to the following question according to writer an humorist Mark Twain: What’s the difference between a taxidermist and a tax collector?, The taxidemist only takes your skin.,The taxidemist only takes your skin.,The tax collector is an elected official.,There is no difference. They both skin you.,The tax collector has no warm blood.
Finish this humors remark by Mark Twain: The report of my death was..., an exaggeration.,an exaggeration.,based on rumor and hearsay.,a bit premature.,only wishful thinking.
What is the correct ending of the following quote by Mark Twain: Always obey your parents - especially when...?, they are present.,they are in striking distance.,they are still alive.,they are present.,they are younger than you.
Finish this popular thought by humorist and author Mark Twain:Always do right. This will gratify some people and..., astonish the rest.,be an example to others.,get you into heaven.,shock the world.,astonish the rest.
How does this thought by Mark Twain end: Man is the only religious animal. He is the only animal that has the True Religion--?, several of them.,several of them.,a guilty conscience.,money.,and endlessly betrays it.
"What is the correct ending of the following thought by Mark Twain: Everybody talks about the weather, but...?", no one does anything about it.,thats all they do...talk.,no one understands it.,the weather doesnt really care.,no one does anything about it.
How does this thought by Mark Twain end: To be good is noble; but to show others how to be good is nobler and...?, is no trouble.,is no trouble.,saintly.,practically impossible.,more rewarding.
Three authors were said to have influenced Agatha Christie. Which of these is not one of them?, Henry Wadsworth Longfellow,Anna Katherine Green,Henry Wadsworth Longfellow,Sir Arthur Conan Doyle,Edgar Allen Poe
"In 1979, this actress played the part of Agatha Christie in the film Agatha.", Vanessa Redgrave,Caroline Sullivan,Vanessa Redgrave,Lynn Redgrave,Katherine Hepburn
Which detective novel by Agatha Christie introduced Miss Marple to readers?, The Murder at the Vicarage,The Murder at the Vicarage,Death On The Nile,Murder on The Orient Express,And Then There Were None
"What romantic period author created the Byronic hero, Heathcliff?", Emily Bronte,Lord Byron,Emily Bronte,Charlotte Bronte,Victor Hugo
"Who wrote the play, The Jew of Malta?", Marlowe,Shakespeare,Marlowe,Gardner,Jonson
Name the Faulknerian character from As I Lay Dying who states the following: My mother is a fish., Vardaman,Darl,Jewel,Anse,Vardaman
Which Shakespearean tragic hero had a run in with cannibals?, Othello,Othello,Julius Caesar,Pericles,Hamlet
Which Faulknerian character confuses his mother with a horse?, Jewel,Cash,Darl,Vardaman,Jewel
Which of these is an innocent and ignorant protagonist created by Dostoevsky?, Mischkin,Forrest Gump,Mischkin,Boo Radley,Lenny
Which philosopher-writer created a character who later renames himself to Prometheus?, Ayn Rand,Nietzche,Ayn Rand,Albert Camus,Voltaire
In which of William Shakespeares tragedies does a minor character disappear in Act III with no explanation given?, King Lear,King Lear,Macbeth,Othello,Hamlet
Which author created a series about a teenager who discovers he is a wizard and goes to Hogwarts School of Witchcraft and Wizardry?, J. K. Rowling,J. K. Rowling,James Patterson,Jules Verne,J. R. R. Tolkien
Which of the following movies is a remake of a 1954 Japanese movie?, The Magnificent Seven,The Seventh Sign,Se7en,The Magnificent Seven,Seven Sinners
"Which of these is not one of the seven dwarfs in Snow White and the Seven Dwarfs, the first American animated feature film?", Sleazy,Dopey,Doc,Sleazy,Happy
The author of the autobiographical account Seven Pillars of Wisdom is popularly known by this name., Lawrence of Arabia,Lawrence of Arabia,Robin of Loksley,J. R. Tolkien,Dalai Lama
"The movie The Seven Year Itch contains the iconic scene, in which Marilyn Monroe has her dress blown up by a passing train. What line does she deliver when this happens?", Isnt it delicious?,Isnt it too windy?,Isnt this sweet?,Isnt it fantastic?,Isnt it delicious?
What book in the popular Harry Potter series contains a chapter titled The Seven Potters?, Harry Potter and the Deathly Hallows,Harry Potter and the Deathly Hallows,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Chamber of Secrets
"Jean-Jacques Annauds movie Seven Years in Tibet is based on the experiences of Austrian mountaineer Heinrich Harrer, who befriends the Tibetan spiritual leader, known as the Dalai Lama. The word lama is generally translated as guro or teacher. What does the word dalai mean in Mongolian?", ocean,ocean,mighty,wise,spirit
"This 1990s song, which is supposed to describe apocalyptic events, ends with the line one day all 7 will die.", 7,7,7 Shades of Black,Seventh Heaven,Love Is the Seventh Wave
"In the crime thriller Se7en, that deals with a series of murders inspired by the seven deadly sins, Joe Doe, the murderer, admits that he, himself, is guilty of this sin.", envy,wrath,none of these,envy,pride
What bands 7th studio album was titled Seventh Son of a Seventh Son?, Iron Maiden,The Rolling Stones,Judas Priest,Iron Maiden,Led Zeppelin
"In the Seinfeld episode The Seven, this character revealed that he wanted to name his first child Seven.", George Costanza,George Costanza,George Steinbrenner,Jerry Seinfeld,Cosmo Kramer
"Fannie Flag wrote this 1991 Academy Award-nominated movie, starring Kathy Bates and Jessica Tandy, which was based on her best selling-novel written 4 years earlier.", Fried Green Tomatoes,Misery,Scent of a Woman,Driving Miss Daisy,Fried Green Tomatoes
Based on a Pulitzer prize winning novel by Michael Cunningham this 2002 movie featured Nicole Kidman and Julianne Moore., The Hours,Home at the End of the World,The Others,The Hours,Mrs Dalloway
This film directed by Taylor Hackford was based on a novel by Andrew Neiderman and featured Keanu Reeves and Charlize Theron., The Devils Advocate,The Devils Advocate,Sweet November,Monster,The Long Walk Home
"This 1999 film, based on the novel The Positronic Man, was co-written by Isaac Asimov and Robert Silverberg and starred Robin Williams. It was nominated for Academy award for best make-up.", Bicentennial Man,S1m0ne,Bicentennial Man,A.I.: Artificial Intelligence,"I, Robot"
"This remake of a Dino Risi film from 1974 was based on the Italian novel Il buio e il miele (Darkness and Honey) by Giovanni Arpino, starred Al Pacino and was nominated for four Academy awards, winning one of them.", Scent of a Woman,The Godfather: Part III,Carlitos Way,Scent of a Woman,The Devils Advocate
"This 1994 film, nominated for four Academy Awards and directed and produced by Robert Redford was based on Richard Goodwins book Remembering America: A Voice From the Sixties.", Quiz Show,Promised Land,Quiz Show,Ordinary People,Accelerating America
"The biography of Nobel prize winning economist and mathematician John Nash, written by Sylvia Nasar, inspired this 2001 movie directed by Ron Howard, which was nominated for 8 Academy awards and won four of them.", Beautiful Mind,Higher Learning,Beautiful Mind,The Missing,Cinderella Man
This 1990 film featuring Harrison Ford and Brian Dennehy was an adaptation of the Scott Turows novel of the same name about of a prosecutor charged with the murder of his female colleague., Presumed Innocent,Presumed Innocent,The Burden of Proof,The Pelican Brief,The Fugitive
"Based on a 1983 book by Dick King-Smith, this 1995 Australian film directed by Chris Noonan was nominated for seven Academy Awards.", Babe,Shine,Sophie,Crocodile Dundee,Babe
This 1997 science fiction movie directed by Robert Zemeckis was adapted from Carl Sagans novel of the same title., Contact,Cosmos,Back to the Future,Contact,A.I.: Artificial Intelligence
This authors Pulitzer Prize-winning novel American Pastoral and his 1969 bestseller Portnoys Complaint were both included in Time magazines 100 Best Novels list., Philip Roth,Philip Roth,Jack Kerouac,John Fowles,Joseph Heller
"This novel by Theodore Dreiser, included in Time magazines 100 Best Novels list, tells the story of a young man, Clyde Griffiths and deals with subjects such as religion, abortion and capital punishment.", An American Tragedy,The Stoic,An American Tragedy,Death Comes for the Archbishop,Midnights Children
"This Pulitzer Prize-winning novel, set in the fictional tired old town of Maycomb, Alabama, is narrated by six-year-old Scout Finch.", To Kill a Mockingbird,The Prime of Miss Jean Brodie,To Kill a Mockingbird,To the Lighthouse,The Sound and the Fury
This British authors novels Brideshead Revisited and A Handful of Dust both appeared on the list of Time magazines list of 100 Greatest Novels., Evelyn Waugh,Ian McEwan,Evelyn Waugh,Martin Amis,Salman Rushdie
"What allegorical novel, included on Time magazines 100 Greatest Novels list, follows a group of young boys marooned on a desert tropical island?", Lord of the Flies,Native Son,The Lord of the Rings,American Pastoral,Lord of the Flies
"This novel by Jack Kerouac, regarded as the defining work of the Beat Generation, is based on the spontaneous trips made by the author and his friends.", On the Road,Naked Lunch,A Passage to India,On the Road,Midnights Children
"Midnights Children, one of the books on Time magazines list of 100 Greatest Novels, was written by this author, who was sentenced to death following the publication of one of his literary works.", Salman Rushdie,J.D. Salinger,Kazuo Ishiguro,Salman Rushdie,Zadie Smith
"Which of the following acknowledged literary works was left out of the list of 100 Best English-language Novels, published in Time magazine in 2006?", all of these,War and Peace,Moby Dick,all of these,The Adventures of Huckleberry Finn
"What novel on Time magazines Best Novels list follows Holden Caulfield, a character that has come to be associated with teenage angst and rebellion?", The Catcher in the Rye,The Moviegoer,The Blind Assassin,A Clockwork Orange,The Catcher in the Rye
"What fantasy novel, focusing on the adventures of the Pevensie siblings and set approximately in 1940, appeared on Time magazines 100 Best English-language Novels?"," The Lion, the Witch and the Wardrobe","The Lion, the Witch and the Wardrobe",The Painted Bird,The Lord of the Rings,The Chronicles of Prydain
"What 18th century English writer depicted Man Friday, whose name has become an expression used to describe a loyal male personal assistant?", Daniel Defoe,Daniel Defoe,Robert Louis Stephenson,Johnathan Swift,Sir Walter Scott
"A neurological condition, characterised by altered perceptions of body image and visual illusions, was named after this character from childrens literature.", Alice in Wonderland,Pinocchio,Peter Pan,Alice in Wonderland,Peter Rabbit
"This economic term, derived from the name of a folklore hero, refers to income redistribution.", Robin Hood effect,Robin Hood effect,King Arthur effect,Sir Galahad effect,Sir Lancelot effect
"Which of these eponyms, derived from Jonathan Swifts novel Gullivers Travels, means a crude person, lacking in intelligence?", yahoo,lilliputian,struldbrug,brobdingnagian,yahoo
"Which of these eponyms, derived from the name of a character created by Charles Dickens, is not correctly matched with its definition?"," Pickwickian - haughty, conceited","Scrooge - a stingy, miserly person","Pickwickian - haughty, conceited",Gradgrind - a person interested only in cold facts,Fagin - an adult who instructs children in crime
"What Nobel Prize-winning author depicted fictional character George F. Babbitt, whose surname has become synonymous with a business or professional man who conforms unthinkingly to dominant middle-class standards?", Sinclair Lewis,William Faulkner,SAUL BELLOW,John Steinbeck,Sinclair Lewis
This authors best-selling novel brought the term Pollyana into the English language to describe an illogically and blindly optimistic person., Eleanor H. Porter,Harper Lee,Louisa May Alcott,Laura Ingalls Wilder,Eleanor H. Porter
"The adjective Falstaffian, meaning jovial and with zest for life, is derived from the name of the fat knight Sir John Falstaff, who is featured in this Shakespearean comedy.", The Merry Wives of Windsor,The Taming of the Shrew,The Merchant of Venice,The Merry Wives of Windsor,The Comedy of Errors
"What is the definition of the term dogberrysm, which is derived from Shakespeares play Much Ado About Nothing?"," the unintentional misuse of a word by confusion with one of similar sound, usually creating a comic effect",a seemingly small but actually crucial weakness,trickery or deception,striving for power at the price of spiritual values,"the unintentional misuse of a word by confusion with one of similar sound, usually creating a comic effect"
"Tartuffe, whose name has come to mean a hypocrite, especially one who affects religious piety, is the protagonist of a comedy by this playwright.", Molière,Eugène Ionesco,Molière,Samuel Beckett,Cyrano de Bergerac
"Earnest Hemingway was born in 1899 in a Chicago suburb, and later attended this high school.", Oak Park and River Forest High School,Fenwick High School,Oak Park and River Forest High School,Carl Rogers High School,Cook County High School
"At the age of seventeen Ernest Hemingway began working as a reporter for The Kansas City Star, where he remained for how long?", six months,one year,six months,tree years,one month
"On what date was Ernest Hemingway wounded, while performing his duties as a WW I ambulance driver?"," July 8, 1918","July 9, 1918","July 8, 1918","May 6, 1916","June 8, 1916"
"In 1920 Ernest Hemingway accepted a job at this Canadian newspaper, where he met Morley Callaghan.", The Toronto Star,The Ottawa Sun,The Calgary Sun,The Quebec Star,The Toronto Star
In Our Time was first published in 1925 and marked Hemingways American debut.  Which of the following short story titles is not part of this collection?, The Killers,Indian Camp,The Battler,The Killers,Out of Season
"In his 1940 novel For Whom the Bell Tolls, Ernest Hemingway tells the story of Robert Jordan, a U.S. guerrilla warrior serving in the Spanish Civil War. who is given the assignment to blow up a bridge near what Spanish city?", Segovia,Segovia,Valencia,Madrid,Barcelona
"What Ernest Hemingway novel was published in 1950, following For Whom the Bell Tolls?", Across the River and Into the Trees,Across the River and Into the Trees,The Sea When Young,The Garden of Eden,The Old Mean and the Sea
The Old Man and the Sea brought Ernest Hemingway enormous success and earned him the Noble Prize in Literature in what year?, 1954,1953,1960,1954,1952
"This Ernest Hemingway book, published posthumously, tells the story of a bullfighter named Antonio Ordonez.", The Dangerous Summer,Under Kilimanjaro,A Movable Feast,The Dangerous Summer,Islands in the Stream
"Ernest Hemingway belonged to this group of expatriate American writers, who lived in Paris from the end of World War I till the beginning of the Great Depression.", The Lost Generation,The Lost Generation,The G.I. Generation,The Greatest Generation,The Missionary Generation
"The novel One Hundred Years of Solitude, written by Nobel Prize-winning author Gabriel García Márquez, was first published in Spanish. What nationality is Márquez?", Colombian,Mexican,Colombian,Chilean,Brazilian
"What dystopian novel is set in Oceania, an intercontinental super-state ruled by an enigmatic dictator?", Nineteen Eighty-Four,Nine Tomorrows,Fahrenheit 451,Nineteen Eighty-Four,Twenty Thousand Leagues Under the Sea
"Name the author of the 19th century novels A Captain at Fifteen, Around the World in 80 Days and Twenty Thousand Leagues Under the Sea.", Jules Verne,Jules Verne,Arthur C. Clarke,Ray Bradbury,Isaac Asimov
Which of the following novels by Agatha Christie features Belgian detective Hercule Poirot?, All of these,Five Little Pigs,Murder in Three Acts,All of these,"One, Two, Buckle My Shoe"
"This post-World War II satirist wrote a popular anti-war novel, whose title has become a commonly used idiomatic phrase, referring to a a no-win situation or a double bind.", Joseph Heller,Kurt Vonnegut,Ray Bradbury,George Orwell,Joseph Heller
"Which one of the main characters, depicted by Alexandre Dumas in The Three Musketeers, has a mysterious past connecting him  with Milady de Winter, the female antagonist of the novel?", Athos,dArtagnan,Athos,Portos,Aramis
The title of Ken Keseys novel One Flew Over the Cuckoos Nest is derived from which of the following?, a nursery rhyme,a country ballad,a nursery rhyme,a Shakespearean play,a short story by a friend of Keseys
"What post-modern novel, following the experiences of Billy Pilgrim, contains the prayer, God grant me the serenity to accept the things I cannot change, the courage to change the things that I can, and the wisdom to know the difference”?", Slaughterhouse-Five,Slaughterhouse-Five,Fahrenheit 451,Catch-22,Nineteen Nineteen
"What is the name of the fictional submarine, commanded by Captain Nemo, in the novel Twenty Thousand Leagues Under the Sea?", Nautilus,Gotengo,Thundersub,Nautilus,Subatilus
What does the number 451 in the title of Ray Bradburys novel Fahrenheit 451 refer to?, the temperature at which books burn,the temperature at which forests will burn,the temperature required to melt glass,None of these,the temperature at which books burn
"This novel by Nevil Shute is set in the future after WWIII. Due to the nuclear fallout, only land in the southern hemisphere is inhabitable.", On the Beach,The Rainbow and the Rose,On the Beach,Ruined City,The Shadowlands
"In 1946 this author received the Nobel Prize in Literature. He was born in Württemberg, Germany to a Christian missionary family that worked in India. He is best known for his novel Steppenwolf.", Hermann Hesse,Theodor Mommsen,Heinrich Böll,Hermann Hesse,John Kay
Author Gabriel García Márquez stresses in this 1985 novel that love-sickness is a literal disease causing pain and other physical symptoms., Love in the Time of Cholera,Love in the Time of Cholera,Of Love and Other Demons,Walking with Liberty,One Hundred Years of Solitude
"Originally written in French, this 1949 Samuel Beckett play is about Vladimir and Estragon who expect a man, they barely know, to arrive.", Waiting for Godot,Imaginary Friends,A Portrait of the Artist as a Young Man,Endgame,Waiting for Godot
"Published in 1963, The Bell Jar is this poets only novel. It was published under the pseudonym Victoria Lucas.", Sylvia Plath,Esther Greenwood,Sylvia Plath,Assia Wevill,W. D. Snodgrass
"In Nathanial Hawthornes The House of the Seven Gables, the destitute Hepzibah Pyncheon lives in the house and supports her brother, Clifford, who has just been released from jail. Why was he in jail?", Murder,Murder,Burglary,Kidnapping,Adultary
"This 1857 collection of poems by Charles Baudelaire caused him to be convicted in France of offending the morals of the time, resulting in fines and the banning of 6 of the poems.", The Flowers of Evil,Confessions of an English Opium-Eater,The Flowers of Evil,To the Reader,Artificial Paradises
Who wrote the poem Childe Roland to the Dark Tower Came that inspired Stephen King to write the first novel in The Drak Tower series?, Robert Browning,Robert Browning,William Shakespeare,Bram Stoker,WB Yeats
Stephen Kings novel The Gunslinger was written in five parts and published individually in which of the following?, The Magazine of Fantasy and Science Fiction,Weird Tales,Playboy,Realms of Fantasy,The Magazine of Fantasy and Science Fiction
How long did it take Stephen King to complete the novel The Dark Tower I: The Gunslinger?, 12 years,5 years,12 years,3 years,10 years
How does the book The Gunslinger by Stephen King begin?," The man in black fled across the desert, and the gunslinger followed.",The Tower was the first thing Roland thought of when he woke and the last he thought of before sleep.,"The man in black fled across the desert, and the gunslinger followed.","The gunslinger sighted, cocked the pistol and prepared to kill the man in black.","Roland looked up, the man in black was silhouetted against the sun."
"In a saloon, the gunslinger from Stephen Kings self-titled novel hears a crowd singing what tune that is well known in our world?", Hey Jude,Rock Around the Clock,Oh My Darlin Clementine,Gimme Shelter,Hey Jude
"In the Novel The Gunslinger, the gunslinger meets a boy called Jake. What is Jakes actual name?", John Chambers,Jack Mort,John Chambers,Jake Delgado,Juan Derer
What are Jakes final words to Roland in the novel The Gunslinger?," Go then, there are other worlds than these.",How come I cant have a gun?,"Well met, Sir",I have forgotten the face of my father,"Go then, there are other worlds than these."
"In the book The Gunslinger, a gas-pump is found in a tunnel under a mountain and is worshipped as a god. What is the gods name?", Amoco,Amoco,Texaco,Opec,Elf
Where does Roland first meet Jake in the novel The Gunslinger?, An abandoned way station,An abandoned diner,An abandoned hospital,An abandoned way station,An abandoned railway station
Where was Mark Twain born and where did he die?, Missouri and Connecticut,Connecticut and Missouri,Missouri and Connecticut,Missouri and Mississippi,Mississippi and Connecticut
What was the name of Mark Twains wife?, Olivia,Amelia,Josephine,Olivia,Amy
"At the height of his popularity, Mark Twain built one of the oddest and most elaborate homes at that time.  In which eastern city was ythe nineteen-room mansion built?"," Hartford, Connecticut","Hartford, Connecticut","Elmira, New York","Boston, Massachusetts","Newport, Rhode Island"
It is generally accepted that the Mark Twain House was designed to resemble which of these?, a Mississippi riverboat,a tower,a medieval castle,a Gothic cathedral,a Mississippi riverboat
How many children did Mark Twain and his wife have?, 3 daughters and one son,3 daughters and one son,4 sons,2 sons and 2 daughters,5 daughters
How many of Mark Twains children outlived him?, one,three,one,none,two
What was Mark Twains opinion about slavery?, He was adamantly against it.,"Being a southerner, he saw no evil in it.",He believed it was a necessary evil,He kept his true feelings on the subject to himself.,He was adamantly against it.
What were Mark Twains favourite animals?, Cats,Horses,Cats,Birds,Dogs
"Mark Twain made several costly investment mistakes in his lifetime, and even had to declare bankruptcy.  What was the invention in which he refused to invest?", The Telephone,The automobile,Gold mining in California,The Paige typesetting machine,The Telephone
What spell summons an item to the spell caster in the Harry Potter books?, Accio,Anapneo,Accio,Aguamenti,Aparecium
Which spell is used in the Harry Potter novels to unlock a door?, Alohomora,Avada Kedavra,Homenum Revelio,Avis,Alohomora
This charm helps some Harry Potter characters to breathe underwater or just to block out a bad smell., Bubble-Head Charm,Bubble-Head Charm,Colloportus,Anapneo,Aguamenti
"In the Harry Potter series of books, this spell places enormous pressure upon its target and blasts a hole.", Deprimo,Deletrius,Deprimo,Defodio,Descendo
This spell from the Harry Potter books causes objects to swell in size., Engorgio,Ennervate,Engorgio,Growth Charm,Enlargement Charm
"In the Harry Potter series of novels, this charm produces bandages and splints.", Ferula,Ferula,Tergeo,Furnunculus,Flesh Memory
What spell is used in the Harry Potter books to produce fire?, Incendio,Fire Charm,Flagrate,Incarcerous,Incendio
In the Harry Potter books this spell creates a beam of light., Lumos,Illumino,Nox,Muffliato,Lumos
This spell was used by Hermione to create an exact replica of an object., Geminio,Geminio,The Twin curse,Confundus Charm,Reparo
This fun little charm from the Harry Potter series produces a lovely bouquet of flowers., Orchideous,Confringo,Densaugeo,Petuniatum,Orchideous
"Entertainment Weeklys choice for the # 1book on the List of New Classics was the story of a father and son who trudge across an ashen American landscape in the wake of  some unnamed apocalypse, fighting off sexually predatory bandits, scavenging for food, uncovering charnel-house horror but always moving forward toward some mirage of a better future. What is the name of this post-apocalyptic novel by Cormac McCarthy?", The Road,There Will Be Blood,No Country for Young Men,The Road,All the Pretty Horses
Most writers dream of making the New York Times Best-Seller List. Which one of these books spent the most weeks on the New York Times Best-Seller List?, The Da Vinci Code,The Lovely Bones,The Da Vinci Code,Into Thin Air,Harry Potter and the Goblet of Fire
"The book ranked # 9 on the Entertainment Weeklys New Classics List tells the story of a deserting Confederate soldier, Inman, and his journey back to the genteel and lovely Ada. What was the destination for the war weary and lovelorn Inman?", Cold Mountain,Cold Mountain,Bridges of Madison County,West Point,Cold Comfort Farm
"This novel, that is over 850 pages, tells the story of cowboy Gus, the strong willed prostitute, Lorena and the evil murderer and rapist, Blue Duck. What is the title of this book that describes a long, long cattle drive?", Lonesome Dove,Lonesome Dove,All the Pretty Horses,No Country for Old Men,New Riders of the Purple Sage
"Neil Gaiman, a fantasy and science fiction writer was asked to name his top 10 New Classic Monsters.  Gaimans # 8 choice was a monster found in master horror writer Steven Kings novel It. In what shape did It come to terrorize the children of Derry?"," Pennywise, the clown",Buick 8,"Pennywise, the clown",Cujo,The Walking Dude
"In a book that made the list of Five Memoir Shockers, which sports legend bragged that he had bedded 20,000 ladies?", Wilt Chamberlain,Jim Brown,Wilt Chamberlain,Willie Shoemaker,Joe Namath
"Which novel has the opening lines, My name was Salmon, like the fish; first name Susie. I was fourteen when I was murdered on December 6, 1963.?", The Lovely Bones,All She Ever Really Wanted,The Handmaids Tale,The Lovely Bones,Case Histories
"On May 11, 1996, eight people died while trying to reach the summit of Mt. Everest, including famed mountain guides Rob Hall and Scott Fischer. Jon Krakauer was one of the survivors. What is the name of Krakauers book that gives his first person account of the events that led to one of the deadest days ever on Mount Everest?", Into Thin Air,Into Thin Air,Climb,Everest,Into the Wild
What is the veterinarians full name in the book All Creatures Great and Small?, Dr. James Herriot,Dr. James Siegfried,Dr. Calvert James,Dr. James Tristan,Dr. James Herriot
"In the book All Creatures Great and Small, which of Siegfrieds possessions does Tristan keep destroying?", Vehicles,Vehicles,Buildings,Pig pens,Tools
"In the book All Creatures Great and Small, what was Tristans favorite type of cigarettes?", Woodbine,Woodbine,Garshaw,Duncan,Red Rover
How many siblings did William Shakespeare have?, 7,He had no siblings,7,3,1
Where did William Shakespeare grow up?, Stratford-upon-Avon,Bath,London,Stratford-upon-Avon,Manchester
"What were the names of William Shakespeares three children, two of whom were twins, a boy and a girl?"," Susanna, Hamnet and Judith","Ophelia, Harry and Catherine","Anne, John and Susan","Susanna, Hamnet and Judith","Judith, Hamlet and Juliet"
