Questions,Correct,A,B,C,D
When is the United States Flag flown at half-mast?, in mourning and holiday observation,when a sports game begins,in mourning and holiday observation,when it is sunny,after the 15th of the month
On what United States holiday are small versions of the flag placed by war memorials and next to graves of U.S. war dead?, Memorial Day,Labor Day,Memorial Day,Thanksgiving Day,Christmas Day
"If the United States flag is flown upside down, what does that mean?", Distress signal,None of these,It doesnt mean anything,Someone just did it by accident,Distress signal
"Who wrote the The Star-Spangled Banner, the national anthem of the United States of America?", Francis Scott Key,Benjamin Frankllin,Francis Scott Key,John Hancock,George Washington
"In the USA, Flag Day, which commemorates the adoption of the flag, is observed on what date?", June 14,September 1,May 31,June 14,July 4
Id walk a mile for a ..., Camel,Camel,Cup of coffee,Glass of wine,Soup
Probably the best beer in the ..., World,World,Neighborhood,City,Country
"A newspaper, not a ...", Snoozepaper,Snoozepaper,Journal,Diary,Magazine
"A Mars a day helps you work, rest and ...", Play,Keep going this way,Play,Make your day,Say
Between love and madness lies ..., Obsession,Forever,Sexuality,Friendship,Obsession
We drink all we can. The rest we ..., Sell,Exchange,Sell,Throw,Eat
"Melt in your mouth, not in your", Hand,Arm,Wrist,Hand,Fist
When a man youve never met before suddenly gives you ..., Flowers,His watch,A kiss,A promise,Flowers
A mind is a terrible thing to ..., Waste,Keep,Lose,Spoil,Waste
We bring good things to ..., Life,Success,Reality,Life,You
"In early 1800s, marijuana was the number one crop in this American state.", Kentucky,California,Texas,Idaho,Kentucky
One of the first streetcars in this American city was made to resemble a horse., San Francisco,San Francisco,New York,Philadelphia,Boston
"In an ancient civilization, the cure for epilepcy was to spit on the person having a fit.", Rome,Egypt,Rome,China,Greece
"Oranges used to be popular in this European country as decorative items, much as gourds are today.", England,Turkey,England,Argentina,Portugal
In the 1500s translating the Bible was almost illegal. A strong public opinion was widespread that the Bible should not be translated into common languages. Where was that?, Europe,Europe,North Africa,Asia,North America
"Until recent years this strange custom was practiced: when a husband died, his wife would walk into the funeral pyre and burn to death. Where did they perform it?", India,India,Madagaskar,China,Malaysia
Housewarming parties originated in this constituent country of the United Kingdom., Scotland,England,Scotland,Northern Ireland,Wales
Where were eyeglasses known and worn 500 years before they became popular in Europe and America?, China,Brazil,India,China,Japan
"About 1,400 years ago, a British girl named Bathilde was sold to King Clovis II as a slave. The king fell in love with her and they got married. He made her queen. This is how slavery ended in this country.", France,Spain,France,Great Britain,America
During which of these wars was there an epidemic of opium addiction among American soldiers?, Vietnam war,World War II,Korean War,Vietnam war,World War I
What country is Dublin in?, Ireland,Bulgaria,Ireland,U.S.,Germany
"Russia is the largest country in the world, located on which continent(s)?", Asia and Europe,Europe,Asia,Asia and Europe,Asia and Africa
Which one of these countries is smallest in area?, Azerbaijan,Angola,Argentina,Afghanistan,Azerbaijan
What currency is used in Bermuda?, Bermudian dollar,Bermudian dollar,Bermudian peso,Bermudian euro,Bermudian real
What currency is used in India?, Indian rupee,Indian rupee,Indian dollar,Indian tenge,Indian  yuan
What currency is used in Pakistan?, Pakistani rupee,Pakistani tala,Pakistani ruble,Pakistani rial,Pakistani rupee
What currency is used in Japan?, yen,yen,ouguiya,won,som
What currency is used in South Korea?, South Korean won,South Korean won,South Korean dollar,South Korean leu,South Korean yen
What currency is used in Libya?, Libyan dinar,Libyan dollar,Libyan dinar,Libyan rial,Libyan franc
What currency is used in Kuwait?, Kuwaiti dinar,Kuwaiti kwacha,Kuwaiti lira,Kuwaiti dollar,Kuwaiti dinar
What currency is used in Norway?, Norwegian krone,Norwegian shilling,Norwegian franc,Norwegian pound,Norwegian krone
Which of these is not an American movie with a character who is autistic?, My Very Wonderful Boy,Rainman,Change of Habit,The Innocent,My Very Wonderful Boy
"In which US state  would  you  find these cities: Alexis, Alhambra, Amboy, Argenta, Ashley, Zeigler, Zion, Wauconda?", Illinois,New Jersey,Indiana,Illinois,Iowa
"How large is the largest United States flag and largest flag in the world, as designated by the Guinness Book of Records in 1998?", 505 feet by 255 feet,197 feet by 257 feet,505 feet by 255 feet,100 feet by 400 feet,434 feet by 211 feet
"In 2001, Dave Barlia set a world record for longest bungee jump. How long was the  jump?"," 6,000 feet","6,000 feet",600 feet,600 yards,"6,000 yards"
"This actress, whose career spanned almost 70 years, has won an Emmy, a Grammy, an Oscar and a Tony Award.", Helen Hayes,Helen Hayes,Carol Channing,Olivia DeHaveland,Gloria Stuart
Which US state has an official piece of neckwear?, Arizona,Connecticut,Arizona,Utah,Massachusetts
How many American made movies did Marlon Brando direct?, 1,2,4,1,0
What is the main language of Brazil?, Portuguese,Portuguese,Tupi,Spanish,Brazilian
What is the main language of Austria?, German,English,German,Austrian,Hungarian
What is the most widely spoken language in Papua New Guinea?, Tok Pisin (Pidgin English),Hiri Motu,Tok Pisin (Pidgin English),French,Manam
What is the most widely spoken language in Hawaii?, English,Hawaiian,Chinese,English,Japanese
What is the most widely spoken language in Nigeria?, English,Yoruba,Arabic,Hausa,English
What is the main language of Haiti?, Creole French,Creole French,Pidgin English,Portuguese,Spanish
What is the main language of Bangladesh?, Bengali,Bengali,French,Hindi,Urdu
What is the main language of Tunisia?, Arabic,Arabic,English,Italian,Tunisian
What is the most widely spoken language in Ethiopia?, Amharic,Swahili,Arabic,English,Amharic
Which US state ranks number ten in terms of area?, Wyoming,Arkansas,Wyoming,Arizona,Utah
What is the deepest lake in the United States?, Crater Lake,Lake Tahoe,Lake Mead,Crater Lake,Applegate Lake
What is the state tree of California?, Redwood,Redwood,Douglas fir,Spruce,Oak
What is the state flower of Alaska?, Forget-me-not,Golden poppy,Forget-me-not,Aster,Lilac
Where is Echo Canyon located?, Utah,Utah,Mississippi,Florida,Hawaii
What is the capital of the state of Nevada?, Carson City,Las Vegas,Sparks,Carson City,Reno
What is the state tree of Idaho?, Western White Pine,Western hemlock,Douglas fir,Western White Pine,Elm
What was the 33rd US state admitted to the Union?, Oregon,Idaho,Oregon,Washington,California
What is the state motto of Arizona?, God Enriches,By Valor and Arms,The Welfare of the People Shall Be The Supreme Law,It Grows as it Goes,God Enriches
What is the state bird of Colorado?, Lark Bunting,Western Meadowlark,Lark Bunting,Ring-Necked Pheasant,Cardinal
"According to the legend, leprechauns are unfriendly Irish fairies who live alone, possess hidden pots of gold and pass the time making what?", Shoes,Hats,Bells,Shoes,Gold
"In Ireland, the shamrock, a three-leaved white clover, is a sacred plant which symbolizes what?", Rebirth of spring,National liberty,Good fortune,Universal Peace,Rebirth of spring
What are the two official national languages of Ireland?, Irish and English,Gaelic and Irish,Irish and English,English and Latin,Scottish and English
"What is the main ingredient in Boxty cakes, a traditional Irish dish?", Potatoes,Vegetables,Raw meat,Potatoes,Sausages
"Which of the following films did not star renowned Oscar-nominated Irish actor, Liam Neeson?", Philadelphia,"Star Wars, The Phantom Menace",Schindlers List,Excalibur,Philadelphia
"Irish Fest, the largest celebration of Irish music and culture in the world, is held annually in which location?"," Wisconsin, USA","Massachusetts, USA","Dublin, Ireland","Limerick, Ireland","Wisconsin, USA"
"Which ancient Celtic custom, once practiced in Ireland, involved tying the brides and grooms wrists together?", Hand Fastening,Celtic Knotting,Hand Fastening,Celtic Joining,Hand Joining
"What famous female Irish pirate of the 1500s was condemned to death, but later pardoned by Queen Elizabeth?", Grace OMalley,Kelley McGee,Grace OMalley,Grace McGilley,Grace Kelley
"What cape is the northernmost point of the second largest continent in the world, Africa?", Cape Blanc,Cape Bon,Cape Blanc,Cape Rosa,Cape Serrat
"What is the motto of Republic of Sudan, the African country with the largest area?", Victory is ours.,Victory is ours.,In Union and Liberty.,God is with us.,Unity is strength.
Which city used to serve as the capital of West Germany?, Bonn,West Berlin,Frankfurt,Bonn,Berlin
Legend has it that this European capital was founded by twins raised by a female wolf., Rome,Athens,Rome,Madrid,Paris
Belgrade was the capital of former Yugoslavia. Which country has the city as its capital today?, Serbia,Croatia,Bulgaria,Serbia,Montenegro
Which capital is NOT situated on an island?, Amsterdam,Copenhagen,Nicosia,Reykjavik,Amsterdam
Prague is the capital of the Czech Republic. Bratislava is the capital of the Slovak Republic. Which city used to be the capital of Czechoslovakia?, Prague,Budapest,Brno,Bratislava,Prague
Which of these cities is NOT located on the shore of the Baltic sea?, Warsaw,Warsaw,Helsinki,Copenhagen,Tallinn
Which city is the worlds most northern capital?, Reykjavik,Stockholm,Oslo,Reykjavik,Moscow
"Which capital was supposedly founded by Ulysses, after he left Troy escaping the Greeks?", Lisbon,Rome,Athens,Sofia,Lisbon
Which river flows through four European capitals?, Danube,Rhine,Vistula,Volga,Danube
What is the capital of Switzerland?, Berne,Basel,Berne,Zurich,Geneve
Which country has Valletta as its capital?, Malta,Luxembourg,Monaco,Albania,Malta
The Organization of Petroleum Exporting Countries (OPEC) is based in this European capital., Vienna,London,Vienna,Oslo,Athens
"If you go to New York City, you might hear about Macys Day, another name for this Federal Holiday.", Thanksgiving Day,Thanksgiving Day,Columbus Day,Labor Day,Memorial Day
"It is believed that the American Labor Day originates from a parade, organized on September 5, 1882 in this city.", New York City,Detroit,Los Angeles,New York City,Chicago
"The Birthday of Dr. Martin Luther King, Jr. is a Federal Holiday as a result of a large-scale campaign. This famous musician, who is also the writer and performer of  Happy Birthday, was one of the most notable activists of this campaign..", Stevie Wonder,Aretha Franklin,Louis Armstrong,Stevie Wonder,Ella Fitzgerald
"In the US, Loyalty Day is celebrated on May 1st with parades and ceremonies. It was first observed in the 1930s and was designed as a counterweight to this holiday.", May Day,Labor Day,Memorial Day,May Day,Victory Day
"Every year on 14 July, France celebrates its national holiday, Fete Nationale, widely known as this.", Bastille Day,Armed Forces Day,Victory Day,Bastille Day,Independence Day
The Chinese New Year is the most important of all traditional Chinese holidays and is celebrated on this date., The date is not fixed,The date is not fixed,22 February,18 February,28 February
Remembrance Day or Armistice Day is observed on November 11 in the Commonwealth of Nations and various European countries. What does it commemorate?, World War I and other wars,World War II,The fall of the Berlin Wall,The formation of the European Union,World War I and other wars
"On September 7, Brazil commemorates its independence from this country.", Portugal,Italy,Spain,The United Kingdom,Portugal
"ANZAC Day is a public holiday celebrated on April 25th, in this country.", Australia,Australia,Argentina,Angola,Austria
"In Russia, the International Womens Day is celebrated on this date.", 8 March,1 April,8 March,15 December,11 March
What does the word Christmas mean?, Mass of Christ,Birth of Christ,Christian celebration,Holiday,Mass of Christ
Which Orthodox Christian church celebrates Christmas on January 7th?, All of these,The Jerusalem church,The Gregorian church,All of these,The Russian church
"In 1644, Christmas celebrations were forbidden with an Act of the Parliament in which country?", England,England,France,Germany,Australia
What is the origin of the tradition of putting Christmas presents in stockings?, St. Nicholas put some gold coins in stockings of three poor girls.,St. Nicholas put some gold coins in stockings of three poor girls.,Santa Claus gives the dwarfs stockings every Christmas.,The Magi brought Jesus gifts in stockings.,The elves put fruit and candies in all childrens stockings.
"Which Nordic god was killed with a mistletoe twig, a traditional decoration for Christmas?", Baldur,Odin,Loke,Thor,Baldur
Which of the following is a popular Christmas song?, All of these,Jingle Bells,All of these,O Tannenbaum,We Wish You A Merry Christmas
"In 1931,  the Coca-Cola Company developed the picture of Santa Claus, based on a Swedish painting of what Nordic mythical creature?", Tomte,Tomte,Troll,Giant,Elf
"The story in which Santa Claus Rudolph the Red-Nosed Reindeer was first mentioned, was written in which year?", 1939,1878,1939,1987,1993
"Every year, this country traditionally presents a Christmas tree to the London citizens to express appreciation for the British support during World War II.", Norway,Bulgaria,Sweden,Norway,Italy
The Official Post Office of Santa Claus is situated in which city in Finland?, Rovaniemi,Helsinki,Turku,Tampere,Rovaniemi
Area code 213 is one of the original area codes in which major metropolitan area?, Los Angeles,San Francisco,Pittsburgh,New York,Los Angeles
312 is an area code in which major metro area?, Chicago,Miami,Chicago,Detroit,Phoenix
Which of these is not a San Francisco area code?, 931,931,415,650,510
"If I make a call into the 718 area code, what general area am I calling into?", The Boroughs of New York,North of the Greater Miami area,The Boroughs of New York,Western suburbs of Chicago,Suburbs south of Seattle
Which empire was the historical enemy of Ancient Greece?, Persia,Troy,Turkey,Persia,Rome
How did Socrates die?, He was poisoned.,He died of old age.,He was exiled to Ithaca.,He was killed during the war.,He was poisoned.
What did Pericles call the School of Hellas?, Athens,Sparta,the Lyceum,Athens,Platos Academy
Which term refers to a method of education based on inquiry and examination of key moral concepts?, the Socratic method,the Socratic method,Direct Democracy,The Council of 500,The Assembly
What is the capital of the Republic of Ireland?, Dublin,Cork,Dublin,Limerick,Belfast
The Irish are considered lucky because Ireland has none of what creature?, snakes,snails,mice,snakes,geese
What is the most common religion in the Republic of Ireland?, Catholic,Presbyterian,Protestant,Jewish,Catholic
About how long has the island of Ireland been inhabited?, All of these,"about 9,000 years",All of these,about 90 centuries,about 900 decades
What are the colors of the Irish flag?," green, white, orange","red, white, blue","red, yellow, green",none of these,"green, white, orange"
How many counties are there in the Republic of Ireland?, 26,104,3,26,85
"Macys Thanksgiving Day Parade is held annually, every Thanksgiving Day, in this US city.", New York City,New York City,Dallas,Washington DC,Los Angeles
"In 1970, a group labeled the United Native Americans of New England started a protest that is held annually on Thanksgiving Day and is called this.", National Day of Mourning,National Day of Civil Rights,National Day of America,Annual Meeting of the Natives,National Day of Mourning
The Thanksgiving Day Parade held in this city is regarded as the nations first., Philadelphia,Philadelphia,New York City,Houston,Detroit
Turducken is sometimes served in place of the Thanksgiving turkey. Do you know what it is?, A turkey stuffed with a duck stuffed with a chicken,A pig stuffed with vegetables,White cabbage fermented by Lactobacillus bacteria,A deep fried turkey,A turkey stuffed with a duck stuffed with a chicken
The day after Thanksgiving Day is called this in the United States., Black Friday,Never Day,Betting Day,Black Friday,Red Friday
"In Canada, Thanksgiving Day is celebrated on the second Monday in October. What holiday is celebrated on that same day in the United States?", Columbus Day,Boxing Day,Veterans Day,Columbus Day,Memorial Day
It is obvious that vegetarians and vegans dont eat turkey on Thanksgiving day. This meal is a meatless imitation of turkey., Tofurkey,Hiyayakko,Tofurkey,Andouille,Sauerkraut
"In the year 1620, this ship carried 102 Pilgrims from Plymouth, England to the shores of North America.", Mayflower,Pinta,Mayflower,Nina,Santa Maria
Тhe first Thanksgiving celebration is said to have taken place in the autumn of 1619 in this US state., Virginia,Florida,Texas,Mississippi,Virginia
The roasted turkey is a traditional meal on Thanksgiving Day in the US and Canada. It is also a traditional meal on this holiday in the United Kingdom., Christmas,Good Friday,Christmas,Commonwealth Day,Easter
"This state, that is home of Mount Whitney, is the third biggest state in the US.", California,Texas,Florida,California,Alaska
"It is the smallest state in size, and was also the last of the original thirteen colonies to become a state.", Rhode Island,Hawaii,Connecticut,New Jersey,Rhode Island
This states capital is Augusta., Maine,New Mexico,Kansas,Maine,Georgia
"Stone Mountain, one of the largest single masses of exposed granite in the world, is located in this state.", Georgia,Kentucky,Tennessee,Georgia,Alabama
Dwight D. Eisenhowers family settled in this state in 1892. Its capital city is Topeka., Kansas,Minnesota,Kansas,Nebraska,Washington
In what state is the Space Needle located?, Washington,Oregon,New York,Washington,Wyoming
Although the state is often called the Wolverine State there are no longer any wolverines in it., Michigan,Maryland,Arizona,Michigan,Wyoming
It is known as the Lone Star State and is home to the Alamo., Texas,Arkansas,Idaho,Montana,Texas
The capital of this eastern state is Hartford., Connecticut,Utah,Pennsylvania,Maryland,Connecticut
It is the only US state that starts with two vowels. Dubuque is the states oldest city., Iowa,Indiana,Iowa,Illinois,Louisiana
"In modern warfare, which alert level of DEFCON (DEFense CONditions) signifies maximum readiness of the US Army forces?", 1,5,6,7,1
"Jerusalem is of great importance to Jews, Christians and Muslims. It is closely linked to the lives of prophets such as David, Salomon and Jesus Christ. According to the Bible, which of the following is attributed to king Salomon?", Building the First Jewish Temple in Jerusalem,Founding the city of Jerusalem,Declaring Jerusalem capital of the Kingdom of Israel,Defending the city against a Roman siege,Building the First Jewish Temple in Jerusalem
"In 571 CE the Prophet Muhammad was born in Mecca. There, he started preaching Islam and gathered some followers. However, he was persecuted in Mecca and therefore he moved to the city of Yathrib. What is the present name of Yathrib?", Medina,Najaf,Jerusalem,Medina,Nazareth
"Buddhists have four pilgrimage sites, closely linked to the life of Siddhartha Guatama (known as Buddha). This was the city where he sat under a peepal tree, meditating for three days and three nights until he attained Enlightenment.", Bodh Gaya,Lumbini,Sarnath,Bodh Gaya,Kushinagar
The Al-Aqsa Mosque is one of the holiest places on Earth to every Muslim. It is built on the mount where Prophet Muhammad ascended to heaven and therefore the place is considered very sacred. But the place is holy to Jews too because they believe that this ancient structure once stood on the very same mount., The Temple of Solomon,The Temple of Abraham,The Temple of David,The Temple of Irod,The Temple of Solomon
"The Crusades were military campaigns, originally meant to free Jerusalem (the Holy Land) from the Muslims. Although the crusaders seemed to be men of valor, the Eastern Orthodox Church considered their journeys as attacks of the West. This was the name of the Pope who called for the First Crusade in 1095.", Pope Urban II,Pope Urban II,Pope John XII,Pope Benedict VII,Pope Leo IX
"This is another ritual, performed by Muslim pilgrims. It takes place in Mina (a city just outside Mecca). There, they collect a number of pebbles and throw them at the three pillars at Mina. This is what the ritual is called.", Stoning of the devil,Killing of the three demons,Stoning of the devil,Building a mountain,Facing ones fears
This South-Asian country has Dili as a capital and largest city. Its two official languages are Tetum and Portuguese., East Timor,Taiwan,Cambodia,East Timor,Philippines
This country won its independence from France. Its currency is Gourde (HTG) and capital - Port-au-Prince., Haiti,Haiti,Ghana,Kenya,Laos
"Before the Spanish arrived, this country was home to various Pre-Inca cultures and later, to the Inca Empire. Francisco Pizarro landed on its coast in 1532.", Peru,Brazil,Bolivia,Peru,Argentina
The name of this small African country means lioness mountains. Its written history begins in 1462 when Portuguese explorers first landed there., Sierra Leone,Cote dIvoire,Uganda,Sierra Leone,Guine-Bissau
Which European country used to have Cracow (Kraków) as its capital?, Poland,Poland,Denmark,Lithuania,Germany
In which Central European country will you find Munich (Muenchen)?, Germany,Austria,Switzerland,Germany,Poland
Where is the city of Brno located?, In the Czech Republic,In Serbia,In Croatia,In Switzerland,In the Czech Republic
Aalborg is the main city of the region of North Jutland which is located in this country., Denmark,Germany,Sweden,Norway,Denmark
In which German-speaking country will you find the city of Linz?, Austria,Germany,Austria,Liechtenstein,Switzerland
In which Baltic country will you find the city of Kaunas?, Lithuania,Lithuania,Poland,Latvia,Estonia
In what country is Lviv located?, Ukraine,Poland,Lithuania,Hungary,Ukraine
"In what country will you find the Adriatic town of Trieste (Trst, Triest)?", Italy,Croatia,Slovenia,Serbia,Italy
Which countrys second largest port is Turku?, Finland,Finland,Sweden,Turkey,Moldavia
Where is Kosice (Košice)?, In Slovakia,In Slovenia,In Poland,In Slovakia,In Hungary
Is Geneva (Genève) located within the EU territory?," No, it is in Switzerland which is outside ot EU.","No, it is in Switzerland which is outside ot EU.","No, it is a self-governed city (like Monaco) which is outside of the EU.","Yes, it is an Italian city.","Yes, it is in France"
In what country will you find the city of Narvik?, Norway,Norway,Denmark,Sweden,UK
"The Titanic was the second of a trio of giant liners, designed to dominate the transatlantic travel business. It was owned by the White Star Line. Where was the Titanic built?", Ireland,Netherlands,Ireland,Poland,Finland
"The construction of the Titanic was fully completed on 31 March, 1912.  Titanics maiden voyage commenced from Southampton, England on this memorable day.", 10 April 1912,10 June 1914,12 May 1912,10 April 1912,12 May 1913
"On the fatal day of the disaster, the Titanic recieved many iceberg warnings. The last one was recieved at 9:40 PM from this ship.", Mesaba,Amerika,Caronia,Mesaba,Baltic
"After it became clear that the Titanic could not stay afloat, safety measures to save the crew and the passengers were taken. At 12:40 AM the first lifeboat, boat 7, was lowered. How many of these boats did Titanic have?", 20,20,30,40,60
Which country’s name is derived from silver?, Argentina,Samoa,Argentina,Switzerland,Zimbabwe
What is the meaning of the name of China in the native language of the country?, Middle Kingdom,Empire of Gods,Middle Kingdom,The Great Nation,Land Behind the Wall
What is the origin of the name of Australia?, Southern (Latin),"Austral parakeet, a parrot native to the continent",Bigger Austria (German),Southern (Latin),It refers to the multitude of stars that can be observed from there (astral land)
Which country’s name means rich harbour?, Puerto Rico,Thailand,Cape Verde,Sierra Leone,Puerto Rico
Belarus is a country in Eastern Europe. The name relates to Russia. What is the proper translation?, White Russia,Red Russia,Lower Russia,West Russia,White Russia
Which countrys name can be translated as God fights?, Israel,Germany,Israel,Iran,Turkey
Which country has a lion in its name?, Sierra Leone,Sudan,Kiribati,Cape Verde,Sierra Leone
Many Central Asian countries’ names end with STAN. What does the suffix mean?, Land,Empire,Mountain,Land,Kingdom
Which country name does NOT contain a color?, Sri Lanka,Belarus,Montenegro,Sri Lanka,Cape Verde
What is the origin of the name of Tanzania?," Its a combination of TANganyika and ZANzibar, the two main parts of the country.","It comes from Latin stanza, meaning poetry.","Tanzan, a Buddhist monk who was the legendary founder of the country",Land of the Proud in Swahili,"Its a combination of TANganyika and ZANzibar, the two main parts of the country."
Many Caribbean nations are named after a saint. Which saint country is fictional?, Saint George,Saint Martin,Saint George,Saint Lucia,Saint Kitts and Nevis
Which African nation is country of the blacks?, Sudan,Montenegro,Senegal,Zimbabwe,Sudan
"In the 1980s, the proud residents of this city  declared its independence from the United States and formed the Conch Republic. People on Duval Street party each night until dawn and at 201 Duval Street  you can drink to the writer Ernest Hemingway at Sloppy Joes bar. What southernmost city in the continental United States did Hemingway call The St Tropez of the Poor ?", Key West,Islandmorado,Key West,Key Largo,Princeville
"From Antebellum mansions, to shotguns houses, to Creole houses found in the French Quarter, the architecture reflects this citys history. Marie Laveau, Jean Lafitte, Harry Connick Jr. and Ann Rice have walked the streets of The Crescent City. Andrew Jackson fought the last battle of the War of 1812 in this city two weeks after the war had ended with the signing of the Treaty of Ghent. The city is New Orleans but  by what other name is New Orleans affectionately called?", The Big Easy,Peachtree City,Heart of Dixie,The Queen City,The Big Easy
"This charming southern city has the second largest St. Patricks Day parade in the nation. Paula Deenes Lady and Two Sons restaurant first opened in this city. UGA, the white bulldog that is the mascot for the University of Georgia lives here, in Savanna. But Savanna has a darker and more secret side that is revealed in John Berndts best selling book about the murder of Danny Hansord. What is the name of the book that introduces Lady Chablis and John Williams to the nation?", Midnight in the Garden of Good and Evil,Dark Secret:  The Murder of Danny Hansford,Voodoo and Murder in Old Savanna,Murder in the Mercer House,Midnight in the Garden of Good and Evil
"In this four-mile area know as the strip one can find a replica of the Statue of Liberty, gondolas floating on canals, the castles of Camelot, and a replica of the Eiffel Tower. Best of all what happens in this city stays in this city.", Las Vegas,Las Vegas,Los Angeles,Reno,Hollywood
"The City of Brotherly Love is seeped in American history. Visit Independence Hall to see where the Declaration of Independence was signed. You can still walk on cobblestones and see the Liberty Bell. Have a cheesesteak, it was invented in this city.  And South Street is where all the hippies meet.  What city would you be in to watch the Mummers Parade?", Philadelphia,Philadelphia,Boston,Concord,Plymouth
Which was the first US state to declare Christmas a legal holiday?, Alabama,Oklahoma,Mississippi,Alabama,Arizona
People in which country used to decorate Christmas trees with artificial roses and set  them on fire?, Estonia,Finland,Estonia,Sweden,Lithuania
Which of these was a traditional Christmas dinner in early England?, Pig head,Shepherds pie,Stuffed turkey,Pig head,Fried fish
"The song, Have Yourself a Merry Little Christmas was introduced in which Broadway musical?", Meet Me in St. Louis,The Barkleys of Broadway,West Side Story,Meet Me in St. Louis,The sound of Music
"When listing all the U.S. states in alphabetical order, which state capital comes first?", Montgomery,Augusta,Phoenix,Montgomery,Little Rock
How many U.S. state capitals have the word city included in their name?, 4,5,4,6,3
Which is the only state that has the word Saint (St.) in its state capital?, Minnesota,Montana,Michigan,Minnesota,Maine
How many U.S. state capitals have two words in their name?, 8,7,8,6,9
How many U.S. state capitals share the same first letter with their state?, 4,5,3,6,4
"You wouldnt want to be a bride in this country - the honey moon lasts three months and according to custom, the bride covers all expenses.", Thailand,Morocco,Algeria,Thailand,India
There is a strange tradition in this Spanish town which involves geese.  During the fiesta men try to pull the neck off a goose while repeatedly plunging into the water., Lekeitio,Lekeitio,Antequera,Benalmadena,Costa Del Sol
This peculiar tradition takes place in Spain too. Right at the peak of the tomato season a wild tomato battle develops as people pelt each other with ripe tomatoes. Rivers of tomato sauce run down the streets., La Tomatina,The Bull Running,La Tomatina,Cinco De Mayo,El Perro
Sending these items for Christmas is considered bad manners in Japan., Red Christmas cards,Party invitations,Red Christmas cards,Greetings,Presents
It is customary in this country to put an artificial spider and a web on the Christmas tree., Ukraine,Ukraine,Bulgaria,Iran,Russia
"According to beliefs in Poland, swallowing a willow catkin from a branch consecrated by a priest would bring good health. When does this event take place?", Easter,Easter,Summer Solstice,Christmas,1st of March
"July 7th-14th is the time when youd better stay out of the streets in Pamplona, Spain. A herd of fighting bulls are let loose onto the streets, after a crowd of young men. A lot of injuries occur during this famous fiesta.", Bull Running,La Endiablada (The Disguised Devils),Bull Running,Bullfight,April Fair
"Russians have the  strange custom of fighting these wild animals. After a hunt, the fighter combats this type of animal either with his bare hands or using a pitchfork.", A bear,An elephant,A lion,A bear,An ox
Russians have another strange tradition for men. They get together and prepare a bottle of vodka for every three men.  Then they drink until this happens., A man falls,A man dies,A man blinks,A man faints,A man falls
"According to tradition, passengers of the train passing over the Jamuna river in India, should give tribute to the river by throwing this in it.", Coins,A shoe,A silver ring,Coins,A piece of their clothing
"Folk hero Santa Claus is a variant of a European folk tale based on the historical figure of Saint Nicholas, who lived on the territory of what present-day country?", Turkey,England,Turkey,Germany,Netherlands
"According to the myth, what do the children on Santas bad list often receive, instead of presents?", A piece of coal,A book with proverbs and morals,A box of rocks,A piece of coal,Rotten fruit
"The original versioan of the popular Christmas song, Silent night was what language?", German,German,French,Swedish,Dutch
In what major European city was the first commercial Christmas card introduced?," London, United Kingdom","Copenhagen, Denmark","Zurich, Switzerland","London, United Kingdom","Berlin, Germany"
"Which one of the these is a British physicist and mathematician, born on Christmas Day?", Sir Isaac Newton,John Henry Pratt,Sir Isaac Newton,Kenneth C. Griffin,Wang Weike
"At Christmas, Christians in the tropical areas of this country decorate banana or mango trees .", India,Chile,India,Iraq,Japan
This countrys Christmas tree decorations traditionally include an artificial spider web., Ukraine,Romania,Ukraine,Portugal,Estonia
"Composed in 1857 by James Pierpont, this is the original name of the popular Christmas song, Jingle Bells.", One-Horse Open Sleigh,Oer the Hills,Dashing Through the Snow,A Sleighing Song,One-Horse Open Sleigh
"In which of of the following countries, Christmas presents are brought by a kindly witch and not by Santa?", Italy,Japan,Italy,Bulgaria,Russia
Where does the earliest evidence of Christmas celebrations come from?, Egypt,Rome,Jerusalem,Mesopotamia,Egypt
"Christmas, a Christian holiday celebrated all over the world, is known under what name in the Netherlands?", Kerstmis,Dies Natalis,Noël,Kerstmis,Weihnachtsfest
Which of the following songs is not a Christmas carol?, Modest Maid,O Tannenbaum,Deck The Halls,Winter Wonderland,Modest Maid
The myth of Santa Claus was inspired by the story of which real person?, Saint Nicholas,Saint Louis,Saint Nicholas,Saint Joseph,Saint Paul
Which of Santa Clauss nine flying reindeer is known as The Red-Nosed Reindeer?, Rudolf,Rudolf,Cupid,Comet,Blitzen
"According to the Christian Bible, where did Joseph and Mary live before Jesus was born?", Nazareth,Nazareth,Jerusalem,Bethlehem,Rome
"According to popular belief, the angels first announced Jesus Christs birth to what group of people?", Shepherds,Soldiers,Children,Sowers,Shepherds
"This celebration, observed on 26 December, is known as Boxing Day in in Britain, Australia, New Zealand and Canada.", Saint Stephens Day,Saint Patricks Day,Perihelion,Candlemas,Saint Stephens Day
What is the name of the day that marks the beginning of the Christmas shopping season in the US?, Black Friday,Black Friday,Blue Wednesday,Red Sunday,Green Saturday
"The tradition of the Christmas tree, which can be traced back to the 16th century, comes from which country?", Germany,France,Russia,Germany,Romania
What is the capital of the state of California?, Sacramento,Sacramento,Benicia,San Francisco,Los Angeles
Which of these authors was not born in California?, Mark Twain,Robert Frost,John Steinbeck,Mark Twain,Jack London
Which of these states does not border California?, Idaho,Oregon,Arizona,Idaho,Nevada
In which subject would you come upon the word rhoticism?, Linguistics,Physics,Dentistry,Immunology,Linguistics
