Questions,Correct,A,B,C,D
In what South American country was Che Ernesto Guevara born?, Argentina,Paraguay,Argentina,Bolivia,Suriname
Near what sea was the ancient city of Troy located ?, Aegean,Aegean,Mediterranean,Ionian,Adriatic
Which of these rivers runs through the Czech Republic and Germany?, Elbe River,Elbe River,Rhine River,Danube River,Rhone River
Name the European co-principality whose heads of state are the President of France and the Bishop of Urgel., Andorra,Andorra,Vatican City,San Marino,Malta
"After World War II, this country was split into two states which were not reunited until 1990.", Germany,France,Spain,Austria,Germany
Mount Erebus is a volcano located on this continent., Antarctica,Antarctica,Europe,South America,Asia
Rastafarianism is a religion that venerates Haile Selassie as a god. Haile Selassie was the emperor of the third most populous country in Africa. Name that country., Ethiopia,Libya,Ethiopia,Mozambique,Gabon
Name Asias most densely populated country which has about three million people and an area of less than 250 square miles (402 km²)., Singapore,Hokkaido,Taiwan,Laos,Singapore
In what city in Switzerland is the headquarters of the World Trade Organization (WTO) located?, Geneva,Geneva,Berne,Born,Bamako
What is a ridge of coral in the sea called?, Coral Reef,Atoll,Coral Reef,None of these,Coral Island
"The Dead Sea Scrolls, found in caves at Qumran, are believed to have been made by a group of people called what?", Essenes,BHais,Sircurai,Essenes,Sarafai
What is the average salinity of the Dead Sea?, 30 %,11 %,30 %,49 %,54 %
What body of water feeds the Dead Sea?, The Jordan River,The Euphrates River,The Mediterranean Ocean,The Red Sea,The Jordan River
The Bible tells the story of a woman that was turned into a pillar of salt near the Dead Sea. Who was her famous husband?, Lot,Issac,Abraham,Pharoah,Lot
"The Dead Sea, the lowest point on Earth, is how far below sea level?", 418 meters,349  meters,418 meters,517  meters,2608 meters
What was the name of the great fortification built in 37-31 BC by Roman king Herod I on a high hill above the Dead Sea?, Masada,Masada,Kadesh-Barnea,Herods Citadel,Vespasians Citadel
The Dead Sea is part of the Great Rift Valley. How far does this valley extend in length?, 3700 miles,6700 miles,697 miles,1697 miles,3700 miles
"Nelsons Column, built to commemorate Admiral Horatio Nelsons death, is a monument in this famous London square.", Trafalgar Square,Soho Square,Leicester Square,Piccadilly Circus,Trafalgar Square
"Tiananmen Square, which has been the site of a number of political events and student protests, is located in what Chinese city?", Beijing,Beijing,Shanghai,Guangzhou,Taipei
"The Kremlin, a historic fortified complex at the heart of Moscow, overlooks this square to the east.", Red Square,Black Square,Azadi Square,Palace Square,Red Square
"What iconic world landmark, sometimes called the Crossroads of the World, was formerly named Longacre Square?", Times Square,Grosvenor Square,Times Square,Madison Square,St Jamess Square
"What famous square is located in Vatican City, the papal enclave within Rome?", St. Peters Square,Campo dei Fiori,St. Pauls Square,St. Peters Square,Piazza San Marco
"Grand Place, which is known for its large flower carpet, is the main square of this capital European city.", Brussels,Berlin,Paris,Strasbourg,Brussels
Which square is not correctly matched with the capital city in which it is located?, Azadi Square - Karachi,Red Square - Moscow,Senate Square - Helsinki,Azadi Square - Karachi,Leicester Square - London
"Piazza San Marco (St Marks Square), which Napoleon allegedly called The drawing room of Europe, is the principal square of this Italian city.", Venice,Florence,Venice,Rome,Milan
"What city in Eastern Europe, often associated with the story of Dracula, is also famous for Revolution Square, which was the site of a 1989 revolt?", Bucharest,Bucharest,Warsaw,Budapest,Prague
What former president has addressed more than a million people on many occasions on Plaza de la Revolución in Havana?, Fidel Castro,Benito Mussolini,Fidel Castro,Salvador Allende,Francisco Franco
What is the name of the sea that borders the Netherlands?, North Sea,Red Sea,Black Sea,North Sea,Mediterranean Sea
What are the three colours of the national flag of the Netherlands from top to bottom?," Red, white, and blue","Red, white, and blue","Blue, yellow, and red","Red, blue, and white","Green, red, and white"
What is the capital city of the Netherlands?, Amsterdam,Amsterdam,Amersfort,The Hague,Zwolle
What two countries border the Netherlands?, Belgium and Germany,Germany and Lithuania,Germany and France,France and Belgium,Belgium and Germany
"Demographically, the Netherlands matches which of this characteristics?", All of these,All of these,Its population is first in average height in the world.,It is one of most densely populated countries in the world.,It is one of the most densely cabled countries in the world.
What Mediterranean island is divided between a Greek community and a Turkish community (although the latter is not internationally recognized as a separate entity)?, Cyprus,Cyprus,Crete,Corsica,Malta
What South American island is shared by Chile and Argentina?, Tierra Del Fuego,Islas Malvinas,Tierra Del Fuego,Islas Galapagos,Isla De Pascua
What island is shared by Indonesia and the nation of East Timor?, Timor,Timor,New Guinea,Borneo,Flores
"What European island is partially occupied by a neighbouring island nation, which has led to centuries of dispute?", Ireland,Sardinia,Sicily,Iceland,Ireland
Which of these islands is shared by three countries?, Borneo,Luzon,Ireland,Madagascar,Borneo
What is the name of the island shared by Haiti and the Dominican Republic?, Hispaniola,Ile dHaiti,Hispaniola,Isla Dominica,Carib Island
What island is shared by the nations of Indonesia and Papua New Guinea?, New Guinea,Bougainville,New Guinea,Timor,Borneo
This tiny Caribbean island is shared by France and the Netherlands., St. Martin,St. Lucia,St. Mark,St. Martin,St. Bartholomew
The tiny island of Märket / Märketin in the Baltic Sea is shared by these two nations., Finland and Sweden,Sweden and Denmark,Finland and Estonia,Finland and Russia,Finland and Sweden
"The island of Sebatik, located east of Borneo, is shared by Indonesia and what other nation?", Malaysia,The Philippines,Singapore,Malaysia,Brunei
What portion of the Earth’s surface do oceans cover?, More than two thirds,More than two thirds,One third,Half of it,One fourth
"The Marianas Trench, the deepest location on the surface of the Earths crust, lies in this ocean.", The Pacific Ocean,The Pacific Ocean,The Southern Ocean,The Indian Ocean,The Atlantic Ocean
Which one of these Asian rivers does not flow into the Indian Ocean?, Saigon,Zambezi,Saigon,Indus,Ganges
What sea is known to be the only sea without shores?, The Sargasso Sea,The Sargasso Sea,The Norwegian Sea,The Labrador Sea,The Celtic Sea
The Bering Sea is a part of which ocean?, The Pacific Ocean,The Arctic Ocean,The Pacific Ocean,The Indian Ocean,The Atlantic Ocean
The Mediterranean Sea is connected to the Atlantic Ocean by this strait., The Strait of Gibraltar,The Strait of Gibraltar,The Dardanelles,Strait of Magellan,Strait of Dover
"The famous Île Notre-Dame, an artificial island built from earth excavated for a metropolitan railway, is located in which country?", Canada,England,Canada,France,Switzerland
"What is the popular name of the artificial island in Tokyo Bay, whose name is Yume No Shima in Japanese?", Dream Island,Dream Island,Water Lilly,Wind Island,Sun Island
"What is the name of the Peruvian floating islands, located in Lake Titicaca?", Uros,Chaka,Laka,Uros,Barro
"Which man-made island, located to the southwest of Singapore, was created by joining several natural islands?", Jurong Island,Formoza,Jurong Island,Spiral Island,Neeltje-Jans
What is the name of the artificial island located in the Gatun Lake portion of the Panama Canal?, Barro Colorado Island,Thilafushi,Shui Keng Teng,Chubu,Barro Colorado Island
"Which 20-kilometre artificial island, situated in the river Danube, was nicknamed the Copa Kagrana?", Donauinsel,Peberholm,Burj al-Arab,Odaiba,Donauinsel
"Rokko island, constructed between 1973 and 1992, is an artificial island situated in which country?", Japan,France,China,The Netherlands,Japan
"Which artificial island is situated in San Francisco Bay, between San Francisco and Oakland?", Treasure Island,Hulhumalé,Treasure Island,Port Island,Flakfortet
"This artificial island, whose name literally means Pepper Islet, is part of the Oresund Bridge, connecting Denmark with Sweden.", Peberholm,Peberholm,Kansai,Flakfortet,Palm Islands
"Spiral Island, a small Mexican artificial floating island, was situated on the coast of which sea?", The Caribbean Sea,The Black Sea,The Caribbean Sea,The Aegean Sea,The North Sea
The history of EU began on 25th of March 1957 when the European Economic Community was formed. What is the founding act called?, Treaty of Rome,Treaty of Paris,Schengen Agreement,Schuman Declaration,Treaty of Rome
Which country was not among the founding states of the European Economic Community (the European Union predecessor)?, UK,Luxembourg,Italy,France,UK
When did Ireland join the European Union?, 1973,1995,1973,1960,1986
The citizens of which country rejected the idea of joining the EU in 1972 and again in 1994?, Norway,Norway,Denmark,Iceland,Finland
The EU has been a western club for most of its history. But which of these western countries has stayed out of the EU?, Switzerland,Belgium,Spain,Switzerland,Luxembourg
Which former Yugoslavian republic was the first to be admitted to the European Union?, Slovenia,Macedonia,Serbia,Croatia,Slovenia
The 6th European Union enlargement took place on May 1 2004. How many countries were admitted then?, 10,8,12,10,14
Many countries held national referenda before joining the European Union. Which of the following nations showed the highest support for joining (92% in favour)?, Slovakia,Poland,Ireland,Lithuania,Slovakia
What kind of agreement is the Schengen Agreement?, It allows EU citizens to travel without passports within the EU borders.,It is a visionary chapter about a further EU enlargement.,It allows EU citizens to travel without passports within the EU borders.,"It regulates the relationships with non-EU countries, especially Russia.",It introduced a common currency - the Euro.
When did the euro become the official currency of the Eurozone?, 2002,1999,1994,2002,2004
The flag of which US state features a white American Bison on a blue field?, Wyoming,Nevada,Wyoming,Texas,South Dakota
The name of which US state means large creek in the Seneca language?, Ohio,Idaho,Ohio,Texas,Wisconsin
"Montgomery is the capital city of this US state, and its largest city is Birmingham.", Alabama,Arizona,Alaska,Arkansas,Alabama
Everglades National Park is located in this US state., Florida,Hawaii,Nevada,Georgia,Florida
"The state drink of this US state is milk, its state bird is the Western Meadowlark, its state flower is the Wild Prairie Rose, and its state slogan is Legendary.", North Dakota,North Dakota,South Dakota,North Carolina,South Carolina
"According to one theory, the name of this US state comes from the French word for hurricane.", Oregon,Arizona,Oregon,Colorado,Vermont
Baton Rouge is the capital of what US state?, Louisiana,New Hampshire,Maine,Louisiana,North Carolina
"The largest city in what US state hosts Summerfest, or The Worlds Largest Music Festival?", Wisconsin,New Jersey,Wisconsin,Kentucky,Maryland
The name of this US state means great river and its symbol is the magnolia tree., Mississippi,Missouri,Massachusetts,Mississippi,Minnesota
"Which US state has been nicknamed The First State, The Small Wonder, Blue Hen State, and The Diamond State?", Delaware,Pennsylvania,Virginia,Delaware,New York
What are the largest cities in the Philippines in terms of land area?, Davao City and Puerto Princesa City,Manila and Davao City,Zamballes and Puerto Princesa City,Zamballes and Manila,Davao City and Puerto Princesa City
"The Philippines has the worlds largest deposit of heavy water which can be used for atomic energy, in spectroscopy, and as an automobile fuel. What makes heavy water different from water?", The presence of deuterium,An extra hydrogen molecule,One  less hydrogen molecule making it HO not H2O,An extra oxygen molecule,The presence of deuterium
"From 1888-1889, American traders Simon and Thomas Metcalfe brought some men from Manila to the Western Hemisphere. Which state did they bring them to?", Alaska,California,Mexico,Oregon,Alaska
Who was the first  female  President of the Philippines?, Corazon Aquino,Eleanor Concepcion,Louiza Rizal,Ramona  Magsaysay,Corazon Aquino
Who is the first Filipino-American to become Governor of a US state?, Benjamin Cayetano,Franklin  Rakata,Jose Nisperos,Jose Rizal,Benjamin Cayetano
"On December 7, 1941 the Japanese launched a sneak attack on Pearl Harbor. On that day they also launched a similar attack on this American airbase in the Philippines."," Angeles, Pampanga, Philippines","Subic Bay, Luzon, Philippines","Capas Air Base,Tarlac, Philippines","Angeles, Pampanga, Philippines","Clark Air Force Base, Pampanga, Philippines"
Which best  describes the religious distribution of the populace of the Philippines?," 82% Catholic, 9% Protestant, 5% Muslim and  3 % Buddhist","82% Catholic, 9% Protestant, 5% Muslim and  3 % Buddhist","92 % Catholic, 7 % Muslim, 1% all others","57 % Muslim, 40 % Protestant, 1 % Catholic","41% Catholic, 38 % Muslim, 10% Buddhist , 9 % Protestant"
This US President was born in South Carolina although he lived in Tennessee when he became president., Andrew Jackson,William Henry Harrison,Zachary Taylor,Andrew Jackson,Jimmy Carter
Which of the following states borders South Carolina?, Georgia,Alabama,Tennessee,Virginia,Georgia
What South Carolina Senator lived to be one hundred years old while still holding office?, Strom Thurmond,Strom Thurmond,Mike Mansfield,"James, (Jimmy)  Byrnes",Fritz Hollings
"Francis Marion fought the British in the swamps of South Carolina during the Revolutionary War, using guerrilla tactics, that the communist Vietcong in Vietnam would have understood well. For this Marion was given the following nickname.", The Swamp Fox,The Swamp Fox,The Yankee Ghost,The Carolina Gamecock,The Fighting Gator
The Grand Strand is a long stretch of sandy beach situated near which of the following?, Myrtle Beach,Hilton Head,Follie Beach,Myrtle Beach,Charleston
The city of Fargo is the largest city in which of these U.S. states?, North Dakota,North Carolina,South Dakota,North Dakota,South Carolina
Name the capital city of the U.S. state of Washington., Olympia,Seattle,Olympia,Madison,Boise
Which U.S. state has been nicknamed The Cornhusker State?, Nebraska,Nevada,Ohio,Nebraska,Wyoming
Topeka is the capital city of which U.S. state?, Kansas,Kansas,Arkansas,Missouri,Colorado
Which of these nicknames refers to the U.S. state of Idaho?, Gem State,Emerald State,Pearl State,Gem State,Golden State
What does the name of the U.S. state of Utah mean in the Ute language?, People of the mountains,Spirits of the rivers,Children of the winds,People of the mountains,Land around the great lake
Saint Paul is the capital city of what US state?, Minnesota,Missouri,Minnesota,Mississippi,None of these
"The Black Sea drains into the Atlantic Ocean via the Sea of Marmara and the Mediterranean Sea on the South West. On the other, North East side of the Black Sea, there is a small sea which is connected to the Black Sea via the Strait of Kerch. Name this sea.", The Sea of Azov,The White Sea,The Caspian Sea,The Aral Sea,The Sea of Azov
Six countries are located along the Black Sea border. Which one among them has the longest Black Sea coast line (not including the Sea of Azov coast line)?, Turkey,Romania,Turkey,Russia,Ukraine
"Not counting Istanbul, which of these cities is located on Bosphorus on the side of the Sea of Marmara and is the biggest city on the coast of the Black Sea?"," Odessa, Ukraine","Trabzon, Turkey","Sukhumi, Georgia","Varna, Bulgaria","Odessa, Ukraine"
"The names of three large rivers flowing into the Black Sea begin with a letter D. Danube, the largest of the three, flows through ten European countries and enters the Black Sea in Romania. The other two end their flow in this country.", Ukraine,Bulgaria,Turkey,Ukraine,Russia
The Black Sea city of Sukhumi is the capital of this republic that proclaimed its independence from Georgia in the 90s., Abkhazia,Ajaria,Iberia,Ossetia,Abkhazia
"The Black Sea, whose waters are known to be meromictic, is the largest water basin in the world where water layers do not intermix, and, thus, lack the dissolved form of what?", Oxygen,Salt,Nitrogen,Oxygen,Hydrogen Sulfide
"The Crimean peninsula has been under the control of multiple powers over the centuries. Although it is considered to be an autonomous republic, it is a part of this nation.", Ukraine,Ukraine,Romania,Bulgaria,Russia
"From the viewpoint of physical geography and ecology, the Ukrainian territories to the north of the Black Sea are known to contain what?", Steppes or plains,Low hills and forests,Steppes or plains,Mountains,Sand desert
"The Black Sea reaches the maximum depth of 2,210 m. Its neighbor, the Sea of Azov, is unique in terms of sea depth for what reason?", It is the shallowest sea in the world.,Its floor sinks constantly because it is located on a large basalt plate.,It is the shallowest sea in the world.,It has almost perfectly flat sea floor with a depth of 1370 m.,"It has no established sea floor, it changes constantly with currents."
All these entities are located around the Black Sea except for one. Name the exception., Ural mountains,Ural mountains,Balkan peninsula,Caucasus mountains,Anatolia
The summit ridge of Mount Everest marks the border between which two Asian countries?, China and Nepal,India and China,Nepal and India,China and Georgia,China and Nepal
The locals of Nepal call the highest mount in the world - Mount Everest -  Sagarmatha. What is the meaning of this name in Sanskrit?, Head of the Sky,Holy Mountain,Ice Zone,Leader Among the Others,Head of the Sky
"The highest mountain in the world is named after Sir George Everest, a famous Welshman. What was his profession?", Surveyor and geographer,Defender of human rights,Actor,Surveyor and geographer,President
"The Himalayan range, part of which is Mount Everest, stretches across five different countries in Asia. Which of the following countries is not among them?", Israel,Israel,Bhutan,Pakistan,India
"Edmund Hillary, the first mountaineer to reach mount Everest, was from what country?", New Zealand,The USA,Great Britain,Norway,New Zealand
"What nationality was mathematician and surveyor Radhanath Sikdar, who was the first person to measure the height of Everest?", Bengali-Indian,Bengali-Indian,Chinese,Pakistani,Tibetan
Which of the following paths is one of the two most popular climbing routes to Mount Everest?, The southeast ridge from Nepal,The south ridge from Tibet,The east ridge from Pakistan,The west ridge from India,The southeast ridge from Nepal
What nationality was Junko Tabei - the first woman to reach the peak of Mount Everest?, Japanese,Japanese,Chinese,Indian,Nepalese
"This Italian climber, who was in the first expedition to reach Mount Everest without oxygen tanks, later became the first person to climb the summit alone.", Reinhold Messner,Reinhold Messner,Laurie Skreslet,Jerzy Kukuczka,Tim Macartney
"The term death zone refers to high altitudes, where the amount of oxygen cannot sustain human life and altitude acclimatization becomes impossible.  While this definition still applies, mount Everests death zone is significantly more difficult to survive.  Why?", Extremely low temperatures result in quick freezing of body parts,Visibility is decreased due to constant snowstorms,Extremely low temperatures result in quick freezing of body parts,High wind velocity causes deadly avalanches,Polar bears pose a serious threat to climbers
What is the largest island on the planet in terms of territory?, Greenland,Madagascar,Sumatra,Greenland,New Guinea
"This island, located north of Australia, is the second-largest island on the planet.", New Guinea,Tasmania,New Guinea,South Island,Sri Lanka
"This is the third-largest island on the planet, and it is also known as Kalimantan.", Borneo,Bali,Borneo,Taiwan,Java
"This is the fourth-largest island in the world, and it is home to 5% of the plant and animal species on the planet.", Madagascar,Jamaica,Madagascar,Tasmania,Cuba
"This is the largest European island, and the ninth-largest island on the planet.", None of these,Sicily,Sardinia,None of these,Cyprus
"What is the largest island of Canada, and the fifth-largest island in the world?", Baffin Island,Victoria Island,Baffin Island,Banks Island,Devon Island
What is the most populous island in the world?, Java,Java,Cuba,Borneo,Honshu
This island is located in the Indian Ocean and is also known as Ceylon., Sri Lanka,Borneo,Taiwan,Sumatra,Sri Lanka
The capital of this island country is Kingston., Jamaica,Jamaica,Haiti,Hispaniola,Cuba
What is the largest island in the Mediterranean Sea?, Sicily,Crete,Corsica,Sicily,Cyprus
"In 1728, he became the first person to sail into the Arctic Ocean and proved that Asia and North America are not joined by land.", Bering,Cook,Bering,Scott,Peary
Who is given credit  for being the first person to reach the North Pole?, Peary,Peary,Bering,Amundsen,Scott
"What happened at the North Pole on August 3, 1958?", A submarine travelled underwater under the Pole.,"The northernmost US city, Naavetau, was founded.",The first airport in the Arctic was built.,A submarine travelled underwater under the Pole.,The last Arctic Moa was killed.
The first time Antarctica was officially visited is a subject of controversy. Three people have claimed to have achieved this feat. Which of these is not one them?, James Cook,Edward Bransfield,Nathaniel B. Palmer,Fabian von Bellinghausen,James Cook
Which statement is true about the explorer and glaciologist Albert P. Crary?, He was the first person to reach both the North and South Poles.,He was the first person to set foot on Antarctica.,He was the first pilot to fly across the South Pole.,He was the first person to build a home above the Arctic Circle.,He was the first person to reach both the North and South Poles.
Who was the first person to reach the South Pole?, Amundsen,Scott,Amundsen,Henson,Peary
Where are the origins of the Rhine?, Switzerland,Switzerland,Austria,Belgium,Germany
What is the longest river in France?, Loire,Loire,Maine,Odet,Erdre
"What river rises in the northwestern Czech Republic, flows through Germany and into the North Sea?", Elbe,Elbe,Viskan,Morava,Oste
What river named after a mythological figure is the longest river of Great Britain?, Severn,Trent,Great Ouse,Thames,Severn
What river flows through ten European countries and is the longest in the European Union?, Danube,Rhine,Dnieper,Danube,Elbe
What river that flows through Spain and Portugal is the longest river on the Iberian Peninsula?, Tagus,Guadiana,Duero,Guadalquivir,Tagus
What is the longest river in Poland and the ninth longest in Europe?, Vistula,Wda,Nogat,Vistula,Dunajec
In what country does the River Po rise?, Italy,France,Italy,Belgium,Switzerland
"This bridge, that spans the Tagus River, is the longest bridge in Europe.", Vasco da Gama Bridge,Vizcaya Bridge,Guadiana International Bridge,Vasco da Gama Bridge,Merida Bridge
How would you say What is your name? in Tagalog?, Ano ang pangalan mo?,Ilang taong gulang ka na?,Ano ang ginagawa mo?,Ano ang pangalan mo?,Saan ka nakatira?
The Filipino word pangalan means name in English. What does the word pangngalan mean?, noun,address,adjective,noun,verb
What does the Filipino word salita mean in English?, word,word,phrase,sentence,meaning
How will you say I Love You in Filipino?, Mahal Kita,Mahal Kita,Ikaw Na Nga,Sino Ka,Hindi Ko Alam
Who is considered the Father of Filipino Language?, Manuel Quezon,Gloria Macapagal-Arroyo,Ferdinand Marcos,Emilio Aguinaldo,Manuel Quezon
"This western half of this island is part of Indonesia, while the eastern half is a nation which gained independence in 2002, following hundreds of years of European colonialism and 25 years of Indonesian occupation.", Timor,Borneo,Sumatra,Timor,Celebes
Which Indonesian island is shared by four Indonesian provinces and two other nations: the eastern half of Malaysia and the tiny oil-rich sultanate of Brunei?, Borneo,New Guinea,Sumatra,Borneo,Flores
"These islands were the original spice islands, which have drawn traders from all over the world for thousands of years, and were a major factor in causing the European age of exploration, as explorers set out to find the fabled East Indies."," Ternate, Tidore and Banda","Ternate, Tidore and Banda","Timor, Flores and Sumba",Celebes and New Guinea,Sumatra and Borneo
"Which Indonesian island was in the news in 2003 when the remains of an extinct variety of small hominids (popularly referred to as Hobbits), measuring about 3 feet in height, were found there?", Flores,Sumatra,New Guinea,Timor,Flores
"This island, the second largest in the world, is shared by Indonesia and another country. Because of its impenetrable swamps, jungles and towering mountains, it wasnt explored by outsiders until the past 100 years, and new tribes of humans with stone-age societies are still being discovered in the interior.", New Guinea,New Guinea,Flores,Celebes,Sumatra
"This island is the third largest in Indonesia, and is probably known for its coffee. It is also home to unique (and endangered) species of elephants, tigers, and rhinoceroses. It is also one of two islands which have indigenous orangutans.", Sumatra,Timor,Sumatra,New Guinea,Celebes
"Which of these describes best the location of the volcanic island of Krakatau (sometimes erroneously called Krakatoa), which had a well-known and devastating eruption on August 23, 1883?", Between Java and Sumatra,West of New Guinea,East of Java,Between Java and Sumatra,Off the coast of Borneo
"This volcano, located on the island of Sumbawa, erupted in 1815, generally regarded as the largest volcanic eruption in recorded history. The eruption killed thousands, and changed global climatic patterns.", Tambora,Merapi,Krakatau,Mandiri,Tambora
"Wichita, the county seat of Sedgwick County, is nicknamed what?", Air Capital,Air Capital,Mountain Capital,Plain Capital,River capital
What is the capital and largest city of Italy?, Rome,Milan,Genoa,Rome,Venice
What large mountain range is located entirely within the territory of Italy?, Apennines,Alps,Andes,Apennines,Carpathians
Italy is a major world exporter of which of the following?, All of these,All of these,Sport and luxury vehicles,Motor vehicles,Fashion items
"What is the meaning of the Italian word riavvolgere, from which the name of the popular Italian dish ravioli originated?", To wrap,Poor peasant,Onion,To wrap,To indulge
Which of these colors is not present on the national flag of the Italian Republic?, Blue,White,Red,Blue,Green
What is the title of the national anthem of the Italian Republic?, The Song of the Italians,The Italian Anthem,The Song of the Italians,"Italia, Land of Glory",Italian Dream
What is the meaning of the name of Italy according to scientists who have studied its origin?, Land of young cattle,Land of the holy water,Land of the lamb,Land of young cattle,Land of mountains
What is the shape of the Italian Peninsula?, Boot,Skull,Boot,Dog,Hand
In which of these years did the Italian national football team win the FIFA World Cup?, All of these,1982,2006,All of these,1938
Maryland Day is celebrated every year on what date?, March 25th,The first day of crab season,Preakness Saturday,March 25th,March 1st
Which was the seat of colonial government in Maryland until 1708?, St. Mary’s City,Annapolis,Port Tobacco,Baltimore,St. Mary’s City
The Mason Dixon Line is a demarcation line surveyed between 1763 and 1767 by Charles Mason and Jeremiah Dixon to determine what?, The boundary between Maryland and Pennsylvania,The boundary between the confederacy and the union,The boundary between the slave states and free states,The boundary between Maryland and Pennsylvania,The boundary between southern colonies and northern colonies
What are Maryland’s two official state nicknames?, “The Old Line State” and “The Free State”,“The Old Line State” and “The Free State”,“The Crab State” and “Our Chesapeake Heritage”,“The Crab State” and “The Old Line State”,“The Free State” and “Our Chesapeake Heritage”
"Maryland derives its name from its Catholic founders, who named the state after which historic person?", Queen Henrietta Maria of France,"Mary, Queen of Scots",Mary Magdalene,The Virgin Mary,Queen Henrietta Maria of France
What is the state sport of Maryland?, Jousting,Steeplechase,Jousting,Lacrosse,Horse racing
Which of the following famous people is NOT a Marylander?, Valerie Bertinelli,John Wilkes Booth,Frederick Douglass,Tom Clancy,Valerie Bertinelli
Which is the state flower of Maryland?, Black-eyed Susan,Mountain Laurel,Peach Blossom,Black-eyed Susan,Flowering Dogwood
How tall is Mount Everest?," 8,849 m","8,859 m","8,849 m","8,850 m","8,840 m"
What is the Tibetan name of Mt. Everest?, Chomolungma,Appa Sherpa,Sagarmatha,Chomolungma,Temba Tsheri
The term Death Zone refers to what altitude?," above 8,000 m","above 8,100 m","above 8,000 m","above 7,900 m","above 7,500 m"
What is considered to be the final major hurdle before reaching the summit of Mt. Everest from the South Col Route?, Hillary Step,Hillary Step,"First Step, Second Step and Third Step",Kangshung face,Lhotse face
"Who is the first American to ascend all fourteen peaks over 8,000m without oxygen?", Ed Viesturs,Reinhold Messner,Peter Habeler,Ed Viesturs,George Mallory
"During Roman occupation, this city, popular nowadays as the Heaven of Romance, was called Lutetia.", Paris,Venice,Paris,London,Rome
In what European city are Piazza San Marco and Canale Grande located?, Venice,Venice,Lisbon,Madrid,Florence
"In what country will you find the impressive Neuschwanstein Castle, which was the inspiration for Sleeping Beauty Castle at Disneyland Park?", Germany,Denmark,Austria,Germany,England
"What is the birthplace of Johann Strauss II, also known as The Waltz King?", Vienna,Salzburg,Vienna,Berlin,Prague
What popular tourist destination stands at the foot of the Maritime Alps?, Monte Carlo,Monte Carlo,Verona,Vatican City,Lisbon
"This city, situated on the River Vltava, is sometimes called the mother of cities, the city of a hundred spires and the golden city.", Prague,Athens,Rome,Prague,Bucharest
What city is home of Broadway Theatre?, New York,Washington,Boston,New Orleans,New York
This island in the Pacific Ocean is surrounded by a lagoon and a barrier reef., Bora Bora,Bora Bora,Cyprus,Thasos,Tupai
"The city of Casablanca, which is the setting of the classic 1942 movie, starring Humphrey Bogart and Ingrid Bergman, is located in what African country?", Morocco,Egypt,Morocco,Tunisia,Algeria
What islands are knows as “The beautiful garland in the Indian Ocean”?, Maldives Islands,Aeolian Islands,Pontine Islands,Flegrean Islands,Maldives Islands
"This island, located in the Caribbean Sea, is the largest island of an archipelago called Greater Antilles. The city of Havana is located on it.", Cuba,Cuba,Hispaniola,Haiti,Jamaica
"This island, also known as Formosa, is the largest island of the Republic of China.", Taiwan,Matsu,Taiwan,Penghu,Honshu
"What island, located in the North Pacific Ocean, is also known as the Big Island?", Hawaii,Cuba,Haiti,Hawaii,Maui
This island country whose capital is Nicosia is the third-largest Mediterranean island., Cyprus,Cyprus,Crete,Malta,Lesbos
This island is one of Indonesias 33 provinces., Bali,Java,Sumatra,Bali,Lombok
"This European island is situated in the North Atlantic Ocean, south of the Arctic Circle. Its largest city is Reykjavik.", Iceland,Iceland,Ireland,Greenland,None of these
"This is the sixth largest island in the world, and the largest island that is entirely in Indonesia.", Sumatra,Sumatra,New Guinea,Java,Borneo
"This island, sometimes called island of inspiration, is part of a very large country, and has a unique fauna.", Tasmania,Hawaii,Tasmania,Madagascar,Greenland
Valletta is the capital city of this island country in the Mediterranean., Malta,Majorca,Malta,Corsica,Cyprus
Name the largest of the Canary Islands., Tenerife,Tenerife,Gran Canaria,La Palma,Montana Clara
What is the name of the capital and largest city of Spain?, Madrid,Madrid,Rome,Milan,Valencia
What is the meaning of the name of Spain according to a popular theory?, All of these,Land of rabbits,All of these,Edge,Land of the setting sun
Spain does not share a border with which one of these countries?, Germany,Germany,Portugal,France,Andorra
What is the official language spoken on the territory of Spain?, Spanish,All of these,Spanish and Galician,Spanish and Basque,Spanish
When is the national holiday called Hispanic Day celebrated annually in Spain?, October 12,October 12,August 15,December 6,December 8
What is the title of the national anthem of Spain?, The Royal March,My Precious Kingdom,God Save Spain,Proud Spain,The Royal March
What are the colors of the three vertical stripes on the national flag of Spain?," Red, yellow, red","Blue, white, blue","Yellow, red and black","Red, yellow, red","White, blue and red"
What is the main ingredient of the traditional Spanish dish paella?, Rice,Lentils,Rice,Dough,Potatoes
Which of these popular musicians was not born in Spain?, Shakira,Paco de Lucia,Shakira,Alejandro Sanz,Enrique Iglesias
Spanish painter and sculptor Pablo Picasso is known for co-founding what art movement?, Cubism,Cubism,Expressionism,Surrealism,Neorealism
In which section of Israel is Eilat located?, South,East,West,South,North
When was the city of Eilat founded?, 1951,1951,1939,1941,1929
What is the population of Eilat according to the Israel Central Bureau of Statistics end of 2004 census?," 45,800","45,800","179,400","79,200","129,700"
What best describes the climate of Eilat?, Hot and dry all year,Hot and dry all year,Humid and hot  summers and humid and cool winters,"Humid, hot summers and dry, cool winters","Hot, dry summers and humid, cool winters"
Which city is a sister city to Eilat?," Los Angeles, California","Hollywood, Florida","West Palm Beach, Florida","Los Angeles, California","Boca Raton, Florida"
