Questions,Correct,A,B,C,D
"Which musical, directed by Robert Wise, is ranked # 41 on the AFI Top 100 list?", West Side Story,The Sound of Music,Snow White and the Seven Dwarfs,My Fair Lady,West Side Story
Which family of performers and musicians contributed the most to the Top 100 AFI films?, The Coppolas,The Coppolas,The Fondas,The Hustons,The Douglases
"Made in 1952 in black and white, this movie is the highest ranked western film (# 33) among the AFI Top 100 American movies.", High Noon,The Magnificent Seven,High Noon,Butch Cassidy and the Sundance Kid,The Searchers
"What do the following classic movies have in common: Spartacus, Rosemarys Baby, The Magnificent Seven, and The Ten Commandments?", None of them made it to the Top 100 list.,They were all written by Ed Wood.,They were all made for under five million dollars.,None of them made it to the Top 100 list.,They were all made in the 1960s.
Who was the only African-American awarded an Oscar for an acting performance in one of the 100 American films on AFIs list?, Hattie McDaniel,Sidney Poitier,Hattie McDaniel,Cedric the Entertainer,Morgan Freeman
"What is the CB radio handle of  Cletus Snow, the character portrayed by Jerry Reid in the movie Smokey and the Bandit?", Snowman,Leadfoot,Cruisin Cletus,Big Daddy,Snowman
"Which actor played Buford T. Justice, the sheriff who was in hot pursuit of the Bandit in the 1977 film Smokey and the Bandit?", Jackie Gleason,Paul Newman,Tom Skerritt,Jackie Gleason,Dom DeLouise
"In the movie Smokey and the Bandit, Big and Little Enos offer the Bandit $80,000 to bring them what cargo within a specified time limit?", 400 cases of Coors beer,400 cases of Schlitz beer,live hogs,400 cases of Coors beer,live chickens
"Smokey and the Bandit, the characters from the self-titled movie, had to take beer from Texarkana, Texas and to deliver it to which city?"," Atlanta, GA","Atlanta, GA",None of these,"Mobile, AL","Conyers, GA"
"In the film Smokey and the Bandit, in order to do what cant be done, the Bandit and Cletus had to deliver the beer within how many hours?", 28,48,10,28,25
"In the hit comedy movie Airplane!, Randy the stewardess (played by Lorna Patterson) had a hard time communicating with the two gravely ill jive dudes because she didnt speak jive. Who had to step in and translate the jive talk for Randy?", Barbara Billingsley,Rosemary Clooney,Minnie Pearl,Ethel Merman,Barbara Billingsley
What famous NBA basketball star made an appearance as co-pilot Murdock in the movie Airplane!?, Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,Julius Irving,Magic Johnson,Kevin McHale
What was the reason for the emergency landing in the movie Airplane!?, The flight crew became violently ill after having fish for dinner.,A sudden drop in cabin pressure caused the flight crew to become unconscious.,The flight crew became violently ill after having fish for dinner.,Smoke in the cockpit caused the flight crew to become unconscious.,The planes core computer malfunctioned and systemically disabled the flight crew.
"In the movie Airplane!, the sick child was played by actress Jill Whelan and her caring mother was played by Joyce Bulifant. These two actresses have a connection with Gavin MacLeod. They both have co-starred with him on separate television shows during their careers. Name the two TV shows.", The Mary Tyler Moore Show and The Love Boat,The Big Valley and Hawaii Five-0,Hotel and Hogans Heros,The Mary Tyler Moore Show and The Love Boat,Fantasy Island and McHales Navy
Name the two characters speaking in the audio soundbite from the movie Airplane!., Dr. Rumak and Elaine,Randy and Steve McCroskey,Dr. Rumak and Elaine,Ted Striker and Randy,Steve McCroskey and Elaine
"Who makes a cameo appearance at the beginning of the movie Airplane!, as a member of the airport ground crew?", David Zucker,Robert Urich,David Zucker,William Shatner,Dr. Joyce Brothers
What was the last name of Clarks family in the National Lampoons Vacation series?, Griswold,Robinson,Griswold,Murry,Chase
"In the Rocky movie series, what was family name of Adrian and Rocky?", Balboa,Davino,Balboa,Cipriano,Corleone
"What was George and Marys last name in the movie, Its a Wonderful Life?", Bailey,Bailey,Clarence,Smith,Potter
What was the last name of Ralphies family in The Christmas Story?, Parker,Cleveland,Parker,McGavin,Peterson
What was the surname of the detective in the series of movies which featured a Honolulu super sleuth and his sons?, Chan,Olando,Lee,Motto,Chan
What was the surname of Tonys family featured in the movie Saturday Night Fever?, Manero,Moffo,Manero,DiVito,Capo
What was the last name of the famous husband and wife detective team from the series of Thin Man movies?, Charles,Marple,Charles,Powell,Queen
"In the Topper movies, what was the last name of the married ghosts who haunted Topper?", Kerby,Kerby,King,Krammer,Kingston
What was the name of the fictional early 19th century Swiss family who was shipwrecked on a desert island in the south Pacific?, Robinson,Mills,Carouso,Robinson,Parkinson
What was the name of Scouts family in the 1962 classic To Kill a Mockingbird?, Finch,McKinney,Mannete,Oswald,Finch
What year did the  great movie A Few Good Men first hit the theatres?, 1992,1990,1991,1994,1992
"In the movie A Few Good Men, a marine was killed by two fellow marines. What was the  last name of the soldier who was killed?", Santiago,Ruiz,Santiago,Rivera,Mendoza
Who was the actress starring in And Your Mother Too (Y Tu Mama Tambien)?, Maribel Verdu,Lumi Cavazos,Catalina Sandino Moreno,Penelope Cruz,Maribel Verdu
This Mexican actress appeared in an uncredited role in a Friends episode in September 1994., Lumi Cavazos,Lumi Cavazos,Mia Maestro,Carmen Maura,Maribel Verdu
"Who is the actress who starred in Vanilla Sky, Dont Move, Volaverunt and All about my Mother?", Penelope Cruz,Yolanda Alvarez,Lucia Sanchez,Salma Hayek,Penelope Cruz
"Which is the film directed by Martin Campbell, produced by Doug Claybourne and David Foster, with Antonio Banderas as the main character?", The Mask of Zorro,Amores Perros,All About My Mother,The Mask of Zorro,Y Tu Mama Tambien
In which film did Penelope Cruz and Tom Cruise star together?, Vanilla Sky,Collateral,Open Your Eyes,Vanilla Sky,The Girl of Your Dreams
The setting of The City of God is in this cyti., Rio de Janeiro,Madrid,Barcelona,Caracas,Rio de Janeiro
Marco Antonio Muniz is the real name of this actor., Marc Antony,Miguel A. Nunez,Emelio Estevez,Antonio Banderas,Marc Antony
Who is regarded as  The first Latin lover?, Rudolph Valentino,Ricardo Montalban,Antonio Moreno,Miguel de Servantez,Rudolph Valentino
In which film did Salma Hayek play the role of a famous woman-artist?, Frida,In the Time of the Butterflies,Frida,After the Sunset,Traffic
Jennifer Lopez stars in this movie., Shall We Dance,Talk to Her,Belle Epoque,Shall We Dance,El
Who of the following is not a member of the 1980s Brat Pack?, Jennifer Jason-Leigh,Molly Ringwald,Jennifer Jason-Leigh,Ally Sheedy,Demi Moore
Who played Jules in the movie St. Elmos Fire?, Demi Moore,Mare Winningham,Ally Sheedy,Demi Moore,Molly Ringwald
What was Molly Ringwalds characters talent in the movie The Breakfast Club?, She could put lipstick on by holding it with her bra,She knew sign language,She could put lipstick on by holding it with her bra,She could eat with her feet,She knew 5 different languages
What were the main characters on Weird Science wearing on their heads when the created Lisa?, Bras,Ski caps,Bras,Underwear,Nothing
What was Farmer Teds nickname in the movie Sixteen Candles?, The Geek,The Geek,The Spaz,The Dork,The Nerd
What city was movie character Forrest Gump born and raised in?," Greenbow, Alabama","Greenbow, Alabama","Jackson, Mississippi","Greenville, Alabama","Cleveland, Alabama"
Who won an Academy Award as the director of Forrest Gump?, Robert Zemeckis,Stephen Spielberg,Robert Zemeckis,Ron Howard,Rob Reiner
Forrest Gump describes to Jenny all the beautiful scenes he saw while he was running across America. She said she wished she could have been there with him. What does Forrest say in response?, You were.,You were.,Me too.,But you dont like to run Jenny.,Okay.
Finish this line delivered by Forrest Gump when he was asking Jenny to marry him. I may not be smart man...., ....but I know what love is.,....but I know what love is.,....but I know how to love.,....but I will make a good husband.,....but I will love you forever.
Who directed the classic movie The Sound of Music?, Robert Wise,Robert Wise,Fred Zinnemann,Billy Wilder,Frank Capra
"In The Sound of Music, the von Trapp Family Singers perform at the Austrian Folk Festival to use as a means to escape the Nazis.  Where did the von Trapp Family Singers place in the competition?", first,first,they did not place,second,third
What were the names of the policeman and the cab driver in the movie Its a Wonderful Life?, Bert and Ernie,Bert and Ernie,Dave and Bill,Steven and Casey,Joe and Jim
"In Its a Wonderful Life, what was Clarences rank?", AS2-Angel Second Class,A.I.T- Angel in Training,rookie,AS2-Angel Second Class,A2C-Angel Second Class
What was the name of the bartender at Martinis featured in the movie Its a Wonderful Life?, Nick,Jim,Nick,Joe,Mac
What was Mary Baileys maiden name in the 1946 classic Its a Wonderful Life?, Hatch,Lamb,Reed,Hatch,Wilson
What member of  the classic Our Gang comedies had a bit part in the movie Its a Wonderful Life?, Alfalfa,Darla,Spanky,Buckwheat,Alfalfa
Remember George: No man is a failure who has friends is the beginning of an inscription in a book given to George in the movie Its a Wonderful Life. What is the rest of the inscription?, Thanks for the wings,Its a wonderful life,Did you hear that bell?,Thanks for the wings,Hold your friends close
In what year did the movie The Goonies hit the big screen?, 1985,1982,1987,1984,1985
In what city of Oregon was the movie The Goonies set and filmed in?, Astoria,Ashland,Oregon City,Astoria,Salem
What did the developers want to turn the Goon Docks into in the movie The Goonies?, Golf Course,Amusement Park,Parking Garage,Golf Course,Shopping Mall
What is Chunks real name in the movie The Goonies?, Lawrence,Lawrence,Bobby,Clark,Chuck
"In the film The Goonies, what is the name of Mrs. Walshs Hispanic maid who doesnt speak a word of English?", Rosalita,Selena,Maria,Rosalita,Rosanna
What is the name of the crime team that chases the group throughout the movie The Goonies?, The Fratellis,The Manatellis,The Macellis,The Frangellis,The Fratellis
What is the name of the explorer The Goonies find in the caves in the self-titled movie?, Chester Copperpot,Chester Copperfield,Chester Copperpot,Charlie Copperfield,Charlie Copperpot
What is the name of Andys jock boyfriend in the movie The Goonies?, Troy,Walt,Brandon,Troy,Tommy
"In the movie The Goonies, what does Andys boyfriend call her when she refuses to come up out of the well?", A Goonie,A Trader,A Slut,A Brat,A Goonie
When Chunk from the movie The Goonies is locked up with scary Sloth he throws what kind of candy bar at him?, Baby Ruth,Baby Ruth,Hersey Bar,Snickers,Milky Way
"In the movie The Goonies, Mouth denies Chunk access into the Walsh house unless he does what?", Shakes his fat belly,Shakes his fat belly,Tells a story,Says Mouth is the Master,Does 1 push up
"In the film The Goonies, when Andy goes into one of the dark caves, who does she kiss?", Mikey,Mikey,Brand,Mouth,Data
"When Chunk gets locked in the freezer with the dead body in the film The Goonies, what else is in there with him?", Ice Cream,Hanging meat,Boxes,Sloth,Ice Cream
What is the name of the pirate that the Goonies are searching for in the self-titled movie?, One-Eyed Willie,Boot-strapped Billie,One-Eyed Billie,Boot-Strapped Willie,One-Eyed Willie
"What does Chunks family bring to the beach in the film The Goonies, as the rescue party arrives to claim all of the gang?", Pizza,Cookies,McDonalds,Pizza,Donuts
"In the 1984 blockbuster hit Ghostbusters, what was Rays last name?", Stantz,Spengler,Barrett,Venkman,Stantz
What was the name of Kiefer Sutherlands character in the 1986 film Stand by Me?, Ace,Gordy,Teddy,Denny,Ace
"In the 1987 thriller Fatal Attraction, what is the occupation of Michael Douglas character Dan Gallagher?", Attorney,Doctor,Book publisher,Ad executive,Attorney
"What actor played the role of Mr. Rooney, the high school principal, in the 1986 comedy Ferris Buellers Day Off?", Jeffery Jones,Jeffery Jones,Charlie Sheen,Matthew Broderick,Alan Ruck
Which Arquette sibling starred in the 1985 movie Desperately Seeking Susan?, Rosanna,Rosanna,Patricia,David,Alexis
"Which of these characters from the 1984 movie The Karate Kid, was NOT a member of the Cobra Kai?", Freddy,Bobby,Johnny,Freddy,Tommy
"In the 1985 drama Mask, what was the name of the blind girl Rocky meets at camp?", Diana,Jesse,Rusty,Diana,Beth
Which character from the 1984 horror film A Nightmare on Elm Street was the first to die?, Tina,Glen,Tina,Nancy,Rod
"In the 1985 movie Pee-Wees Big Adventure, who befriends Pee-Wee and takes him up inside a  dinosaur statue to watch the sunset?", Simone,Dottie,Francis,Large Marge,Simone
"The actor who played Duckie in the 1986 film Pretty in Pink also starred in what popular CBS sitcom, which began airing in 2003?", Two and a Half Men,King of Queens,Two and a Half Men,How I Met Your Mother,The Office
What was the poisoned food item that Indiana Jones almost ate in the 1981 blockbuster Raiders of the Lost Ark?, Date,Apple,Date,Prune,Grape
What was the name of John Cusacks character in the 1984 classic comedy Sixteen Candles?, Bryce,Cliff,Jake,Bryce,Mike
"In the 1985 movie Weird Science, what color is the underwear Lisa is wearing when she first appears to Gary and Wyatt?", Blue,Yellow,Pink,Blue,Red
"One film from 2006 made The New Classics list at # 19. Who played Bond, James Bond?", Daniel Craig,Viggo Mortensen,Daniel Craig,Roger Moore,Sean Connery
"I see dead people. is the quote that everyone remembers from the 1999 movie that took 6th place on the Entertainment Weekly New Classics list.  Haley Joel Osment was brilliant as Cole Sear but who played child psychologist, Dr. Malcom Crowe?", Bruce Willis,Donnie Wahlberg,Bruce Willis,George Clooney,Kevin Spacey
A heart-touching story about two people in love kept apart by time and circumstance. A love story that touched the hearts of Middle America even though the lovers were two men. Heath Ledger plays the part of cowboy Ennis Del Mar. Who plays the part of cowboy Jack Twist?, Jake Gyllenhaal,Matt Damon,Toby McGuire,Casey Affleck,Jake Gyllenhaal
"What actor sans intestines, bellows Freedomm in a movie listed under the category of Five Cool Deaths by Weekly Entertainment?", Mel Gibson,Matt Damon,Russell Crow,Mel Gibson,Samuel Jackson
"Who was the actor who knew, You should always serve white wine with fish and Chianti with census takers.?", Anthony Hopkins,Steve Buscemi,Tony Perkins,Anthony Hopkins,Will Patton
"According to Entertainment Weekly this director: filmed an unfilmable novel, made a nine-hour trilogy that lives and breathes like one movie and got a riveting performance out of a slithery CG cave dweller.", Peter Jackson,John Landis,Ang Lee,Peter Jackson,James Cameron
"Which of the following movies released in 1996, boasts the use of 50 gallons of blood?", Scream,April Fools Day,I Know What You Did Last Summer,Scream,Seven
Name the 1991 movie with this tagline:  In every neighborhood there is a house that adults whisper about and children cross the street to avoid., The People Under the Stairs,Nightmare on Elmstreet,The People Under the Stairs,The Haunted House of Horror,The Last House on the Left
Tony Shalhoub provided the voice of which of these characters from the animated film Cars?, Luigi,Ramone,Lightning McQueen,Guido,Luigi
"In the 2006 movie Cars, what was the name of the town that was the home of Mater, Luigi, Guido, Flo, Ramone, Doc and Sally?", Radiator Springs,Engine City,Transmission County,Carborator Bottom,Radiator Springs
"What was the other name of Doc Hudson, an ex-racecar in the movie Cars?", The Hudson Hornet,Guido,The Hudson Hornet,The Horton Hornet,Lightning McQueen
What was the name of Lightning McQueens truck in the film Cars?, Mack,Chevy,Mack,Red,Peterbuilt
"In the Disney movie Cars, Fred is amazed that Mario Andretti knows his name. How does he know it?", Its on his license plate.,They are related.,Its on his license plate.,They ran into each other before the race.,Fred told it to him earlier in the conversation.
What year did the great 80s flick 48 Hrs.  come out in the movie theatres in the United States?, 1982,1983,1981,1984,1982
What was the name of the character portrayed by Nick Nolte in the hit movie 48 Hrs.?, Jack Cates,Jack Bates,Jack Cates,Jack Tors,Jack Lynsmith
Where is the 80s movie 48 Hrs. set?, San Francisco,Chicago,San Francisco,San Diego,Florida
"In the movie 48 Hrs., Ganz escapes from prison with the help of his friend Billy Bear. Where does he go after he escapes?", A hotel in the area,A hotel in the area,San Francisco Giants game,Chicago Cubs game,Disneyland
What is the name of the director of the movie 48 Hrs.?, Walter Hill,Ron Howard,Walter Hill,Martin Scorcese,Henry Winkler
What Police song does Reggie Hammond sing while he is in prison in the movie 48 Hrs.?, Roxanne,Walking on The Moon,Roxanne,Every Breath You Take,Message in a Bottle
"In the movie 48Hrs, Reggie, who has been incarcerated for a couple of years, has a large amount of money in the trunk of his car. How much money is in the trunk of Reggies car?"," $500,000","$500,000","$100,000","$300,000","$250,000"
Which former NFL running back played the sheriff  in the Western classic 100 Rifles?, Jim Brown,Jim Brown,Alan Ameche,Jim Taylor,OJ Simpson
"In the 1966 movie Batman, based on the ABC TV series, all but one of the villains listed were played by the TV series actors/actresses. Which character was not played by one of the original actors?", Catwoman,Penguin,Riddler,Joker,Catwoman
"In The Godfather, the snooty movie director who refused to give a part to a friend of the Corleone family found the head of his prized horse in his bed. What was the value of the horse?"," 700,000 dollars","100,000 dollars","200,000 dollars","700,000 dollars","70,000 dollars"
"In The Poseidon Adventure, what was the profession of Linda before she married detective Rogo?", prostitute,barmaid,policewoman,prostitute,hair dresser
"The stewardess in the film The Big Bus, played by Stockard Channing, nearly died in what way?", drowning in a room filled with soft drinks,being crushed by a flying spare tire,drowning in a room filled with soft drinks,None of these,being sucked into a handicapped toilet
Who plays Jonathan E in the 1975 science fiction film Rollerball?, James Caan,Paul Newman,Sylvester Stallone,James Caan,Arnold Schwarzenegger
"Prior to 2007, Charlie Chaplin, Alfred Hitchcock, Stanley Kubrick and Martin Scorsese, who directed a total of 13 Top-100 AFI films, shared this one distinction.", None of them had won an Oscar for Best Director.,None of them had ever made a film that won an Oscar for Best Picture.,All of them had worked with Lindsay Lohan.,All of  them had been inspired by Ed Wood.,None of them had won an Oscar for Best Director.
William Wyler is unique among the AFI directors because there was a  20-year gap between his  earliest and latest classic movies on the Top 100 List.. What are the two movies?, Wuthering Heights and Ben-Hur,Wings and Waynes World,Wuthering Heights and Ben-Hur,Wuthering Heights and The Best Years of Our Lives,The Birth of a Nation and Ben-Hur
Faye Dunaway co-starred in 3 of the Top 100 AFI movies.. But she  was also  responsible for some hysterical overacting in one of  the most embarrassing failures in modern American cinema., Mommy Dearest,Mommy Dearest,Network,Chinatown,Bonnie and Cyde
What cinematic parent-child combination has had the most visible screen success in the Top 100 List?," The Hustons - Walter, John, and Angelica","The Fondas- Henry, Jane and Peter","The Hustons - Walter, John, and Angelica",The Tracys - Spencer  Dick,The Barrymores - all of em!
What is the highest rated science-fiction movie on the AFI Top 100 list?, Star Wars (1977),Close Encounters of the Third Kind,E.T. The Extra-Terrestrial,2001: A Space Odyssey,Star Wars (1977)
The Number One American movie song of all time as voted by the AFI is..., Over the Rainbow,Its Hard Out Here for a Pimp,White Christmas,Over the Rainbow,Climb Every Mountain
What 1982 movie starring Meryl Streep and Kevin Kline was about a survivor of a Nazi concentration camp?, Sophies Choice,Sophies Choice,Schindlers List,The Killing Fields,The Pianist
"What 1983 movie, starring Robert Duvall, was about a recovering alcoholic country singer who reaches out to a widow and her son and manages to turn his life around?", Tender Mercies,Terms of Endearment,Ghostbusters,Tender Mercies,Ordinary People
This 1980 movie about an affluent family who accidentally lose their eldest son in a boating accident was the film debut of Timothy Hutton and Elizabeth McGovern. It was also the directorial debut of Robert Redford., Ordinary People,Class,Steel Magnolias,After the Game,Ordinary People
"What 1984 tearjerker is this tag from? He was a reporter for the New York Times whose coverage of the Cambodian War would win him a Pulitzer Prize for international reporting. But the friend who made it possible was half a world away with his life in great danger... This is the story of war and friendship, the anguish of a country and of one mans will to live.", The Killing Fields,Watership Down,Up Close and Personal,The Killing Fields,Kes
"This 1955 Science Fiction film, directed by Joseph M. Newman, concerns aliens arriving on Earth to get some assistance in fighting their war.", This Island Earth,They Came as Zombies!,Forbidden Planet,This Island Earth,The Isle of Dr. Moreau
"Which of the following actors did not appear in the 1988 Comedy, Earth Girls Are Easy?", Rick Moranis,Rick Moranis,Jeff Goldblum,Geena Davis,Jim Carrey
"In the movie The 40 Year-Old Virgin, Andy has a framed rock poster on the wall. What rock group is depicted on the poster ?", Asia,REO Speedwagon,Journey,Led Zeppelin,Asia
What year did the hilarious movie Wedding Crashers first hit the movie theatres in the United States?, 2005,2006,2004,1999,2005
What did John Beckwith and Jeremy Grey do for a living in the great movie Wedding Crashers?, they worked together in divorce meditation,they were both lawyers,they worked together in divorce meditation,they both worked at Blockbuster Video,"they did not work, all they did was crash weddings"
What is the name of Claires obnoxious boyfriend in the hilarious movie Wedding Crashers?, Zach,Chazz,William,Zach,Todd
What actor played Treasury Secretary William Cleary in the great movie Wedding Crashers?, Christopher Walken,"Kurt Valdheim, Jr.",Henry Gibson,Carson Elrod,Christopher Walken
"In the comedy hit Wedding Crashers, Jeremy was taught how to crash weddings by this friend who passed the wedding crashing torch to Jeremy in 1993.", Chazz Reinhold,Chazz  Palminteri,Chazz Reinhold,Judge Reinhold,John Gibson
Kathleen Cleary is the wife of Treasury Secretary William Cleary.  What is her nickname in the movie Wedding Crashers?, Kitty Kat,Kitty Kat,Milk Duds,"Vroom, Vroom",Pussycat
"In the movie Wedding Crashers, Claires boyfriend gets sick after dinner.  What did John put in his drink to make him sick?", eye drops,tabasco sauce,shoe polish,eye drops,Ex-lax
What is the name of Claires sex crazed sister who is in love with Jeremy in the hilarious movie Wedding Crashers?, Gloria,Toni,Laura,Gloria,Janis
Who created the James Bond character?, Ian Fleming,Alistair MacLean,James Herriot,Leslie Charteris,Ian Fleming
"Who directed the first Bond movie, Doctor No, in 1962?", Terence Young,Peter R. Hunt,Terence Young,Guy Hamilton,John Glen
How did James Bonds parents die?, Climbing accident,Climbing accident,Executed,Plane crash,Drowned
Name Ursula Andress character’s name in James Bonds Doctor No., Honey Ryder,Tiffany Case,Dominique (Domino) Derval,Honey Ryder,Pussy Galore
What is James Bonds favourite cigarette brand?, Morland Specials,Pall Mall,Gladstone,Morland Specials,Marlborough
"Indiana Jones friend, who flies a seaplane in Raiders of the Lost Ark, has a pet snake. Name this character and his pet.", Jock and Reggie,John and Sam,Jake and Snake,George and Randy,Jock and Reggie
"Who plays Indiana Jones friend, Markus Brody, who is a museum curator?", Denholm Elliot,Joseph Elbry,George Roudolph,Henry Jackson,Denholm Elliot
"In Raiders of the Lost Ark, Indiana Jones leaves for Nepal to get the Headpiece to the Staff of Ra from Abner Ravenwood. What route does his plane take to get to Nepal?"," San Francisco, Hawaii, Wake Island, Philippines, Nepal","Los Angeles, Anchorage, Tokyo, Hong Kong, Nepal","New York, Paris, Cairo, Nepal","San Francisco, Hawaii, Wake Island, Philippines, Nepal","Chicago, San Diego, Hawaii, Jakarta, Delhi, Nepal"
"In Cairo, Indiana Jones is racing against the Nazis to find the Ark first. He enlists his Egyptian friend to help. What is his name?", Sallah,Sultan,Sallah,Sabre,Steve
"After Indiana Jones steals the Ark from the Germans, which two modes of transportation are used to get the Ark to the secret base in the Greek Islands?", Steamer ship and submarine,Train and submarine,Steamer ship and railroad,Submarine and transport aircraft,Steamer ship and submarine
"By the end of the movie, Raiders of the Lost Ark, which character does not survive?", Belloq,Sallas,Marion,Belloq,Markus Brody
What was the name of the recently deceased family who finally had to realise that they were dead in the movie Beetlejuice?, Maitland,Maitland,Giordano,Deitz,Donovan
Who played Clark Kent and Superman in the first Superman movie?, Christopher Reeve,Christopher Reeve,Brandon Routh,George Reeves,Tom Welling
What is the name of the town that Clark Kent calls home in the Superman movies?, Smallville,New York,Smallville,Metropolis,Boston
In the first Superman movie Jor-El tells Clark not to get involved in what?, The affairs of humans,Jobs,Women,The affairs of humans,Reporters
What are the colors of Supermans costume?," red, blue, yellow","red, blue, yellow","grey, black, blue","red, purple, yellow","green, red, blue"
Who played Lex Luthor in Superman: The Movie?, Gene Hackman,Lyle Talbot,Gene Hackman,Kevin Spacey,Michael Rosenbaum
"According to the Smallville series, Superman has the strength of how many men?", 10 men,"1,000 men",10 men,"100,000,000",100 men
"Who played Jor-El, the biological father of Superman in the 1978 Superman movie?", Marlon Brando,Glenn Ford,Ned Beatty,Nelson Leigh,Marlon Brando
How did Christopher Reeve become paralyzed?, He had a horseback riding accident,None of these,He had a car accident,He had a flying accident,He had a horseback riding accident
What is the name of Bruce Waynes mother?, Martha Wayne,Martha Wayne,Terri Wayne,Janet Wayne,Samantha Wayne
What does DC stand for in the comic which first introduced Batman?, Detective Comics,Direct Choice,Detective Comics,Dancing Candles,Daily Choice
"What was Batmans original name, when he first appeared in DC comics?", The Bat-man,Batman,The Bat-man,Dark Avenger,The Dark Knight
"Batman has long been considered a loner and a bit of a rebel amongst superheroes. Despite this, hes had a few sidekicks, and worked in a number of teams. What was the name of the first team he worked in?", Justice Society of America,The Super Friends,The Justice League,Justice Society of America,Avengers
"In the Earth-Two DC Universe, who does Batman partner with, and eventually marry?"," Catwoman, Selina Kyle","Catwoman, Kathy Kane",Alicia Frost,Cynthia Albert,"Catwoman, Selina Kyle"
"Bruce Wayne wanted to design a persona that struck terror into the heart of his enemies. In the original storyline, what made him decide to choose a bat?"," He was in his study, pondering what symbol to use, when a bat flew in through his study window.","He already had a bunch of bat-equipment lying around and decided, What the hay?","He fell into a well as a child, which lead to a cave full of bats.","He was bitten by a bat as a child, which made him fear them, and thus decided it would scare his enemies.","He was in his study, pondering what symbol to use, when a bat flew in through his study window."
"In Cheech and Chongs movie Up In Smoke, Cheech meets Chong and calls him Man because he doesnt know his name. What is the name of Chongs character?", Anthony Stoner,It is never mentioned,Alex Finklestein,Anthony Stoner,Ralph
"In the movie Up In Smoke the characters, played by Cheech and Chong compete in The Rock Fight of the Century in which L. A. bar?", The Roxy,Fever,The Roxy,House of Punk,Smittys
What is the name of the character played by Stacy Keach in Cheech and Chongs movies Up In Smoke and Nice Dreams?, Sgt. Stedenko,Det. Stedenko,Sgt. Bilko,Sgt. Stedenko,Capt. Tedesco
"In the movie Up In Smoke, what type of vehicle do Cheech and Chong drive across the Mexican border into America?", A delivery truck,A delivery truck,A school bus,A station wagon,A motorcycle and sidecar
"What happens to Cheechs cousin and Chong in the marijuana field, at the end of Cheech and Chongs Next Movie?", They are abducted by aliens,They are arrested,They crash the Ferrari they stole,They are abducted by aliens,They are attacked by wild deer
What is the name of Cheech and Chongs neighbor from whom they steal marijuana in the movie Nice Dreams?, Weird Jimmy,Weird Jimmy,Fun Bobby,Smokin Steve,Crazy Dave
"This character from Cheech and Chongs Next Movie has a date with Cheeh and he is dreaming about her, while waiting for her to come in his house.", Donna,Jade,Sylvia,Maria,Donna
"What is the nickname of Cheechs cousin, Duane Mendoza, who parties all night with Chong in Cheech and Chongs Next Movie?", Red,Fred,Jose,Pedro,Red
"Where does Cheech work for a short time in Cheech and Chongs Next Movie, released in 1980?", A movie studio,A nightclub,A movie studio,A gas station,A taco shop
"In Cheech and Chongs movie Up In Smoke, Tom Skerrit plays Cheechs cousin, Strawberry. What did Cheech tell Chong not to do, before he introduced him to Strawberry?", Not to stare at his birthmark,Not to talk to the talking bird,Not to stare at his birthmark,Not to touch his bong collection,Not to mention Vietnam
"In the movie Nice Dreams, Chong is mistaken for what rock legend by a woman in a Chinese restaurant?", Jerry Garcia,Santana,Neil Young,David Crosby,Jerry Garcia
What 1995 movie do we find the character played by Nicholas Cage literaly drinking himself to death?, Leaving Las Vegas,Stepmom,National Security,Leaving Las Vegas,City of Angels
This 1998 tear jerker starring Julia Roberts and Susan Sarandon is about a terminally ill woman who has to come to terms with the new woman in her ex-husbands life., Stepmom,Stepmom,Pretty Woman,Of Mice and Men,Fried Green Tomatoes
"In the movie Trading Places, there was a prostitute named Ophelia. What actress played the part of Ophelia?", Jamie Lee Curtis,Jamie Lynn Spears,Jamie Lee Curtis,Betty Thomas,Gina Gershon
Eddie Murphy plays a street hustler in the movie Trading Places.  What was his name in the movie?, Billy Ray Valentine,Moses Gunn,Malcolm Campbell,Billy Ray Valentine,Herschel Walker
What is the name of Louis Winthorpes fiancée in the movie Trading Places?, Penelope,Penelope,Amber,Fifi,Clara
"When Billy Ray is begging for money on the street in the movie Trading Places, he has a sign around his neck.  What does the sign say?", A grateful war veteran thanks you. Merry Christmas,A grateful war veteran thanks you. Merry Christmas,I will work for food,I am not going to lie. I want money for a beer,"I am down on my luck, how bout forking over a buck"
"In the comedy Trading Places, how much money does Clarence Beeks give Ophelia the prostitute to have her talk dirty to Louis Winthorpe in front of his fiancée, Penelope?", $100,$100,$20,$500,$50
"What do Louis, Billy Ray, Coleman and Ophelia do with their new found wealth at the end of the movie Trading Places?", All four of them retire to a tropical island,All four of them retire to a tropical island,All four of them go their separate ways,All four of them are prosecuted for insider trading,All four of them donate their money to a homeless shelter
Its better to be dead and cool than alive and uncool. is a quote from what 1991 action film?, Harley Davidson and the Marlboro Man,Desperado,Harley Davidson and the Marlboro Man,Easy Rider,Broken Arrow
Name the thriller this quote is taken from: Candy Cane....... Candy Cane....., Joy Ride,The Santa Clause,The Candy Man,The Others,Joy Ride
"What 1992 comedy film is the following quote from: A gun rack... a gun rack. I dont even own *a* gun, let alone many guns that would necessitate an entire rack. What am I gonna do... with a gun rack??", Waynes World,Night at the Rocksbury,Waynes World,Tommy Boy,Superstar
