Questions,Correct,A,B,C,D
What does the word Triceratops mean?, Three Horned Face,Three Big Horns,Big Horned Beast,Three Horned Head,Three Horned Face
Triceratops is the official State Dinosaur of which state?, Wyoming,Utah,Oregon,Wyoming,Nevada
What is the meaning of the name Stegosaurus?, Roof Lizard,Tank Lizard,Roof Lizard,Spike Lizard,Spike Tail
How many subspecies of the tiger are left nowadays?, 6,8,6,2,3
How long is the gestation period of a tiger?, 16 weeks,16 weeks,22 weeks,10 weeks,14 weeks
What famous beer brand uses the Clydesdale horse as its mascot?, Anheuser-Busch,Anheuser-Busch,Fosters,Upland,Heineken
What year was the Clydesdale Horse Society formally founded?, 1887,1925,1901,1887,1885
What class of horse breed does the Clydesdale horse belong to?, Draft Horse,Draft Horse,Carriage Horse,Farm Horse,Saddle Horse
"This dog breed, which originated in Mongolia and China, has very thick fluffy fur and a blue-black tongue.", Chow Chow,Chow Chow,Jonangi,Kai Ken,Hokkaido
"The representatives of this dog breed are small, have long white silky fur and are also known as Roman Ladies Dogs.", Maltese,Maltese,Norrbottenspets,Phalene,Mudi
What common name does the dog breed New Guinea Highland Dog have?, Singer,Singer,Prowler,Wrestler,Swimmer
In what color does the Pekingese dog breed come?, All of these,Light gold,White,Black,All of these
"What dog breed has an elongated body, very short legs, short shiny coat and a long snout?", Dachshund,Dogo Guatemalteco,Dachshund,English Foxhound,Elo
This extremely large and tall German dog breed has a very short shiny coat and strong muscular body with a majestic posture., All of these,German Mastiff,Boarhound,Great Dane,All of these
In which European country did the Dalmatian dog breed originate?, Croatia,Croatia,Netherlands,Italy,Denmark
"This dog breed, developed in England, has an egg-shaped head, small eyes, and very strong muscular body with smooth short fur and short legs.", Bull Terrier,Bull Terrier,Cairn Terrier,English Shepherd,Wire Fox Terrier
What is the literal meaning of the word carnivore which has a Latin origin?, Meat eater,Blood drinker,Animal killer,Meat eater,Monster
Which of these statements is true about carnivorous organisms in general?, All of these,They feed on vertebrate animals.,All of these,They feed through scavenging.,They feed on invertebrate animals.
What is the meaning of the term apex predator which is related to carnivorous animals?, A predator that has no predators itself.,A predator that has no predators itself.,A very skilled predator that is highly specialized in killing animals.,It is a term for a human being.,An animal which consumes the highest number of animal species.
What is the definition of the term hypercarnivore?, An animal whose diet consists exclusively of meat.,It is a synonym for apex carnivore.,A predator that feeds on carnivorous animals.,It is a term that refers to humans.,An animal whose diet consists exclusively of meat.
Which of these methods do carnivorous plants use for capturing their prey?, All of these,Rapid leaf movements,A sticky mucilage,Vacuum sucking into a bladder,All of these
"What does the diet of the Great Blue Heron, found in North and Central America, consist of?", All of these,All of these,Birds,Reptiles,Small mammals
Which of these statements is true about the diet of coyotes?, They eat insects.,All of these,60% of their diet consists of mammals.,They eat insects.,They do not eat prairie dogs.
"Which of these characteristics is generally associated with carnivorous animals, particularly predators?", All of these,Aggressive behavior,Claws,Sharp teeth,All of these
Which of these statements is true about the consumption of plant material by carnivores?, All of these,All of these,Carnivores consume feces of herbivores to get nutrients.,"Carnivores consume some plant material in order to get minerals, vitamins and fiber.",Carnivores ingest the plant material the need along with their herbivorous prey.
What does the term facultative carnivore mean?, A carnivore that also consumes plant food.,It is a synonym for scavenger.,Animal that has all characteristics of carnivores but is a herbivore.,A carnivore that also consumes plant food.,It is a synonym for omnivore.
"What city is known as the White Squirrel Capital of the World, since it is home to the largest colony of albino squirrels?"," Olney, Illinois","Marionville, Missouri","Olney, Illinois","Columbus, Ohio","Kenton, Tennessee"
Whiteflies generally feed on what?, Leaves,Fruit,Insects,Leaves,Carrion
Which of these white foxes populates the polar zone of the Northern Hemisphere?, All of these,White Fox,Arctic Fox,All of these,Snow Fox
In what novel one of the main characters is a white whale hunted by a whaling ship?, Moby-Dick,North Against South,Moby-Dick,Twenty Thousand Leagues Under the Sea,The Purchase of the North Pole
"What type of insect is often referred to as a white ant, although it is not related to the ant species?", Termite,A type of small spider,Termite,Head louse,A type of albino wasp
The White Snake is a fairy tale included in the collection of fairy tales by this author., Brothers Grimm,Andrew Lang,Brothers Grimm,Oscar Wilde,Hans Christian Andersen
What is the meaning of the figurative expression a white elephant?, A pricey and useless possession,Something that is idolized but that does not exist,An extraordinary person,A pricey and useless possession,A chimera
"The representatives of the Old Danish Pointer breed are white, with markings of this other color on their coat.", Brown,Grey,Brown,All of these,Black
Which of these dog breeds originated in Hungary?, All of these,Pumi,Puli,Mudi,All of these
In what Latin American country did the Chihuahua dog breed originate?, Mexico,Mexico,Cuba,Guatemala,Nicaragua
To what group of dog breeds does the Beagle dog breed belong?, Hound group,Terrier group,Toy group,Herding group,Hound group
In what country did the American Akita dog breed originate?, Japan,Canada,Japan,China,United States
"This dog breed, considered one of the first sighthound dog breeds, has very long fur and is quite tall, with long legs and ears.", Afghan Hound,Canadian Pointer,Bolognese,Afghan Hound,Airedale Terrier
In what northern country did the Siberian Husky dog breed originate?, Russia,Norway,Finland,Russia,"Alaska, USA"
The Papillon is a small dog breed of the Toy group. What does the word Papillon mean in French?, Butterfly,Butterfly,Cherry,Flower,Angel
"This dog, which was once used as a personal defense dog, police dog and war dog, is often mistakenly believed to be very aggressive.", Doberman Pinscher,Field Spaniel,Doberman Pinscher,Elo,Finnish Spitz
This dog breed was developed as a gun dog in Canada?, Labrador Retriever,Mountain Cur,Pharaoh Hound,Lakeland Terrier,Labrador Retriever
What is the mortality rate of a cheetah cub growing to adulthood?, 95% die,50% die,15% die,65% die,95% die
What is another name for a nutria?, Coypu,Beaver,Muskrat,Rat,Coypu
What is the average weight of an adult nutria?, 10-20 lbs.,15-25 lbs.,5-10 lbs.,Over 30 lbs.,10-20 lbs.
Which of the following is a characteristic of the nutria?, Large orange teeth,Webbed front feet,Huge black eyes,Large orange teeth,Flat beaver like tale
Nutria meat is lean and low in what?, Cholesterol,Iron,Sodium,Cholesterol,Fiber
What time of year do nutrias breed?, All year round,In the winter months,All year round,In the Fall,In the spring
What is a common nickname for the Yorkshire Terriers?, Yorkie,Yorkie,They have no nickname.,Yorkle,Shorky
What place did the Yorkshire Terrier take in the AKC registered breed popularity in the USA in 2008?, 2nd,1st,50th,2nd,79th
Venomous and poisonous are two different terms. What does the term venomous refer to?, Animals that inject venom,Animals that inject venom,Animals that are deadly when eaten,Plants and animals that secrete venom and are harmful when touched,All of these
"Which of these statements is true about the slow loris, a primate which is both poisonous and venomous?", All of these,All of these,It covers its young with a toxin to keep them from being eaten.,It has a venomous bite.,It secretes a toxin from the glands on the inside of its elbows.
The Brazilian wandering spiders are included in Guinness World Records 2007 as the worlds most venomous spiders. How do they inject their venom?, By biting,By stinging,By biting,All of these,By urticating hairs
What creature is considered the most venomous on the planet?, Box jellyfish,Fat-tailed scorpion,Killer bee,Box jellyfish,Cone snail
The stonefish is an extremely venomous type of fish that lives in the coastal regions of Indo-Pacific oceans. How does it inject its venom?, With its dorsal fin,With its sharp teeth,With its tail fin,With its pectoral fin,With its dorsal fin
"The name of cobras, which are very venomous, comes from the Portuguese cobra de capello. What does this mean?", Snake with hood,Snake with hood,Poisonous hat,Poisonous nose,Snake with nose
"Venomous mammals do exist, although they are very rare. Which of these mammals is venomous?", All of these,European Mole,Cuban Solenodon,All of these,Platypus
The Northern Short-tailed Shrew is a small venomous mammal that populates this area., North America,Europe,Central America and the northern parts of South America,North America,North and Northeast Asia
"How do fire ants, a type of venomous ants, introduce their venom?", Through stinging,All of these,Through biting,Through biting and then spraying the wound with venom,Through stinging
What kind of animal is the venomous Gila monster that is indigenous to southwestern United States and northern Mexico?, Lizard,Lizard,Invertebrate,Frog,Mammal
What phylum do jellyfish belong to?, Cnidaria,Arthropoda,Chordata,Cnidaria,Mollusca
Which of these body systems do jellyfish NOT have?, all of these,osmoregulatory,respiratory,circulatory,all of these
What is a group of jellyfish called?, bloom,herd,bloom,school,pack
What is the deadliest jellyfish in the world?, Box Jellyfish,Box Jellyfish,Lions Mane Jellyfish,Moon Jellyfish,Sea Nettle
"According to statistics, how are wolves killed today?", All of these,By people,By hunters and poachers,By poison and areal hunters,All of these
How many different types of wolves including sub-species are there around the world?, 9,Over 100,44,9,3
How long is the female gestation period in wolves?, 63 days,90 days,25 days,63 days,200 days
What is the most amount of wolf pups ever recorded in a litter?, 14 pups,4 pups,5 pups,14 pups,10 pups
At what age does a wolf usually leave its pack?, 2-3 years,5-6 years,2-3 years,1-2 years,3-4 years
"The blue whale is the largest animal, but what is the largest toothed whale on the planet?", Sperm whale,Cuviers Beaked Whale,Orca,All of these,Sperm whale
What Gorilla is the largest primate on the planet?, Eastern Lowland Gorilla,Mountain Gorilla,Western Lowland Gorilla,Eastern Lowland Gorilla,Cross River Gorilla
What is the largest living bird of prey on the planet?, Eurasian Black Vulture,Philippine Eagle,Booted Eagle,Lappet-faced Vulture,Eurasian Black Vulture
What is the largest fish in existence?, Whale shark,Manta ray,Whale shark,Ocean sunfish,Basking shark
Name the largest mollusk and the largest invertebrate in the world?, Colossal squid,Giant African snail,North Pacific Giant Octopus,Colossal squid,Giant squid
What is the largest living terrestrial organism on the planet?, African Bush Elephant,African Forest Elephant,Asian Elephant,African Bush Elephant,Indian Elephant
Approximately how much does a typical female vampire bat weigh?, 1.5 oz.,8 oz.,1.5 oz.,5 oz.,1 lb.
"Out of 200 vampire bats, approximately how many have rabies?", 1,5,25,10,1
What is the average lifespan of a vampire bat?, 40-50 years,20-25 years,5-10 years,40-50 years,70-80 years
Where are vampire bats mostly found?," Mexico, Central America and South America",Australia,"Mexico, Central America and South America",Asia,Africa
What actor directed and starred in the popular 1990 movie Dances with Wolves?, Kevin Costner,Sean Connery,Kevin Costner,Mel Gibson,Harrison Ford
What is the largest wolf species on the planet as well as the largest wild representative of the Canidae family?, Grey wolf,Grey wolf,Polar wolf,Black wolf,Red wolf
"Wolf pups are usually born with irises of this color, which changes with time.", Blue,Black,Golden,Green,Blue
"What animal is considered the major enemy of the wolf in the wild, apart from humans?", Other wolves,Bear,Other wolves,Eagle,None of these
What type of wolf is White Fang from Jack Londons popular novel White Fang?, Wolf hybrid,Grey wolf,White wolf,Wolf hybrid,Red wolf
What animals do wolves generally prefer to feed on?, Ungulates,Rodents,Birds,Fish,Ungulates
To what continent is the unique Maned Wolf endemic?, South America,Asia,Africa,South America,Europe
Which animals have the most unique species endemic to Australia?, Amphibians,Amphibians,Mammals,Insects,Reptiles
Which of these statements about the Australian fauna is true?, All of these,Australia is the only continent that has more venomous than non-venomous snake species,Two of the five known species of monotremes live in Australia,All of these,Placental mammals are relatively rare in Australia
What animal is the largest macropod and one of Australias heraldic animals?, Red kangaroo,Pademelon,Red kangaroo,Grey kangaroo,Quokka
What kind of animal is the Spotted wobbegong?, Fish,Fish,Reptile,Amphibian,Marsupial
"What is the common name of the Quoll, a carnivorous marsupial native to Australia and Papua New Guinea?", Native cat,Native cat,Native rat,Native fox,Native dog
Which of these areas is the Black Salamander endemic to?, United States,Hawaii,United States,Australia,India
Which of these statements is true about the Western black widow spider?, It is extremely venomous.,The female always eats the male after mating.,It is extremely venomous.,It is native to Madagascar.,All of these
"What type of food does the Lesser Vasa Parrot, also known as Black Parrot, feed on?", Fruit,Fruit,Insects,All of these,Carrion
How did the Black Mamba snake get its name?, Because its mouth is black,Because of its color,Because its eggs are black,Because its mouth is black,Because its venom is black
"Which of these names refers to the Asian black bear, a close relative of the American black bear?", All of these,Himalayan black bear,All of these,Tibetan black bear,Moon bear
The Black wolf is actually a color variant of which wolf species?, Grey wolf,White wolf,None of these,Brown wolf,Grey wolf
"The name Lumbriculus variegatus, or blackworm, refers to a few worm species. In what way do they reproduce?", By regeneration,By parthenogenesis,With eggs,All of these,By regeneration
"Which of these statements is true about the Black dog, a ghost-like creature popular in the folklores of the British Isles?", All of these,It is believed to appear at night.,It is associated with the Devil.,It is considered a portent of death.,All of these
Which of these statements is true about the Black garden ant?, All of these,Each colony has only one queen.,It is found in Europe.,All of these,It is found in North America and Asia.
Which of these statements is true about the Black Iberian Pig?, It is indigenous to the Mediterranean.,It is indigenous to the Mediterranean.,It is a rodent.,All of these,It is not actually black.
What animal is is the only strictly-marine herbivorous mammal in the world?, All of these,Dugong,All of these,Sea pig,Sea cow
This animal is considered a marine mammal because it lives on the sea ice most of the year., Polar bear,Polar bear,All of these,Walrus,Polar fox
The Hooded Seal is a marine mammal that populates this geographic area., Central and western North Atlantic,North and northeast Pacific,All of these,Central and western North Atlantic,North Indian Ocean
"This animal is the heaviest member of its family, and also one of the smallest marine mammals.", Sea otter,Sea pig,Sea otter,Polar mouse,None of these
"Which of these marine mammals matches the description: Very large body, has tusks and whiskers?", Walrus,Tusked seal,Elephant seal,Walrus,Polar bear
"The Humpback Whale, one of the largest marine mammals, feeds in this season.", Summer,Spring and winter,Winter,Summer,Fall
"This extraordinary marine mammal is often considered a whale, but it is actually a dolphin.", All of these,All of these,Killer Whale,Blackfish,Seawolf
Dolphins are considered some of the most intelligent animals on the planet. How are they classified according to their diet?, They are carnivores.,They are specialized eaters.,They are carnivores.,They are herbivores.,They are omnivores.
"This marine mammal is known as the pilot whale, but it is not actually a whale. What type of animal is it?", Dolphin,Walrus,Seal,Dolphin,Otter
Which of these animals are among the many marine mammals that use songs for the purposes of communication?, All of these,All of these,Blue Whale,Humpback whale,Beluga
"Translated in English, what does the name of the chinchilla mean?", Little Chincha,Little Chilean,Little Chincha,Little Chile,Of Chincha
The natural habitat of the Chinchilla is this region in South America., The Andes,Tierra del Fuego,The Atacama Desert,The Amazon River basin,The Andes
Which is the wrong statement about chinchilla breeding?, Chinchillas have a 45-day gestation period.,Chinchilla litters predominately consist of twins.,Chinchillas can breed any time of the year.,Little chinchillas are born furred and with eyes open.,Chinchillas have a 45-day gestation period.
Which of these physiological features does the chinchilla lack?, The ability to sweat,The ability to sweat,The ability to sneeze,The ability to jump,The ability to swallow
Name the two types of Chinese Crested dogs., Hairless and Powderpuff,Water and Runner,Hairless and Hound,Sporty and Spotted,Hairless and Powderpuff
"The origin of the Chinese Crested dog is unknown, but according to some sources it may have come from which of these places?", Mexico and Africa,Canada and USA,Thailand and Egypt,Mexico and Africa,Japan and China
What term is commonly used to denote a group of foxes?, All of these,Earth,Troop,All of these,Skulk
What is the meaning the word which stands for fox in many languages?, Tail,Fur,Nose,Cunning,Tail
How are most foxes generally classified according to their diet?, Omnivores,Omnivores,Specialized eaters,Insectivores,Carnivores
"Which of these names refers to the Crab-eating Fox, a medium-sized fox found in the central part of South America?", All of these,Forest Fox,Wood Fox,Common Fox,All of these
What fox species is considered to be the smallest on the planet?, Fennec Fox,Short-Tailed Fox,Fennec Fox,Island Fox,Coast Fox
"What notable feature does the Fennec Fox possess, that makes it easily recognizable?", Very large ears,It has no tail,Bluish fur,Very large ears,Red eyes
"Which of these names belongs to the fox species that is the second smallest fox species in the world, slightly smaller than a domestic cat?", All of these,Short-Tailed Fox,All of these,Coast Fox,California Channel Island Fox
"According to Chinese mythology, what shape do fox spirits known as huli jing take in the real world?", Women,Cats,Children,Bushes,Women
which of these stories and books have a fox character involved in the storyline?, The Adventures of Pinocchio,Pippi Longstocking,The Adventures of Pinocchio,The Little Match Girl,Thumbelina
What eminent musician released his album The Fox in 1981?, Elton John,Tom Johnes,Elton John,Barry White,Julio Iglesias
Chipmunks are small squirrel-like rodents belonging to the genus Tamias. What does the Greek word tamias mean?, Storer,Storer,Nibbler,Squirrel,Stripes
What would some species of  porcupine consume in order to supply calcium ans salts?, Bones,Nails,All of these,Tiny rocks,Bones
"What defense tactic does the chinchilla use in order to escape from its predators, which include birds of prey, skunks, felines, snakes and canines?", Spraying urine,Playing dead,Squeaking,Scratching,Spraying urine
"What rodent, closely related to the chinchilla and guinea pig, is also known as the Brush-Tailed Rat and is native to Chile?", Degu,Gerbil,Degu,White-tailed Antelope Squirrel,Prairie dog
"The Capybara is the largest rodent in the world. What is the meaning of its name, derived from a word of the Guaraní language?", Master of the grasses,Master of the grasses,River keeper,Rabbit pig,Water squirrel
"The acouchis, small diurnal rodents found along riverbanks in the Amazon Rainforest, usually feed on this type of food.", Fruit,Insects,Grass,Fruit,Nuts
"Guinea pigs are very intelligent, highly social animals that use special vocalization to communicate. What does their whistling or wheeking sound express?", Excitement,Excitement,Danger or pain,Discomfort,Warning
Groundhogs are mostly herbivorous rodents that sometimes eat animal matter. What kind of animals would they feed on?, All of these,Larvae,Grasshoppers,All of these,Snails
"What kind of unique activity is characteristic of the African Pygmy Mouse, the smallest rodent in the world?", It piles up pebbles in front of its burrow.,It sings at night.,It disguises its young using leaves.,It starts dancing when it feels threatened by a predator.,It piles up pebbles in front of its burrow.
Which of these statements is true about rodent species in general?, Rodents do not vomit.,All of these,"The Latin word rodere, from which rodent originates, means rat.",Rodents have canine teeth only on their lower jaw.,Rodents do not vomit.
To which of these geographical areas are hummingbirds indigenous?, North and South America,North and South America,Europe,Africa and Asia,Australia and Tasmania
How did Hummingbirds get their interesting name?, Because of the noise they produce when they fly,None of these,"They are named after their discoverer, Michael Hummings.",Because of their singing,Because of the noise they produce when they fly
Hummingbirds are the only birds on the planet to have this amazing ability., They can fly backwards.,They can stay without water for as many as 30 days.,All of these,They can carry food that is 3 times heavier than their own weight.,They can fly backwards.
What is the major type of food that Hummingbirds depend on for their survival?, Nectar,All of these,Seeds,Buds,Nectar
Which of the following statements is true about Hummingbirds?," When Hummingbirds are flying they have the fastest metabolism of all animals, except for insects.",Hummingbirds heart can beat as fast as 300 times per minute.,"When Hummingbirds are flying they have the fastest metabolism of all animals, except for insects.",All of these,Hummingbirds often consume very large amounts of food and they are not able to lift off.
What is the term for the state of temporary hibernation that Hummingbirds enter when food is not available?, Torpor,Hush,Stupor,Stillness,Torpor
What is the reason for Hummingbirds short life-span?, Their fast metabolic rate,Their fast metabolic rate,They have many predators.,They often get poisoned when feeding on nectar or insects.,Their small size
"The usage of raw sugars, including brown sugar, is not recommended when preparing artificial nectar for Hummingbirds. Why?", Raw sugars contain iron.,All of these,Raw sugars contain iron.,Raw sugars contain zinc.,They contain harmful heavy metals.
Aztecs are known for wearing hummingbird talismans which symbolize which of the following?, All of these,Skill at arms,Energy,Sexual potency,All of these
"How did the smallest bird in the world, the Bee Hummingbird, get its name?", Because it is approximately the size of a large bee,Because of its black-and-yellow plumage,Because it is approximately the size of a large bee,Because of the sound it make with its wings,Because it feeds on bees
"Where does the Giant Cowbird, a passerine bird found in South America, lay its eggs?", In other birds nests,In other birds nests,On rocks,On balconies,On the ground
"The vicuna, a South American animal, is a close relative of this other animal.", Llama,Iguana,Llama,Tarantula,Chinchilla
"What common name is used to denote the dolphin species Sotalia fluviatilis, indigenous to South America?", All of these,Tucuxi,Bufeo gris,All of these,Bufeo negro
"What color is the head of the South American stork Jabiru, whose body is predominantly white?", Black,Purple,Green,Black,Red
"What type of animal is the Gold tegu, found in South America?", Reptile,Reptile,Insect,Deer,Primate
"What is the smallest species of deer in the world, found only in South America?", Northern Pudu,Northern Pudu,Marsh Deer,Southern Pudu,Antifer
"What makes the Scarlet Macaw, a parrot species indigenous to South America, unsuitable for a pet?", All of these,It is very demanding.,It is extremely noisy.,It is a high maintenance pet.,All of these
"What does the South American snake Lachesis muta, commonly known as South American bushmaster, do when it feels threatened?", It starts vibrating its tail.,It starts vibrating its tail.,It spreads its neck.,It hisses and dances.,All of these
"Which of these statements is true about the capybara, the largest rodent on the planet, indigenous to South America?", None of these,Its front legs are a little longer than the rear legs.,None of these,It has 16 teeth.,It has a short tail.
What type of mammal is the Culpeo?, Wild dog,Beaver,Wild cat,Wild dog,Fox
Which of the following is a characteristic of the tiger shark?, They give birth to live young.,They can breath above water.,They have eyelids.,They give birth to live young.,They have body hair.
What time of day does the tiger shark usually hunt?, Nighttime,They hunt at different times throughout the day,Early morning,Nighttime,Mid morning
How long is the gestation period for a female tiger shark?, 15-16 months,15-16 months,20-21 months,10-12 weeks,9-10 Months
Which of these is one of the nicknames of the tiger shark?, Wastebasket of the Sea,Garbage Can of the Deep,Predators  that will kill,Wastebasket of the Sea,Killers of the Ocean
What does the Latin word  omnivore stand for?, Eating everything,Fast eater,Eating constantly,Eating whatever,Eating everything
Most bear species are omnivores and their diet consists mainly of what?, Mast,Tubers,Leaves,Grass,Mast
"Which of these statements is NOT true about the Common Raven, a popular omnivorous bird?", It wouldnt eat birds,It wouldnt reject carrion,It would feed on animal feces,It wouldnt eat birds,It feeds on human food waste
Which of these is not within the natural diet of the omnivorous Eastern Box Turtle?, Small amphibians,Small amphibians,Earthworms,Snails,Carrion
Which of these is true about raccoons?, They use their front paws to examine their food and remove unwanted parts,They do not produce enough saliva to moisten their food,They use their front paws to examine their food and remove unwanted parts,Only wild raccoons douse their food,All of these
"What is the main food source for the sloth, an omnivorous mammal living in Central and South America?", Leaves,Small reptiles,Leaves,Insects,Fruit
"What bizarre food would pigs occasionally eat, being omnivores?", All of these,Tree bark,Their young,Rotting carcasses,All of these
"Skunks, which are omnivorous mammals, are one of the primary predators of these animals.", Honeybees,Moles,Termites,Honeybees,Salamanders
What is the prevailing color of the fur of the Tasmanian devil?, Black,Grey,White,Brown,Black
In what part of their body do Tasmanian devils store body fat?, Tail,Abdomen,Neck,Tail,Back
"What is the meaning of the word Sarcophilus, the name of the genus that the Tasmanian devil belongs to?", Meat-lover,Devil creature,Blood-lover,Dog-like,Meat-lover
At what time of the day are Tasmanian devils most active?, At night,At night,Early morning,At noon,During the daytime
Which of these statements is true about Tasmanian devils?, They are predominantly solitary animals,They are predominantly solitary animals,They live in couples,They live in groups,None of these
What does the Tasmanian devil do when it feels stressed or threatened?, It produces a strong odour,It starts screaming,It plays dead,It produces a strong odour,It attacks
Which of these statements are wrong about the reproduction of the Tasmanian devil?, The female has six nipples,The female gives birth to 20-30 young,Gestation lasts 21 days,The female has six nipples,None of these
What type of food do Tasmanian devils prefer in the wild?, Carrion,Sheep,Carrion,Insects,Fish
In May 2009 the Tasmanian devil was declared to be endangered because this disease had almost wiped out its population., Facial cancer,AIDS,Facial cancer,Kawasaki disease,Rabies
What is the name of the Tasmanian devil cartoon character from Looney Tunes by Warner Bros.?, Taz,Taz,Tess,Devlin,Tassie
Which of these are a part of an ant colony?, All of these,All of these,Drones,Soldiers,Workers
Which of these behaviors is typical of ant societies?, All of these,Ability to solve complicated problems,Communication between individuals,Division of labor,All of these
What is the usual size range of mature ants?, From 0.75 to 52 millimeters,From 1.5 to 12 millimeters,From 3.5 to 61 millimeters,From 2 to 33 millimeters,From 0.75 to 52 millimeters
Which of the following statements is true about ants eyes and eyesight?, All of these,"The eyesight of most ants ranges from poor to average, and a number of species that live underground are completely blind.",All of these,Ants have compound eyes which consist of multiple small lenses.,Ants have three simple eyes called ocelli on the top of their heads that detect light levels and polarization
How many legs do ants have?, 6,10,6,8,4
This chemical is found in the venom of most ants and some other insects., Formic acid,Formaldehyde,Saxitoxin,Formic acid,Cyanic acid
"Some small spider species, as well as the young of larger species, are known for floating in the wind. What is this activity commonly known as?", Ballooning,Skydiving,Jetting,Drifting,Ballooning
Which of these mollusks is able to glide over in air for up to 50 meters (164 feet)?, Squid,Oyster,Squid,Octopus,Slug
"In what ocean can the 50 species of Exocoetidae, also known as flying fish, be found?", All of these,Atlantic ocean,All of these,Indian ocean,Pacific ocean
"Of all the gliding animals, which one is the one best glider?", Flying lemurs,Sifaka,Flying lemurs,All of these,Flying squirrels
"Which  frog is a skilled glider, able to make two types of turns midair?", Chinese gliding frog,Malayan flying frog,Benjamins gliding frog,Wallaces Flying Frog,Chinese gliding frog
"Some mammals are able to glide and parachute, but bats are the only ones capable of flying.  What is the name of the membrane that forms the surface of their wings?", Patagium,Reticulum,Patagium,Corticulum,Flagellum
"In what geographical region can you find the Paradise Flying Snake, also called Paradise Tree Snake?", Asia,Central and South America,North America,Australia,Asia
"What kind of organism is the Greater Glider, a gliding animal indigenous to Australia?", Mammal,Reptile,Fish,Amphibian,Mammal
Where are the gliding membranes of the Draco lizard species positioned?, On their elongated ribs,Between their fingers and toes,Between its front and hind legs,They do not have a gliding membrane,On their elongated ribs
Which of these species of geckos is able to glide in the air after jumping or falling from a tree?, Ptychozoon,Gold dust day gecko,Ptychozoon,Uroplatus fimbriatus,Leopard gecko
"The large tsetse fly, found in Africa, feeds on what?", Blood,All of these,Blood,Carrion,Nectar
What type of animal is the serval?, Feline,Canine,Ungulate,Reptile,Feline
What is the largest crocodilian in Africa?, Nile crocodile,Gharial,Slender-snouted Crocodile,Nile crocodile,Saltwater crocodile
What body part of the giraffe can indicate its gender?, Horns,Tongue,Teeth,Horns,Eyes
"Adult Goliath beetles, found in Africas tropical forests, feed on what?", Fruits and tree sap,Leaves and grasses,Insects and other invertebrates,Fruits and tree sap,Carrion
"What type of animal is the dik-dik, indigenous to Africa?", Antelope,Cricket,Wild cat,Rodent,Antelope
"In cetaceans, the species identification “rorqual” comes from the Norwegian word “rorhval” which means “furrow.” These furrows are obvious on all rorqual whales. Which of the following is not a rorqual whale?", Beluga whale,Beluga whale,Sei whale,Bryde’s whale,Minke whale
Right and gray whales have been over-fished almost to extinction. Which of the following is a gray or right whale?, Bowhead whale,Bowhead whale,Blue whale,Sperm whale,Narwhal
"Narwhals and belugas make up separate subspecies of cetaceans. However, taxonomists often include in it a dolphin which lives in Indo-Pacific waters. What is the name of this dolphin?", Irrawaddy dolphin,Irrawaddy dolphin,Bottlenose dolphin,Boto,Risso’s dolphin
"Which whale expels a reddish-brown fluid when threatened, much like an octopus?", Pygmy sperm whale,Dwarf sperm whale,Pygmy sperm whale,Andrew’s beaked whale,Fin whale
Males of this whale species have one tooth that can grow to be 10 feet (3 m) long., Narwhal,Strapped-tooth whale,Narwhal,Long-finned pilot whale,Blainville’s beaked whale
The largest family of whales is the beaked whales (Ziphiidae). Most of the scarce information about this family has been found from dead specimens. Their teeth are the most distinctive aspect of these whales; most have only 2-4 oversized teeth. Which whale’s teeth erupt from bulges in the lower jaw?, Blainville’s beaked whale,Stejneger’s beaked whale,Longman’s beaked whale,Blainville’s beaked whale,Arnoux’s beaked whale
The family “delphinidae” include which kind of cetacean?, Dolphins,Rorqual whales,Southern right whales,Porpoises,Dolphins
The family “phocoenidae” describe which group of cetacean?, Porpoises,Indus and Ganges river dolphins,Porpoises,Beaked whales,Dolphins
These cetaceans live off the southern coast of South America and can be found up to 150 miles (240 km) up the Amazon River. They are colored pale blue with a white underside. What is their name?, Tuxici,Tuxici,Amazon dolphin,South American dolphin,Franciscana
"Sometimes called the “hooked-finned” porpoise, this animal has a barely noticeable beak. It lives in the deep waters of the northern latitudes between North America and Asia, and is a very fast swimmer (up to 20 mph / 32 km/h). What is its name?", Pacific white-sided dolphin,Dusky dolphin,Dall’s porpoise,Pacific white-sided dolphin,Pantropical dolphin
"The representatives of this type of dolphins have very small eyes, making them virtually blind. They rely on echolocation to find food and swim in turbid waters. They include the baiji and boto. What are they called?", River dolphins,Oceanic dolphins,River dolphins,Muddy dolphins,Blind dolphins
"This family of cetaceans has representatives like the vaquita, the harbor, and spectacled type. They are shy and stay away from boats; however, they are particularly susceptible to fishing lines, nets, and other pollution. Which is the family?", Porpoises,Pilot whales,River dolphins,Porpoises,Dolphins
This oceanic dolphin has distinctive yellow patches on its sides. It is mostly found in the northern latitudes of the Atlantic Ocean., Atlantic white-sided dolphin,Atlantic white-sided dolphin,Hector’s dolphin,Atlantic yellow-sided dolphin,Common dolphin
"This popular dolphin often herds fish onto the beach in order to eat the stranded fish. As a result, the teeth on one side (usually the right) are worn down due to eating sand as well as the fish. Which is this dolphin?", Bottlenose dolphin,Stranded dolphin,Bottlenose dolphin,Right-sided dolphin,Spotted dolphin
Which of the following do orca NOT do with their food?, Regurgitate it for their young,Regurgitate it for their young,Throw it,Use it as a teaching tool for young orca,Slam it on the surface of the water
