Questions,Correct,A,B,C,D
"In one of the more controversial wins of 2006 NASCAR, who picked up his first career cup win in Talledega on October 8 in the UAW-Ford 500?", Brian Vickers,Denny Hamlin,Clint Bowyer,Brian Vickers,"Martin Truex, Jr."
"In 2003, this former football player became head coach at the University of Alabama, replacing Mike Price.", Mike Shula,Mike Shula,Mike Bowden,Michael Gibbs,Mike Anderson
Who was the head football coach at the University of Alabama after Harold Red Drew?, JB Ears Whitworth,Wallace Wade,Gene Stallings,Frank Thomas,JB Ears Whitworth
This former linebacker for the Dallas Cowboys played for the University of Alabama from 1960-1962., Lee Roy Jordan,Lee Roy Jordan,Terry Beasley,Herschel Walker,Pat Sullivan
"This former American football player, who played for the Atlanta Falcons and Washington Redskins, won the 1971 Heisman Trophy.", Pat Sullivan,Pat Sullivan,Joe Cribbs,Jay Barker,Archie Manning
One of the following statements is incorrect., A frequent result of short shots is that the ball comes to rest on difficult ground.,Long shots may reduce the total number of strokes for a given hole.,A frequent result of long shots is that the ball goes out of bounds.,A frequent result of short shots is that the ball comes to rest on difficult ground.,Long shots are less precise than short ones.
There are four major types of golf clubs. Which of the following pairs (club type - common shot) is wrong?, Lob Wedges - Low shots,Woods - Long shots,Putters - Shots on the green,Lob Wedges - Low shots,Irons - Precise shots
The majors for men are this many in number., 4,6,5,7,4
My real name is Edson Arantes do Nascimento and I scored 77 goals in 92 appearances with my national team. Who am I?, Pele,Zidane,None of these,Pele,Lucio
I played for the national team of West Germany from 1965-1977. I went on to become national team manager and led our team to the World Cup finals in 1990 and 1986. Who am I?, Franz Beckenbauer,Johan Cruyff,Franz Beckenbauer,Ruud Gullit,Marco Van Basten
"In 2003, I joined the soccer club Real Madrid. Bend it like _______ is a movie title that makes reference to my name. Who am I?", David Beckham,Alfredo Di Stefano,Zico,David Beckham,Ronaldo
"I have a move named after me and I was born on April 25, 1947. I played for the Ajax Juniors at 10. Who am I?", Johan Cruyff,Babe Ruth,Landon Donovan,Johan Cruyff,Terrel Owens
I was born on October 30th 1960 and in 1982 I was transferred to Barcelona for a record £5.000.000 as a transfer fee. Who am I?, Diego Maradona,Diego Maradona,Alecko Eskandarian,Jaime Moreno,Julio Roberts
I played for the French national team but I was ejected from the 2006 World Cup Final for headbutting an Italian player. Who am I?, Zinedine Zidane,Terry Henry,None of these,David Trezeguet,Zinedine Zidane
"I was born crippled and the operation that let me walk left me with a distorted leg. Yet, I managed to win two World Cup titles. Who am I?", Garrincha,Garrincha,Michael Platini,Stanley Mathews,Zico
"In 1965, I became the first British soccer player to be knighted. Who am I?", Stanley Matthews,Jamaal Lewis,None of these,Stanley Matthews,Pele
"In 1990 I was sold to Juventus for £7,700,000. Not to mention I scored 24 goals in 40 games with Fiorentina. Who am I?", Roberto Baggio,Alfredo Di Stefano,Eusebio,Zico,Roberto Baggio
"The three machines, introduced by Lou Albano in the mid-80s, featured three masked superstars. They were Axe, Andre the Giant, and who else?", Blackjack Mulligan,Big John Studd,Sgt. Slaughter,Samoan Afa,Blackjack Mulligan
Who did professional wrestler Roddy Piper not face on Saturday Nights Main Event in 1985 and 1986?, Mr. T,The Iron Shiek,Mr. Wonderful,Bob Orton,Mr. T
Saturday Nights Main Event aired on what network during the 80s and early 90s?, NBC,TNT,NBC,CBS,ABC
In what city did Andre the Giant defeat Hulk Hogan for the WWF title?, Indianapolis,Detroit,Indianapolis,St. Paul,Boston
"The face (good guy) team in the main event of the 1988 Survivor Series consisted of Hulk Hogan, Randy Savage, Hillbilly Jim, Hercules, and what other wrestler?", Koko B. Ware,Jake The Snake Roberts,Brutus Beefcake,Tito Santana,Koko B. Ware
Each year the NFL gives an award for kickers which is named after this former NFL great., Lou Groza,Tommy OBrien,Elbert Dubinion,Lou Groza,Sammy Baugh
For many years NFL placekickers would line-up directly in front of where the ball was placed. This  changed when soccer style placekickers entered the league. These two Hungarian-born brothers were the most significant of the early placekickers., The Gogolaks,The Gogolaks,The Grammaticas,The Guys,The Blandas
"Unlike most NFL players, this great kicker was born in Fenstud, Norway. In Super Bowl IV, he kicked three field goals. Who was this soccer-style kicker?", Jan Stenerud,Morten Andersen,George Blanda,Jan Stenerud,Gary Anderson
This Kentucky grad had a very long Pro Football career. He won games as a kicker and as a  quarterback. He originally played for the Chicago bears but also won fame playing for the Houston Oilers and the Oakland Raiders., George Blanda,Ray Guy,Jan Stenerud,George Blanda,Gary Anderson
This placekicker started his career in 1982 with the New Orleans Saints. He was 46 when he re-signed with the Atlanta Falcons in 2006., Morten Andersen,Jay Feely,Jason Elam,Morten Andersen,Josh Brown
"This great kicker was a Danish soccer star as a teenager. He was a visiting high school student  in Indianapolis when he kicked a field goal, just to try it. This led to a scholarship to Michigan State and a  fine Pro career.", Morten Andersen,Morten Andersen,Jan Stenerud,Gary Anderson,Jay Feely
"As most NFL fans know, this kicker was born without toes on his right foot.", Tom Dempsey,Tom Dempsey,Josh Brown,Adam Vinatieri,George Blanda
This famous player from South Dakota is the first placekicker to win four NFL championships., Adam Vinatieri,George Blanda,Gary Anderson,Adam Vinatieri,Tom Dempsey
"This quarterback played his college ball at Louisville and his pro ball for Philadelphia. In a game  against the Bears, he scored 15 points.", David Akers,George Blanda,Adam Vinatierri,David Akers,Lou Groza
Istanbul is the home city of the most powerful Turkish soccer teams. Which of the following teams is not based in Istanbul?, Genclerbirligi SK,Galatasaray,Besiktas,Genclerbirligi SK,Fenerbahce
Which of the following soccer teams is not from Cyprus?, Kerkira,Appolon,Omonia,Kerkira,AEK Larnaca
Which of the following is a Czech soccer team?, SK Sigma Olomouc,FC Nitra,Vejle BK,SK Sigma Olomouc,NK Domzale
Which of these is not a Scottish soccer team?, Donegal Celtic FC,Aberdeen,Celtic FC,Dundee United,Donegal Celtic FC
Which of these soccer teams cannot play in the Italian Championship Serie A?, Getafe CF,Lazio,Fiorentina,Getafe CF,Reggina
F91 Dudelange is a soccer team based in which country?, Luxembourg,Malta,Ireland,Luxembourg,England
Which of the following soccer teams plays in the French  Le Championat?, AJ Auxerre,Charleroi SC,AJ Auxerre,DSC Arminia Bilefeld,AS Jeunesse Esch
The crest of which London soccer team features a crossed pair of hammers?, West Ham,West Ham,Fulham FC,Chelsea FC,Arsenal
Which of these soccer teams is based in Poland?, Korona Kielce,Zimbru Chisinau,Skonto FC,Korona Kielce,Metalist Kharkiv
Name the soccer team which is not based in Romania?, Politehnica Chisinau,Gloria Bistrita,Politehnica Chisinau,FC Arges,CFR Cluj
Which of the listed soccer teams is from Norway?, Rosenborg BK,Rosenborg BK,Silkeborg IF,VFL Wolfsburg,IF Elfsborg
Which of these is a Hungarian soccer club?, FC Sopron,FC Sopron,FC Ashdod,FC Haka,SCR Altach
Which one of these players did NOT hit a walk-off home run in a World Series game?, Bobby Thomson,Joe Carter,Bobby Thomson,Bill Mazeroski,Carlton Fisk
When was the last time teams played to a tie in a Series game?, 1912,1912,Never,1908,1994
"The Cardinals beat the Mets to gain entry into the 2006 World Series. What made Mookie Wilson, a former Mets star, so happy?"," Preston Wilson, his nephew and stepson, plays for the Cardinals.","Preston Wilson, his stepson, plays for the Cardinals.","Preston Wilson, his nephew, plays for the Cardinals.",Mookie lives in St. Louis.,"Preston Wilson, his nephew and stepson, plays for the Cardinals."
Who pitched the first no-hitter in Series history?, Don Larsen,Lew Burdette,Orel Hershiser,Don Larsen,Nolan Ryan
"Who is the only player to hit 3 home runs twice in a World Series game?  If more than one person has done it, who was first?", Babe Ruth,Reggie Jackson,No one,Babe Ruth,Hank Aaron
What was impressive about Reggie Jacksons homers in Game 6 of the 1977 Series?, He hit each of his homers on the first pitch.,He ignored all the bunt signs.,He hit 2 of them as a switch-hitting right-hander.,He hit each of his homers on the first pitch.,He hit them all against pitchers who were former teammates
Why did baseball player Derek Jeter acquire the nickname Mr. November?, He hit a game-winning homer in the first World Series game ever played in November.,That is his bats nickname.,He hit a game-winning homer in the first World Series game ever played in November.,His uniform number is 11.,He loves Thanksgiving.
Who is the first player in baseball history to hold World Series records as both a pitcher and hitter?, Babe Ruth,Ken Brett,Babe Ruth,Dizzy Gillespie,Dizzy Dean
Three of the Hall-of-Fame players listed below never won a World Series championship. Who is the lucky exception?, Bob Feller,Ernie Banks,Ted Williams,Bob Feller,Rod Carew
Which of these teams won their ninth World Series title in 1982?, The St. Louis Cardinals,The NY Yankees,The St. Louis Cardinals,"The Braves (Boston, Milwaukee, Atlanta)","The Athletics (Phila., Kansas City, Oakland)"
Who was the oldest player in the 2004 Red Sox team?, Ellis Burks,Mike Timlin,Curt Schilling,Tim Wakefield,Ellis Burks
Which of these 2004 Red Sox stars was not a first-round draft pick?, David Ortiz,Nomar Garciaparra,David Ortiz,Manny Ramirez,Jason Varitek
"Which Red Sox player saw limited duty and limited success in 2004, after an embarrassing incident in which he made an obscene gesture to the fans before a 2003 playoff game?", Byung-Hyun Kim,Ramiro Mendoza,Byung-Hyun Kim,Gabe Kapler,David McCarty
Which one of these players became a U.S. citizen during the 2004 season?, Manny Ramirez,Pedro Martinez,David Ortiz,Orlando Cabrera,Manny Ramirez
"Of the 19-game regular season series, how many games did the 2004 Red Sox win against the Yankees?", 11,10,11,9,12
"Which newly acquired player, upon seeing Nomar Garciaparra leaving the Red Sox clubhouse the day of the 2004 trading deadline, said, Please tell me I wasnt traded for Nomar?", Doug Mientkiewitz,Doug Mientkiewitz,Dave Roberts,Curtis Leskanic,Orlando Cabrera
Which Red Sox pitcher gave up the most home runs in the 2004 regular season?, Tim Wakefield,Pedro Martinez,Bronson Arroyo,Curt Schilling,Tim Wakefield
The 2004 Boston Red Sox played 13 extra inning games during the regular season. How many of them did they win?, 7,9,5,7,11
Who led the 2004 Red Sox regular season in number of stolen bases?, Johnny Damon,Jason Varitek,Pokey Reese,Johnny Damon,Mark Bellhorn
"What Major League organization released Tim Wakefield, allowing him to sign as a free agent with the Red Sox?", Pittsburgh Pirates,Philadelphia Phillies,San Diego Padres,Pittsburgh Pirates,Milwaukee Brewers
"Which reliever, who had been the Red Sox closer in 2003, had a better earned run average in the 2004 season than the new closer, Keith Foulke?", Scott Williamson,Ramiro Mendoza,Alan Embree,Mike Timlin,Scott Williamson
Games 4 and 5 of the 2004 American League Championship Series were dramatic extra-inning victories for the Red Sox. How many total innings were played in those two games?, 26,25,26,23,24
Who were the only two players on the Red Sox 2004 World Series roster who already had World Series rings?, Mike Timlin and Curt Schilling,Dave Roberts and Keith Foulke,Keith Foulke and Mike Timlin,Mike Timlin and Curt Schilling,Curt Schilling and Ramiro Mendoza
What astronomical event was visible the night the Red Sox completed the World Series sweep against the Cardinals?, Lunar eclipse,Hale-Bopp comet,Aurora Borealis,Perseid meteor shower,Lunar eclipse
Who was the winning pitcher in the clinching games of all three 2004 postseason series?, Derek Lowe,Keith Foulke,Derek Lowe,Tim Wakefield,Mike Timlin
What is Pete Roses middle name?, Edward,John,James,Edward,Eugene
What year was former baseball player Pete Rose born?, 1941,1942,1943,1944,1941
How many different teams did Pete Rose play for in the major leagues?, 3,5,4,3,2
Which of these nicknames was given to Pete Rose?, Charlie Hustle,Thorny,Pistol Pete,Charlie Hustle,Ramblin Rose
What is the score 0-0 called in tennis?, Love all,0-0 all,Love,Love all,0 to 0
"In tennis, what are the two shots that are the same movement?", Serve/Overhead,Serve/Overhead,Volley/Forehand,Forehand/Backhand,Lob/Serve
"Although he was never a great scorer, he was a team leader, who was considred the best defensive guard during his prime. A great athlete, he had tryouts for several football teams although basketball was his best sport. Who is this great point guard and former Celtics head coach?", K.C. Jones,John Havlichek,Jo-Jo White,K.C. Jones,Bob Cousy
"This New York-born point guard was a star at Holy Cross before starring with the Celtics. He was one of the first point guards to be able to penetrate the defense and then dish off to another player. After his  Celtics career, he became a college coach.", Bob Cousy,Jo-Jo White,K.C.Jones,Bill Sharman,Bob Cousy
This great point guard had the nickname Clyde when he played for the New York Knicks., Walt Clyde Frazier,Walt Clyde Frazier,Richie Clyde Guerin,Jack Clyde Twyman,Jack Clyde Drexler
"This point guard played for Philadelphia in the NBA after his college career at West Texas State. Over  his 15 seasons, he averaged close to 7 assists per game, a great accomplishment for such a long career. After he retired as a player, he became Philadelphias head coach. Who is he?", Maurice Cheeks,Avery Johnson,George Karl,Mike Donleavy,Maurice Cheeks
"This point guard grew up in Kansas, where he went to school. Somehow, Red Auerbach got him into the Connecticut National Guard, to keep him from being  drafted. Who is he?", JoJo White,Dennis Johnson,Stefan Telfair,Nate Archibald,JoJo White
This backcourt  wonder and Basketball Hall of Famer was often billed as the worlds greatest dribbler. He was born in Oklahoma and attended Langston University., Marques Haynes,John Stockton,Frank McGuire,DicK McGuire,Marques Haynes
"This point guard was a team leader for Seattle and the Celtics. After his college career at Pepperdine, he played in the NBA from 1976-1990. Although always a great leader, he never was a head coach. Who was he?", Dennis Johnson,Hal Lear,Dennis Johnson,John Stockton,Hal Greer
"After graduating from the University of California at Berkley, this great point guard became the NBA rookie of the year for the 1994/1995 year. He has been in at least 8 All-Star games.", Jason Kidd,Steve Nash,Jason Kidd,Kobe Bryant,John Stockton
What year did Major League Baseball start giving out the Rookie of the Year Award?, 1947,1947,1945,1949,1951
Which of the following players did not have his number retired by the Boston Red Sox?, Luis Aparicio,Ted Williams,Carl Yastrzemski,Bobby Doerr,Luis Aparicio
"College bands brings out the school spirit in the fans and some bands are renowned in their own right.  But the most famous band member in college football is not a member of a drumline or a strutting majorette, hes a sousaphone player.  What universitys band is on the field when the sousaphone player dots the i?", Ohio State,Princeton,University of Iowa,Ohio State,University of Miami
Touchdown!  A Conestoga wagon pulled by two white ponies named Sooner and Boomer race around Owen Field.  Who has scored a touchdown?, University of Oklahoma,Sanford,University of Colorado,University of Oklahoma,Texas A  M
"What university are you visiting when, at the end of the game, the fans begin to sing  Take Me Home, Country Roads", West Virginia University,University of North Carolina,Virginia Tech,West Virginia University,University of Virginia
"Which university mascot made the April 28, 1997 cover of Sports Illustrated?", Uga,Handsome Dan,Uga,Smokey,Sue E Pig
One of college footballs greatest traditions is the Rose Bowl played on New Years Day. What university hosted the only Rose Bowl not played in Pasadena?, Duke,University of Washington,University of Oklahoma,Duke,Sanford
"This universitys symbol, a golden eagle, soared over the crowd to help begin the 2002 Winter Olympics at Salt Lake City, Utah.  This year War Eagle VII will soar above the stadium to the cry of War Eagle!  War Eagle!  What university is home to the War Eagle named Tiger?", Auburn,Princeton,UCLA,Auburn,Brown
Several universities can be heard yelling Hold that tiger. Hold that tiger as their team rushes to the field.   But only one university has each player touch Howards Rock and run straight down a steep hill into the stadium know as  Death Valley.  What university would you be visiting when these Tigers take the field?, Clemson,LSU,Auburn,Memphis,Clemson
Two universities are are almost always listed in the number one or number two spot when naming the best college fight song.  One song mentioned is Notre Dames Notre Dame Victory March.  The second fight song lyrics start: Send a volley cheer on high.  Shake down the thunder from the sky.  In which university stadium called the big house would you be sitting when the fans starting singing The Victors?, University of Michigan,University of Texas,University of Michigan,Cornell,Ohio State
Which Dodger pitcher was named the 1963 World Series most valuable player?, Sandy Koufax,Jerry Reuss,Don Drysdale,Johnny Podres,Sandy Koufax
Who was the manager of the 1981 World Series-winning team?, Tommy Lasorda,Bob Lemon,Walter Alston,Billy Martin,Tommy Lasorda
Where is race car driver Ryan Newman originally from?," South Bend, IN","St. Louis, MO","South Bend, IN","Louisville, KY","Indianapolis, IN"
Which university did NASCAR driver Ryan Newman graduate from?, Purdue,Texas Tech,Notre Dame,Iowa,Purdue
In what year did Ryan Newman get his first NASCAR Busch Series victory?, 2001,2002,2000,1999,2001
What award did NASCAR driver Ryan Newman win in 2003?, SPEED Channel American Driver of the Year,Rookie of the Year,SPEED Channel American Driver of the Year,Winston cup,Most popular driver
How many wins did NASCAR driver Ryan Newman have in 2003?, 8,8,5,1,3
At which track did Ryan Newman win his first Cup Series points race?, New Hampshire,Michigan,New Hampshire,Pocono,Dover
How many players are allowed on the ice during an ice hockey game?, 12,5,12,10,6
Which professional wrestler had won more titles than any other wrestler until he became King of the Ring in 2006?, Booker T,Bret Hart,Shawn Michaels,Sting,Booker T
Which of these wrestlers did not win an IWGP championship title in the 20th century?, Chris Jericho,El Samurai,Owen Hart,Chris Jericho,The Pegasus Kid
The members of which of these professional wrestling teams did not begin their career together as a tag team?, Rick Steiner and Scott Steiner,Lance Storm and Chris Jericho,Sting and Warrior,Rick Steiner and Scott Steiner,Curt Henning and Scott Hall
Which of these wrestlers was a member of the professional wrestling stable the Four Horsemen only for three weeks?, Curt Henning,Sid Vicious,Curt Henning,Paul Roma,Lex Lugar
This tag team won their title match but Vince McMahon decided that the title reign had to be anulled and edited out of the broadcast., The Rockers,The Rockers,The Killer Bees,Men On a Mission,Marty Jannety and 1-2-3 Kid
Which pay-per-view of the World Wrestling Federation was named The Night the Lights Went Out in Georgia?, Judgement Day,King of the Ring,Judgement Day,Armageddon,No Way Out
"Which of these wrestlers became WWF Intercontinental Champion on April 12, 1999?", The Godfather,Hacksaw Jim Duggan,Bad News Allen,Vader,The Godfather
"Who has managed the wrestlers Chris Jericho, the Undertaker, Ice Train, Jazz, Sid Vicious and Too Cold Scorpio?", Teddy Long,Stephen Pritchard,Michael Hayes,Paul Heyman,Teddy Long
What incredible event took place the same month Bob Backlund defeated Bret Hart to win the WWE Title in 1994?, George Foreman became heavyweight boxing champion.,Backlund had just recovered from hip surgery.,Rick Flair won his 9th world title.,Hogan won his first WCW title.,George Foreman became heavyweight boxing champion.
What year was the St. Louis Cardinals team established?, 1882,1882,1890,1900,1910
What was Bob Gibsons earned run average in 1968?, 1.12,1.12,1.58,1.00,1.39
What nickname was applied to the St. Louis Cardinals team of the 1934?, Gashouse Gang,Flyin Birds,Whiz Kids,Gashouse Gang,Cardiac Kids
Which player of the the St. Louis Cardinals set a major league record by hitting two grand slams in a single inning against the Los Angeles Dodgers?, Fernando Tatis,Ken Boyer,Mike Shannon,Terry Pendleton,Fernando Tatis
In what year did the St. Louis Cardinals win the World Series after beating the Milwaukee Brewers?, 1982,1987,1968,1985,1982
When was the first Busch Stadium built?, 1966,1956,1960,1966,1970
What team did Ozzie Smith play for before joining the St. Louis Cardinals in 1982?, San Diego Padres,San Diego Padres,New York Mets,LA Dodgers,Oakland As
"What pitcher, who last played with the St. Louis Cardinals, died suddenly in his hotel room in Chicago in 2002?", Darryl Kile,Steve Carlton,John Tudor,Darryl Kile,Bob Tewksbury
What former Cardinal played against his old team in the 1985 World Series as a member of the Kansas City Royals?, Dane Iorg,Dane Iorg,Keith Hernandez,Ken Oberkfell,Terry Pendleton
Which of these baseball players has never played with the New York Mets?, Fran Healy,Bobby Valentine,Fran Healy,Warren Spahn,Joe Torre
The New York  Mets lost to which team in the 1988 NLCS?, Los Angeles Dodgers,CIncinatti Reds,San Diego Padres,Atlanta Braves,Los Angeles Dodgers
How many regular season games did the Chargers win in 2006?, 14,10,12,13,14
Which team did the 2006 Chargers lose to in the playoffs?, New England Patriots,New York Jets,Baltimore Ravens,Indianapolis Colts,New England Patriots
Which former San Diego Charger scored a touchdown against his former team in the Chargers 2006 playoff loss?, Reche Caldwell,Reche Caldwell,Derek Farmer,Drew Brees,Jesse Chatman
Which member of the 2006 Chargers coaching staff was fired following the season?, Marty Schottenheimer,James Lofton,Wade Phillips,Marty Schottenheimer,Cam Cameron
Which of the following is NOT true of Charger running back LaDainian Tomlinson?," In 2006, he rushed for over 2,000 yards.","In 2006, he broke the single season scoring record.","In 2006, he won the NFL Most Valuable Player award.","In 2006, he rushed for over 2,000 yards.","In 2006, he became the player to reach 100 touchdowns for a career in the shortest length of time."
How many Chargers were elected to (including replacement player) the 2006 AFC Pro Bowl from the 2006 team?, 10,10,7,8,6
LaDainian Tomlinson finished first on the 2006 Chargers team in rushing yards. What running back finished second that year behind Tomlinson?, Michael Turner,Philip Rivers,Lorenzo Neal,Andrew Pinnock,Michael Turner
Which Charger led the team in receiving touchdowns in 2006?, Antonio Gates,Antonio Gates,Keenan McCardell,Vincent Jackson,Eric Parker
Which of the following Charger players did NOT break either the National Football League (NFL) rules or the law in 2006?, Antonio Cromartie,Terrence Kiel,Antonio Cromartie,Shawne Merriman,Steve Foley
Which team did the 2006 Chargers shut out on the road on Monday night by the score of 27-0?, Oakland Raiders,Pittsburgh Steelers,Tennessee Titans,Oakland Raiders,Kansas City Chiefs
What is Dale Earnhardt Juniors full name?," Ralph Dale Earnhardt, Jr.","Ralph Dale Earnhardt, Jr.","Dale Ralph Earnhardt, Jr.","Randall Dale Earnhardt, Jr.","Dale Randall Earnhardt, Jr."
When was Dale Earnhardt Jr. born?," October 10, 1974","October 10, 1974","August 1, 1973","March 28, 1980","May 29, 1970"
What is the name of Dale Earnhardt Juniors mother?, Brenda,Barbara,Brenda,Kathy,Kelley
"Besides being co-owner of Chance 2 Motorsports, what other company does Dale Earnhardt  Jr. own?", JR Motorsports,JR Motorsports,Second Chance Driving,JR Inc.,Earnhardt Racing Co.
Dale Earnhardt Junior owns a share in the Paducah Raceway along with Tony Stewart and what other driver?, Ken Schrader,Ken Schrader,Mark Martin,Michael Waltrip,Kyle Petty
Who was the first man to win 8 gold medals at a single Olympics?," Michael Phelps (USA, swimming)","Carl Lewis (USA, track and field)","Michael Phelps (USA, swimming)","Alexander Dityatin (USSR, gymnastics)","Usain Bolt (Jamaica, track and field)"
Which of the following tennis players was the World number one player for the most number of consecutive weeks?, Roger Federer (Switzerland),Ivan Lendl (Czechoslovakia and USA),Roger Federer (Switzerland),Jimmy Connors (USA),Pete Sampras (USA)
"Which cyclist was diagnosed with testicle cancer, but recovered and won the prestigious Tour de France race for a record breaking 7 consecutive years?", Lance Armstrong (USA),Eddy Merckx (Belgium),Miguel Indurain (Spain),Bernard Hinault (France),Lance Armstrong (USA)
Who won the most Formula 1 Championships in the period 1985-2008?, Michael Schumacher (Germany),Michael Schumacher (Germany),Fernando Alonso (Spain),Ayrton Senna (Brazil),Lewis Hamilton (UK)
"Which team won every competition they could between 2003-2007, including an Olympic Gold, 2 World Championships and 6 World League cups?"," Brazil, volleyball - men","Germany, soccer - men","USA, basketball - men","Brazil, volleyball - men","South Korea, soccer- women"
Which female pole vaulter was first to clear 5m?, Yelena Isinbayeva (Russia),Stacy Dragila (USA),Svetlana Feofanova (Russia),Jennifer Stuczynski (USA),Yelena Isinbayeva (Russia)
Which Ethiopian is widely considered one of the greatest long distance runners in history?, Haile Gebrselassie,Wilson Boit Kipketer,Paavo Nurmi,Haile Gebrselassie,Hicham El Guerrouj
Which of these drivers won the most World Rally Championships and individual rallies?, Sébastien Loeb (France),Carlos Sainz (Spain),Juha Kankkunen (Finland),Colin McRae (UK),Sébastien Loeb (France)
Which alpine skier is known as Herminator?, Herman Maier (Austria),Herman Maier (Austria),Bode Miller (USA),Alberto Tomba (Italy),Pirmin Zurbriggen (Switzerland)
"Athletes from which country took all gold medals in table tennis in the Olympic Games in 2000, 2004 and 2008?", China,USA,Poland,China,Singapore
"Which of the baseball players known as Sparky, has the first and middle name of George Lee?", Sparky Anderson,Sparky Anderson,Sparky Frickshun,Sparky Lyle,Sparky Farkas
Why did baseball player Mordecai Brown get the nickname Three-Finger Brown?," At age 7, his hand was mangled by a corn shredder.",He was born with just 3 fingers on his pitching hand.,"At age 7, his hand was mangled by a corn shredder.","For emphasis, he used to give opponents the finger, in triplicate.",He held up 3 fingers to taunt batters before throwing them 3 straight fastballs.
"Which one of the following statements is true about the pigskin brothers, Tiki and Ronde Barber?", Both of their jock names are nicknames.,They were born in a huddle.,They are named after Hawaiian snack foods.,"They are fraternal, not identical twins.",Both of their jock names are nicknames.
How many NFL all-time records did Brett Favre set?, 5,16,10,5,15
Bret Favres first pass as a Packer was caught by this player., Himself,Antonio Freeman,Bubba Franks,Himself,Donald Driver
What year did Dennis Bergkamp join Arsenal?, 1995,1993,1996,1995,1991
How many Premiership titles did Ryan Giggs win dirung 1990-2004?, 8,4,8,3,5
How many titles did Gerard Houllier win while with Liverpool?, 5,1,5,4,3
How many games and how many goals are accredited to David Beckham while playing for Manchester United, 394-85,500-91,250-65,394-85,350-35
Arsenal bought Thierry Henry in 1999 from which team?, Juvenots,Inter,Milan,Juvenots,Parma
During which season did Manchester United first become English Champions?, 1907-08,1910-11,1958-59,1907-08,1956-57
Who was manager for Birmingham City during the 2004-2005 season?, Steve Bruce,Steve Bruce,Bryan Robson,Steve Wigley,David Moyes
Which of these schools is NOT one of the original members of the Atlantic Coast Conference?, Boston,Clemson,Duke,North Carolina,Boston
Which one of the following schools was NOT added to the Atlantic Coast Conference in 2004 and 2005?, Virginia,Boston College,Miami,Virginia Tech,Virginia
Which of these schools is NOT on the legendary Tobacco Road?, Clemson,Clemson,Wake Forest,The University of North Carolina (UNC),Duke
What school did NBA player Tim Duncan attend?, Wake Forest,Virginia,Wake Forest,Georgia Tech,UNC
"Starting in 1999, the ACC has challenged what other power conference in a friendly, early-season tournament?", Big 10,SEC,Big East,Big 10,Pac-10
"What Conference did the ACC challenge in a friendly, early-season tournament prior to 1999?", Big East,Pac-10,Big Ten,SEC,Big East
What school won the 2006 ACC Mens Basketball Tournament Championship?, Duke,NC State,Duke,Wake Forest,UNC
What ACC school won the NCAA championship in 2005?, UNC,Maryland,Duke,NC State,UNC
"Dean Smith was the all-time wins leader among college coaches until Bobby Knight surpassed him on January 1, 2007. How many seasons did Smith coach?", 36,36,37,38,39
Who was the first Commissioner of Major League Baseball?, Kenesaw Mountain Landis,Kenesaw Mountain Landis,Bowie Kent Kuhn,A.B. Happy Chandler,Lt. Gen. William D. Eckert
"Baseball commissioners have been lawyers, governors, lieutenants and successful businessmen. Which one of these received a doctorate?", A. Bartlett Giamatti,Peter V. Ueberroth,Bud Selig,A.B. Happy Chandler,A. Bartlett Giamatti
The Baseball Hall of Fame honored this commissioner with an annual award bearing his name presented to a baseball broadcaster for major contributions to the game., Ford C. Frick,A. Bartlett Giamatti,Ford C. Frick,A.B. Happy Chandler,Kenesaw Mountain Landis
This baseball commissioner played a vital role in convincing the Chicago Cubs to install lights at the Wrigley Field stadium instead of reimbursing the league for lost night games., Peter V. Ueberroth,Fay T. Vincent,Bud Selig,A. Bartlett Giamatti,Peter V. Ueberroth
"In 1990, this commissioner banned New York Yankees owner George Steinbrenner from baseball for life.", Fay T. Vincent,Bud Selig,Fay T. Vincent,Bowie Kuhn,A. Bartlett Giamatti
When were the first formal rules of basketball devised?, 1892,1940,1903,1892,1935
"Already a permanent part of the American Basketball Association, the 3-point shot was instituted by the NBA in what year?", 1980,1955,1980,1965,1977
Which one of these players won an MVP Award while playing with the Houston Astros?, Jeff Bagwell,Jose Cruz,Jeff Kent,Nolan Ryan,Jeff Bagwell
Who was the first Houston Astros player to be inducted into the Baseball Hall of Fame?, Joe Morgan,Jim Abbott,Joe Morgan,Jacob Nelson Nellie Fox,Carl Everett
Who was the first Houston Astros player ever to win the Rookie of the Year Award?, Jeff Bagwell,Craig Biggio,Brad Ausmus,Lance Berkman,Jeff Bagwell
"In his career, Nolan Ryan had 5,714 strikeouts. How many of them came while he played with the Houston Astros?", 1866,2000,1866,2745,1296
"Which of these pitchers has won a Cy Young Award in 2004, while playing for the Houston Astros?", Roger Clemens,Roger Clemens,Randy Johnson,Eric Gagne,None of these
Who was the first baseball player to hit a home run in Minute Maid Park?, Scott Rolen,Scott Rolen,Richard Hidalgo,Barry Bonds,Jeff Bagwell
Who was the first Houston Astros Manager?, Harry Craft,Harry Craft,Phil Garner,Hal Lanier,Leo Durocher
"Which 2 NHL teams faced off in a preseason game in London, England, in 1992?", Chicago Blackhawks vs. Montreal Canadians,Edmonton Oilers vs. Calgary Flames,Chicago Blackhawks vs. Montreal Canadians,Toronto Maple Leafs vs. Boston Bruins,Vancouver Canucks vs. Detroit Red Wings
What was the Detroit Red Wings nickname from 1926 to 1930?, Cougars,Cardinals,Falcons,Cougars,Shamrocks
