Questions,Correct,A,B,C,D
"This basketball player, who played for the Harlem Globetrotters, had amazing ball-handing abilities -- he would often dribble long enough for other players to rest.",B,Darren McCune,Marques Haynes,Larry Big Hands Culpepper,Bill The Hill McGill
He developed basketball as a five-player sport while a faculty member of Springfield College.,B,Joe Namath,Amos Alonzo Stagg,Dr. James Naismith,Rodney Duff
"This basketball Hall Of Famer was known for 22 years, as the Clown Prince of the Globetrotters, a team upon which he left his mark as a player. His first name was Meadowlark . What is his last name ?",A,Lemon,Watkins,Johnson,McCoy
How many professional American football teams were there at the end of the 1920 season?,A,14,30,5,15
When was the first Pro Bowl game held?,C,1955,1935,1939,1970
Which teams played in the first Super Bowl?,A,Kansas City and Green Bay,Chicago and New York,Chicago and Boston,Green Bay and New York
American football teams can use their allotted timeouts however they want.,B,True,False,,Q The Green Bay Packers have won two consecutive Super Bowl games.
"There can only be 10 American football players on the field at a time, while a play is live.",A,False,True,,Q The Detroit Red Wings were among the Original Six members of the National Hockey League .
"The Detroit Red Wings won their first Stanley Cup, after defeating the Toronto Maple Leafs in what year?",D,1934,1959,1925,1936
Who scored the game winning goal for the Detroit Red Wings in the 1950 Stanley Cup finals?,A,Pete Babando,Tommy Ivan,Jimmy Skinner,Metro Prystai
Former Detroit Red Wings head coach Scotty Bowman started his coaching career in the NHL as head coach of the St. Louis Blues.,A,True,False,,Q Did Steve Yzerman play in the 2006 Winter Olympics for the Canadian ice hockey team?
How many Detroit Red Wings players won gold medals in mens hockey in the 2006 Winter Olympics?,D,3,4,2,5
"In 2002, this former ice hockey defenseman became head coach of the Detroit Red Wings, after the retirement of Scotty Bowman.",D,Mike Babcock,Mike Ilitch,Scotty Bowman,Dave Lewis
"In 1950, this NHL team scored a game-winning goal in overtime of game seven, Stanley Cup Finals.",D,The Chicago Blackhawks,The Montreal Canadiens,The Boston Bruins,The Detroit Red Wings
"The motto of  the oldest established National Hockey League franchise, The Montreal Canadiens is:  To you from failing hands we throw the torch. Be yours to hold it high.",B,No,Yes,,"Q In 2002, the Detroit Red Wings won their tenth Stanley Cup, led by which coach?"
In what year did the Chicago Cubs win their first World Series?,D,1908,1945,1932,1907
Which was the first ballpark in which the Chicago Cubs played in the national league?,A,23rd Street Grounds,South Side Park,Wrigley Field,West Side Grounds
In 2003 the Chicago Cubs retired the jersey of which player?,A,Ron Santo,Ernie Banks,Billy Williams,Ryne Sandberg
Which manager of the Chicago Cubs was named Manager of the Year in 1989?,D,Dusty Baker,Don Baylor,Jim Frey,Don Zimmer
Which Chicago Cubs player won the MVP award in back to back seasons?,A,Ernie Banks,Ryne Sandberg,Andre Dawson,Sammy Sosa
"Ron Santo, who played almost his entire career with the Chicago Cubs, was named a National League All-Star how many times?",C,eleven,ten,nine,eight
Dale Earnhardt Sr. is the first driver to win Rookie of the Year and a NASCAR championship in consecutive years.,A,True,False,,Q Dale Earnhardt drove for several owners. Which owner was he driving for when he won his first NASCAR championship?
"In 1998, every crew member of every team formed a line to shake the hand of race car driver Dale Earnhardt on his way to Victory Lane. He had finally won the one big race that had eluded him for twenty years. What was the race?",C,Charlotte 600,Talldageda,Dayton 500,Firecracker 400 at  Darlington
Which of these was not one of Dale Earnhardts nicknames?,D,The Man in Black,The Intimidator,Ironhead,Ironheart
Dale Earnhardts death led to more safety features added to race cars to improve a drivers chance to escape harm. Which one was not a safety feature added as a result of his death?,C,Roof and Hatch Escape,Head and Neck Restraints HANS,Restrictor Plates,SAFFR Barrier
Dale Earnhardt appeared on the David Letterman show to reveal the ten reasons it took twenty years,,or him to win the Daytona 500. What was the number one reason?,It took me 19 years to figure I had the emergency brake on.,Who cares it took 20 years - at least my name isnt Dick Trickle.,It took me 19 years to figure I had the emergency brake on.
It was on this track that Dale Earnhardt Sr. had his 76th and last career win. He was in 18th,,lace on a restart and charged through traffic to take the checkered flag in 5 laps.,Talladega,Rockingham,Charlotte
Yogi Berra wore number 8 while catching and playing the outfield for the Yankees.,B,False,True,,Q Baseball player Reggie Jackson was nicknamed Mr. October.
Lou Gehrig primarily pitched for the Yankees.,A,False,True,,Q Mickey Mantle was a rookie in 1951.
Jack Chesbro won 41 games for New York in one season.,B,False,True,,Q Tony Lazzeri starred at shortstop for the 1927 Yankees.
Bill Dickey wore number 8 when he played for the New York Yankees.,A,True,False,,Q One of Babe Ruths nicknames was The Bambino.
Whitey Ford is considered the Yankees greatest right-handed pitcher of all time.,B,True,False,,Q Joe Dimaggio was known as The Yankee Clipper and Joltin Joe.
Wilt The Stilt Chamberlain became the first NBA player who has scored 100 points in a single game. Against which team did he score the 100 points?,C,The Fort Wayne Pistons,The Chicago Bulls,The New York Knicks,The Saint Louis Hawks
This Florida State University center became a star NBA player after his pro coach sent him to play in NYCs Rucker Tournament. His unconventional behavior included sleeping on park benches. Who is this former cab driver?,A,Dave Cowens,Nate Thurmond,George Mikan,Swede Holbrook
Although “only” 67 (2 m) tall he was the first of the great defensive players in the NBA. His college team won the NCAA championship. His pro team won many championships. Who is he?,D,Wilt Chamberlain,Nate Thurmond,George Mikan,Bill Russell
"Born in Lagos, Nigeria in 1963, this player led his team to two consecutive NBA crowns in 1994 and 1995. Who is he?",A,Hakeem Olajuwon,Manute Bol,Mikebe Mitumbo,Dino Meneghin
Margo Dydek broke the record for the tallest player to ever play in the WNBA. How tall is she?,D,74 (2.23 m),67 (2.00 m),69 (2.05 m),72 (2.18 m)
"This center went in the ABA directly out of high school. He later played 21 seasons in the NBA. He  played on a team with high scorer Rick Barry and later with Barrys son, Jon. Who is this player?",B,Robert Parish,Moses Malone,Nate Thurmond,Darryl Dawkins
"Gheorghe Mureşan, one of the tallest players to ever play in the NBA, was born in this country.",C,Uganda,Nigeria,Romania,Sudan
This great center was sometimes called The Howler” because he used to yell at opponents in order to ruin the shooters concentration. His other nickname is associated with his career between college and the NBA. Who is this three-time Olympian who once scored a quadruple double?,B,Moses malone,David Robinson,Bill Walton,Wes Unseld
"After a great college career at Louisville, this center became the first star for the old Washington Bullets (now the Washington Wizards). He was less than 68 (2 m) tall but was noted for his great rebounding, picks and fabulous outlet passes. Who is this former NBA great?",A,Wes Unseld,Wllis Reed,Nate Thurmond,David Robinson
Which player was the center at UCLA when the Bruins won 88 straight games?,A,Bill Walton,Dave Cowens,Kareem Abdul-Jabbar (aka Lew Alcindor),Sidney Wicks
"Although originally drafted in the second round as a forward, this man took over the center spot for his only NBA team and led them to an NBA championship. He later coached at Creighton University. Who is this center who was nicknamed The Captain” in the NBA?",A,Willis Reed,Nate Thurmond,Walter Dukes,Bill Lanier
"After a great college career at Bowling Green, this center played power forward for the Warriors because Wilt Cahmberlain played center. After Wilt was traded back to Philadelphia, he bloomed as a center. Who is this player who once pulled down 18 rebounds in one quarter?",D,Swede Holbrooke,Moses Malone,Willis Reed,Nate Thurmond
"The biggest race of 2006, the Daytona 500, was won by what racer?",C,Jeff Gordon,Jeff Burton,Jimmie Johnson,Tony Stewart
"Which driver won the Golden Corral 500 on March 20, 2006 in Atlanta?",C,"Dale Earnhardt, Jr.",Ryan Newman,Kasey Kahne,Carl Edwards
"Which driver swept both races at Pocono in 2006, winning also both poles?",C,Clint Bowyer,"Martin Truex, Jr.",Denny Hamlin,J.J. Yeley
"In the USG Sheetrock 400, who claimed victory at the Chicagoland raceway in controversial fashion on July 9, 2006?",A,Jeff Gordon,Matt Kenseth,Tony Stewart,Kevin Harvick
Who won the 2006 Pepsi 400 on July 1 and celebrated it by climbing a fence?,D,Kurt Busch,Kyle Busch,Carl Edwards,Tony Stewart
Only two drivers each got 6 poles in 2006. Kasey Kahne was one. Name the other.,A,Kurt Busch,Ryan Newman,Scott Riggs,Jeff Burton
"May 6, 2006 saw a victory for this popular NASCAR driver in the Crown Royal 400 in Richmond.",D,Tony Stewart,Jimmie Johnson,Kasey Kahne,"Dale Earnhardt, Jr."
Which driver swept both races at Phoenix in 2006?,D,Matt Kenseth,Jeff Gordon,Jeff Burton,Kevin Harvick
"Who won the Sharpie 500 in Bristol on August 26, 2006?",D,Kevin Harvick,Kyle Busch,Kurt Busch,Matt Kenseth
"In one of the more controversial wins of 2006 NASCAR, who picked up his first career cup win in Talledega on October 8 in the UAW-Ford 500?",C,Denny Hamlin,Clint Bowyer,Brian Vickers,"Martin Truex, Jr."
"In 2003, this former football player became head coach at the University of Alabama, replacing Mike Price.",A,Mike Shula,Mike Bowden,Michael Gibbs,Mike Anderson
Paul William Bear Bryant coached the University of Alabama football team.,A,True,False,,Q Did John Heisman coach at Auburn University from 1895 until 1899?
Who was the head football coach at the University of Alabama after Harold Red Drew?,D,Wallace Wade,Gene Stallings,Frank Thomas,JB Ears Whitworth
This former linebacker for the Dallas Cowboys played for the University of Alabama from 1960-1962.,A,Lee Roy Jordan,Terry Beasley,Herschel Walker,Pat Sullivan
"This former American football player, who played for the Atlanta Falcons and Washington Redskins, won the 1971 Heisman Trophy.",A,Pat Sullivan,Joe Cribbs,Jay Barker,Archie Manning
"In 1992, William Laird Cowher became head coach of the Pittsburgh Steelers, replacing Chuck Noll.",A,True,False,,Q Did American football quarterback Peyton Manning play for the University of Tennessee?
In 1945 Bryant was named head coach at the University of Maryland.,B,False,True,,"Q A golfer who has done any one of these is no longer considered an amateur.  There is an odd one, however, which would not change your status of an amateur."
One of the following statements is incorrect.,C,Long shots may reduce the total number of strokes for a given hole.,A frequent result of long shots is that the ball goes out of bounds.,A frequent result of short shots is that the ball comes to rest on difficult ground.,Long shots are less precise than short ones.
All manufactured golf clubs are for right-handed golfers.,A,False,True,,Q Is golf always relaxing to play?
There are four major types of golf clubs. Which of the following pairs (club type - common shot) is wrong?,C,Woods - Long shots,Putters - Shots on the green,Lob Wedges - Low shots,Irons - Precise shots
The majors for men are this many in number.,D,6,5,7,4
I started playing for the national team of Brazil in 1999 and I joined the Barcelona soccer team in 2003?,,ho am I?,Ronaldhino,David Beckham,Zidane
My real name is Edson Arantes do Nascimento and I scored 77 goals in 92 appearances with my national team. Who am I?,C,Zidane,None of these,Pele,Lucio
I played for the national team of West Germany from 1965-1977. I went on to become national team manager and led our team to the World Cup finals in 1990 and 1986. Who am I?,B,Johan Cruyff,Franz Beckenbauer,Ruud Gullit,Marco Van Basten
"In 2003, I joined the soccer club Real Madrid. Bend it like _______ is a movie title that makes reference to my name. Who am I?",C,Alfredo Di Stefano,Zico,David Beckham,Ronaldo
"I have a move named after me and I was born on April 25, 1947. I played for the Ajax Juniors at 10. Who am I?",C,Babe Ruth,Landon Donovan,Johan Cruyff,Terrel Owens
I was born on October 30th 1960 and in 1982 I was transferred to Barcelona for a record £5.000.000 as a transfer fee. Who am I?,A,Diego Maradona,Alecko Eskandarian,Jaime Moreno,Julio Roberts
I played for the French national team but I was ejected from the 2006 World Cup Final for headbutting an Italian player. Who am I?,D,Terry Henry,None of these,David Trezeguet,Zinedine Zidane
"I was born crippled and the operation that let me walk left me with a distorted leg. Yet, I managed to win two World Cup titles. Who am I?",A,Garrincha,Michael Platini,Stanley Mathews,Zico
"In 1965, I became the first British soccer player to be knighted. Who am I?",C,Jamaal Lewis,None of these,Stanley Matthews,Pele
"In 1990 I was sold to Juventus for £7,700,000. Not to mention I scored 24 goals in 40 games with Fiorentina. Who am I?",D,Alfredo Di Stefano,Eusebio,Zico,Roberto Baggio
"Eddie Mathews is the first Brave to play in Boston, Milwaukee, and Atlanta.",A,True,False,,Q Hank Aaron wore uniform number 3 while he was a Braves player.
Warren Spahn was elected to the Hall of Fame by the Baseball Writers in 1973.,A,True,False,,Q Ralph Garr never won a batting title while playing with the Braves.
Dale Murphy was a first round pick of the Atlanta Braves.,A,True,False,,Q Phil Niekro was famous for throwing a knuckle ball pitch.
"Tommie Aaron, who is Hank Aarons brother, played for the Braves.",B,False,True,,Q Steve Avery played Center Field for the Braves during his career.
"Johnny Logan was traded by the Milwaukee Braves to the Pittsburgh Pirates for Gino Cimoli on June 15, 1961.",B,False,True,,Q Felipe Rojas Alou played with the Braves during his entire career  .
"The three machines, introduced by Lou Albano in the mid-80s, featured three masked superstars. They were Axe, Andre the Giant, and who else?",D,Big John Studd,Sgt. Slaughter,Samoan Afa,Blackjack Mulligan
Who did professional wrestler Roddy Piper not face on Saturday Nights Main Event in 1985 and 1986?,D,The Iron Shiek,Mr. Wonderful,Bob Orton,Mr. T
Saturday Nights Main Event aired on what network during the 80s and early 90s?,B,TNT,NBC,CBS,ABC
In what city did Andre the Giant defeat Hulk Hogan for the WWF title?,B,Detroit,Indianapolis,St. Paul,Boston
Hulk Hogan once defended his WWF title on Saturday Nights Main Event against King Harley Race.,A,False,True,,Q What former tag team partner of Tony Atlas inducted him into the WWE Hall of Fame?
"The face (good guy) team in the main event of the 1988 Survivor Series consisted of Hulk Hogan, Randy Savage, Hillbilly Jim, Hercules, and what other wrestler?",D,Jake The Snake Roberts,Brutus Beefcake,Tito Santana,Koko B. Ware
Each year the NFL gives an award for kickers which is named after this former NFL great.,C,Tommy OBrien,Elbert Dubinion,Lou Groza,Sammy Baugh
For many years NFL placekickers would line-up directly in front of where the ball was placed. This  changed when soccer style placekickers entered the league. These two Hungarian-born brothers were the most significant of the early placekickers.,A,The Gogolaks,The Grammaticas,The Guys,The Blandas
"Unlike most NFL players, this great kicker was born in Fenstud, Norway. In Super Bowl IV, he kicked three field goals. Who was this soccer-style kicker?",C,Morten Andersen,George Blanda,Jan Stenerud,Gary Anderson
This Kentucky grad had a very long Pro Football career. He won games as a kicker and as a  quarterback. He originally played for the Chicago bears but also won fame playing for the Houston Oilers and the Oakland Raiders.,C,Ray Guy,Jan Stenerud,George Blanda,Gary Anderson
This placekicker started his career in 1982 with the New Orleans Saints. He was 46 when he re-signed with the Atlanta Falcons in 2006.,C,Jay Feely,Jason Elam,Morten Andersen,Josh Brown
"This great kicker was a Danish soccer star as a teenager. He was a visiting high school student  in Indianapolis when he kicked a field goal, just to try it. This led to a scholarship to Michigan State and a  fine Pro career.",A,Morten Andersen,Jan Stenerud,Gary Anderson,Jay Feely
"As most NFL fans know, this kicker was born without toes on his right foot.",A,Tom Dempsey,Josh Brown,Adam Vinatieri,George Blanda
This famous player from South Dakota is the first placekicker to win four NFL championships.,C,George Blanda,Gary Anderson,Adam Vinatieri,Tom Dempsey
"This quarterback played his college ball at Louisville and his pro ball for Philadelphia. In a game  against the Bears, he scored 15 points.",C,George Blanda,Adam Vinatierri,David Akers,Lou Groza
Weeb Ewbank was the actual name of a famous American professional football coach.,B,True,False,,Q Sanford was the real first name of Hall-of-Fame pitcher Koufax.
Pele is the real name of the former Brazilian football player who won three World Cup medals.,B,True,False,,Q Monsanto Pope is the real name of a football player drafted by the Denver Broncos in 2002.
Wilton was Stilt Chamberlains real first name.,B,False,True,,Q Coco Crisp is the real name of a Boston Red Sox center-fielder.
"Peerless Price is the given name of a wide receiver, famous for playing for the Buffalo Bills.",A,True,False,,Q Priest Holmes and Deacon Jones are both the actual names of two NFL stars.
Mildred Ella Zaharias was a golfer and world-class female athlete whose nickname was Babe.,A,True,False,,Q Tug McGraw was the actual name of an all-star pitcher with the Mets and Phillies who died of brain cancer in 2004 at age of 60.
Istanbul is the home city of the most powerful Turkish soccer teams. Which of the following teams is not based in Istanbul?,C,Galatasaray,Besiktas,Genclerbirligi SK,Fenerbahce
Which of the following soccer teams is not from Cyprus?,C,Appolon,Omonia,Kerkira,AEK Larnaca
Which of the following is a Czech soccer team?,C,FC Nitra,Vejle BK,SK Sigma Olomouc,NK Domzale
Which of these is not a Scottish soccer team?,D,Aberdeen,Celtic FC,Dundee United,Donegal Celtic FC
Which of these soccer teams cannot play in the Italian Championship Serie A?,C,Lazio,Fiorentina,Getafe CF,Reggina
F91 Dudelange is a soccer team based in which country?,C,Malta,Ireland,Luxembourg,England
Which of the following soccer teams plays in the French  Le Championat?,B,Charleroi SC,AJ Auxerre,DSC Arminia Bilefeld,AS Jeunesse Esch
The crest of which London soccer team features a crossed pair of hammers?,A,West Ham,Fulham FC,Chelsea FC,Arsenal
Which of these soccer teams is based in Poland?,C,Zimbru Chisinau,Skonto FC,Korona Kielce,Metalist Kharkiv
Name the soccer team which is not based in Romania?,B,Gloria Bistrita,Politehnica Chisinau,FC Arges,CFR Cluj
Which of the listed soccer teams is from Norway?,A,Rosenborg BK,Silkeborg IF,VFL Wolfsburg,IF Elfsborg
Which of these is a Hungarian soccer club?,A,FC Sopron,FC Ashdod,FC Haka,SCR Altach
Which one of these players did NOT hit a walk-off home run in a World Series game?,B,Joe Carter,Bobby Thomson,Bill Mazeroski,Carlton Fisk
When was the last time teams played to a tie in a Series game?,A,1912,Never,1908,1994
"The Cardinals beat the Mets to gain entry into the 2006 World Series. What made Mookie Wilson, a former Mets star, so happy?",D,"Preston Wilson, his stepson, plays for the Cardinals.","Preston Wilson, his nephew, plays for the Cardinals.",Mookie lives in St. Louis.,"Preston Wilson, his nephew and stepson, plays for the Cardinals."
Who pitched the first no-hitter in Series history?,C,Lew Burdette,Orel Hershiser,Don Larsen,Nolan Ryan
"Who is the only player to hit 3 home runs twice in a World Series game?  If more than one person has done it, who was first?",C,Reggie Jackson,No one,Babe Ruth,Hank Aaron
What was impressive about Reggie Jacksons homers in Game 6 of the 1977 Series?,C,He ignored all the bunt signs.,He hit 2 of them as a switch-hitting right-hander.,He hit each of his homers on the first pitch.,He hit them all against pitchers who were former teammates
Why did baseball player Derek Jeter acquire the nickname Mr. November?,B,That is his bats nickname.,He hit a game-winning homer in the first World Series game ever played in November.,His uniform number is 11.,He loves Thanksgiving.
Who is the first player in baseball history to hold World Series records as both a pitcher and hitter?,B,Ken Brett,Babe Ruth,Dizzy Gillespie,Dizzy Dean
Three of the Hall-of-Fame players listed below never won a World Series championship. Who is the lucky exception?,C,Ernie Banks,Ted Williams,Bob Feller,Rod Carew
Which of these teams won their ninth World Series title in 1982?,B,The NY Yankees,The St. Louis Cardinals,"The Braves (Boston, Milwaukee, Atlanta)","The Athletics (Phila., Kansas City, Oakland)"
Who was the oldest player in the 2004 Red Sox team?,D,Mike Timlin,Curt Schilling,Tim Wakefield,Ellis Burks
Which of these 2004 Red Sox stars was not a first-round draft pick?,B,Nomar Garciaparra,David Ortiz,Manny Ramirez,Jason Varitek
"Which Red Sox player saw limited duty and limited success in 2004, after an embarrassing incident in which he made an obscene gesture to the fans before a 2003 playoff game?",B,Ramiro Mendoza,Byung-Hyun Kim,Gabe Kapler,David McCarty
Which one of these players became a U.S. citizen during the 2004 season?,D,Pedro Martinez,David Ortiz,Orlando Cabrera,Manny Ramirez
"Of the 19-game regular season series, how many games did the 2004 Red Sox win against the Yankees?",B,10,11,9,12
"Which newly acquired player, upon seeing Nomar Garciaparra leaving the Red Sox clubhouse the day of the 2004 trading deadline, said, Please tell me I wasnt traded for Nomar?",A,Doug Mientkiewitz,Dave Roberts,Curtis Leskanic,Orlando Cabrera
Which Red Sox pitcher gave up the most home runs in the 2004 regular season?,D,Pedro Martinez,Bronson Arroyo,Curt Schilling,Tim Wakefield
The 2004 Boston Red Sox played 13 extra inning games during the regular season. How many of them did they win?,C,9,5,7,11
Who led the 2004 Red Sox regular season in number of stolen bases?,C,Jason Varitek,Pokey Reese,Johnny Damon,Mark Bellhorn
"What Major League organization released Tim Wakefield, allowing him to sign as a free agent with the Red Sox?",C,Philadelphia Phillies,San Diego Padres,Pittsburgh Pirates,Milwaukee Brewers
"Which reliever, who had been the Red Sox closer in 2003, had a better earned run average in the 2004 season than the new closer, Keith Foulke?",D,Ramiro Mendoza,Alan Embree,Mike Timlin,Scott Williamson
Games 4 and 5 of the 2004 American League Championship Series were dramatic extra-inning victories for the Red Sox. How many total innings were played in those two games?,B,25,26,23,24
Who were the only two players on the Red Sox 2004 World Series roster who already had World Series rings?,C,Dave Roberts and Keith Foulke,Keith Foulke and Mike Timlin,Mike Timlin and Curt Schilling,Curt Schilling and Ramiro Mendoza
What astronomical event was visible the night the Red Sox completed the World Series sweep against the Cardinals?,D,Hale-Bopp comet,Aurora Borealis,Perseid meteor shower,Lunar eclipse
Who was the winning pitcher in the clinching games of all three 2004 postseason series?,B,Keith Foulke,Derek Lowe,Tim Wakefield,Mike Timlin
What is Pete Roses middle name?,C,John,James,Edward,Eugene
What year was former baseball player Pete Rose born?,D,1942,1943,1944,1941
How many different teams did Pete Rose play for in the major leagues?,C,5,4,3,2
Which of these nicknames was given to Pete Rose?,C,Thorny,Pistol Pete,Charlie Hustle,Ramblin Rose
Pete Rose was a switch hitter.,B,False,True,,Q Pete Rose got his debut on April 8th of what year?
Has Pete Rose won the Rookie of the Year Award?,A,Yes,No,,Q Who was the catcher Pete Rose collided into in the 1970 All-star game?
Pete Rose won the National League batting title in 1973.,A,True,False,,Q Which team did Pete Rose and the Cincinnati Reds beat in the 1975 World Series?
What is the score 0-0 called in tennis?,C,0-0 all,Love,Love all,0 to 0
The two sides of the tennis court are called the singles alleys.,A,False,True,,"Q In tennis, is it a disadvantage to be tall when you volley?"
"In tennis, what are the two shots that are the same movement?",A,Serve/Overhead,Volley/Forehand,Forehand/Backhand,Lob/Serve
It is obligatory to use one hand to make a backhand when you play tennis.,A,False,True,,"Q When learning to play tennis, it is good to know how to rally before you learn how to do spins, power, and angle."
"Although he was never a great scorer, he was a team leader, who was considred the best defensive guard during his prime. A great athlete, he had tryouts for several football teams although basketball was his best sport. Who is this great point guard and former Celtics head coach?",C,John Havlichek,Jo-Jo White,K.C. Jones,Bob Cousy
"This New York-born point guard was a star at Holy Cross before starring with the Celtics. He was one of the first point guards to be able to penetrate the defense and then dish off to another player. After his  Celtics career, he became a college coach.",D,Jo-Jo White,K.C.Jones,Bill Sharman,Bob Cousy
This great point guard had the nickname Clyde when he played for the New York Knicks.,A,Walt Clyde Frazier,Richie Clyde Guerin,Jack Clyde Twyman,Jack Clyde Drexler
"This point guard played for Philadelphia in the NBA after his college career at West Texas State. Over  his 15 seasons, he averaged close to 7 assists per game, a great accomplishment for such a long career. After he retired as a player, he became Philadelphias head coach. Who is he?",D,Avery Johnson,George Karl,Mike Donleavy,Maurice Cheeks
"This point guard grew up in Kansas, where he went to school. Somehow, Red Auerbach got him into the Connecticut National Guard, to keep him from being  drafted. Who is he?",D,Dennis Johnson,Stefan Telfair,Nate Archibald,JoJo White
This backcourt  wonder and Basketball Hall of Famer was often billed as the worlds greatest dribbler. He was born in Oklahoma and attended Langston University.,D,John Stockton,Frank McGuire,DicK McGuire,Marques Haynes
"This point guard was a team leader for Seattle and the Celtics. After his college career at Pepperdine, he played in the NBA from 1976-1990. Although always a great leader, he never was a head coach. Who was he?",B,Hal Lear,Dennis Johnson,John Stockton,Hal Greer
"After graduating from the University of California at Berkley, this great point guard became the NBA rookie of the year for the 1994/1995 year. He has been in at least 8 All-Star games.",B,Steve Nash,Jason Kidd,Kobe Bryant,John Stockton
What year did Major League Baseball start giving out the Rookie of the Year Award?,A,1947,1945,1949,1951
Jim Rice won the Rookie of the Year Award in 1975.,B,True,False,,Q Major League Baseball started giving Rookie of the Year Award in each league in what year?
Did Willie Mays ever win the Rookie of the Year Award?,B,No,Yes,,Q What year did Thurman Munson win the Rookie of the Year Award?
Did Pete Rose ever win the Rookie of the Year Award?,A,Yes,No,,Q Derek Jeter won the Rookie of the Year Award in 1997.
Did Fernando Valenzuela win the Rookie of the Year Award in 1981?,B,No,Yes,,Q Frank Robinson won the Rookie of the Year Award while playing with which team?
Willie McCovey won the Rookie of the Year Award while playing with the New York Giants.,A,False,True,,"Q This Boston Red Sox Hall of Fame outfielder, who served twice in the military as a marine corps pilot, was a two-time MVP winner (1946 and 1949) and a two-time Triple Crown winner (1942 and 1947)."
Which of the following players did not have his number retired by the Boston Red Sox?,D,Ted Williams,Carl Yastrzemski,Bobby Doerr,Luis Aparicio
"A 1930 Model A Ford Sport Coupe drives on the field as the crowd rises to sing their fight song that includes these lyrics:   If I had a son, Sir",,ll tell you what hes do,ed yell:  To hell with Georgia,ike his Daddy use to do!,n what university stadium would you be sitting?
"College bands brings out the school spirit in the fans and some bands are renowned in their own right.  But the most famous band member in college football is not a member of a drumline or a strutting majorette, hes a sousaphone player.  What universitys band is on the field when the sousaphone player dots the i?",C,Princeton,University of Iowa,Ohio State,University of Miami
Touchdown!  A Conestoga wagon pulled by two white ponies named Sooner and Boomer race around Owen Field.  Who has scored a touchdown?,C,Sanford,University of Colorado,University of Oklahoma,Texas A  M
"What university are you visiting when, at the end of the game, the fans begin to sing  Take Me Home, Country Roads",C,University of North Carolina,Virginia Tech,West Virginia University,University of Virginia
"Which university mascot made the April 28, 1997 cover of Sports Illustrated?",B,Handsome Dan,Uga,Smokey,Sue E Pig
One of college footballs greatest traditions is the Rose Bowl played on New Years Day. What university hosted the only Rose Bowl not played in Pasadena?,C,University of Washington,University of Oklahoma,Duke,Sanford
"This universitys symbol, a golden eagle, soared over the crowd to help begin the 2002 Winter Olympics at Salt Lake City, Utah.  This year War Eagle VII will soar above the stadium to the cry of War Eagle!  War Eagle!  What university is home to the War Eagle named Tiger?",C,Princeton,UCLA,Auburn,Brown
Several universities can be heard yelling Hold that tiger. Hold that tiger as their team rushes to the field.   But only one university has each player touch Howards Rock and run straight down a steep hill into the stadium know as  Death Valley.  What university would you be visiting when these Tigers take the field?,D,LSU,Auburn,Memphis,Clemson
Two universities are are almost always listed in the number one or number two spot when naming the best college fight song.  One song mentioned is Notre Dames Notre Dame Victory March.  The second fight song lyrics start: Send a volley cheer on high.  Shake down the thunder from the sky.  In which university stadium called the big house would you be sitting when the fans starting singing The Victors?,B,University of Texas,University of Michigan,Cornell,Ohio State
The Yankees won the 1947 World Series over the Dodgers.,A,True,False,,Q In the 1949 World Series the Yankees beat the Dodgers in six games.
Babe Pinelli was the manager of the 1952 World Series-winning Yankees.,B,True,False,,Q The Yankees won the World Series of 1953. It was their fifth straight World Series championship victory.
The Dodgers won the 1955 World Series over the Yankees in seven games.,A,True,False,,Q The Dodgers beat the Yankees in 1956 to claim the World Series championship.
Which Dodger pitcher was named the 1963 World Series most valuable player?,D,Jerry Reuss,Don Drysdale,Johnny Podres,Sandy Koufax
"The 1977 Yankees beat the Dodgers in four games, all of which were decided by two runs or less.",B,True,False,,Q The Yankees lost the first two games of the 1978 World Series. Then they bounced back to win the next four games.
Who was the manager of the 1981 World Series-winning team?,D,Bob Lemon,Walter Alston,Billy Martin,Tommy Lasorda
Where is race car driver Ryan Newman originally from?,B,"St. Louis, MO","South Bend, IN","Louisville, KY","Indianapolis, IN"
Which university did NASCAR driver Ryan Newman graduate from?,D,Texas Tech,Notre Dame,Iowa,Purdue
Driver Ryan Newman has in fact never won a USAC championship.,B,True,False,,Q Does NASCAR driver Ryan Newman have more than one ARCA victory?
In what year did Ryan Newman get his first NASCAR Busch Series victory?,D,2002,2000,1999,2001
What award did NASCAR driver Ryan Newman win in 2003?,B,Rookie of the Year,SPEED Channel American Driver of the Year,Winston cup,Most popular driver
How many wins did NASCAR driver Ryan Newman have in 2003?,A,8,5,1,3
At which track did Ryan Newman win his first Cup Series points race?,B,Michigan,New Hampshire,Pocono,Dover
How many players are allowed on the ice during an ice hockey game?,B,5,12,10,6
"In ice hockey, the goalie is the only player allowed to play with a broken stick.",A,True,False,,Q The NHL and IIHF (International Ice Hockey Federation) use the same size ice rink.
Which professional wrestler had won more titles than any other wrestler until he became King of the Ring in 2006?,D,Bret Hart,Shawn Michaels,Sting,Booker T
Which of these wrestlers did not win an IWGP championship title in the 20th century?,C,El Samurai,Owen Hart,Chris Jericho,The Pegasus Kid
The members of which of these professional wrestling teams did not begin their career together as a tag team?,C,Lance Storm and Chris Jericho,Sting and Warrior,Rick Steiner and Scott Steiner,Curt Henning and Scott Hall
Which of these wrestlers was a member of the professional wrestling stable the Four Horsemen only for three weeks?,B,Sid Vicious,Curt Henning,Paul Roma,Lex Lugar
