Questions,Correct,A,B,C,D
"By the end of the movie, Raiders of the Lost Ark, which character does not survive?",C,Sallas,Marion,Belloq,Markus Brody
What was the name of the recently deceased family who finally had to realise that they were dead in the movie Beetlejuice?,A,Maitland,Giordano,Deitz,Donovan
Who played Clark Kent and Superman in the first Superman movie?,A,Christopher Reeve,Brandon Routh,George Reeves,Tom Welling
What is the name of the town that Clark Kent calls home in the Superman movies?,B,New York,Smallville,Metropolis,Boston
Is it true that the role of Superman was Christopher Reeves first movie role?,B,Yes,No,,"Q Is it true that according to the Smallville series, Black Kryptonite splits Clark into two separate beings?"
In the first Superman movie Jor-El tells Clark not to get involved in what?,C,Jobs,Women,The affairs of humans,Reporters
What are the colors of Supermans costume?,A,"red, blue, yellow","grey, black, blue","red, purple, yellow","green, red, blue"
Who played Lex Luthor in Superman: The Movie?,B,Lyle Talbot,Gene Hackman,Kevin Spacey,Michael Rosenbaum
"According to the Smallville series, Superman has the strength of how many men?",B,"1,000 men",10 men,"100,000,000",100 men
"Who played Jor-El, the biological father of Superman in the 1978 Superman movie?",D,Glenn Ford,Ned Beatty,Nelson Leigh,Marlon Brando
How did Christopher Reeve become paralyzed?,D,None of these,He had a car accident,He had a flying accident,He had a horseback riding accident
What is the name of Bruce Waynes mother?,A,Martha Wayne,Terri Wayne,Janet Wayne,Samantha Wayne
What does DC stand for in the comic which first introduced Batman?,B,Direct Choice,Detective Comics,Dancing Candles,Daily Choice
"What was Batmans original name, when he first appeared in DC comics?",B,Batman,The Bat-man,Dark Avenger,The Dark Knight
"Batman has long been considered a loner and a bit of a rebel amongst superheroes. Despite this, hes had a few sidekicks, and worked in a number of teams. What was the name of the first team he worked in?",C,The Super Friends,The Justice League,Justice Society of America,Avengers
"The original Batman swore an oath to himself never to kill another human-an oath he has attempted to hold true to, ever since.",B,True,False,,"Q Batmans sidekick Robin was originally drawn in a rather flamboyant suit of red, green, and yellow. Who was this suit modeled after?"
"In the Earth-Two DC Universe, who does Batman partner with, and eventually marry?",D,"Catwoman, Kathy Kane",Alicia Frost,Cynthia Albert,"Catwoman, Selina Kyle"
"Bruce Wayne wanted to design a persona that struck terror into the heart of his enemies. In the original storyline, what made him decide to choose a bat?",D,"He already had a bunch of bat-equipment lying around and decided, What the hay?","He fell into a well as a child, which lead to a cave full of bats.","He was bitten by a bat as a child, which made him fear them, and thus decided it would scare his enemies.","He was in his study, pondering what symbol to use, when a bat flew in through his study window."
"In the Knightfall storyline, Bruce Wayne finally meets his match in the hulking villain Bane, who fatally injures him, thus causing him to be replaced by Azreal, who becomes the new Batman.",B,True,False,,Q Which of these lists does NOT contain only primary Batman villains?
"In Cheech and Chongs movie Up In Smoke, Cheech meets Chong and calls him Man because he doesnt know his name. What is the name of Chongs character?",C,It is never mentioned,Alex Finklestein,Anthony Stoner,Ralph
"In the movie Up In Smoke the characters, played by Cheech and Chong compete in The Rock Fight of the Century in which L. A. bar?",B,Fever,The Roxy,House of Punk,Smittys
What is the name of the character played by Stacy Keach in Cheech and Chongs movies Up In Smoke and Nice Dreams?,C,Det. Stedenko,Sgt. Bilko,Sgt. Stedenko,Capt. Tedesco
"Actor Paul Reubens appears in the movies Up In Smoke, Cheech and Chongs Next Movie  and Nice Dreams.",B,True,False,,Q Where do Cheech and Chong sell marijuana in their third movie Nice Dreams?
"In the movie Up In Smoke, what type of vehicle do Cheech and Chong drive across the Mexican border into America?",A,A delivery truck,A school bus,A station wagon,A motorcycle and sidecar
"What happens to Cheechs cousin and Chong in the marijuana field, at the end of Cheech and Chongs Next Movie?",C,They are arrested,They crash the Ferrari they stole,They are abducted by aliens,They are attacked by wild deer
What is the name of Cheech and Chongs neighbor from whom they steal marijuana in the movie Nice Dreams?,A,Weird Jimmy,Fun Bobby,Smokin Steve,Crazy Dave
"This character from Cheech and Chongs Next Movie has a date with Cheeh and he is dreaming about her, while waiting for her to come in his house.",D,Jade,Sylvia,Maria,Donna
"What is the nickname of Cheechs cousin, Duane Mendoza, who parties all night with Chong in Cheech and Chongs Next Movie?",D,Fred,Jose,Pedro,Red
"Where does Cheech work for a short time in Cheech and Chongs Next Movie, released in 1980?",B,A nightclub,A movie studio,A gas station,A taco shop
"In Cheech and Chongs movie Up In Smoke, Tom Skerrit plays Cheechs cousin, Strawberry. What did Cheech tell Chong not to do, before he introduced him to Strawberry?",B,Not to talk to the talking bird,Not to stare at his birthmark,Not to touch his bong collection,Not to mention Vietnam
"In the movie Nice Dreams, Chong is mistaken for what rock legend by a woman in a Chinese restaurant?",D,Santana,Neil Young,David Crosby,Jerry Garcia
What 1993 tear jerker starring Christian Slater and Marisa Tomei is this dialog from?,,"omei: You love with your mind and soul, not you heart.",later: [Touching his chest] Then how come I hurt here when youre not with me?,Untamed Heart,Bed of Roses
What 1995 movie do we find the character played by Nicholas Cage literaly drinking himself to death?,C,Stepmom,National Security,Leaving Las Vegas,City of Angels
The 1990 movie Ghost starred Demi Moore as Oda Mae Brown.,B,True,False,,Q In 1994 we broke out our tissue boxes as we watched Andy Garcia struggle with his wifes (played by Meg Ryan) alcoholism in what film?
This 1998 tear jerker starring Julia Roberts and Susan Sarandon is about a terminally ill woman who has to come to terms with the new woman in her ex-husbands life.,A,Stepmom,Pretty Woman,Of Mice and Men,Fried Green Tomatoes
"In the movie Trading Places, there was a prostitute named Ophelia. What actress played the part of Ophelia?",B,Jamie Lynn Spears,Jamie Lee Curtis,Betty Thomas,Gina Gershon
Eddie Murphy plays a street hustler in the movie Trading Places.  What was his name in the movie?,C,Moses Gunn,Malcolm Campbell,Billy Ray Valentine,Herschel Walker
What is the name of Louis Winthorpes fiancée in the movie Trading Places?,A,Penelope,Amber,Fifi,Clara
"When Billy Ray is begging for money on the street in the movie Trading Places, he has a sign around his neck.  What does the sign say?",A,A grateful war veteran thanks you. Merry Christmas,I will work for food,I am not going to lie. I want money for a beer,"I am down on my luck, how bout forking over a buck"
"In the comedy Trading Places, how much money does Clarence Beeks give Ophelia the prostitute to have her talk dirty to Louis Winthorpe in front of his fiancée, Penelope?",A,$100,$20,$500,$50
"What do Louis, Billy Ray, Coleman and Ophelia do with their new found wealth at the end of the movie Trading Places?",A,All four of them retire to a tropical island,All four of them go their separate ways,All four of them are prosecuted for insider trading,All four of them donate their money to a homeless shelter
Its better to be dead and cool than alive and uncool. is a quote from what 1991 action film?,B,Desperado,Harley Davidson and the Marlboro Man,Easy Rider,Broken Arrow
Name the thriller this quote is taken from: Candy Cane....... Candy Cane.....,D,The Santa Clause,The Candy Man,The Others,Joy Ride
"What 1992 comedy film is the following quote from: A gun rack... a gun rack. I dont even own *a* gun, let alone many guns that would necessitate an entire rack. What am I gonna do... with a gun rack??",B,Night at the Rocksbury,Waynes World,Tommy Boy,Superstar
Which movie contains this quote: Why anyone would wanna be an orphan is beyond me.?,D,Cheaper by the Dozen,Big Daddy,Oliver Twist,Annie
Plan B.  Lets just kill each other. is a quote from what movie directed by John Woo?,D,Mission Impossible,Constantine,The Man in the Iron Mask,Face/Off
"Name the 2001 romantic comedy film that contains this quote: Is that a Members Only jacket? So what are you, the last member?",B,The Breakfast Club,Shallow Hal,Lethal Weapon,Old School
"What are you lookin at, Butthead? was a question asked in what movie?",A,Back to the Future,Beavis and Butthead do America,Old School,Elf
The following quote is from what 2003 comedy movie: You smell like beef and cheese.?,B,Bad Santa,Elf,Broken Arrow,Tin Cup
"Which movie, set in the small town of Endora, Iowa, contains these words: Say thank you, Gilbert. Say thank you.?",D,Pirates of the Carribbean,The Window,Basketball Diaries,Whats Eating Gilbert Grape
How many biological children does fictional character Vito Corleone have?,C,Five,Two,Four,Three
Who is Don Corleones bodyguard when he is shot at the fruit stand?,D,Paulie,Tessio,Micheal,Fredo
Who kills Vito Corleone?,B,Michael Corleone,"No one, he just dies",Don Emilio Barzini,Kay Adams
Where is Michael when the heads of the families are killed in the film The Godfather?,D,His fathers funeral,He is killing Mo Green,His office,A baptism
"The movie is Casablanca . He said, Heres looking at you, kid . What did she say?",D,"Of all the gin joints, in all the towns, in all the world, he had to be here.",Well always have Paris.,"Play it again, Sam.","Play it, Sam. Play As Time Goes By."
"He said, Well, I believe in the soul .....the small of a womans back, the hanging curve ball, high fiber, good scotch, that the novels of Susan Sontag are self-indulgent overrated crap.. . . . .I believe in soft-core pornography, opening your presents Christmas Day rather than Christmas Eve and I believe in long, slow, deep, soft, wet, kisses that last three days. She said,  Oh, my. Kevin Costner played Crash Davis. What actress played Annie Savoy?",B,Robin Wright Penn,Susan Sarandon,Sharon Stone,Reno Russo
"He said, What are you saying, that they fake orgasm? Get outta here!  Well, they havent faked it with me. She said,  Ooo...Oh....Oh god.....Oh Oh......Yes Yes Yes Yes Yes...Oh..Oh... Yes. . .Oh god... . .  Yes Yes Yes Yes Yes Yes Yes! . . . .Ooo.....Oh....Huh. This exchange takes place in a deli. Can you name the movie?",D,Sleepless in Seattle,Youve Got Mail,Someone to Watch Over Me,When Harry Met Sally
"He said, You look better than Veronica Lake. She said,  Some men get the world. Others get ex-hookers and a trip to Arizona. Kim Basinger played Lynn Bracken. What actor played Wendell Bud White?",B,Guy Pearce,Russell Crowe,Simon Baker,Kevin Spacey
"Alfred Hitchcock was born in Leytonstone, London in what year?",C,1911,1917,1899,1889
"This actor, winner of a life achievement Oscar, appeared in Alfred Hitchcocks movies: Rope, Vertigo, Rear Window and The Man Who Knew Too Much",A,James Stewart,Cary Grant,John Dall,Cedric Hardwicke
How many Oscars did Alfred Hitchcock win for Best Director?,B,4,0,5,2
"This concept, developed by Alfred Hitchcock, is described as a plot device that motivates the characters and advances the story.",B,The MacPhail,The MacGuffin,The Catalyst,The Plot Twister
In what year did the movie Fast Times at Ridgemont High premiere?,A,1982,1984,1981,1983
"In the movie Fast Times at Ridgemont High, at what restaurant did Stacy and Linda work?",A,Perrys Pizza,Captain Hooks Fish and Chips,Bronco Burger,All-American Burger
"During the movie Fast Times at Ridgemont High, Brad works at 2 different places.",B,True,False,,Q What actor plays the character of Jeff Spicoli in the movie Fast Times at Ridgemont High?
"During the infamous pool scene in the movie Fast Times at Ridgemont High involving Linda and Brad, what color is Lindas bikini?",A,Red,Blue,White,Black
"During the movie Fast Times at Ridgemont High, Linda becomes pregnant.",A,False,True,,Q Who were two of Spicolis stoner buds in the movie Fast Times at Ridgemont High?
What is the name of the 1941 movie starring Humphrey Bogart and Mary Astor in which a private eye is searching for a murderer and a jewelled bird?,D,Shanghai Express,Duck Soup,Sabotage,The Maltese Falcon
"This 1944 Oscar-winning musical, starring Judy Garland under the direction of Vincente Minnelle, tells the story of four sisters living in St. Louis during the Louisiana Purchase Exposition Worlds Fair.",A,Meet me in St. Louis,Touch of Evil,Psycho,High Society
Which of these movies is an all time favorite about a romance during World War II and stars film legends Humphrey Bogart and Ingrid Bergman?,D,Paths of Glory,Tokyo Story,From Here to Eternity,Casablanca
This 1948 movie portrays the life of an aspiring ballerina and her trials and tribulations professionally and personally and reflects a Hans Christian Anderson tale about ballet slippers. What is the name of this Academy Award-winning film?,A,The Red Shoes,The Adventure,Things to Come,Its a Wonderful Life
In what country was the 2007 movie 300 filmed?,D,New Zealand,Australia,U.S.A.,Canada
The 2007 film adaptation of the graphic novel 300 was shot in 60 days.,A,True,False,,Q The 2007 film 300 was losely based on the ancient Battle of Thermopylae. What does the name “Thermopylae” mean translated from Greek?
"In the movie 300, the Spartans wore virtually no armor. Was this the way actual Spartans went into battle?",A,No,Yes,,Q Rodrigo Santoro played King Xerxes in the 2007 film hit 300. What TV show did he appear in at the same time?
What is the length of the 2007 film adaptation of the graphic novel 300?,D,111 minutes,125 minutes,100 minutes,117 minutes
What rating did the Motion Picture Association of America give to the 2007 hit movie 300?,D,PG-13,NC-17,PG,R
"Some of the fake names used by the narrator in the film Fight Club are names of the characters in Planet of the Apes, as well as characters played by which actor?",C,Al Pacino,Cary Grant,Robert De Niro,Tom Cruise
"In the movie Fight Club, Tyler Durden is seen 3 times before the narrator glimpses him on the moving walkway at the airport.",B,True,False,,"Q After the car accident in the film Fight Club, the car is on its roof and Tyler Durden climbs out of which car door?"
"Before the car accident in Fight Club, Tyler Durden asks his passengers what they wish they would have done before they died. Stephs answers is Paint a self-portrait.",A,True,False,,Q Who is the man Tyler Durden assaults behind the liquor store in the film Fight Club?
What is the 6th rule of Fight Club in the self-titled movie?,C,"If this is your first night, you have to fight.",You do not talk about Fight Club.,"No shirts, no shoes.",Fights go on as long as they have to.
What year did the movie Ghost premiere?,D,1991,1989,1992,1990
"In the movie Ghost, the main characters are Sam and Molly.  What are their last names?",A,Wheat and Jensen,Miller and Jensen,Brunner and Lopez,Brown and Smith
"In the movie Ghost, the name used by Whoopi Goldbergs character in the bank scenes was Rita Smith?",B,True,False,,"Q In the movie Ghost, Sam was killed because his key card (password) was needed to obtain a certain dollar amount from the banking computer.  How much money was it?"
"In the movie Ghost, when Molly would say I Love You what would Sam always say in return?",C,Me too,Same here,Ditto,I love you too
"In the movie Ghost, Mollys hobby was sewing?",B,True,False,,"Q In the movie Ghost, Molly and Carl were going through a box of Sams things.  What goofy item did Molly want to keep that belonged to Sam?"
"What is Ricks last name in the 1942 movie set during World War II, Casablanca?",D,Renault,Marcus,Donaldson,Blaine
"In the famous roulette scene in Casablanca, what number does Rick advise the young Hungarian man to bet on?",A,22,17,11,34
"In Michael Curtizs movie, Casablanca, who arrives at Ricks club with the priceless letters of transit?",C,Sascha,Ferrari,Ugarte,Laszlo
"In the movie, Casablanca, who is the maître dhôtel of Ricks Café Americain?",C,Ferrari,Sascha,Carl,Abdul
"In the 1942 movie, Casablanca, who is the bartender at Ricks Café Americain?",D,Pytor,Karl,Abdul,Sascha
"In the movie, Casablanca, the Bulgarian couple tell Louis that they will be at his office at 6:00 AM to make arrangements for their exit visas. What is Louis reply?",C,"Ill be there, waiting on you.",Ill be there. Just knock.,Ill be there at 10.,Take your time. The planes are always late.
"What song is Sam playing when Rick hides the letters of transit, in the movie classic, Casablanca?",C,Dream a Little Dream of Me,As Time Goes By,Knock on Wood,Boogie-Woogie Bugle Boy
"What board game does Rick play throughout the 1942 film, Casablanca?",B,Mancala,Chess,Risk,Go
"In the famous movie, Casablanca, Ugarte is arrested at Ricks Cafe, but manages to escape.",B,True,False,,"Q In Casablanca, what is the last name of the character portrayed by actress Ingrid Bergman, Ilsa?"
"What is the final line of the 1942 Michael Curtiz film, Casablanca?",A,"Louis, this could be the start of a beautiful friendship.",Round up the usual suspects.,"Heres looking at you, kid.",Well always have Paris.
Which famous brothers directed the 1996 movie Kingpin?,B,Joel and Ethan Cohen,Bobby and Peter Farrelly,Tony and Ridley Scott,Andy and Larry Wachowski
In what sport was Roy Munson crowned the 1979 Iowa State Champion in the movie Kingpin?,B,Golf,Bowling,Tennis,Wrestling
What was the name of the Amish Bowler in Kingpin that Roy recruited to play in the Reno Open?,A,Ishmael Boorg,Hiram Miller,Max Yoder,Jonas Salk
What famous baseball pitcher played the role of Skidmark in the movie Kingpin?,C,Nolan Ryan,Curt Schilling,Roger Clemens,Greg Maddux
"Who played the role of Ernie McCracken, Roys nemesis, in the movie Kingpin?",A,Bill Murray,Jeff Daniels,Jack Black,Ben Stiller
"In the movie Kingpin, Roy Munson acquired what nickname because of his rubber hand?",B,Rubber Hand,Rubber Man,Captain Hook,One Hand Man
"Ishmael Boorg, a character from the movie Kingpin, bowled against Ernie McCracken in the finals of the Reno Open.",B,True,False,,Q The first rule of eye make-up is that you can never wear enough blue eyeshadow is a quote from which film?
The following quote is from which hit movie?,,"ou can be too old for a lot of things, but youre never too old to be afraid.",Home Alone,Fat Albert,The Little Rascals
"In which film can you hear the following line? All right you proved your point. You broke into my vault. Congratulations, youre a dead man.",D,The Usual Suspects,Oceans 13,Oceans 12,Oceans 11
"Oh and remember, next Friday is Hawaiian shirt day. So, you know, if you want to, go ahead and wear a Hawaiian shirt and jeans is a quote from which of these films?",D,The Wedding Singer,Napoleon Dynamite,Good Luck Chuck,Office Space
Which film is memorable for this quote?,,"ow back up, put the gun down, and get me a pack of Tropical Fruit Bubblicious.",Bad Boys,National Security,Bad Boys II
Can you name the movie from which this line is taken? What you have done is a felony for which you could be issued a fine or time in a state correctional facility.,D,Cops,How High,Friday,The Cable Guy
"Which movie are you watching if you hear In my classroom, poetry is its own reward?",C,Coach Carter,Stomp The Yard,Dangerous Minds,The Substitute
"Now the time has come. I put two bullets in my gun. One for me and one for you. Oh darling, it wil be so beautiful.  Can you name the movie in which this line was spoken?",A,Misery,The Devils Advocate,Memento,The Notebook
"You know, theres like a butt-load of gangs at this school. This one kept wanting me to join because Im pretty good with a bo staff.  In which movie can this line be heard?",A,Napoleon Dynamite,Office Space,The Simpsons Movie,Hair Spray
"Which movie featured the line I had a partner, I would have taken a bullet for him. You Im having a hard time not shooting?",C,Bad Boys II,Bad Boys,National Security,Bluestreak
Why dont you wish in one hand and s**t in the other. See which one fills up first is a line from which movie?,D,The Cable Guy,Kings of Comedy,How High,Bad Santa
"You have another Question. Sure, I got one question for you. Its can you deal with that is taken from what film?",D,Meet the Fockers,Bad Boys,Napoleon Dynamite,Meet the Parents
"From what film is this dialog taken?  I do wish we could chat longer, but.....Im having an old friend for dinner. Bye",A,The Silence of the Lambs,The Red Dragon,Hannibal,Seven
"I wasnt speaking to you Mr. Krendler. When I speak to you, youll know it because Ill look at you is a line taken from which film?",D,The Silence of the Lambs,The Red Dragon,Seven,Hannibal
"Hey, you stay away from the frozen foods section. Your boobsll harden is a bit of dialog from which movie?",D,Super Troopers,Half Baked,How High,Big Daddy
"This piece of advice: Dont ever let someone tell you, you cant do something. Not even me. is offered in what movie?",B,Big Daddy,The Pursuit of Happyness,Cheaper by the Dozen,Akeelah and the Bee
From which movie does this line come Its not unusual for a child to create an imaginary friend?,B,The Sixth Sense,Hide and Seek,Holes,The Boogeyman
"This fabulous woman was the first actor to qualify for the category of the winners of an Oscar, an Emmy, a Tony, and a Grammy. She won her Oscar in 1961 for best Supporting Actress  for her role in a musical, set in New York City.",A,Rita Moreno,Audrey Hepburn,Rita Hayworth,Natalie Wood
This man lived from 1902-1979. He won a 1962 Emmy for his work on Winston Churchill: The Valiant Years.” and a 1945 Oscar for his work on State Fair. He received Grammys in 1960 and 1962. He won 6 Tonys including three special awards. Who was this great great American composer?,C,William  Lowe,George Pivan,Richard Rogers,Oscar Hammerstein III
This First lady of the American stage lived 1900-1993. She won her first Oscar in 1932 (The Sin of Madelon Claudet.) Her first Tony came in 1947 for her work in Happy Birthday.” She won a 1952 Emmy and a 1976 Grammy.,A,Helen Hayes,Katherine Hepburn,Audrey Hepburn,Jeanne Tierney
"A Belgian-born British actress, this Broadway stage performer won an Emmy in 1993 and a Grammy in 1994. She won a 1954 Tony for her acting in Ondine” and a 1968 Tony Special Award. She won the 1953 Best Actress Oscar for Roman Holiday” and the Jean Hersholt Humanitarian Award (an Oscar) in 1993. Who was this beauty?",B,Katherine Hepburn,Audrey Hepburn,Rita Hayworth,Helen Hayes
"Jonathan Tunick is among the few people who have won an Oscar, an Emmy, a Tony, and a Grammy although he not so well known. Which best describes his work?",A,He is a music composer and arranger.,He is a costume designer.,He is a classical Shakespearean actor.,He is a cinematographer.
"This British actor who lived 1904- 2000 won his first Special Tony Award for his one man show Ages of Man(1959.) He won a regular Tony in 1961 for his directorial work on Big Fish, Little Fish. Most people know him for his Oscar-winning role as a butler who ....will alert the media! in 1981’s Arthur.",C,Richard Attenbourough,Alec Guiness,John Gielgud,Richard Harris
Four Emmys!  Four Grammys! Three Oscars! But most people know him best for his one Tony - the 1976’s Tony for Best Musical Score for A Chorus Line. Who is this American composer?,A,Marvin Hamlisch,Oscar Hammerstein III,Cole Porter,Oscar Hammerstein IV
"He began as a writer on Sid Ceasars TV shows. He was Carl Reiners partner on the The 2,000 Year Old Man albums. One movie he wrote won him 3 Tonys (all in 2001), a 1968 Oscar, and two 2002 Grammys. Who is this comedic actor and writer?",B,Ron Woody,Mel Brooks,Neal Simon,Woody Allen
"Name the director of The Graduate,  Monty Python’s Spamalot,” and Wit” who started as part of a comedy duo with Elaine May and went on to become the first director to have won an Oscar, an Emmy, a Tony, and a Grammy.",B,Mel Brooks,Mike Nichols,Andrew Lloyd Webber,Robert Altman
In 1965 this American singer and actress won her first Tony for her work on Flora the Red Menace. Her Oscar came in 1972 for Cabaret.,C,Judy Garland,Rita Moreno,Liza Minelli,Madelyn Kahn
"One can wonder where this actress and singer puts so many awards: she has won 4 Emmys, 9 Grammys, 2 Oscars and one Tony. Her 1970 Tony was given to her for being Star of the Decade. Lainie Kazan was her stand-in for “Funny Girl. Who is this American legend?",D,Liza Minelli,Judy Garland,Eartha Kitt,Barbra Streisand
"This star won a 2002 Day Time Emmy for “Beyond Tara: The Extraordinary Life of Hattie McDaniels. She won a 1985 Grammy for a comedy album. Her 2002 Tony was for Thoroughly Modern Milly.  Probably most famous, though, is her role as a “medium“ in a 1990 Patrick Swayze movie that won her an Oscar. Who is she?",D,Roseanna Arquette,Susan Arquette,Demi  Moore,Whoopie Goldberg
"What 1979 movie starring Faye Dunaway had this tagline:  The most poignant love-triangle of all - a father, his son, and the woman who came between them.",A,The Champ,Rocky,The Natural,Easy Rider
The movie Kramer vs Kramer was released in 1978.,A,False,True,,Q What 1974 movie depicts the story of a young wife and mothers (Gena Rowlands) erratic behavior which leads her husband (Peter Falk) to commit her for psychiatric treatment because he fears what he doesnt understand?
What year was the 11 Oscar nominated movie The Color Purple released?,B,1983,1985,1984,1980
Who directed the dramatic movie The Color Purple?,C,Spike Lee,Ron Howard,Steven Spielberg,Robert Zemeckis
"In The Color Purple, Oprah Winfreys character Shug Avery, helps Miss Celie cope with life as a black woman in the 1930s in the deep south.",B,True,False,,"Q In the movie The Color Purple, when Nettie is thrown off Misters farm and Celie begs Nettie to write her, what is Netties response?"
"In the movie The Color Purple, Shugs father built and ran the Juke Joint that was located back in the woods.",A,False,True,,"Q In the movie The Color Purple, who quoted the line, a girl child aint safe in a family of men?"
"In the movie The Color Purple, what does Shug say will happen if you walk by a field of purple and dont notice it?",A,It makes God angry.,The color will fade.,You will miss a blessing.,Bees will sting you.
In what state does the classic movie The Color Purple take place?,B,Louisiana,Georgia,Alabama,South Carolina
"In the movie The Color Purple, what happens to Miss Celies son and daughter?",D,They were stillborn.,She never had children.,They both left home to attend college.,They were adopted and lived in Africa.
Who turned down the the role of Shug Avery in the movie The Color Purple?,B,Oprah Winfrey,Tina Turner,Aretha Franklin,Gladys Knight
What actress portrayed Miss Celie in the movie The Color Purple?,C,Halle Berry,Oprah Winfrey,Whoopi Goldberg,Ester Rolle
What is the name of the song Shug writes and sings for Miss Celie in the movie The Color Purple?,A,Miss Celies Blues,Miss Celies Groove,Miss Celies Blessings,Miss Celies Song
"In the movie The Color Purple, what does Miss Celie make and sell to support herself after she leaves Mister?",C,Hats,Purses,Pants,Cakes
"What Disney movie contains the line, A fine conscience I turned out to be!?",D,Lady and the Tramp,Petes Dragon,The Little Mermaid,Pinocchio
"In what Disney film was the following question asked: What do you want me to do, dress in drag and do the hula?",D,Fun and Fancy Free,Aladdin,Hercules,The Lion King
What Disney movie is this quote taken from: My little babys all grown up and...*sniff* ... and savin China. You have a tissue?,D,Who Framed Roger Rabbit,The Emperors New Groove,The Sword in the Stone,Mulan
"What Disney movie are the following lines from: In every job that must be done, there is an element of fun. You find the fun, and - SNAP - the jobs a game!?",A,Mary Poppins,The Rescuers Down Under,Toy Story,Sleeping Beauty
"What Disney movie contains these lines: Twinkle twinkle, little bat / How I wonder what youre at? / Up above the world you fly / Like a tea tray in the sky?",D,Fantasia,Robin Hood,Dumbo,Alice in Wonderland
What Disney film is this quote from: Now the snarfblatt dates back to prehysterical times when humans used to sit around and stare at each other all day. Got very boring. So they invented this snarfblatt to make fine music.?,B,The Hunchback of Notre Dame,The Little Mermaid,Tarzan,Beauty and the Beast
"Name the Disney animated feature which contains this quote: His destructive programming is taking effect. He will be irresistibly drawn to large cities, where he will back up sewers, reverse street signs, and steal everyones left shoe.",B,Chicken Little,Lilo and Stitch,Peter Pan,The Jungle Book
I shall call him squishy and he shall be mine and he shall be my squishy. is a quote from what Disney animated film?,B,Pocahontas,Finding Nemo,The Fox and the Hound,A Bugs Life
"What computer-animated feature film is this quote taken from: Superladies? Theyre always trying to tell you their secret identity... think itll strengthen the relationship or something like that. I say, Girl, I dont wanna know about your mild-mannered alter ego or anything like that. I mean, you tell me youre, uh... S-Super, Mega, Ultra Lightning Babe, thats alright with me. Im good... Im good.?",D,Cars,The Great Mouse Detective,Toy Story 2,The Incredibles
"What Disney animated feature film is this quote from: Im telling you, you gotta help me! Dont leave me here! Im in hillbilly hell! My IQs dropping by the second! Im becoming one of them! ?",B,Treasure Planet,Cars,The Aristocats,Toy Story
"What computer-animated film is this line taken from: One minute youre defending the whole galaxy, and, suddenly, you find yourself sucking down Darjeeling with... Marie Antoinette and her little sister.?",B,DuckTales the Movie: Treasure of the Lost Lamp,Toy Story,Enchanted,Hercules
In what Disney film does the following exchange take place:,,want to do something for her... but what?,"ell, theres the usual things: flowers... chocolates... promises you dont intend to keep... ?",Beauty and the Beast,The Black Cauldron
"What Disney film are these lines from: Oh, that clock! Old killjoy. I hear you. Come on, get up, you say, Time to start another day. Even he orders me around. Well, theres one thing. They cant order me to stop dreaming.?",C,Mulan,The Sword in the Stone,Cinderella,Oliver  Company
What Disney film is this dialogue from:,,h-oh.,ont tell me. Were about to go over a huge waterfall.,ep.,harp rocks at the bottom?
How many of the AFI Top Ten American movies were created by foreign-born directors?,D,2,7,1,4
"Besides Orson Welles with Citizen Kane, who is the only lead actor of a Top Ten American classic who also (co-)directed the film he starred in?",C,John Huston - The African Queen,Alfred Hitchcock - Psycho,Gene Kelly  - Singin in the Rain,Woody Allen - Annie Hall
"What song from a Top Ten movie is rated Number 2 by the AFI, after the all-time favorite Over the Rainbow?",D,Mrs. Robinson (The Graduate 1967),"Singin in the Rain  (same title, 1952)",Its Hard Out Here for a Pimp ( Hustle and Flow 2005),As Time Goes By (Casablanca 1942)
"Apart from The Wizard of Oz, little people, or midgets, were used in what other Top Ten picture, to help achieve a visual effect?",D,Little Big Man,Gone With the Wind,Little Women,Casablanca
How many of the AFI Top Ten American films are also listed among the top 100 titles rented by Netflix subscribers?,C,10,5,0,2
"In a separate AFI poll that ranks 100 of  Americas Most Inspiring Movies, the 1946 movie Its a Wonderful Life leads the pack.",A,True,False,,"Q This 1967 comedy, which may be the Top Ten American movie with the lowest profile and one of the lowest budgets, starred a newcomer named Dustin Hoffman."
"On the hugely popular International Movie Data Base web site (imdb.com), members rated this Number 3 AFI Top Ten movie as Number 1 of the sites Top 250 Movies of All Time.",A,The Godfather,Plan 9 from Outer Space,Star Wars (1977),The Shawshank Redemption
"In AFIs list of movies, the Top Ten were all made from the 1930s to the 1990s, however no film on the Top Ten list was made in the 1980s.",B,False,True,,Q What is the full Greek name of the Delta house in the comedy Animal House?
"In Animal House, before giving Larry and Kent their Delta names, Bluto gives names to two other pledges. What is the name of the guy just before Larry?",D,Weiner,Stork,Jaybird,Mothball
The majority of filming for the 1978 comedy Animal House was done at what major US university?,B,Faber College,University of Oregon,UCLA,Ohio State University
"In the 1978 film Animal House, the guys from Delta stole the questions to what subject exam out of the trash dumpster?",C,U.S. History,American Literature,Psychology,Calculus
Who informs Hoover that the guys from Delta missed all the questions on their exam in the movie Animal House?,D,Neidermeyer and Marmalarde,The boys from the Omega House,Dean Wormers secretary,The boys from the Jewish House
"According to the ending credits of the movie Animal House, Boon and Katy got married in 1964 and divorced in what year?",D,1967,1965,1971,1969
"What Animal House actor went on to co-star in numerous movies, including “Wildcats,” The Insider,” and My Cousin Vinny?",D,Donald Sutherland,John Belushi,Tim Matheson,Bruce McGill
