Questions,Correct,A,B,C,D
What character from Super Smash Bros. Brawl was not in Super Smash Bros. Melee?,D,Pikachu,Falco,Link,Ike
"Including the Melee Pokemon Stadium, how many stadiums in Super Smash Bros. Brawl are related to Pokemon?",D,2,6,1,3
What is the function of the the Astral Amulet in the computer game Chrono Cross?,A,Serves as a key to open  dimension ports to other worlds,To see the future,Makes you invisible,Upgrades your weapons
"In the computer game Chrono Cross, the water dragon gives you what ability?",A,Ice Breath,Fire attack,Blizzard storm,Water attack
Who made the following statement in the game Chrono Cross: I love you so much... That is why I sometimes desire to smash you to bits!!!?,A,Fate,Kid,Lynx,Sarge
Which of these songs from the Chrono Cross soundtrack is on the sound clip?,B,Garden of the Gods,Radical Dreamers,Frozen Flame,Dream of  the Shore Near Another World
"Which Chrono Cross character delivered the following words: In your eyes, I perceive both the look of a beauty  and the look of a beast.?",C,Harle,Kid,Fortune Teller,Serge
Listen to the sound clip and name the song from the Chrono Cross soundtrack.,A,Dreamwatch of time,Radical Dreamers,Time Scar,Dragon Knight
Is Gyarados a water and flying type of Pokemon?,B,No,Yes,,Q What type of Pokemon is Sableye?
What type of Pokemon is Tyranitar?,A,Rock dark,Ground dark,Ground,Ground rock
Gengar is a ghost dark type of Pokemon.,A,False,True,,Q Is the Pokemon Togekiss flying and normal type of Pokemon?
Does the Pokemon Empolean belong only to the water type of Pokemon?,B,Yes,No,,Q Is Typlosion only a fire type of Pokemon?
"In the online game RuneScape, you can wear rune platebody without doing the quest Dragonslayer.",B,True,False,,"Q In the game RuneScape, big bones get your prayer level up higher than dragon bones."
Name the RuneScape character who is the duke of Lumberidge.,A,Horacio,Haracio,Roald,Royald
"In the RuneScape game, you have to be level 85 to mine rune.",B,False,True,,"Q In RuneScape, green dragonhide is better than black dragonhide."
"In the game RuneScape, wearing Zamorack armour requires this level.",B,50,40,35,99
"At the start of the RPG game Final Fantasy VIII, which characters are shown in the opening movie?",A,"Squall, Seifer, Rinoa, Edea","Squall, Rinoa","Squall, Seifer, Quistis","Zell, Selphie, Squall"
What is inside the lamp given to you by Headmaster Cid before your first official SEED mission in the role-playing game Final Fantasy VIII?,D,Ethers,Ifrit,Potions,Diablos
"In Final Fantasy VIII, what is Seifers romantic dream?",A,To be Edeas knight,To marry Selphie,To date Rinoa,To go on holiday with Ade
Did Quistis Trepe from Final Fantasy VIII have a group of admirers called the Trepies?,B,No,Yes,,Q What did Squall say to the torturer in D-District Prison about SEED in Final Fantasy VIII?
"Which two characters played Rock, Paper, Scissors in the role-playing game Final Fantasy VIII?",C,Seifer and Squall,Adel and Edea,The Brothers,Squall and Zell
"In the last fight of the role-playing game Final Fantasy VIII, who does Ultimecia summon?",D,None of these,Rinoa,Ultima Weapon,Griever
"In the game Animal Crossing, the players must work part-time for the character who gives them their first house.",A,False,True,,Q In the video game Animal Crossing the player can dig up fossils.
Which of these is not included in the game Animal Crossing?,D,A tailors shop,A dump,A museum,A barbers shop.
In the game Animal Crossing your character may have horns.,B,False,True,,Q Can you have pets in the game Animal Crossing?
Can you have two houses in the Nintendo game Animal Crossing?,A,No,Yes,,Q What can you have in your house in the game Animal Crossing?
Can you own a shop in the game Animal Crossing?,B,Yes,No,,Q The seasons in the game Animal Crossing change as the seasons actually change in real life.
"In Runescape, what creature lives in the basement of Draynor Manor?",A,a vampire,a witch,a werewolf,a zombie
What is the highest level your character can go up to in the Runescape game for non-members?,B,99,126,113,It never ends
"In Runescape, you must have level 40 defence to wear adamant armor.",B,True,False,,Q What fruit grows on Karmaja in the Runescape video game?
What item do you obtain from the 2006 Runescape Christmas Special?,B,a pair of Santas magical boots,a reindeer hat,a Santa hat,a polar bear suit
Can you kill demons in a non-members world of Runescape?,A,Yes,No,,Q Can you wear goblin mail in Runescape?
"In Runescape, you must have a level of 99 on any skill to get a Skill Cape.",B,False,True,,"Q Sasuke, one of the main characters in the anime series Naruto, is branded with a cursed seal."
"Which of these anime characters can use the technique, known as Rasengan?",D,Kakashi,Lee,Tenten,Naruto
What did anime character Sasuke say when he received the cursed seal?,B,Ill destroy your whole clan.,Im an avenger.,With this power Ill brake every bone in your body.,You are dead.
Fictional character Naruto killed Gaara.,A,False,True,,Q What is Narutos favorite food?
Who taught Sasuke the Chidori technique in the Naruto series?,C,Naruto,Itachi,Kakashi,Orochimaru
What technique in the Naruto series was created by Kakashi?,D,Primary lotus,Rasengan,Leaf whirlwind,Chidori
What does Naruto dream of being in the self-titled anime series?,A,hokage,real estate salesman,singer,a pizza man
What Naruto character was initially infatuated with Sasuke?,C,Ino,None of these,Sakura,Hinata
You get the P90 weapon at what level in Call of Duty 4?,D,37,43,34,40
How many different weapons are there in Call of Duty 4?,B,30,29,17,22
You can go into 15 Prestiges on XBox Livve.,A,False,True,,Q In Call of Duty 4 you can run around with your knife and kill as many people as you want with it.
The Barret .50 Caliber is the most powerful sniper rifle in the game Call of Duty 4.,A,True,False,,Q How many skins for the weapons are there in Call of Duty 4?
"If you shoot a person in the head in the game Call of Duty 4, they can survive.",B,False,True,,Q Which of these is not a stage in the first game of Banjo and Kazooie for Nintendo 64?
"In the adventure video game Banjo-Kazooie, how many turtles are in Tiptups choir?",B,7,6,5,8
"In Gobis Valley from the Banjo-Kazooie adventure video game, how many notes are there in front of the door that you ride the magic carpet to?",B,3,5,9,7
"In Mad Monster Mansion from the Banjo-Kazooie video game, what is the time shown on the clock above the church?",B,13 oclock,None of these,The hands are moving,Midnight
"In the quiz stage of the adventure video game Banjo-Kazooie, failing a question on a Grunty Space will cause the characters to fall into the lava pit.",A,False,True,,Q Gobi is the name of the camel in Gobis Valley in the Banjo and Kazooie video game.
Do you need to talk to somebody in Kurast Docks in order to activate the first quest in Act III of the computer game Diablo II?,A,No,Yes,,Q Complete the title of the 2nd quest in Act III of the computer game Diablo II:  Blade of the _____ Religion.
"In the third quest of Act III in Diablo II, how many items must be retrieved?",A,4,1,5,2
"Who must you talk to, in order to activate the Lam Esens Tome quest in the computer game Diablo II?",D,Asheara,Ormus,Deckard Cain,Alkor
"The 5th quest in Act III of Diablo II is activated by Ormus, only if you are able to find this place.",D,Kurast Bazaar,Durance of Hate,Upper Kurast,Travincal
What boss must be fought in the last quest in Act III of the computer game Diablo II?,D,Andariel,Diablo,Baal,Mephisto
What reward will you receive upon completing the first quest in Act IV of the game Diablo II?,B,Free repair,Two skill points,Free potions,Two points in your attributes
You must talk to this person in order to activate your 2nd quest in Act IV of the computer game Diablo II.,D,Tyrael,Halbu,Jamella,Deckard Cain
What is the title of the last quest in Act IV of the computer game Diablo II?,C,Diablo: Lord of Terror,Revenge,Terrors End,Restoration of Goodness
"Which one of these songs is NOT in the final section of Guitar Hero III, Lous Inferno?",A,Stricken,Raining Blood,One,The Number of the Beast
You must beat Guitar Hero III on Expert to be able to play Through the Fire and Flames.,A,False,True,,Q What song is unlocked after beating Tom Morello in a guitar battle in the video game Guitar Hero III?
"After you beat Guitar Hero III on Expert, you are informed that you can really test your skill by doing this.",A,playing Expert in Precision Mode,playing people online,trying to get 5 stars on every song,battling against a friend
On what date was the release of Call of Duty 4: Modern Warfare announced?,A,"April 25, 2007","March 10, 2007","June 30, 2007","June 22, 2007"
How many times can a player trade in their levels at prestige mode in the first-person shooter Call of Duty 4?,C,11,9,10,12
"In the Xbox 360 version of Call of Duty 4, the achievement war pig is given for killing Khaled Al-Asad.",B,True,False,,Q The AC-140 gunship has 3 different weapons and uses thermal vision in Call of Duty 4.
Billy Murray lends his voice to Captain Price from Call of Duty 4: Modern Warfare.,B,False,True,,Q Who do you have to talk in order to receive your first quest after creating a character in the game Diablo II?
What is the 2nd quest in the first chapter of the computer game Diablo II?,B,The Forgotten Tower,Sisters Burial Grounds,Den of Evil,The Search for Cain
Who must be rescued in the third quest of the game Diablo II?,A,Deckard Cain,Raven,Gheed,Flavie
What must be retrieved in the fifth quest of the first act of the computer game Diablo II?,D,Horadric Headpiece,Horadric Staff,Horadric Cube,Horadric Malus
What is the last quest in Chapter I of the computer game Diablo II?,A,Sisters to the Slaughter,Fathers to the Slaughter,Brothers to the Slaughter,Mothers to the Slaughter
Who must be defeated in the first quest of the second chapter of the computer game Diablo II?,A,Radament,Duriel,Tal Rasha,Summoner
"Which item must be formed, to succeed in the second quest of Chapter II of the computer game Diablo II?",D,Horadric Malus,Horadric Shaft,Horadric Headpiece,Horadric Staff
What is your objective of the 4th quest of Chapter II in the game Diablo II?,D,to kill the Summoner,to kill all monsters in the Arcane Sanctuary,to open the portal to the Kurast Docks,to get the Journal
Who must be killed in the 5th quest in Chapter II of  Diablo II?,B,Hell Clan,Summoner,Ghoul Lord,Specter
Who must be saved in the last quest in Chapter II (The Seven Tombs) of the computer game Diablo II?,A,Tyrael,Ormus,Jamella,Halbu
Name Master Chiefs partners in the video game Halo 1.,D,Alienators,Alien Hunters,Green Toads,Green Horns
Name the aliens with the shields in the game Halo 1.,B,Hunters,Jackals,Grunts,Elites
You start out with a weapon in the first level of Halo 1.,B,True,False,,Q What is the name of the Halo 1 aliens with plasma cannons?
What are the smallest aliens you face in the video game Halo 1?,D,Jackals,Hunters,Elites,Grunts
These aliens are the protectors of halo in the video game Halo 1.,C,Jackals,Hunters,Elites,Grunts
Master Chief is the protagonist of the Halo video game.,A,True,False,,Q What is the name of Samus enemies common to nearly every Metroid video game
What is the name of the suit Samus starts out with in almost every Metroid video game?,C,Power Suit,Gravity Suit,Varia Suit,Phazon Suit
What word is always attached to the names of the shots that come from Samus arm-mounted gun in the Metroid video game?,A,Beam,Rocket,Gun,Launcher
What type of character is Samus from the Metroid video game?,D,Chozo Male,Human Male,Luminoth Female,Human Female
"In the Metroid video game, what is Samus profession?",D,Professional Collector,Soldier,Pirate,Bounty Hunter
What special abilities are unique to Metroids in the video game series Metroid?,A,They can suck out your life energy.,They can kill by physical contact.,They can create lifelike illusions.,They can kill by eye contact.
Which of these is not an upgrade Samus receives in the Metroid game series?,A,Grenade Launcher,Morph Ball,Missile Launcher,Grapple Beam
"In the Metroid video game series, what species created the suit and most of the upgrades available to Samus?",B,The Lords of Science,The Chozo,The Luminoth,The X
Which of these is not an ability available to Samus while in Morph Ball Mode of the Metroid video game?,A,Phazon Bomb,Bomb,Power Bomb,Boost Ball
"Naruto was first published in 1999, in this magazine.",B,Weekly Shonen Run,Weekly Shonen Jump,Monthly Shonen Jump,None of these
Who is the only female Akatsuki member in the Naruto manga series?,D,Jugo,Madara,Kanan,Konan
Who is the first ninja recruited for the fictional team Hawk?,A,Suigetsu Hozuki,Shunsuke Sakuya,Sasuke Uchiha,Akeno Watanabe
Namikaze Sateraito is the opening song for the first 22 episodes of which Naruto season?,A,1,7,6,8
Orochimarus Curse is the title of which volume of the Naruto manga?,C,5,6,7,4
"Masatoshi Kazikuga is the author of two novelizations of Naruto, published in Japan and America.",A,False,True,,Q What can you wield after the Monkey Madness Quest in RuneScape?
The RuneScape game was created by Christopher Grower.,B,True,False,,Q Which of the following RuneScape defence armors is the best?
When was the first version of RuneScape released to the public?,C,"July 4th, 2003",Febuary 8th 1998,January 4th 2001,June 5th 2001
RuneScape is set in the fantasy-themed realm of Gielinor.,A,True,False,,"Q The creator of RuneScape was helped by his cousin, Joel, in developing the game."
What was RuneScape originally named?,A,DeviousMUD,Runeworld,DeviousWOF,RuneLand
What is the name of the evil god in RunesSape whose rival is Saradomin?,D,Guthan,Guthix,Dharok,Zamorak
Are there members-only servers for RuneScape Classic?,A,Yes,No,,Q What weapon do you wield after the Regicide Quest in RuneScape?
"Ash Ketchum, the main protagonist in the Pokémon anime, is loosely based on what other character?",C,Blue,Green,Red,Yellow
In what way can you evolve the Pokemon Gilgar into Gliscor in the Diamond and Pearl Pokemon series for Nintendo DS?,A,none of these,train it at night,Trade it while holding a razor fang,trade it
Celebi is a grass type Pokemon that you can find in the sinnow region.,B,True,False,,Q Which of the following is not a game in The Last Half of Darkness series?
Which of these is not the title of an actual PC game?,B,Power Rangers Time Force,Last Warrior of Orion,Master of Magic,Archon Ultra
Which of the following is part of the game Archon Ultra?,A,Valkyrie,Black Knight,Witch,Orc
"In the Last Half of Darkness series, there is a Last Half of Darkness III VGA.",A,False,True,,Q Which of these horror movie based games isnt a PC game?
Which of these games was not developed by New World Computing?,D,Heroes of Might and Magic,Planets Edge,Might and Magic,X-COM: UFO Defense
Which of the following is not an adventure game?,B,Dragon Lore: The Legend Begins,Raptor: Call of the Shadows,The Nine Lives of the Secret Agent Katt,7th Guest
What type of game is Power Rangers Time Force?,A,All of these,3D Action game,Mini-game collection,2D Side-scroller
Who created the game Last Half of Darkness?,C,Brian Moriarty,Bill Gates,William R. Fisher III,Roberta Williams
Which of the following is not a real role-playing game?,C,Albion,Dungeon Master,Last Guardian,Bloodnet
What is the name of the evil dragon in RuneScape that players have to kill in the Dragon Slayer quest?,A,Elvarg,Delrith,Hector,Verac
"In the RuneScape game, on the Construction Skillcape emote, the character performing the emote does which of the following?",A,Builds a small house around himself,Hammers down nails on a board,Makes a workbench with a saw,Builds a bridge
"To equip Barrows armour and weapons in RuneScape, you must have an attack and defence level 70.",A,True,False,,"Q Is it true that in the RuneScape game, goblins can be found only in Goblin Village and Goblin Cave?"
"In the RuneScape game, you need to have 80 defence to use Guthix armor.",A,False,True,,Q What was the reward in RuneScapes 2008 Easter Seasonal Event?
"In the mime random event in RuneScape, the object is to identify all the mime emotes and get a reward afterwards.",A,True,False,,"Q To start the Demon Slayer Quest in RuneScape, you must talk to which one of these?"
In what RuneScape quest do you have to use a friend from the opposite gang?,B,Dragon Slayer,Shield of Arrav,Vampire Slayer,Romeo and Juliet
"In the game Super Mario Kart, how many coins do you receive for placing 1st in a single race?",B,15,9,10,12
Do players have lives in the racing game Super Mario Kart?,A,Yes,No,,"Q In the game Super Mario Kart, what does the mushroom item do to the racer?"
"All of the following cups are in the game Super Mario Kart, except which one of these?",D,Star cup,Mushroom cup,Special cup,Lightning cup
The feather item in the game Super Mario Kart helps the racer by jumping.,A,True,False,,"Q In the Flower cup, in the game Super Mario Kart, on which track do you start?"
"In Super Mario Kart, the green shell is a heat-seeking missile.",A,False,True,,"Q In the game Super Mario Kart, for the Super Nintendo, it is possible to fall off the track."
"All of the following are items used in the game Super Mario Kart, for the Super NES, except which one of the following?",D,coins,banana peel,ghost,blue shell
"On the Nintendo 64 version of Mario Kart, Wario replaced which of the following playable characters from the Super NES version?",B,Princess Peach,Koopa Troopa,Donkey Kong,Yoshi
There is a PC port in the first three Timesplitters games.,A,False,True,,Q How many of the following Power Rangers games are for PC: Power Rangers; Power Rangers: Lightspeed Rescue; Power Rangers: Super Legends; Power Rangers Zeo Versus the Machine Empire; Power Rangers: Ninja Storm Double Pack?
"Excluding collections, how many Might and Magic games were released from 1986 to 2002?",A,11,9,10,7
"In Might and Magic 8, which of these classes are unselectable for the main character?",D,Vampire,Dark Elf,Knight,Dragon
Joe Satriani was given a special thanks in B.A.T. II.,B,False,True,,Q In which of these games does the player take the role of Kirt?
Which of these games is rogue-like?,D,Neverwinter Nights,Baldurs Gate,The Elder Scrolls 4 Obvilion,Ancient Domains of Mystery
How many races are there in Star Wars: Galactic Battlegrounds? (With expansion),C,12,7,8,6
What do you transform into in stage 4 of Altered Beast?,D,Werewolf,Werebear,Weredragon,Weretiger
Which of these games isnt an action/adventure hybrid?,A,Grand Theft Auto,Kings Quest: Mask of Eternity,The Nine Lives of the Secret Agent Katt,The Adventures of Maddog Williams
Who is the protagonist of the PC game Blood?,D,Ellen Ripley,Hugo,Blake Stone,Caleb
Which of these isnt a game from the Hugo series?,A,Hugos Castle of Death,Hugos House of Horror,Nightmare 3D,Whodunit?
Name the odd game.,D,The Terminator,Doom,Twilight 2000,Archon
Which of these games was not developed by Blizzard?,D,Blackthrone,Diablo,The Lost Vikings,Hammer of the Gods
Which of these games was developed by New World Computing?,B,Pizza Tycoon,Planets Edge,Blackthrone,One Must Fall 2097
Which of these isnt a Sega collection for PC?,A,Sega Genesis Collection,Sonic 3 and Knuckles,Sega Smash Pack,Sonic Adventure DX: Directors Cut
"In the Nancy Drew conputer games, Nancy Drews trusty sidekicks are cousins George Fayne and this slightly plump blonde.",C,Jenny,Beth,Bess,Tess
These two detective brothers appear several times in the Nancy Drew computer games to help Nancy solve mysteries.,A,Frank and Joe,Frank and Moe,Fred and Joseph,None of these
What was the very first Nancy Drew computer game?,B,Treasure in the Royal Tower,Secrets Can Kill,Message in a Haunted Mansion,Secret of the Old Clock
What did Nancy Drew find along with a message in the computer game Message in a Haunted Mansion?,D,A piece of glass,A bat wing,She did not find anything along with the note.,A shark tooth
In which of these computer games did Nancy Drew wake up in the middle of the night because of a nightmare?,D,Creature of Kapu Cave,Secrets Can Kill,She never had a nightmare.,Ghost of Blackmoor Manor
"Which of these characters appears in the Nancy Drew computer game Lights, Camera, Curses!?",C,Rick Arlen,None of these,Molly McOwens,Sally McDonald
"In the computer game Warnings at Waverly Academy, what was pictured on Nancy Drews cabin door?",A,"Mr. Mingles, the cat",A butterfly with you and your roommates names in it,it was blank,The Waverly Academy crow
"Rick Arlen is known as an arrogant television star from Stay Tuned for Danger, but his picture appears in what place in another Nancy Drew game?",B,His picture never appears in another game,In a briefcase,In a bottle,In a bedside picture frame
The wolf in the computer game White Wolf of Icicle Creek was named Isis.,B,False,True,,"Q In the computer game The Final Scene, a flashing ring gave Nancy Drew the opportunity to save a friend."
"In the Nancy Drew computer game Ghost Dogs of Moon Lake, what is the rangers last name?",A,Smith,Wilkinson,Madison,His last name was never revealed
"When you first start Wonderland Online, where do you find yourself?",A,On a ship,On an island,On a dock,In a volcano
"When your raft gets washed up, what is the place it lands (for the first time) in the game Wonderland Online?",C,Beginners Island,Tutorial Ridge,Starter Beach,Newbie Point
Which one of these is not a jelly monster you can find on North Island in the game Wonderland Online?,B,Pineapple,Pear,Kiwi,Grape
"In Wonderland Online, which of these makes your level go up?",A,Killing monsters,Fishing,Setting up shops,Compounding items
You can ride beasts that you capture in the game Wonderland Online.,A,True,False,,Q In Wonderland Online it is possible to have a dinosaur as a pet.
What game starts when you talk to some fierce rabbits at Kelan Village in Wonderland Online?,D,Operation,Situation,Conversation,Reaction
What does a mermaid at North Island ask you to fetch for her as a quest in the game Wonderland Online?,D,Her true love,Her will,A message in a bottle,A shell
How many characters in Super Smash Bros Brawl have the Final Smash Attack of Landmaster?,B,none,3,2,4
How many characters are there at the beginning of Super Smash Bros Brawl?,D,19,15,21,20
How many Super Smash Bros Brawl characters have 2+ characters in their team?,B,6,5,4,3
How many bosses are there in Subspace Emissary in Super Smash Bros Brawl?,C,10,9,8,5
What are the bosses in the first Metroid game?,C,"Alpha Metroid, Gamma Metroid, Zeta Metroid, Omega Metroid, Queen Metroid","Ridley, Mother Brain, Queen Metroid","Ridley, Kraid, Mother Brain","Ridley, Kraid, Queen Metroid"
Chronologically what is the last boss Samus has faced in the Metroid series?,A,Omega Metroid,Queen Metroid,Mother Brain,Aurora Unit 313
In Metroid Prime 3: Corruption Samus fights Meta Ridley while falling down which of the following?,B,Elevator Shaft,Generator Shaft,Ventilation System,Garbage Disposal
Why is Phatoons eye his weak point in the Metroid series?,B,He will run away if blinded.,His eye is the only thing that connects him to the material world.,His eye is his only weapon.,It is unknown.
The Pinnacle of Project Helix is what kind of Phazon Infused Space Pirate?,C,Berserker Lord,Berserker Knight,Omega Pirate,Elite Pirate
"In the Metroid series, the Vorashs weak point is its eyes.",B,True,False,,Q The final boss of Metroid Other M on hard mode is Phantoon.
What is Nightmares main weapon in the Metroid series?,D,Gravity Manipultain Device,Phazon Cannons,The ability to create hallucinations,Multi-laser system
The Berserker Lord is fought twice in the Metorid series.,A,True,False,,Q Where does the first game of the Crysis series take place?
"Of the Crysis characters below, who is not a member of Raptor Team?",B,Psycho,Alcatraz,Aztec,Prophet
What Crysis character founded C.E.L.L?,A,Jacob Hargreave,Dr. Gould,Tara Strickland,Major Lockhart
Which city is not a Ceph point of interest in the Crysis game series?,B,London,Paris,Cairo,Hawaii
In the Crysis games Ceph Organisms are nicknamed Stalkers.,B,False,True,,Q What is the Typhoons Rate of Fire in the Crysis games?
You can not destroy a round from the Gravity Bomb Launcher in the Crysis games.,B,True,False,,Q Prophet dies at the beginning of Crysis 2 .
"In the Crysis games, Pingers do not fire at Alcatraz when he is cloaked.",B,True,False,,Q What year was Crysis character Jacob Hargreave born?
Which map is considered as a remake of the much loved Halo 3 map Valhalla?,D,Exile,Haven,Vortex,Ragnarok
The plasma rifle is the first covenant weapon to be unlocked in the multiplayer mode of Halo 4.,B,True,False,,Q What are the only two weapons you can use in Grifball in Halo 4 Multiplayer?
What is the award you get for infecting every player in Flood mode in Halo 4 Multiplayer?,B,Hunter,Gravemind,Floodifier,Flood Master
Which  Halo 4 Multiplayer map has a Mantis being constructed in the center of the map?,B,Adrift,None,Ragnarok,Longbow
You can drop weapons of your choice in Halo 4.,B,False,True,,Q On what ship does the Halo 4 Multiplayer take place?
The Binary Rifle in Halo 4 can only kill someone with a headshot.,A,False,True,,Q What is the Promethean pistol called in Halo 4?
Which armor ability allows the user to see through walls in Halo 4?,B,Advanced Vision googles,Promethean Vision,X-ray Vision,Heat Scanner
What happens when you die in the 2006 Runescape Halloween Event?,B,You burst into flames of different colors.,The Grim Reaper comes to claim your body.,Saradomin reincarnates your body after you die.,nothing
Jagex Ltd released RuneScape 3 in 2004.,B,True,False,,Q In Runescape a chicken is a level 1 monster.
Zezima is the name of a Runescape player who was first ranked number 1 in 2003.,A,False,True,,Q When were Runescape Bots introduced?
How many sub-quests are there in the quest Recipe for Disaster?,D,six,91,5,10
"The King Black Dragon was the highest level monster in Runescape until 7 September 2004, when it was replaced by which of the following?",D,Mithril Dragon,Dust Devil,None of these,The Kalphite Queen
Did any Runescape player manage to kill the Corporal Beast by themselves without abusing a glitch during the first year of the Beasts release?,A,No,Yes,,Q On Tutorial Island of RuneScape you get runes from a male character.
Which of these RuneScape weapons is the most powerful?,D,Ancient staff,Sardomin staff,Iban staff,Ahrims staff
Which of these is the best type of RuneScape weapon for non members?,D,Rune,Granite,Barrow,Dragon
Which of these RuneScape quests is the most difficult?,C,Final Showdown of Death,Prince Ali Rescue,Monkey Madness,Dragon Slayer
Christopher Greenfield is the creator of the RuneScape game.,A,False,True,,Q The creator of RuneScape was helped by his cousin in developing the game.
"Is is true that in RuneScape, the Corporeal Beast is level 311, the highest level?",B,Yes,No,,Q Which of the following is not a place in RuneScape?
Name the female character and one of the four survivors in LFD1.,B,Marylin,Zoey,Roxanne,Mimi
What is the main difference between LFD1 and LFD2 in regard to use of weapons?,B,In LFD2 you can use a flame thrower.,In LFD1 there are no melee weapons like the ax or the machete.,In LFD1 there are no pipe bombs.,In LFD2 you can throw hand grenades.
Setting off a car alarm scares off the zombies in LFD.,B,True,False,,Q A pipe bomb is an ideal weapon to destroy LFD zombies because it is a silent weapon and they wont hear it when you throw it among a group of them.
Unlike in other video or PC games you cannot save a game in LFD and then come back later to play it from where you left off.,A,True,False,,Q Name the fictional government agency or organization that was supposed to fight the infection and evacuate people from infected areas in LFD.
In LFD2 the Parish campaign takes place in this city.,D,Savannah,Miami,Atlanta,New Orleans
What is the name of fictional band featured in LFD2?,D,The Runarounds,The Rockabillies,Stagnant Water,The Midnight Riders
What pestilence or disease caused people to turn into zombies and deformed some of them into super mutants in LFD?,D,Swines disease,The mutant virus,Nuclear malaria,The green flu
What is the name of the race car driver encountered in the Dead Center campaign of LFD2?,C,Hank Buffet,Speedy Weedy,Jimmy Gibbs Jr.,Herb Gonzales
In LFD1 the achievement known as Do Not Disturb is awarded for which of the following?,D,Not interrupting a fellow survivor when he is busy shooting at one of the zombies,Not waking up your fellow survivors while they are sleeping in the safehouse,Not disturbing a zombie while its eating someone,Sneaking past all Witches in a campaign without disturbing one
In LFD2 the achievement known as the CHAIN OF COMMAND is awarded for which of the following?,C,Tying up one of the special infected with some chain,Using a chainsaw to cut through some dense brush,Killing 100 Common Infected with the chainsaw,Whipping one of the zombies with a piece of chain
You can add more maps and campaigns in LFD1 and LFD2.,B,False,True,,"Q In both LFD1 and LFD2, accumulating more cash than the other survivors will give you an advantage."
What unique Zord do the Time Force Rangers have?,A,Time Shadow,Last Time,Time Knight,Dark Time
"Zelda, featured in The Legend of Zelda series of video games, is what kind of character?",C,The main villain,The old lady,The princess,The elfin hero
What is the currency used in the Legend of Zelda video game series?,D,Coins,Triangles,Rings,Rupees
Which of these is not a race featured in the Legend of Zelda video games?,C,Zora,Hylian,Hobbit,Rito
Which of these items is always in Links arsenal in the Legend of Zelda games?,A,Boomerang,Wand of Gamelon,Hookshot,Magic cape
In The Legend of Zelda series of video games Zelda possesses which piece of the Triforce?,B,Power,Wisdom,All of them,Courage
Is there a game called Super Mario Tennis?,B,Yes,No,,"Q There are Mario games featuring racing, baseball, soccer, tennis, and golf."
Which of the following characters is NOT a sidekick in Super Mario Strikers?,A,Paratroopa,Birdo,Toad,Hammer bros.
In Mario Superstar Baseball what do you have to you use to unleash your characters super pitch?,C,A heart,A fire flower,A star,A credit
"In Mario Kart, characters are classified as either heavy or light.",B,True,False,,Q What is Luigis power shot in Mario Power Tennis?
"In Mario Power Tennis, Bowsers racket has spikes on it.",A,True,False,,Q What is the most basic court in Mario Power Tennis?
"Sonic the Hedgehog is the protagonist of a video game, released by Nintendo.",B,True,False,,Q Which one of these game systems was released by Nintendo?
Does Nintendos mascot Mario wear a red and black hat?,A,No,Yes,,"Q Is it true that Kirby, the protagonist of the Kirby game series, is pink?"
"Captain Falcon, from the F-Zero video games, is a pirate.",B,True,False,,Q Which of these games was not released by Nintendo?
Which Super Smash Bros. Melee character can be unlocked by defeating the 10-minute melee?,A,Falco,Jigglypuff,Roy,Mr. Game and Watch
Which character in Super Smash Bros. Melee can be unlocked by beating the game with every character?,C,Luigi,Falco,Mr. Game and Watch,Roy
Which character in Super Smash Bros. Melee did not have a grapple ability?,A,Zelda,Young Link,Link,Samus
Which Pokemon character in Super Smash Bros. Melee damages itself by using its B button moves?,C,Mewtwo,Jigglypuff,Pichu,Pikachu
Which character in Super Smash Bros. Melee is the final boss of the normal game (Classic Mode)?,C,Poorly Coordinated Hand,Crazy Hand,Master Hand,Power Hand
Which character in Super Smash Bros. Melee could jump more than once in midair?,C,Peach,Meta Knight,Kirby,Yoshi
Which character in Super Smash Bros. Melee is unlocked by beating the game with a character from the same game?,C,Falco,Mewtwo,Roy,Captain Falcon
Which character in Super Smash Bros. Melee had the ability to pick up other characters and walk with them?,B,Ganondorf,Donkey Kong,Bowser,Mario
Which of the following game series featured the most Super Smash Bros. Melee characters?,B,Zelda,Mario,Star Fox,Pokemon
Which character in Super Smash Bros. Melee does not have a saving Up B button move?,A,Yoshi,Bowser,Dr. Mario,Peach
What is the name of the main character in the 2006 third-person shooter Gears of War?,A,Marcus Fenix,Lt. Kim,Dominic Santiago,Baird
"In video game Gears of War, these creatures let loose loud piercing shrieks when they attack but are generally easy to kill.",A,Wretches,Drones,Corpsers,Theron Guards
"In Gears of War, if you stay in the dark and walk slowly, the mutant race Kryll wont attack you.",A,False,True,,"Q In Gears of War, which of these creatures is blind, walks upright and hunts by smell?"
"In the third-person shooter Gears of War, can you kill the Corpser in the Locust tunnels by using the Hammer of Dawn?",B,Yes,No,,Q What is the name of the Colonel who is in command according to the scenarios in Gears of War?
"In the Gears of War game, which member of Alpha Team is first found fighting in a small courtyard, alone and taunting the Locust?",A,Cole,Baird,Rojas,Kim
Which difficulty setting can only be unlocked by completing Gears of War once on any difficulty?,C,Normal,Casual,Insane,Hardcore
General RAAM is protected by the mutant race Kryll when you try to kill him on the train at the end of Gears of War.,A,True,False,,Q Which of these dragons is the strongest in the Runescape game?
