Questions,Correct,A,B,C,D
This politician was the British Prime Minister who declared war on Germany in 1939.,B,Winston Churchill,Neville Chamberlain,Erwin Rommel,Kurt Student
Operation Torch was planned to bring Morocco and Algiers under the Allies’ domination. Who was the general in charge of the operation?,D,Paul Tibbets,Chuichi Nagumo,Erwin Rommel,Dwight Eisenhower
"The attack on Pearl Harbour was carried out on December 7, 1941, causing the United States to enter the war on the side of the Allies. Who was president of the USA at that time?",C,Winston Churchill,Theodore Roosevelt,Franklin D. Roosevelt,William McKinley
Which of the following leaders was not present at  The Yalta Conference that took place in February 1945.,D,Winston Churchill,Franklin Roosevelt,Joseph Stalin,Mao Zedong
"This German military leader led the Sixth Army at the siege of Stalingrad. After months of siege, he was defeated and surrendered to the Russians.",A,Friedrich Paulus,Karl Donitz,Joseph Goebbels,Heinrich Himmler
"In August 1944, the German forces in Paris surrendered to this French general who led a military unit from Normandy.",C,Darlan,Zedong,Leclerc,Patton
"This major Nazi leader, called by his supporters “Fuhrer” (leader), committed suicide in his bunker on April 30, 1945 in order not to be caught by the Allied forces.",A,Adolf Hitler,Friedrich Paulus,Reinhard Heydrich,Benito Mussolini
"During World War II, this politician was the powerful leader of the Soviet Union, the country which suffered a record death toll in the war.",A,Joseph Stalin,Vyacheslav Molotov,Nikita Khruschev,Leonid Brezhnev
"This man became U.S. Secretary of State after the Second World War. He developed a reconstruction plan, later named after him, to help the European countries recover after the war.",B,F. D. Roosevelt,George Marshall,Dwight Eisenhower,Karl Donitz
In February 1992 this treaty was signed. It established the European Union.,B,Merger Treaty,Maastricht Treaty,Treaty of Rome,Treaty of Amsterdam
One of these historically influential political books was first published in February 1848. Its authors are Friedrich Engels and Karl Marx.,B,The Holy Family,The Communist Manifesto,Revolution and Counter-Revolution in Germany,Das Kapital
In February 1997 the first movie without commercial interruption was shown on US TV. This is the movie.,B,Saving Private Ryan,Schindlers List,Back to the Future,The Civil War
"The first book edition of the detective story, The Valley of Fear, was released in February 1915. This is its author.",C,Raymond Chandler,Agatha Christie,Sir Arthur Conan Doyle,Dashiell Hammett
"In February of this year, the last episode of M*A*S*H was broadcast.",C,1979,1985,1983,1974
The Battle of Stalingrad ended in February 1943.,A,True,False,,Q In February 1924 President Woodrow Wilson died at this age.
"In February 1952, the first Dont Walk sign was installed in this city.",D,Washington,Chicago,Los Angeles,New York City
The Yalta Conference ended in February 1945 . Do you know when it started?,B,December 1944,February 1945,January 1945,November 1944
The English director Alfred Hitchcocks first suspense film was released in February 1927. This was the name of the movie.,C,The Manxman,Murder!,The Lodger,The 39 Steps
"The greatest fame for this actress, who passed away in 2000, came when she starred as Margaret Pynchon opposite Edward Asner in Lou Grant.",A,Nancy Marchand,Nancy Sinatra,Nancy Reagan,Nancy Walker
"What star of Willow”  who passed away in 2000, founded the organization Little People of America in 1957?",D,Jerald Laverne,Jerry Lavish,Billy Marty,Billy Barty
"This actor, who died in 2000, played the role of Major Frank Burns on the TV series M.A.S.H.",D,Harry Morgan,Larry Gelbert,Alan Alda,Larry Linville
"His first film role was The Kentuckian. His Broadway appearance in Neil Simons Odd Couple launched his career, but many remember him as one of the Grumpy Old Men. Who was this great actor?",D,Jack Lemmon,Burgess Meredith,Ozzie Davis,Walter Mattheau
"American cartoonist and creator of the comic strip Peanuts, Charles Schulz died in 2000.",A,True,False,,"Q He made films from 1916 to 1939 and was married to Joan Crawford. His fathers name helped him launch his career, however Charlie Chaplin took a liking to him and the rest is history. What is the name of this actor who passed away in 2000?"
"In what year did the following events take place: Jonas Salk began testing his polio vaccine on volunteers, including his wife, his children and himself. The first animal, a tadpole, was cloned. The New York Yankees defeated the Brooklyn Dodgers in the World Series.",C,1956,1950,1952,1954
Which one of these events did not happen in the same year as the others?,B,The novel Peyton Place was published,"Barry Gordy, Jr. invested $700 in founding Motown Records",Allen Ginsberg publishes the book Howl and Other Poems,Elvis Presley recorded the song Hound Dog
Who was the first person to be U.S. President of 50 states?,C,Kennedy,Nixon,Eisenhower,Truman
Which of these events did not occur in 1957?,A,Sputnik III was launched and circled the Earth eleven times.,"Leave It to Beaver, a TV show about  idyllic American life, first aired.","Charles Van Doren won $129,000 on the TV show Twenty-One.",The great Jackie Robinson retired from baseball
Who commanded the three B-52 Stratofortresses which made the first globe-circling nonstop flight in 1957?,A,Major General Archie J. Old,Lt. Col. Alan Shepard,Col. Carl  V. Jaeger,General William W. Donavan
Which list contains only countries which formed the European Economic Community?,D,"Spain, France, Austria, West Germany, Finland, and Portugal","Denmark, Sweden, The Netherlands, England, Belgium, and Luxembourg","Sweden, France, Italy, Austria, West Germany, and Spain","France, West Germany, Italy, The Netherlands, Belgium, and Luxembourg"
"Which Ohio-born singer was famous with the hits Music! Music! Music!, Molasses, Molasses, and Youll Never Get Away?",B,Shelly Fabres,Teresa Brewer,Brenda Lee,Connie Francis
Which of these events did not  happen in 1950?,D,CBS got an FCC license to broadcast in color nation-wide.,Both Pillsbury and general Mills begin selling cake mixes.,Charles Schultz introduces Peanuts .,General Dwight D. Eisenhower is elected President.
Which one of these events did not happen in 1955?,C,The McGuire Sisters have a #1 hit with Sincerely.,"Rosa Parks refuses to give up her seat to a white woman in Montgomery, Alabama.",The Korean War is formally ended.,The American Federation of Labor and the Congress of Industrial Organizations merged
Which of the following statements is not correct?,C,"Burt Lancaster starred in Vera Cruz, His Majesty OKeefe and Apache.","Expresso Bongo, Rock, Rock, Rock,  and Hot Rod Girl were all popular teenage movies in the 1950s.",The movie The Third Man was a financial flop when it  was released in 1951.,"The 1955 movie,Marty, became the shortest film to win the Best Movie Oscar."
"One of the most famous cases of poisoning is that of the Bulgarian Georgi Markov, who was poisoned by ricin. The latter was inserted into his body through this.",A,Stabbing with an umbrella,Taking ricin by mistake,Eating a cake with ricin in it,Inhaling ricin vapours
"One of the most popular fictional cases of poisoning occurs in the movie Arsenic and Old Lace, based on a play by this playwright.",C,David Mamet,David Auburn,Joseph Kesselring,Edward Albee
"A fictional case of poisoning is observed in Agatha Christies And Then There Were None. In the novel, this character dies of poisoning.",B,Dr. Edward George Armstrong,Emily Brent,William Henry Blore,Philip Lombard
"Arsenic became a popular murder weapon in the Middle Ages, because symptoms resembled those of this disease.",C,Pneumonia,Plague,Cholera,Leprosy
There is a theory that Napoleon Bonaparte was poisoned with this substance.,C,Ethanol,Formaldehyde,Arsenic,Strychnine
Clare Boothe Luce (the American ambassador to Italy in the years just following World War II) died of arsenic poisoning.,A,False,True,,"Q Until the French Revolution, this torture device was used to execute those accused of treason. It was also used on nobles to provide a swift and humane death."
This instrument of torture was thrust into the victims’ chin and sternum rendering them motionless.,D,The Princes Prod,The Sorcerers Staff,The Kings Spear,The Heretics Fork
This pyramid-shaped seat was used to extract confessions from the victims who were placed on top of it.,D,The Iron Spike,The Swing of Death,The Point of No Return,The Judas Cradle
"This torture device was used to rip the victim’s flesh to shreds. Once this was accomplished, the victim would be left to dangle alive, with arms bound, left at the mercy of flies and other insects.",D,The shredder,Cats claws,The claw,Cats paws
The head crusher was used as a swift and humane form of execution for the nobleman. It was designed in such a manner that upon impact it would cause immediate death of its victim.,B,True,False,,Q This mobile chamber was used all over Europe as a final resting place for criminals who survived other torture devices. The victims of this device would often starve to death.
This device was commonly used on witches who were believed to be carrying the Satan’s child.,D,The pear,The sword,The blade,The saw
He was one of the founders of the YIPPIES and helped announce the candidacy of Pigasus the Pig in Chicago during the 1968 Democratic National Convention. Who was the author of Steal This Book?,A,Abbie Hoffman,Bobby Seale,Tom Hayden,David Dellinger
"Just like Ivory Soap, his product was supposed to be over 99% pure. This gentleman, the grandson of a United States Senator, was the first underground chemist to produce pure LSD in mass quantity. Who was the sound man and chemist for the Grateful Dead?",B,Wavey Gravey,Owsley Stanley,Country Joe,Jerry Garcia
What  woman became the third female to make the FBIs 10 Most Wanted List on August 18th 1970 when she went on the run after her alleged participation in the kidnapping and murder of Judge Harold Harley from the Marin County Hall of Justice?,D,Susan Saxe,Ruth Eisemann-Schier,Bernadine Dorn,Angela Davis
"In 1970, in a span of 72 hours, how many women made the FBIS 10 Most Wanted List?",C,5,2,3,4
Tin soldiers and Nixon coming,,ere finally on our own.,re the beginning lyrics of a Neil Young song about one states national guard firing into a group of student protesters. On what college campus did a tragic shooting leave four college students dead?,Kent State University,University of California at Berkley
Name the first great Greek tragic playwright who is now acknowledged as the Father of Drama?,A,Aeschylus,Aesop,Euripides,Sophocles
Which Greek historian is known as the Father of History?,B,Plato,Herodotus,Titus,Isocrates
Which Athenian politician and general led the disastrous attack on Spartan bases in Sicily?,C,Spartacus,Galen,Alcibiades,Leonidas
Who was the father of Alexander the Great?,C,Hercalesian III,Triton,Philip II,Lysander
Who was the king of Sparta and leader of the 300 Spartans at the famous battle at Thermopylae?,C,Aristides,Pericles,Leonidas,Philip I
Name Alexander the Greats favorite horse.,C,Xerxes,Sargon,Bucephalus,Hammurabi
"Who was the statesman who re-codified the laws of Athens to make them more humane, and set the city on the road to democracy?",D,Pericles,Draco,Phidias,Solon
"Which Athenian sculptor, who worked almost exclusively with bronze, created the classic statue, The Discus Thrower?",B,Polyclitus,Myron,Phidias,Hesoid
Who was the faithful wife of Odysseus who waited 20 years for his return from the Trojan War?,A,Penelope,Mentor,Aspasia,Telemachus
"This Victorian politician, best remembered as the originator of the modern police force, sought to repeal the Corn Laws as a measure to fight the Irish potato famine.",B,George Anning,Sir Robert Peel,Sir Arthur Wellesly,Lord Goderich
"The Great Exhibition, a symbol of the Victorian Age, was held in London in what year?",D,1900,1862,1850,1851
"This British engineer is best known as the creator of the Great Western Railway, during the Victorian Age.",B,R.P. Brereton,Isambard Kingdom Brunel,Henry Robinson Palmer,George Stephenson
"This woman was a Victorian era feminist, especially concerned with the welfare of working girls.",B,Anne Clough,Josephine Butler,Emily Davies,Frances Buss
This person attempted to assassinate Queen Victoria during her first pregnancy.,B,John William Bean,Edward Oxford,John Francis,William trounce
"Issued during the Victorian period, it is the name of the worlds first official adhesive postage stamp.",C,Penny Red,Penny Gold,Penny Black,Penny Blue
"This vessel, one of the symbols of progress during the Victorian Era, was the first steam ship purposely built for Atlantic crossing.",D,SS Sirius,SS British Queen,SS Great Britain,SS Great Western
"The Salvation Army, a world-wide charity organization, was established in what year?",C,1835,1895,1865,1885
He served as the head of the London Metropolitan Police during the period of the Jack the Ripper Murders.,B,Godfrey Lushington,Sir Charles Warren,James Monro,Sir Edmund Henderson
"Name the British socialist intellectual movement, among whose members was the famous Irish playwright Bernard Shaw.",C,Victorian Socialist Society,League for Social Reconstruction,Fabian Society,The Fellowship of the New Life
"This famous siege took place in 1453 under the command of Sultan Mehmed II. It marked the end of the Eastern Roman Empire and made Ottoman rule over the Balkans and Eastern Mediterranean inevitable. Although the city was one of the richest in the world and was thought to be impregnable, Mehmed II marched through its streets and was later nick-named the Conqueror. What was the name of this great city?",A,Constantinople,Damascus,Rome,Vienna
"Christopher Columbus reached the Americas in 1492, dooming the fate of native inhabitants. The siege of Tenochtitlan marked the end of one of the mightiest American civilizations- the Aztec Empire. This was the name of the conquistador that defeated the Aztecs.",C,Francisco Pizarro,Pedro de Alvarado,Hernan Cortes,Panfilo de Narvaez
"The Axis powers besieged Malta during World War II, because the headquarters of the Royal Navy Mediterranean Fleet was there.",A,False,True,,"Q Jeanne dArc was a 17-year old girl with no knowledge on military strategics. However, her self-sacrifice and strong belief in God inspired many French victories in the Hundred Years War. This siege was her first victory."
"Certainly one of the most famous sieges is the siege of Troy. Although archaeologists are not sue whether or not it really happened, there is evidence that the siege is not merely mythological. According to legends, who killed the Greek hero Achilles?",A,Paris,Priam,Ajax,Hector
"During the siege of Paris of the Franco-Prussian War, the French forces were victorious.",A,False,True,,"Q This city was besieged twice- once in 1854 by the Ottoman Empire and a second time in 1942 by Germany. During the second siege, the defenders were attacked by the largest gun ever to be completed. The Germans even used gas against the defenders of the city and yet it withstood the siege for 250 days."
"In 1847 Veracruz, one of the most important Mexican seaports, was besieged for 20 days. The beginning of the siege was marked when this country conducted its first large-scale amphibious assault on it.",D,France,Argentina,Great Britain,The United States
"The siege of Sarajevo, one of  the longest sieges in the history of modern warfare lasted almost 4 years.",B,False,True,,"Q German forces besieged the city of Leningrad for 900 days, trying to gain control without success. The bravery of the defenders of the city became the symbol of the Soviet struggle against Nazi Germany, but the exact number of Russian casualties is unknown- some estimate that 1.5 million people died, mostly of starvation. Which of these Soviet generals is credited with the defense of Leningrad?"
"The Concert for Bangladesh was the first celebrity concert and musical project to raise money worldwide for the needy. Eric Clapton, Badfinger, Billy Preston and Ravi Shankar appeared. Bob Dylan made an unannounced appearance to play his first concert in two years. Who organized the Concert for Bangladesh?",C,Willie Nelson,Ringo Starr,George Harrison,Bono
"On April 30, 1975 Marine Master Sergeant John Valdez was the last Marine on the last helicopter out of this capital city. From what city did Master Sergeant Valdezs departure signal the last official military presence in Vietnam.",D,Phnom Penh,Hanoi,Khe Sanh,Saigon
"In what was billed as the Battle of the Sexes, tennis champ Billie Jean King didnt show any love as she won this match in straight sets. Who did Billie Jean King beat to win the Battle of the Sexes?",B,Vitas Gerulaitis,Bobby Riggs,Bjorn Borg,Jimmy Conners
"On February 28, 1983 a record 105.9 million viewers tuned in to watch the last show of this programs eleven-year run.",B,Roots,MASH,Dallas,Gunsmoke
"First photographed by Richard Avedon, this campaign was one of the most famous and successful ad campaigns of the 70s. The ads features beautiful black and white photos of Judy Garland, Marlene Dietrich, Lauren Bacall and Barbra Streisand. What company asked the question What Becomes a Legend Most?",C,Psychedelic Furs,Famous Furs LTD,Blackglama,Ritz Furs
It was just the musical chords of E and F played alternately back and forth but even to this day,,hen you hear these chords you think DANGER. For what 1975 summer blockbuster did composer John Williams win an Oscar for Best Score?,Jaws,Halloween,Jaws
How many people were murdered as a result of the Salem Witch Trials?,D,40,1000,2000,20
"Durong the Salem Witch Trials, those accused of witchcraft were burned at the stake.",B,True,False,,Q How old was Giles Cory when he was pressed to death?
"Dorothy Good, who was the youngest person to be accused of witchcraft, was how old?",C,12,an infant,4,21
To what prominent religious group did the majority of people of Salem Village belong during the time of the notorious Salem witch trials in the 17th century?,B,Calvinists,Puritans,Protestants,Catholics
Which well-known author changed his name as a result of the Salem Witch Trials?,D,Jane Austen,Arthur Miller,Theodore Geisel,Nathaniel Hawthorn
Witchcraft was used as the explanation for a sickness that afflicted some of the village girls in Salem. Historians now believe that the girls hallucinations may have been caused by eating moldy bread.,A,True,False,,Q Who was the first man to be accused of witchcraft?
Death Hill was the name of the sight of execution during the Salem witch trials.,B,True,False,,"Q John Walsh, host of Americas Most Wanted, is the father of kidnapped and murdered six-year-old, Adam Walsh."
"Li Ka Shing, a Hong Kong businessman and one of the worlds richest men, paid an extremely large ransom for the safe return of his son, Victor Li Tzar. How much did he pay?",D,"$1,500,500.00","144,000,000.00","$125,000,000.00","134,000,000.00"
"The son of this famous singer was kidnapped on December 8, 1963 at Harrahs Lake Tahoe.",D,Joey Bishop,Dean Martin,Andy Williams,Frank Sinatra
"On May 2 1982,  the British nuclear submarine HMS Conqueror fired two torpedoes at the Argentine warship.  323 men of the 1,093 crew were killed on impact.",A,General Belgrano,Bismarck,Fascination,Lusitania
"On July 30, 1865 along the beaches of California, off Crescent City, a summer storm developed and this ship came across a submerged pinnacle known as The Dragons Teeth.",D,Titanic,Saratoga,Queen Mary,Brother Jonathan
"Two years after Titanics tragic sinking - In the summer of 1914 - this ship started a journey from Quebec harbor to England.  A heavy fog hid the horizon and she was hit by the Storstad, a Norwegian collier. Only 465 of the 1500 people onboard survived.",B,Half Moon,The Empress of Ireland,Queen Elizabeth,Endeavour
"This vessel sunk in lake Michigan in 1919, after a fire on board got out of control.",D,Louisiana,Carrington,Fleetwing,Frank OConnor
"In a shipwreck known as this, a Chinese merchant ship carrying  porcelain sank near an island in South Male Atoll In the 16th century.",D,Cape of Good Hope Wreck,Prazer E Allegria Wreck,Persia Merchant Wreck,Guraidhoo Wreck
"On May 7th, 1915 this famous ship was hit by a torpedo near the shore of Queenstown, Ireland. It sank in 15 minutes.",B,Andrea Doria,Lusitania,Britannic,Titanic
"On November 8, 1843 this ship left Lisbon, Portugal, with 84 convicts and headed for Goa, India. Near Cape of Good Hope the ship was taken by a strong current and was driven too close to the shore. She then struck the reef off Muli Island in Mulaku Atoll.",D,The Empress of Ireland,Titanic,The Ravestein,The Prazer e Allegria
"During a hot night in  August 1658, this ship was wrecked on Maamakunudhoo Atoll, while en route to Bengal. There was a small treasure onboard this ship: eight chests of silver and gold from West Africa.",A,The Persia Merchant,Santa Maria,Adventure,Queen Annes Revenge
"Said unsinkable, this ship started her maiden voyage with 2,220 passengers aboard in 1912. Unfortunately this was her first and her last voyage - she hit an iceberg and sank.",B,The Empress of Ireland,Titanic,Queen Annes Revenge,Blackbeards Ship
"On July 19, 1545 King Henry VIII prepared to watch the new pride of his fleet sail out to engage the French.  However, he ended up watching a disaster as this heavy ship heeled over and rapidly capsized when water poured into the lower gun ports.",A,Mary Rose,Belgrano,Queen Mary,Lusitania
The First Triumvirate is the name historians give to the unofficial political alliance between what three man?,A,"Marcus Licinius Crassus, Gnaeus Pompeius Magnus and Gaius Julius Caesar","Gaius Julius Caesar, Anthony and Gnaeus Pompeius Magnus","Octavius, Lepidus and Anthony","Octavius, Lepidus and Gnaeus Pompeius Magnus"
"Which temperature scale came first, Fahrenheit or Celsius?",C,They were developed at  the same time,They were developed so close together that no one knows,Fahrenheit,Celsius
In what year was slavery banned in the British colonies?,B,1802,1833,1864,1865
"Samuel Colt patented his revolver in this year, and later built the first industrialized firearm factory.",D,1855,1825,1845,1835
"Although it had been around for a long time, it was not until this person used chloroform, that it became a popular anesthetic.",C,Dr. Elizabeth Blackwell,Mary Todd Lincoln,Queen Victoria,Sarah Bernhard
"The first photograph is considered to be an image produced by the French inventor Nicéphore Niépce, in what year?",D,1865,1546,1837,1826
When was the first internal combustion engine to run on a mixture of explosive gas and air designed?,C,1876,1794,1859,1879
"The first Balfour Declaration, UKs committment to the establishment of a Jewish national home was issued in what year?",D,1947,1936,1905,1917
"Having been forgotten on the Treaty of Versailles and remaining legally at war, this country signed an official treaty with Germany, thus officially ending WW I .",A,Andorra,Spain,Portugal,Luxembourg
"What product was registered with the United States Patent and Trademark Office on October 27 in 1970, by the Van Brode Milling Company?",B,Velcro,Spork,Crazy Glue,Wonderball
"This engineer, architect and industrialist invented the rotary lathe, used in plywood manufacturing.",D,Thomas Edison,Alfred Nobel,Henry Ford,Immanuel Nobel
"This tool was originally made in Germany, but in 1896, after 5 years of hard work, Karl Elsener doubled its features.",C,The lawn sprinkler,The circular saw,The Swiss army knife,The electric chair
"This engineer, sometimes called The Father of Cool, invented the modern air conditioning system, soon after he graduated from Cornell University in 1901.",A,Willis Carrier,Thomas Adams,George Alcorn,Andrew Alford
"What object, often regarded as a symbol of American consumerism, was designed in 1957 by Don Featherstone, who was later awarded the Ig Nobel Prize, a parody of the Nobel Prize?",D,Velcro,The cordless router,The smiley face,The pink flamingo lawn ornament
Peter Lymburner Robertson received a patent in 1909 for the invention of what tool?,D,The electric chair,The automatic swimming pool filter,The swiveling lawn sprinkler,The square-headed screwdriver
"What device was invented in 1879 by James Ritty, the owner of a tavern in Dayton, Ohio?",D,The electric chair,The microwave oven,The jukebox,The cash register
"She was the first African American woman to get a patent. It was issued on July 14, 1885, for a cabinet bed.",D,Bessie Coleman,Rosemarry Donalds,Emily Edwards,Sarah Goode
"This American woman, who worked as a physical therapist, invented a device that could be used by veteran soldiers, who had lost their arms. It was an electrical apparatus that could deliver food through a tube.",C,Billie M. Merriwether,Barbara Carruthers,Bessie Blount Griffin,Bethany Alcott
"He was the inventor of condensed milk. In 1874 he died in Texas, in a county which was posthumously named after him.",D,Immanuel Nobel,Jack Johnson,Karl K. Schumlegel,Gail Borden
What was the real name of General Stonewall Jackson?,B,Robert Edward Jackson,Thomas Jonathan Jackson,Henry David Jackson,Nathan Bedford Jackson
"Before the Civil War, Stonewall Jackson  was a professor of artillery and natural philosophy at which institute of higher learning?",C,West Point,Sandhurst,Virginia Military Institute,The Citadel
General Jackson acquired his nickname of Stonewall at which Civil War battle?,D,Seven Pines,Chancellorsville,Fair Oaks,Bull Run
Which general gave Stonewall Jackson his nickname?,D,Robert E. Lee,Pierre G. Beauregard,Joseph Johnston,Barnard E. Bee
"During the early months of 1862, General Stonewall Jackson led a successful campaign in which region?",B,Red River Valley,The Shenandoah Valley,Tennessee Valley,The Peninsula
Stonewall Jackson was wounded by his own men at which battle?,C,Gettysburg,Wilsons Creek,Chancellorsville,New Market
Stonewall Jacksons mortal wound necessitated the amputation of which limb?,C,right leg,right arm,left arm,left leg
Where was Stonewall Jacksons body buried?,B,West Point cemetery,"Lexington, VA",The Chancellorsville battlefield,Hollywood Cemetery in Richmond
General Stonewall Jackson did not participate at which of these battles?,D,White Oak Swamp,Fredericksburg,Cross Keys,Gettysburg
General Stonewall Jackson was a graduate of the Virginia Military Institute.,B,True,False,,Q The first evidence of human existence in Europe dates back to approximately how many years ago?
Homer set his epics in the last phase of the Bronze Age in ancient Greece. What is this phase called?,C,Archaic Greece,Hellenistic Greece,Mycenaean Greece,Classical Greece
Alexander the Great is a son of this European ruler.,D,Demetrius II,Amyntas IV,Theodosius I,Philip II
"The First Triumvirate was a secret pact in Ancient Rome aimed at controlling the Republic. It was formed in the mid-1st century BC by three great men - Pompey, Crassus, and who else?",A,Julius Caesar,Julio-Claudian,Octavian,Mark Antony
Under what ruler was Christianity officially acknowledged in the Roman Empire?,D,Nero,Diocletian,Julian,Constantine I
"In 395 the Roman Empire was divided into two: the Western Roman Empire centered around Ravenna, and the Eastern Roman Empire centered around Constantinople. Who was the last emperor of a united Roman Empire?",D,Constantine II,Romulus Augustus,Marcus Aurelius,Theodosius I
The Roman empire was revived when Pope Leo III crowned a king of the Franks as Imperator Augustus on 25 December 800. Under what name is this king known?,C,William the Conqueror,Louis the Pious,Charlemagne,Alexander the Great
"The Black Death, one of the deadliest infectious diseases in history,  took the lives of between 25-50 million people in Europe. What writer depicts the lives of people at that time?",A,Giovanni Boccaccio in The Decameron,Dante in Divine Comedy,Erasmus in In Praise of Folly,Sir Thomas More in Utopia
Who started the movement of Protestant Reformation in Europe?,A,Martin Luther,John Calvin,Erasmus,Ulrich Zwingli
In what country did the Industrial Revolution start?,C,Germany,Italy,Great Britain,France
What did Joseph Woodland and  Bernard Silver patent in 1952?,C,the velcro,the Univac computer,the barcode,Silly Putty
"In the early 1950s, which of the following became the third country to have an atomic bomb?",A,England,France,Russia(the USSR),The Peoples Republic of China
Which event did not occur in the same year as the other three?,C,UNIVAC becomes the first mass-produced computer.,Color Television is introduced.,Theodore Geisel writes Cat in the Hat.,Atomic power is introduced.
Which event did not occur in the 1950s?,B,TANG breakfast drink is introduced.,Bobby Fisher becomes the World Champion in chess.,The Frisbee is successfully marketed in the USA.,The first successful test of a hydrogen bomb was done at Enewetak
In 1957 Jimmy Hoffa became president of which union?,D,American Brotherhood of Coal Miners,The AFL-CIO,United Federation of Teachers,International Brotherhood of Teamsters
Which US space ship discovered the Van Allen Radiation Belt in 1958?,A,Explorer I,Telstar I,Titan I,Apollo I
What was Elvis Presleys first motion picture?,A,Love Me Tender,Giant,Viva Las Vegas,Jailhouse Rock
"In the 1958 NFL Championship Game, the Colts played against the Giants. Which statement is untrue about the game?",C,The game was the first NFL Championship to go into sudden-death overtime.,Mel Triplett scored a 1 yard TD run.,"The Giants quarterback, Y.A.Tittle, threw a TD pass to Frank Gifford for the Giants first score.",The game was won by the Baltimore Colts on a 2 yard run by Alan Ameche.
The Boston Celtics were the dominant professional basketball team in the 1950s. Which one of these  never played for the Celtics in the 1950s?,D,Jack Nichols,K.C. Jones,Frank Ramsey,Walter Dukes
On which show did Elvis Presley make his first TV appearance?,A,The Dorsey Brothers Stage Show,Milton Berles Texaco Star Theater,The Ed Sullivan Show,The Steve Allen Tonight Show
"Which one of these was not part of the Million Dollar Quartet, formed in 1956 by Sun Records?",D,Carl Perkins,Jerry Lee Lewis,Johnny Cash,Willie Nelson
"What society, that inhabited southern Mesopotamia, is widely regarded as the earliest civilization on Earth?",D,Minoan,Zapotec,Phoenicia,Sumer
The Rosetta stone helped scientists to decipher the alphabet of this ancient civilization.,D,Ancient China,Ancient Rome,Ancient Greece,Ancient Egypt
On what Mediterranean island did the Minoan civilization arise?,C,Cyprus,Corsica,Crete,Corfu
"What was the predominating religion in the Achaemenid Empire, one of the first Persian empires?",B,Rastafarianism,Zoroastrianism,Hinduism,Shamanism
Which was the largest empire in pre-Columbian America?,C,Maya,Toltec,Inca,Zapotec
This civilization arose in Central Mexico and its members spoke the Nahuatl language .,D,Olmec,Norte Chico,Toltec,Aztec
"Harappan was the mature phase of this civilization that flourished in the river valleys in Sindh province of Pakistan, extending westward into Balochistan province, and in West India.",A,Indus Valley Civilization,Ancient China,Mali Empire,Canaan
"According to legend, Ancient Rome was founded by the brothers Romulus and Remus who were raised by what animal?",B,Monkey,Wolf,Bear,Tiger
Four colossal statues guard the temple Abu Simbel of what Egyptian pharaoh?,D,Nebhepetre Mentuhotep II,Mentuhotep II,Tutankhamun,Ramesses II
What was the first civilization to make use of the alphabet that is believed to be the ancestor of all modern alphabets?,D,Indus Valley Civilization,Sumer,Arab,Phoenicia
The country of Russia was named for the Vikings.,A,True,False,,Q The Vikings adopted Christianity around 1000 AD.
Women could also be Vikings.,B,True,False,,Q Vikings never plundered religious or holy sites.
"In the age of the Vikings, Viking ships were the most technologically advanced.",A,True,False,,Q In Viking culture all men were expected to carry weapons.
Loki was the Viking God of lies.,B,True,False,,Q The first recorded Viking raid in Britain was in 763.
Leif Eriksson also known as Leif the Lucky is thought to have been the first European to land in North America.,A,True,False,,Q The father of all Norse or Viking gods was Thor the God of Thunder.
"WWII began on September 1, 1939, when Germany invaded this country.",D,France,Austria,Russia,Poland
"The first underground metro in North America, the Boston subway, was opened on September 1 of  this year.",D,1911,1906,1916,1897
"On September  1, 1983 Korean Air Flight KAL-007 was shot down after entering Soviet airspace (this is true).   Some of the passengers and crew survived the crash.",B,True,False,,"Q On September 1, 1979, Pioneer 11 became the first spacecraft to visit Mercury."
"On September 1, 1957, this Grammy Award - winning singer was born.  She began her career as lead singer for the Miami Sound Machine.",B,Mary J. Blige,Gloria Estefan,Aaliyah,Toni Basil
"The passenger pigeon was one of the most common birds in the world- it is estimated that there were about five billion in the United States alone. The last passenger pigeon died on September 1, 1914 in this zoo.",D,The Giza Zoo,The Kabul Zoo,The Philadelphia Zoo,The Cincinnati Zoo
"On September 1, 1985, at a depth of 2 miles (3,8 km), south-east of Newfoundland, the wreck of the Titanic was discovered. Jean-Louis Michel was one of the two people who led the expedition. He was the other one.",B,Evan Forde,Dr. Robert Ballard,Jacques-Yves Cousteau,Charles David Keeling
Moammar Qaddafi and a group of officers staged a coup detat against King Idris on 1st of  September 1969 (this is true). The coup was unsuccessful and Qaddafi was sent to prison.,B,True,False,,"Q On September 1, 2004, in a small Russian town, armed terrorists took hundreds of schoolchildren and adults hostage. What was the name of the town?"
"The first Crusade was initiated by Emperor Alexius I, when he appealed to Pope Urban II for help in defending against the Muslims.   Alexius I was the ruler of this great empire.",B,The Holy Roman Empire,The Byzantine Empire,The Chinese Empire,The Western Roman Empire
"The Kingdom of Jerusalem was established after the first Crusade.  Godfrey of Bouillon was chosen to be King, but he refused the title and took this one instead.",D,Slayer of the Muslims,Defender of the Holy City,Defender of the Holy Land,Defender of the Holy Sepulchre
"The second Crusade, launched in 1145, was the most successful of all Crusades.",B,True,False,,Q The Fourth Crusade (1202–1204) was called upon by Pope Innocent II and was originally intended to retake Jerusalem by conquering this country.
