Questions,Correct,A,B,C,D
Which of these rivers runs through the Czech Republic and Germany?,A,Elbe River,Rhine River,Danube River,Rhone River
Name the European co-principality whose heads of state are the President of France and the Bishop of Urgel.,A,Andorra,Vatican City,San Marino,Malta
"After World War II, this country was split into two states which were not reunited until 1990.",D,France,Spain,Austria,Germany
Mount Erebus is a volcano located on this continent.,A,Antarctica,Europe,South America,Asia
Rastafarianism is a religion that venerates Haile Selassie as a god. Haile Selassie was the emperor of the third most populous country in Africa. Name that country.,B,Libya,Ethiopia,Mozambique,Gabon
Name Asias most densely populated country which has about three million people and an area of less than 250 square miles (402 km²).,D,Hokkaido,Taiwan,Laos,Singapore
In what city in Switzerland is the headquarters of the World Trade Organization (WTO) located?,A,Geneva,Berne,Born,Bamako
What is a ridge of coral in the sea called?,B,Atoll,Coral Reef,None of these,Coral Island
Jenin is the largest city in the West Bank.,B,True,False,,"Q It has been found that the black mineral soil from the Dead Sea area of Israel helps maintain a good, young complexion. What is the name of the Israeli company that exports beauty products from the Dead Sea area?"
"The Dead Sea Scrolls, found in caves at Qumran, are believed to have been made by a group of people called what?",C,BHais,Sircurai,Essenes,Sarafai
It is practically impossible to drown unwillingly in the Dead Sea.,B,False,True,,Q To which countrys territory does the Dead Sea belong?
What is the average salinity of the Dead Sea?,B,11 %,30 %,49 %,54 %
What body of water feeds the Dead Sea?,D,The Euphrates River,The Mediterranean Ocean,The Red Sea,The Jordan River
The Bible tells the story of a woman that was turned into a pillar of salt near the Dead Sea. Who was her famous husband?,D,Issac,Abraham,Pharoah,Lot
"The Dead Sea, the lowest point on Earth, is how far below sea level?",B,349  meters,418 meters,517  meters,2608 meters
What was the name of the great fortification built in 37-31 BC by Roman king Herod I on a high hill above the Dead Sea?,A,Masada,Kadesh-Barnea,Herods Citadel,Vespasians Citadel
The Dead Sea is part of the Great Rift Valley. How far does this valley extend in length?,D,6700 miles,697 miles,1697 miles,3700 miles
No animals or plants live in the Dead Sea .,B,True,False,,Q What famous California prison was home to Charles Manson?
"American politician John McCain was incarcerated at the infamous Hoa Loa Prison, ironically called Hanoi Hilton.",A,True,False,,"Q The Rosenbergs, who were convicted of conspiracy, were held at what prison?"
"The Tower of London was built primarily to function as a fortress, a royal palace and a prison.",B,False,True,,Q Attica Prison was the locale of a 1975 riot that resulted in 38 deaths.
"Nelsons Column, built to commemorate Admiral Horatio Nelsons death, is a monument in this famous London square.",D,Soho Square,Leicester Square,Piccadilly Circus,Trafalgar Square
"Tiananmen Square, which has been the site of a number of political events and student protests, is located in what Chinese city?",A,Beijing,Shanghai,Guangzhou,Taipei
"The Kremlin, a historic fortified complex at the heart of Moscow, overlooks this square to the east.",D,Black Square,Azadi Square,Palace Square,Red Square
"What iconic world landmark, sometimes called the Crossroads of the World, was formerly named Longacre Square?",B,Grosvenor Square,Times Square,Madison Square,St Jamess Square
"What famous square is located in Vatican City, the papal enclave within Rome?",C,Campo dei Fiori,St. Pauls Square,St. Peters Square,Piazza San Marco
"Grand Place, which is known for its large flower carpet, is the main square of this capital European city.",D,Berlin,Paris,Strasbourg,Brussels
Which square is not correctly matched with the capital city in which it is located?,C,Red Square - Moscow,Senate Square - Helsinki,Azadi Square - Karachi,Leicester Square - London
"Piazza San Marco (St Marks Square), which Napoleon allegedly called The drawing room of Europe, is the principal square of this Italian city.",B,Florence,Venice,Rome,Milan
"What city in Eastern Europe, often associated with the story of Dracula, is also famous for Revolution Square, which was the site of a 1989 revolt?",A,Bucharest,Warsaw,Budapest,Prague
What former president has addressed more than a million people on many occasions on Plaza de la Revolución in Havana?,B,Benito Mussolini,Fidel Castro,Salvador Allende,Francisco Franco
What is the name of the sea that borders the Netherlands?,C,Red Sea,Black Sea,North Sea,Mediterranean Sea
What are the three colours of the national flag of the Netherlands from top to bottom?,A,"Red, white, and blue","Blue, yellow, and red","Red, blue, and white","Green, red, and white"
"Rotterdam, located in the province of South Holland, is a major Dutch port.",A,True,False,,Q Gouda and Edam are famous types of Dutch cheeses.
What is the capital city of the Netherlands?,A,Amsterdam,Amersfort,The Hague,Zwolle
What two countries border the Netherlands?,D,Germany and Lithuania,Germany and France,France and Belgium,Belgium and Germany
The name “Holland” is equivalent to the name the Netherlands.,B,True,False,,Q Dutch is the official language of the Netherlands. What is the second official language of the country?
"Demographically, the Netherlands matches which of this characteristics?",A,All of these,Its population is first in average height in the world.,It is one of most densely populated countries in the world.,It is one of the most densely cabled countries in the world.
What Mediterranean island is divided between a Greek community and a Turkish community (although the latter is not internationally recognized as a separate entity)?,A,Cyprus,Crete,Corsica,Malta
What South American island is shared by Chile and Argentina?,B,Islas Malvinas,Tierra Del Fuego,Islas Galapagos,Isla De Pascua
What island is shared by Indonesia and the nation of East Timor?,A,Timor,New Guinea,Borneo,Flores
"What European island is partially occupied by a neighbouring island nation, which has led to centuries of dispute?",D,Sardinia,Sicily,Iceland,Ireland
Which of these islands is shared by three countries?,D,Luzon,Ireland,Madagascar,Borneo
What is the name of the island shared by Haiti and the Dominican Republic?,B,Ile dHaiti,Hispaniola,Isla Dominica,Carib Island
What island is shared by the nations of Indonesia and Papua New Guinea?,B,Bougainville,New Guinea,Timor,Borneo
This tiny Caribbean island is shared by France and the Netherlands.,C,St. Lucia,St. Mark,St. Martin,St. Bartholomew
The tiny island of Märket / Märketin in the Baltic Sea is shared by these two nations.,D,Sweden and Denmark,Finland and Estonia,Finland and Russia,Finland and Sweden
"The island of Sebatik, located east of Borneo, is shared by Indonesia and what other nation?",C,The Philippines,Singapore,Malaysia,Brunei
The word ‘ocean’ is of Greek origin.,B,False,True,,Q Which is the smallest ocean?
What portion of the Earth’s surface do oceans cover?,A,More than two thirds,One third,Half of it,One fourth
"The Marianas Trench, the deepest location on the surface of the Earths crust, lies in this ocean.",A,The Pacific Ocean,The Southern Ocean,The Indian Ocean,The Atlantic Ocean
The Dead Sea is actually a lake.,B,False,True,,Q The Pacific Ocean is the largest of the Earths oceanic divisions. Its name is derived from the Latin name Mare Pacificum which has the following meaning.
Which one of these Asian rivers does not flow into the Indian Ocean?,B,Zambezi,Saigon,Indus,Ganges
What sea is known to be the only sea without shores?,A,The Sargasso Sea,The Norwegian Sea,The Labrador Sea,The Celtic Sea
The Bering Sea is a part of which ocean?,B,The Arctic Ocean,The Pacific Ocean,The Indian Ocean,The Atlantic Ocean
The Mediterranean Sea is connected to the Atlantic Ocean by this strait.,A,The Strait of Gibraltar,The Dardanelles,Strait of Magellan,Strait of Dover
"The famous Île Notre-Dame, an artificial island built from earth excavated for a metropolitan railway, is located in which country?",B,England,Canada,France,Switzerland
"What is the popular name of the artificial island in Tokyo Bay, whose name is Yume No Shima in Japanese?",A,Dream Island,Water Lilly,Wind Island,Sun Island
"What is the name of the Peruvian floating islands, located in Lake Titicaca?",C,Chaka,Laka,Uros,Barro
"Which man-made island, located to the southwest of Singapore, was created by joining several natural islands?",B,Formoza,Jurong Island,Spiral Island,Neeltje-Jans
What is the name of the artificial island located in the Gatun Lake portion of the Panama Canal?,D,Thilafushi,Shui Keng Teng,Chubu,Barro Colorado Island
"Which 20-kilometre artificial island, situated in the river Danube, was nicknamed the Copa Kagrana?",D,Peberholm,Burj al-Arab,Odaiba,Donauinsel
"Rokko island, constructed between 1973 and 1992, is an artificial island situated in which country?",D,France,China,The Netherlands,Japan
"Which artificial island is situated in San Francisco Bay, between San Francisco and Oakland?",B,Hulhumalé,Treasure Island,Port Island,Flakfortet
"This artificial island, whose name literally means Pepper Islet, is part of the Oresund Bridge, connecting Denmark with Sweden.",A,Peberholm,Kansai,Flakfortet,Palm Islands
"Spiral Island, a small Mexican artificial floating island, was situated on the coast of which sea?",B,The Black Sea,The Caribbean Sea,The Aegean Sea,The North Sea
The history of EU began on 25th of March 1957 when the European Economic Community was formed. What is the founding act called?,D,Treaty of Paris,Schengen Agreement,Schuman Declaration,Treaty of Rome
Which country was not among the founding states of the European Economic Community (the European Union predecessor)?,D,Luxembourg,Italy,France,UK
When did Ireland join the European Union?,B,1995,1973,1960,1986
The citizens of which country rejected the idea of joining the EU in 1972 and again in 1994?,A,Norway,Denmark,Iceland,Finland
The EU has been a western club for most of its history. But which of these western countries has stayed out of the EU?,C,Belgium,Spain,Switzerland,Luxembourg
Which former Yugoslavian republic was the first to be admitted to the European Union?,D,Macedonia,Serbia,Croatia,Slovenia
The 6th European Union enlargement took place on May 1 2004. How many countries were admitted then?,C,8,12,10,14
Many countries held national referenda before joining the European Union. Which of the following nations showed the highest support for joining (92% in favour)?,D,Poland,Ireland,Lithuania,Slovakia
What kind of agreement is the Schengen Agreement?,B,It is a visionary chapter about a further EU enlargement.,It allows EU citizens to travel without passports within the EU borders.,"It regulates the relationships with non-EU countries, especially Russia.",It introduced a common currency - the Euro.
When did the euro become the official currency of the Eurozone?,C,1999,1994,2002,2004
The flag of which US state features a white American Bison on a blue field?,B,Nevada,Wyoming,Texas,South Dakota
The name of which US state means large creek in the Seneca language?,B,Idaho,Ohio,Texas,Wisconsin
"Montgomery is the capital city of this US state, and its largest city is Birmingham.",D,Arizona,Alaska,Arkansas,Alabama
Everglades National Park is located in this US state.,D,Hawaii,Nevada,Georgia,Florida
"The state drink of this US state is milk, its state bird is the Western Meadowlark, its state flower is the Wild Prairie Rose, and its state slogan is Legendary.",A,North Dakota,South Dakota,North Carolina,South Carolina
"According to one theory, the name of this US state comes from the French word for hurricane.",B,Arizona,Oregon,Colorado,Vermont
Baton Rouge is the capital of what US state?,C,New Hampshire,Maine,Louisiana,North Carolina
"The largest city in what US state hosts Summerfest, or The Worlds Largest Music Festival?",B,New Jersey,Wisconsin,Kentucky,Maryland
The name of this US state means great river and its symbol is the magnolia tree.,C,Missouri,Massachusetts,Mississippi,Minnesota
"Which US state has been nicknamed The First State, The Small Wonder, Blue Hen State, and The Diamond State?",C,Pennsylvania,Virginia,Delaware,New York
The smallest monkey on earth is found in the Philippines.,B,False,True,,"Q The Ifugao Rice Terraces are  located in Luzon, in the Philippines. If it were possible to place them end to  end, how long would they extend?"
What are the largest cities in the Philippines in terms of land area?,D,Manila and Davao City,Zamballes and Puerto Princesa City,Zamballes and Manila,Davao City and Puerto Princesa City
"The Philippines has the worlds largest deposit of heavy water which can be used for atomic energy, in spectroscopy, and as an automobile fuel. What makes heavy water different from water?",D,An extra hydrogen molecule,One  less hydrogen molecule making it HO not H2O,An extra oxygen molecule,The presence of deuterium
"From 1888-1889, American traders Simon and Thomas Metcalfe brought some men from Manila to the Western Hemisphere. Which state did they bring them to?",D,California,Mexico,Oregon,Alaska
Who was the first  female  President of the Philippines?,D,Eleanor Concepcion,Louiza Rizal,Ramona  Magsaysay,Corazon Aquino
Who is the first Filipino-American to become Governor of a US state?,D,Franklin  Rakata,Jose Nisperos,Jose Rizal,Benjamin Cayetano
"On December 7, 1941 the Japanese launched a sneak attack on Pearl Harbor. On that day they also launched a similar attack on this American airbase in the Philippines.",C,"Subic Bay, Luzon, Philippines","Capas Air Base,Tarlac, Philippines","Angeles, Pampanga, Philippines","Clark Air Force Base, Pampanga, Philippines"
Which best  describes the religious distribution of the populace of the Philippines?,A,"82% Catholic, 9% Protestant, 5% Muslim and  3 % Buddhist","92 % Catholic, 7 % Muslim, 1% all others","57 % Muslim, 40 % Protestant, 1 % Catholic","41% Catholic, 38 % Muslim, 10% Buddhist , 9 % Protestant"
This US President was born in South Carolina although he lived in Tennessee when he became president.,C,William Henry Harrison,Zachary Taylor,Andrew Jackson,Jimmy Carter
Which of the following states borders South Carolina?,D,Alabama,Tennessee,Virginia,Georgia
In 1860 South Carolina became the first state to secede from the Union.,A,True,False,,Q South Carolina is the state whose shape most closely resembles a triangle.
What South Carolina Senator lived to be one hundred years old while still holding office?,A,Strom Thurmond,Mike Mansfield,"James, (Jimmy)  Byrnes",Fritz Hollings
"Francis Marion fought the British in the swamps of South Carolina during the Revolutionary War, using guerrilla tactics, that the communist Vietcong in Vietnam would have understood well. For this Marion was given the following nickname.",A,The Swamp Fox,The Yankee Ghost,The Carolina Gamecock,The Fighting Gator
The Grand Strand is a long stretch of sandy beach situated near which of the following?,C,Hilton Head,Follie Beach,Myrtle Beach,Charleston
The city of Fargo is the largest city in which of these U.S. states?,C,North Carolina,South Dakota,North Dakota,South Carolina
Name the capital city of the U.S. state of Washington.,B,Seattle,Olympia,Madison,Boise
Which U.S. state has been nicknamed The Cornhusker State?,C,Nevada,Ohio,Nebraska,Wyoming
Topeka is the capital city of which U.S. state?,A,Kansas,Arkansas,Missouri,Colorado
Which of these nicknames refers to the U.S. state of Idaho?,C,Emerald State,Pearl State,Gem State,Golden State
What does the name of the U.S. state of Utah mean in the Ute language?,C,Spirits of the rivers,Children of the winds,People of the mountains,Land around the great lake
Saint Paul is the capital city of what US state?,B,Missouri,Minnesota,Mississippi,None of these
"The Black Sea drains into the Atlantic Ocean via the Sea of Marmara and the Mediterranean Sea on the South West. On the other, North East side of the Black Sea, there is a small sea which is connected to the Black Sea via the Strait of Kerch. Name this sea.",D,The White Sea,The Caspian Sea,The Aral Sea,The Sea of Azov
Six countries are located along the Black Sea border. Which one among them has the longest Black Sea coast line (not including the Sea of Azov coast line)?,B,Romania,Turkey,Russia,Ukraine
"Not counting Istanbul, which of these cities is located on Bosphorus on the side of the Sea of Marmara and is the biggest city on the coast of the Black Sea?",D,"Trabzon, Turkey","Sukhumi, Georgia","Varna, Bulgaria","Odessa, Ukraine"
"The names of three large rivers flowing into the Black Sea begin with a letter D. Danube, the largest of the three, flows through ten European countries and enters the Black Sea in Romania. The other two end their flow in this country.",C,Bulgaria,Turkey,Ukraine,Russia
The Black Sea city of Sukhumi is the capital of this republic that proclaimed its independence from Georgia in the 90s.,D,Ajaria,Iberia,Ossetia,Abkhazia
"The Black Sea, whose waters are known to be meromictic, is the largest water basin in the world where water layers do not intermix, and, thus, lack the dissolved form of what?",C,Salt,Nitrogen,Oxygen,Hydrogen Sulfide
"The Crimean peninsula has been under the control of multiple powers over the centuries. Although it is considered to be an autonomous republic, it is a part of this nation.",A,Ukraine,Romania,Bulgaria,Russia
"From the viewpoint of physical geography and ecology, the Ukrainian territories to the north of the Black Sea are known to contain what?",B,Low hills and forests,Steppes or plains,Mountains,Sand desert
"The Black Sea reaches the maximum depth of 2,210 m. Its neighbor, the Sea of Azov, is unique in terms of sea depth for what reason?",B,Its floor sinks constantly because it is located on a large basalt plate.,It is the shallowest sea in the world.,It has almost perfectly flat sea floor with a depth of 1370 m.,"It has no established sea floor, it changes constantly with currents."
All these entities are located around the Black Sea except for one. Name the exception.,A,Ural mountains,Balkan peninsula,Caucasus mountains,Anatolia
The summit ridge of Mount Everest marks the border between which two Asian countries?,D,India and China,Nepal and India,China and Georgia,China and Nepal
The locals of Nepal call the highest mount in the world - Mount Everest -  Sagarmatha. What is the meaning of this name in Sanskrit?,D,Holy Mountain,Ice Zone,Leader Among the Others,Head of the Sky
"The highest mountain in the world is named after Sir George Everest, a famous Welshman. What was his profession?",C,Defender of human rights,Actor,Surveyor and geographer,President
"The Himalayan range, part of which is Mount Everest, stretches across five different countries in Asia. Which of the following countries is not among them?",A,Israel,Bhutan,Pakistan,India
"Edmund Hillary, the first mountaineer to reach mount Everest, was from what country?",D,The USA,Great Britain,Norway,New Zealand
"What nationality was mathematician and surveyor Radhanath Sikdar, who was the first person to measure the height of Everest?",A,Bengali-Indian,Chinese,Pakistani,Tibetan
Which of the following paths is one of the two most popular climbing routes to Mount Everest?,D,The south ridge from Tibet,The east ridge from Pakistan,The west ridge from India,The southeast ridge from Nepal
What nationality was Junko Tabei - the first woman to reach the peak of Mount Everest?,A,Japanese,Chinese,Indian,Nepalese
"This Italian climber, who was in the first expedition to reach Mount Everest without oxygen tanks, later became the first person to climb the summit alone.",A,Reinhold Messner,Laurie Skreslet,Jerzy Kukuczka,Tim Macartney
"The term death zone refers to high altitudes, where the amount of oxygen cannot sustain human life and altitude acclimatization becomes impossible.  While this definition still applies, mount Everests death zone is significantly more difficult to survive.  Why?",B,Visibility is decreased due to constant snowstorms,Extremely low temperatures result in quick freezing of body parts,High wind velocity causes deadly avalanches,Polar bears pose a serious threat to climbers
What is the largest island on the planet in terms of territory?,C,Madagascar,Sumatra,Greenland,New Guinea
"This island, located north of Australia, is the second-largest island on the planet.",B,Tasmania,New Guinea,South Island,Sri Lanka
"This is the third-largest island on the planet, and it is also known as Kalimantan.",B,Bali,Borneo,Taiwan,Java
"This is the fourth-largest island in the world, and it is home to 5% of the plant and animal species on the planet.",B,Jamaica,Madagascar,Tasmania,Cuba
"This is the largest European island, and the ninth-largest island on the planet.",C,Sicily,Sardinia,None of these,Cyprus
"What is the largest island of Canada, and the fifth-largest island in the world?",B,Victoria Island,Baffin Island,Banks Island,Devon Island
What is the most populous island in the world?,A,Java,Cuba,Borneo,Honshu
This island is located in the Indian Ocean and is also known as Ceylon.,D,Borneo,Taiwan,Sumatra,Sri Lanka
The capital of this island country is Kingston.,A,Jamaica,Haiti,Hispaniola,Cuba
What is the largest island in the Mediterranean Sea?,C,Crete,Corsica,Sicily,Cyprus
The geographic North and South Poles are at fixed locations and have not moved.,B,True,False,,Q Which nation claims ownership of the South Pole?
"In 1728, he became the first person to sail into the Arctic Ocean and proved that Asia and North America are not joined by land.",B,Cook,Bering,Scott,Peary
Who is given credit  for being the first person to reach the North Pole?,A,Peary,Bering,Amundsen,Scott
"What happened at the North Pole on August 3, 1958?",C,"The northernmost US city, Naavetau, was founded.",The first airport in the Arctic was built.,A submarine travelled underwater under the Pole.,The last Arctic Moa was killed.
The first time Antarctica was officially visited is a subject of controversy. Three people have claimed to have achieved this feat. Which of these is not one them?,D,Edward Bransfield,Nathaniel B. Palmer,Fabian von Bellinghausen,James Cook
Which statement is true about the explorer and glaciologist Albert P. Crary?,D,He was the first person to set foot on Antarctica.,He was the first pilot to fly across the South Pole.,He was the first person to build a home above the Arctic Circle.,He was the first person to reach both the North and South Poles.
Who was the first person to reach the South Pole?,B,Scott,Amundsen,Henson,Peary
The temperature at the North Pole is higher than the temperature at the South Pole.,B,False,True,,Q Few animals inhabit the North Pole. Which of these types of animals can never be seen there?
"In 2000, microbes were found at the South Pole.",B,False,True,,"Q What river, draining into the Caspian Sea, is the longest in Europe?"
Where are the origins of the Rhine?,A,Switzerland,Austria,Belgium,Germany
What is the longest river in France?,A,Loire,Maine,Odet,Erdre
"What river rises in the northwestern Czech Republic, flows through Germany and into the North Sea?",A,Elbe,Viskan,Morava,Oste
What river named after a mythological figure is the longest river of Great Britain?,D,Trent,Great Ouse,Thames,Severn
What river flows through ten European countries and is the longest in the European Union?,C,Rhine,Dnieper,Danube,Elbe
What river that flows through Spain and Portugal is the longest river on the Iberian Peninsula?,D,Guadiana,Duero,Guadalquivir,Tagus
What is the longest river in Poland and the ninth longest in Europe?,C,Wda,Nogat,Vistula,Dunajec
In what country does the River Po rise?,B,France,Italy,Belgium,Switzerland
"This bridge, that spans the Tagus River, is the longest bridge in Europe.",C,Vizcaya Bridge,Guadiana International Bridge,Vasco da Gama Bridge,Merida Bridge
How would you say What is your name? in Tagalog?,C,Ilang taong gulang ka na?,Ano ang ginagawa mo?,Ano ang pangalan mo?,Saan ka nakatira?
The Filipino word Bulaklak means flower in English.,B,False,True,,Q What does the Filipino word lungsod mean in English?
The Filipino word pangalan means name in English. What does the word pangngalan mean?,C,address,adjective,noun,verb
The Filipino word maganda means beautiful in English.,A,True,False,,Q What Filipino word means money in English?
What does the Filipino word salita mean in English?,A,word,phrase,sentence,meaning
How will you say I Love You in Filipino?,A,Mahal Kita,Ikaw Na Nga,Sino Ka,Hindi Ko Alam
Who is considered the Father of Filipino Language?,D,Gloria Macapagal-Arroyo,Ferdinand Marcos,Emilio Aguinaldo,Manuel Quezon
"This western half of this island is part of Indonesia, while the eastern half is a nation which gained independence in 2002, following hundreds of years of European colonialism and 25 years of Indonesian occupation.",C,Borneo,Sumatra,Timor,Celebes
Which Indonesian island is shared by four Indonesian provinces and two other nations: the eastern half of Malaysia and the tiny oil-rich sultanate of Brunei?,C,New Guinea,Sumatra,Borneo,Flores
"These islands were the original spice islands, which have drawn traders from all over the world for thousands of years, and were a major factor in causing the European age of exploration, as explorers set out to find the fabled East Indies.",A,"Ternate, Tidore and Banda","Timor, Flores and Sumba",Celebes and New Guinea,Sumatra and Borneo
"Which Indonesian island was in the news in 2003 when the remains of an extinct variety of small hominids (popularly referred to as Hobbits), measuring about 3 feet in height, were found there?",D,Sumatra,New Guinea,Timor,Flores
"This island, the second largest in the world, is shared by Indonesia and another country. Because of its impenetrable swamps, jungles and towering mountains, it wasnt explored by outsiders until the past 100 years, and new tribes of humans with stone-age societies are still being discovered in the interior.",A,New Guinea,Flores,Celebes,Sumatra
"This island is the third largest in Indonesia, and is probably known for its coffee. It is also home to unique (and endangered) species of elephants, tigers, and rhinoceroses. It is also one of two islands which have indigenous orangutans.",B,Timor,Sumatra,New Guinea,Celebes
"Which of these describes best the location of the volcanic island of Krakatau (sometimes erroneously called Krakatoa), which had a well-known and devastating eruption on August 23, 1883?",C,West of New Guinea,East of Java,Between Java and Sumatra,Off the coast of Borneo
"This volcano, located on the island of Sumbawa, erupted in 1815, generally regarded as the largest volcanic eruption in recorded history. The eruption killed thousands, and changed global climatic patterns.",D,Merapi,Krakatau,Mandiri,Tambora
"Wichita, the county seat of Sedgwick County, is nicknamed what?",A,Air Capital,Mountain Capital,Plain Capital,River capital
"Wichita, a major aircraft manufacturing hub and cultural center, is the capital of Kansas.",B,True,False,,"Q This multifunctional facility is located at 225 West Douglas, Wichita, Kansas."
"McConnell Air Force Base is a United States Air Force base located in Sedgwick County, near Wichita, Kansas.",A,True,False,,Q What is the name of the European peninsula on which Italy is located?
What is the capital and largest city of Italy?,C,Milan,Genoa,Rome,Venice
What large mountain range is located entirely within the territory of Italy?,C,Alps,Andes,Apennines,Carpathians
Italy is a major world exporter of which of the following?,A,All of these,Sport and luxury vehicles,Motor vehicles,Fashion items
"What is the meaning of the Italian word riavvolgere, from which the name of the popular Italian dish ravioli originated?",C,Poor peasant,Onion,To wrap,To indulge
Which of these colors is not present on the national flag of the Italian Republic?,C,White,Red,Blue,Green
What is the title of the national anthem of the Italian Republic?,B,The Italian Anthem,The Song of the Italians,"Italia, Land of Glory",Italian Dream
What is the meaning of the name of Italy according to scientists who have studied its origin?,C,Land of the holy water,Land of the lamb,Land of young cattle,Land of mountains
What is the shape of the Italian Peninsula?,B,Skull,Boot,Dog,Hand
In which of these years did the Italian national football team win the FIFA World Cup?,C,1982,2006,All of these,1938
The first European to explore the Chesapeake Bay surrounded by modern day Maryland and Virginia was the Italian Giovanni da Verrazzano.,B,True,False,,Q Maryland is well known as a colony of religious tolerance.  It was the first American colony to fully accept practitioners of which religion?
Maryland Day is celebrated every year on what date?,C,The first day of crab season,Preakness Saturday,March 25th,March 1st
Which was the seat of colonial government in Maryland until 1708?,D,Annapolis,Port Tobacco,Baltimore,St. Mary’s City
The Mason Dixon Line is a demarcation line surveyed between 1763 and 1767 by Charles Mason and Jeremiah Dixon to determine what?,C,The boundary between the confederacy and the union,The boundary between the slave states and free states,The boundary between Maryland and Pennsylvania,The boundary between southern colonies and northern colonies
What are Maryland’s two official state nicknames?,A,“The Old Line State” and “The Free State”,“The Crab State” and “Our Chesapeake Heritage”,“The Crab State” and “The Old Line State”,“The Free State” and “Our Chesapeake Heritage”
"Maryland derives its name from its Catholic founders, who named the state after which historic person?",D,"Mary, Queen of Scots",Mary Magdalene,The Virgin Mary,Queen Henrietta Maria of France
What is the state sport of Maryland?,B,Steeplechase,Jousting,Lacrosse,Horse racing
Which of the following famous people is NOT a Marylander?,D,John Wilkes Booth,Frederick Douglass,Tom Clancy,Valerie Bertinelli
Which is the state flower of Maryland?,C,Mountain Laurel,Peach Blossom,Black-eyed Susan,Flowering Dogwood
How tall is Mount Everest?,B,"8,859 m","8,849 m","8,850 m","8,840 m"
What is the Tibetan name of Mt. Everest?,C,Appa Sherpa,Sagarmatha,Chomolungma,Temba Tsheri
The Sanskrit name of Mt. Everest is Devgiri.,A,True,False,,Q The easier and more frequently-used of the two main routes for climbing Mount Everest is the Northeast Ridge (or North Col Route).
The term Death Zone refers to what altitude?,B,"above 8,100 m","above 8,000 m","above 7,900 m","above 7,500 m"
What is considered to be the final major hurdle before reaching the summit of Mt. Everest from the South Col Route?,A,Hillary Step,"First Step, Second Step and Third Step",Kangshung face,Lhotse face
Has anyone landed an aircraft or helicopter on the summit of Mt. Everest?,A,Yes,No,,"Q Part of the Southeast Ridge Route for climbing Mt. Everest is the Lhotse Face in which Camp III is established. There are 14 peaks over 8,000 meters. Where does Lhotse rank?"
"Who is the first American to ascend all fourteen peaks over 8,000m without oxygen?",C,Reinhold Messner,Peter Habeler,Ed Viesturs,George Mallory
"During Roman occupation, this city, popular nowadays as the Heaven of Romance, was called Lutetia.",B,Venice,Paris,London,Rome
In what European city are Piazza San Marco and Canale Grande located?,A,Venice,Lisbon,Madrid,Florence
"In what country will you find the impressive Neuschwanstein Castle, which was the inspiration for Sleeping Beauty Castle at Disneyland Park?",C,Denmark,Austria,Germany,England
"What is the birthplace of Johann Strauss II, also known as The Waltz King?",B,Salzburg,Vienna,Berlin,Prague
What popular tourist destination stands at the foot of the Maritime Alps?,A,Monte Carlo,Verona,Vatican City,Lisbon
"This city, situated on the River Vltava, is sometimes called the mother of cities, the city of a hundred spires and the golden city.",C,Athens,Rome,Prague,Bucharest
What city is home of Broadway Theatre?,D,Washington,Boston,New Orleans,New York
This island in the Pacific Ocean is surrounded by a lagoon and a barrier reef.,A,Bora Bora,Cyprus,Thasos,Tupai
"The city of Casablanca, which is the setting of the classic 1942 movie, starring Humphrey Bogart and Ingrid Bergman, is located in what African country?",B,Egypt,Morocco,Tunisia,Algeria
What islands are knows as “The beautiful garland in the Indian Ocean”?,D,Aeolian Islands,Pontine Islands,Flegrean Islands,Maldives Islands
"This island, located in the Caribbean Sea, is the largest island of an archipelago called Greater Antilles. The city of Havana is located on it.",A,Cuba,Hispaniola,Haiti,Jamaica
"This island, also known as Formosa, is the largest island of the Republic of China.",B,Matsu,Taiwan,Penghu,Honshu
"What island, located in the North Pacific Ocean, is also known as the Big Island?",C,Cuba,Haiti,Hawaii,Maui
This island country whose capital is Nicosia is the third-largest Mediterranean island.,A,Cyprus,Crete,Malta,Lesbos
This island is one of Indonesias 33 provinces.,C,Java,Sumatra,Bali,Lombok
"This European island is situated in the North Atlantic Ocean, south of the Arctic Circle. Its largest city is Reykjavik.",A,Iceland,Ireland,Greenland,None of these
"This is the sixth largest island in the world, and the largest island that is entirely in Indonesia.",A,Sumatra,New Guinea,Java,Borneo
"This island, sometimes called island of inspiration, is part of a very large country, and has a unique fauna.",B,Hawaii,Tasmania,Madagascar,Greenland
Valletta is the capital city of this island country in the Mediterranean.,B,Majorca,Malta,Corsica,Cyprus
Name the largest of the Canary Islands.,A,Tenerife,Gran Canaria,La Palma,Montana Clara
What is the name of the capital and largest city of Spain?,A,Madrid,Rome,Milan,Valencia
What is the meaning of the name of Spain according to a popular theory?,B,Land of rabbits,All of these,Edge,Land of the setting sun
Spain does not share a border with which one of these countries?,A,Germany,Portugal,France,Andorra
What is the official language spoken on the territory of Spain?,D,All of these,Spanish and Galician,Spanish and Basque,Spanish
When is the national holiday called Hispanic Day celebrated annually in Spain?,A,October 12,August 15,December 6,December 8
What is the title of the national anthem of Spain?,D,My Precious Kingdom,God Save Spain,Proud Spain,The Royal March
What are the colors of the three vertical stripes on the national flag of Spain?,C,"Blue, white, blue","Yellow, red and black","Red, yellow, red","White, blue and red"
What is the main ingredient of the traditional Spanish dish paella?,B,Lentils,Rice,Dough,Potatoes
Which of these popular musicians was not born in Spain?,B,Paco de Lucia,Shakira,Alejandro Sanz,Enrique Iglesias
