Questions,Correct,A,B,C,D
Which man made lake lies in North Georgia?,B,Lake Michigan,Lake Lanier,Lake Burton,Lake Okeechobee
What mountain range is Mt. Rushmore located in?,B,Blue Ridge,Black Hills,Appalachian,Rockies
Which of these lakes is not part of the Great Lakes?,C,Erie,Superior,Great Salt Lake,Michigan
What large river forms most of the border between the states of South Carolina and Georgia?,D,Georgia River,South Carolina River,Santee River,Savannah River
What is the largest saltwater lake in the United States?,A,Great Salt Lake,none of these,Lake Pontchartrain,Lake Superior
"What river connects Lake Ontario, one of the Great Lakes, to the Atlantic Ocean?",B,St. Marys River,St. Lawrence River,Niagara River,St. Clair River
The US shares water borders with all but one of these countries. Which is the odd one?,D,Canada,Russia,Mexico,Argentina
What US state is situated to the East of the Bering Strait?,A,Alaska,New Mexico,Florida,Hawaii
The Great Plains lie west of this river and east of the Rocky Mountains.,D,Tennessee River,Ohio River,Niagara River,Mississippi River
"Christopher Columbus went on his first voyage across the Atlantic Ocean in 1492, using three famous ships. Which of the following was not among them?",D,Pinta,Santa Maria,Niña,Doria
"What was special about Jacques-Yves Cousteaus ship Calypso, which was originally built for the British Royal Navy?",C,She sank mysteriously and was never seen again,Cousteau inherited her,She was equipped as a mobile laboratory for field research,She had 38 cannons
"This notorious passenger steamer was first launched in 1865. On the evening of September 3, 1878, it collided with another vessel and sank in the Thames.",A,Princess Alice,Britannic,Queen Mary,Lady Nelson
"Lusitania and Mauretania were sister ships, built to compete with fast German liners. Which one of them was torpedoed and sunk by a German submarine in 1915?",A,Lusitania,None,Both,Mauretania
"In 1620, this ship made a historical voyage from Plymouth, England to North Virginia, transporting the Pilgrims to America.",C,Lady Nelson,Christopher Jones,Mayflower,Nimreid
Three of the following vessels are sister ships. Which one does not belong to the group?,C,Olympic,Titanic,Austric,Britannic
"This famous French ocean liner was launched in 1932 and received a lot of applause. It was the first liner to surpass 60,000 tons, the first ship with 1,000 feet of length and the first to make an Atlantic crossing with an average speed of over 30 knots.",D,Adriatic,Achille Lauro,Aramis,Normandie
"This 8,600-ton transatlantic passenger steamship became famous after rescuing the survivors after the sinking of Titanic.",D,Belfast,United States,Queen Elizabeth,Carpathia
Which ship was named after the consort of George V of the United Kingdom and sailed the North Atlantic Ocean from 1936 to 1967?,B,Princess Alice,Queen Mary,Queen Elizabeth,Victoria
All of these vessels except one are famous steam-powered ships crossing the Atlantic Ocean. Name the odd vessel.,C,Carpathia,Savannah,Cutty Sark,El Horria
"The highest waterfall on the planet, the Angel Falls, is located on this continent.",C,Africa,Asia,South America,North America
The Republic of Djibouti is a small country located in the northeastern part of this continent.,C,South America,Asia,Africa,North America
The most populous country in the world is in this continent.,D,North America,Africa,South America,Asia
"The Jutland Peninsula, a.k.a. the Cimbrian Peninsula in the past, is located in this continent.",B,Australia,Europe,Antarctica,Africa
On what continent is the Great Victoria Desert located?,C,Africa,South America,Australia,North America
On what continent is the largest fresh water reserve on the planet located?,A,Antarctica,North America,Asia,South America
On what continent is the city of Puebla located?,D,South America,Europe,Africa,North America
"The capybara, the largest extant rodent species on the planet, is endemic to this continent.",B,Europe,South America,Australia,Asia
"The Amur River, the ninth longest river in the world, is located on this continent.",C,North America,Europe,Asia,South America
On what continent is the Yoruba language spoken as a native language of the indigenous people?,A,Africa,Asia,South America,North America
The Eiffel Tower in France was named after its designer.,A,True,False,,Q The Statue of Liberty was sculpted by Gustave Eiffel.
The Leaning Tower of Pisa is the bell tower of the Cathedral in Pisa.,B,False,True,,"Q Taj Mahal is located in Bombay, India."
The Great Wall of China is one of the Seven Wonders of the Ancient World.,B,True,False,,Q The Roman Coliseum was completed under emperor Nero.
The Statue of Liberty was given by the Italian people to the American people.,B,True,False,,Q The Hanging Gardens of Babylon were built by Nebuchadnezzar II.
Stonehenge is a prehistoric monument located in Scotland.,B,True,False,,Q The construction of the Lighthouse of Alexandria was initiated by Alexander the Great.
One of the most notable civilizations of pre-Columbian America was the Inca Empire. The Incas referred to their king by what title?,B,Child of the mountains,Child of the sun,Child of the lands,Child of the winds
"With 51% of the continents population, Spanish is the most widely spoken language in South America.",B,True,False,,"Q At the record altitude of 3,600 meters (11,811 feet), La Paz, serves as capital of which South American country?"
"What is the official language of the smallest sovereign state of South America, Suriname?",C,Portuguese,Spanish,Dutch,French
Which of the following South American countries is paired with the wrong capital?,A,Colombia - Santiago,Uruguay - Montevideo,Paraguay - Asunción,Ecuador - Quito
Which of these is a music genre NOT typical for South America?,A,None of these,Tango,Samba,Cumbia
The Amazon River is the largest river in the world by volume. Because of its dimensions it has been nicknamed The River Sea. What width does the Amazon River reach at its widest point during the dry season?,B,3 km (2 mi),11 km (7 mi),7 km (4 mi),35 km (21 mi)
What makes the South American Atacama Desert one of the driest places on Earth?,C,The acid rains,The altitude of the desert,The proximity to the Andes,The lava flows
"With the Louisiana Purchase of 1803 America was able to double the size of its territory, and for a bargain price to boot. Who was the generous salesman?",C,Emperor Napoleon I,The (French) Directory,Napoleon Bonaparte as First Consul,The (French) National Convention
In what year was the Halloween novelty song Monster Mash released?,C,1969,1971,1962,1965
The novelty song Monster Mash is narrated by whom?,D,Dracula,Frankensteins Monster,An Evil Ghoul,A Mad Scientist
The band that was credited with the Monster Mash song was known as The Cryptkickers.,B,False,True,,Q In which of these countries was the Monster Mash song eventually banned?
"In a 1978 episode of Happy Days, this character sang Monster Mash using a Peter Lorre impersonation.",D,Chachi,Potsy Webber,The Fonz,Richie Cunningham
The Monster Mash song was performed in an impersonation of which famous horror actor?,B,Vincent Price,Boris Karloff,Bela Lugosi,Peter Lorre
The Halloween hit Monster Mash never reached number 1 on the Billboard charts.,B,True,False,,Q Approximately what % of valentine cards is purchased each year by women?
Valentines Day is the third highest card giving day of the year behind Christmas and Mothers Day.,A,False,True,,Q In what year did the Catholic Church remove St. Valentines Day from its official calendar?
Saint Valentine is said to have been a priest in the time of the Roman Empire.,A,True,False,,Q In what country can the remains of St. Valentine be viewed every February 14?
"According to the American Greeting Card Association, approximately how many cards are sent out each year on Valentine’s Day?",A,billion,750 million,1.5 billion,500 million
In what decade were the first commercial Valentines cards produced in the United States?,C,1920s,1870s,1840s,1930s
50% of all Valentines card are purchased 6 days prior to the holiday.,B,False,True,,Q Which country governs Christmas Island?
Where is the Easter Island located?,A,Southeastern Pacific,South Atlantic,In the Caribbean,Northwestern Indian Ocean
Which of these rivers is considered sacred in Hinduism?,D,Danube,Amazon,Nile,Ganges
On which island did Napoleon die?,C,Saint Thomas,Saint Lucia,Saint Helena,Saint Martin
Which part of the US is known as the Bible Belt?,A,Southeastern,Southwestern,Northeastern,Northwestern
Which capital city name can be translated as God-given (or Gods gift)?,B,Tokyo,Baghdad,Rome,Jerusalem
Which country name does not have Christian origin?,A,Cape Verde,San Marino,Trinidad and Tobago,El Salvador
Which saint does not have his/her own island in the Caribbean?,C,Saint Martin,Saint Barthelemy,Saint Clara,Saint Lucia
To which country does the term Holy Land refer?,B,Bhutan,Israel,India,Saudi Arabia
Which saint country is the oldest functioning republic in the world?,D,Saint Kitts and Nevis,São Tomé and Príncipe,Saint Vincent and the Grenadines,San Marino
Brahma is a Hindu god of creation. What does the name of the river Brahmaputra mean?,B,Brahma is the King,Son of Brahma,Gift of Brahma,Curse of Brahma
"This TV tower in Shanghai, China, was designed around a Tang Dynasty poem.",B,Ostankino Tower,Oriental Pearl Tower,Tianjin Radio and Television Tower,Milad Tower
"Which is the tower located in Toronto, Canada, whose construction was started on February 6, 1973 by the Canadian National Railway?",B,Chimney of Mitchell Power Plant,CN Tower,Kennecott Smokestack,Stratosphere Tower
"Which tall tower in Malaysia, built in 1995, is a place for annual races up the stairs to the top?",C,Endesa Termic,Tashkent Tower,Menara Kuala Lumpur,Liberation Tower
"Which 350-meter tower in Las Vegas, Nevada, is actually a famous hotel and casino?",A,Stratosphere Tower,West Pearl Tower,Alma-Ata Tower,Inco Superstack
"What is the name of the tower that was built in Kuwait before the Iraqi invasion on August 2, 1990?",B,Europaturm,Liberation Tower,Central Radio and TV Tower,Tashkent Tower
The design of which Japanese tower is based on the Eiffel Tower in Paris?,A,Tokyo Tower,Zhuzhou Television Tower,Donauturm,Hillbrow Tower
"Which of the following is a tall tower in New Zealand, part of the SKYCITY Auckland casino complex.",B,Star Tower,Sky Tower,Stratosphere Tower,Space Tower
Which Australian tower was previously known as the AP Tower or The Centrepoint?,B,Pirelli Tower,Sydney Tower,KUL Control Tower,Gyrotour
Which famous Moscow TV and radio tower was designed by Nikolai Nikitin?,A,Ostankino Tower,Rousse TV Tower,St. Petersburg TV Tower,Space Needle
"What is the name of the tall tower in Rotterdam, built specially for the 1960 Floriade in the Netherlands?",B,Nigoya,Euromast,Clagary,Criggion
"Which city houses the oldest Polish university, established in 1364?",A,Kraków (Cracow),Warszawa (Warsaw),Praha (Prague),Vilnius
"In 1991 inhabitants of this Balkan city celebrated after their football club, Crvena Zvezda, won the European Cup.",C,Berno,Budapest,Belgrade,Bucharest
"Legend has it that Martin Luther nailed a copy of his 95 Theses to the door of the Castle Church in this city, thus beginning the Reformation.",D,Insbruck,Mainz,Nuernberg,Wittenberg
Which city is nicknamed Queen of the Adriatic?,A,Venice (Venezia),Dubrovnik,Genoa,Trieste
In which Danish city was Hans Christian Andersen born?,C,Goeteborg,Aalborg,Odense,Copenhagen
Strasbourg is the main city of the Alsace region which is located in this country.,C,Switzerland,the Netherlands,France,Germany
Which citys name literally means merchants harbour?,C,Seville,Gdansk,Copenhagen,Venice
The former name of this city was Breslau and it used to be a major city of south-eastern Germany. It came under Polish administration in 1945. What is its present-day name?,D,Chemnitz,Brzeg,Brno,Wrocław
Which city was surrounded by an enormous Turkish army in 1683 and was saved by a much smaller multinational army led by the Polish king Jan III Sobieski?,B,Warsaw,Vienna,Budapest,Prague
In what city is the European Central Bank located?,B,Paris,Frankfurt,Zurich,Brussels
"This city, which is an administrative center of a Russian enclave, was once a Prussian city called Königsberg.",B,Królewiec,Kaliningrad,St. Petersburg,Leningrad
"This European capital consists of two parts, which used to be separate cities until 1873.",D,Paris,Madrid,Vienna,Budapest
Pittsburgh is known as three of these alternative names. Which is the odd one?,C,Iron City,City of Bridges,Quaker City,Steel City
"Both versions of the name,  Pittsburgh and Pittsburg are correct.",B,True,False,,Q Three of these movies are set in Pittsburgh. Which is the odd one?
Pittsburgh is home to many universities and research facilities. One of them is described here:,,,"t is a private research university. It houses the first computer science school and the first drama school in the nation as well as one of the best engineering schools, and its public policy and business schools are consistently ranked among the best in the nation.",Carnegie Mellon University,University of Pittsburgh
Pittsburgh is widely believed to be right behind San Francisco as the steepest city in the United States.,B,False,True,,Q The Pittsburgh Symphony Orchestra is one of the major orchestras in the United States. It was founded in this year.
"Bangs, Gun Barrel City, Honey Island, Oatmeal, Chocolate Bayeau, Ben Franklin, Cut and Shoot, Ben Hur, Lollipop, Uncertain are cities in this state.",C,Pennsylvania,Louisiana,Texas,Colorado
"Roscoe, Bonesteel, Box Elder, Eaglebutte, Red Butte, Crooks are the names of cities in this state.",B,Pennsylvania,South Dakota,Vermont,Colorado
"Where are the cities Eros, Vixen, Waterproof,  Ft. Necessity, Cutoff, Plain Dealer, Angie?",D,California,Washington,Oregon,Louisiana
New York was established by European colonists who named it after the capital of their country. What was the former name of New York?,B,New Brussels,New Amsterdam,New Paris,New Edinburgh
What was the name of St. Petersburg in Soviet times?,D,Karl Marx Stadt,Stalingrad,Kaliningrad,Leningrad
Which European capital was known as Reval?,C,Valetta,Tirana,Talinn,Riga
Which city was formerly known as Kaapstad?,D,New York,Kaliningrad,the Hague,Cape Town
The capital of the Russian enclave located between Poland and Lithuania is called Kaliningrad. What was its former name?,A,Königsberg,Królewiec,Volgograd,St. Petersburg
Which port on the Danube river was called Pressburg?,D,Belgrade,Budapest,Vienna,Bratislava
Stalingrad was the scene of an important battle during WW II. What is the name of the city today?,A,Volgograd,Kiev,St. Petersburg,Nizny Novogorod
"Ho Chi Minh City, the largest city of Vietnam, is widely known under its former name. What was it?",D,Hanoi,Edo,Bien Hoa,Saigon
Communists liked to name cities after their leaders. Which German city was known as Karl Marx Stadt?,C,Berlin,Dresden,Chemnitz,Erfurt
What was the former name of Istanbul?,D,Byzantium,Constantinople,Augusta Antonina,All of these
"What is the modern name of Tenochtitlan, the capital of the Aztec civilization?",B,Lima,Mexico City,Guatemala City,Quito
Edo was an important Japanese city and capital of the Togukawa shogunate. Under what name is it known nowadays?,D,Hiroshima,Osaka,Kyoto,Tokyo
"Francis Scott Key wrote this poem in 1814, which later became the lyrics of the US national anthem.",D,The Unforgiven,My Dear Country,Stars in the Sky,Defence of Fort McHenry
"In 1885, God Save the Queen was officially adopted as the national anthem of the United Kingdom by Royal Proclamation.",B,True,False,,"Q Who gave the current title, The Star-Spangled Banner, to the US anthem?"
This is a translation of the chorus of the national anthem of which country?,,,"o arms, citizens!",orm your battalions!,"arch, march!"
"In 1931, this president signed a Congressional resolution, by which The Star-Spangled Banner was adopted as the national anthem of the United States.",A,Herbert Hoover,John F Kennedy,Lyndon Johnson,Woodrow Wilson
The National Anthem of Russia was adopted in this year.,D,1946,1884,1917,2000
"This actress, writer, talk-show host and comedian performed The Star Spangled Banner before a baseball game in San Diego on July 25, 1990.",D,Jerry Seinfeld,Stephen Lynch,Jennifer Lopez,Roseanne Barr
What country is this national anthem of?,C,Mexico,France,Canada,Italy
Finish these lyrics of  the US national anthem.,,,"n the shore, dimly seen through the mists of the deep,","here the foes haughty host in dread silence reposes,","hat is that which the breeze, oer the towering steep,"
Which General Motors brand name honors a Native American Chief?,C,Chevrolet,Hummer,Pontiac,Vauxhall
Which of these cars was named after a girl?,D,Corolla,Laguna,Cordoba,Mercedes
"French automobile manufacturer Citroen is not very creative. C2, C3, C4.. are not interesting for us. However one of their models bears the name of a famous painter. Which one?",B,Dali,Picasso,Monet,Renoir
Which GM model is really a STAR?,A,Opel ASTRA,Chevrolet AVEO,Pontiac G8,Cadillac ESCALADE
"SEAT, the subsidiary of the VW group, names car models after Spanish cities or regions. Which is not one of them?",C,Toledo,Malaga,Corsa,Ibiza
What do Renaults Clio and Thalia have in common?,C,Both are cities in France.,They bear the names of their constructors.,Both were Greek Muses.,They are produced on the same frame.
The Ferrari Testarossa went into production in 1984. What does Testarossa mean?,B,White rose,Red head,Black horse,Subtle taste
Which car is not WINDY?,D,Maserati MISTRAL,Lincoln ZEPHYR,VW BORA,Renault MEGANE
The name of this car was also the name of a ship used for the exploration of the New World in the 15th century.,B,Pajero,Caravelle,Transporter,Pathfinder
The name of which car can be associated with a DATE?,B,Renault LAGUNA,Buick RENDEZVOUS,Lotus ELISE,Fiat MIRAFIORI
Where was the Titanic built?,B,France,Ireland,United States,England
What company owned the Titanic?,C,Cunard,Red Star,White Star,America Lines
When was the Titanic launched?,C,"June, 1889","August, 1949","May, 1911","May, 1918"
From what harbor did the Titanic set sail?,D,New York,London,Belfast,Southampton
Who was the Captain for the Titanics Maiden voyage?,B,Nate Turner,E. J. Smith,Stanley Lord,J. M. Grube
Which of the following was not a passenger on the Titanic?,D,Margaret Molly Brown,Benjamin Guggenheim,John Jacob Astor,J. Pierpont Morgan
What time did the Titanic strike the iceberg?,B,5:30 PM,11:40 PM,8:01 am,7:20 PM
The Titanic had a total of how many lifeboats?,C,10,32,20,14
How many people could the Titanic hold fully loaded?,B,"6,751","3,547","2,850","1,887"
What was the name of the ship that rescued the passengers from the sea after the Titanic hit the iceberg?,A,Carpathia,Olympic,Normandie,Lusitania
Which of the following Latin American dictators was once courtmartialed for kidnapping and rape?,D,Juan Peron,Francois Duvalier,Porfirio Diaz,Rafael Trujillo
Which of the following had the nickname Papa Doc?,D,Hugo Chavez,Fidel Castro,Manuel Noriega,Francois Duvalier
The name of which dictator became a catchphrase on the TV show Saturday Night Live during its first season in 1975?,C,Salazar,Idi Amin,Franco,Pinochet
"This Philippine president was forced to leave his country in 1986, amidst growing opposition sparked by his fraudulent election.",C,Corazon Aquino,Manuel Roxas,Ferdinand Marcos,Diosdado Macapagal
Which one of the following ruled Taiwan until his death in 1975?,B,Deng Xiaoping,Chiang Kai-Shek,Chou En Lai,Sun Yat- Sen
Which one of the following was commonly referred to as El Caudillo?,C,Mubarak,Suharto,Franco,Peron
On what date is Festivus celebrated?,B,December 26,December 23,December 25,July 14
Who invented Festivus?,B,Cosmo Kramer,Dan OKeefe,Frank Costanza,Jerry Seinfeld
"In the episode of Seinfeld, titled The Strike, Kramer went back to work. Where did he work?",A,HH Bagels,In Tim Whatleys office,Off Track Betting,Kruger
What is used on Festivus instead of a tree?,B,Any  wooden  stick,An aluminum pole,A doll house,A yard stick
Which of these occurs during or after the Festivus Dinner?,A,Airing of Grievances,Washing the dishes,Giving presents,Calling relatives you havent seen for a year
What tradition is observed after the Festivus Dinner?,B,Watching Old Home Movies,Feats of Strength,Laughing Like Elmer Fudd,Throwing Away of the Paper Plates
What do the Costanzas from Seinfeld serve for Festivus Dinner?,D,Tacos,Pizza,Take-in Chinese food,Meatloaf or spaghetti in a red sauce
"During the  2000 NFL Playoffs, this coach of the Baltimore Ravens banned his players from using the word playoffs and had them use the word Festivus instead.",D,Bill Parcells,Jim Mora,Pete Carroll,Brian Billick
Ben and Jerrys had an ice cream flavor called Festivus.,A,True,False,,Q Who wrote the book Festivus: The Holiday for the Rest of Us?
In the Seinfeld episode The Strike for whom does George Costanza work?,B,The New York Yankees,Kruger,J Peterman,Pendant Publishing
It is believed that April Fools Day was first celebrated around what year?,C,1600,1304,1582,1479
"Until the late 1500s, March 25th was considered the beginning of the year.",A,True,False,,Q It is generally accepted that the April Fools Day tradition started in this country.
In Scotland April Fools Day is celebrated for two days.,A,True,False,,Q How do the French call the first day of April?
"On April Fools Day in 2001, BBC broadcast a spoof documentary about spaghetti crops.",A,False,True,,Q According a legend all April Fools pranks must be perpetrated by this time on April 1st.
"According to lore, if a man is fooled by a pretty girl, he is destined to marry her or have a long relationship with her.",A,True,False,,Q In this European country April 1 is called April Gowk.
"The first recorded April Fools joke was pulled in London, England and involved inviting the public to The Tower of London to see these animals being washed.",D,Dogs,Elephants,Horses,Lions
What version of the Porsche 911 replaced the 964 body style from late 1993 to early 1998?,B,GT2,993,996,965
McLaren and General Motors teamed up from 1989 to 1990 to build this factory turbocharged passenger car.,C,Chevy Cavalier Z24,Saab 900,Pontiac Grand Prix GTP,Oldmobile Alero GX
Which 90s sports car starred in a TV show named after it?,D,Chevrolet Corvette,Mitsubishi 3000GT,Lotus Esprit,Dodge Viper
This car was featured in the hit movie The Saint starring Val Kilmer.,B,Saab 9-5 Aero,Volvo C70,Volvo S60,TVR Cebrera
The early 90s Chevy Cavalier came equipped with an optional V8 engine.,B,True,False,,Q In the early 90s the Ford Taurus came with a high output V6 engine and optional 5 speed manual transmission. In the late 90s Ford put a V8 under the Taurus hood.
"Considered by many to be the predecessor of the Dodge Neon SRT-4, this automobile featured a manual transmission and high output turbocharged engine.",B,Shelby Omni GLH,Dodge Shadow R/T,Chrysler LeBaron TC,Plymouth Breeze
"Who wrote the poem The Bronx , No Thonx?",D,Louis Silver,Allen Ginsberg,Carlos Williams,Ogden Nash
"In 1977, this President visited the poorest parts of The Bronx, giving people the impression that the entire borough was a slum.",A,J. Carter,R. Regan,G. Bush,R. Reagan
Which of these persons is not a Bronxite?,C,Calvin Klein,Valerie Simpson,Carlos Santana,Ralph Lauren
Which of these actors is not a Bronxite?,B,Hal Linden,Nicholas Cage,Red Buttons,Tony Curtis
Which one of these famous personalities is a Bronxite?,B,Neil Sedaka,Billy Joel,Paul Anka,Alan Freed
Which one of these political or military figures is a Broxnite?,D,Richard B. Cheney,H. Norman Schwarzkopf,Mike Bloomberg,Colin Powell
Which of these entertainment personalities is a Bronxite?,B,Natalie Portman,Regis Philbin,Kelly Ripa,Carl Rowe
Which one of these persons is not a Bronxite?,C,Stanley Kubrick,Jennifer Lopez,Spike Lee,Alan Pakula
Which one of these famous people is not a Bronxite ?,A,Ann Rice,EL Doctorow,Anna Maria Italiano,Bobby Darin
What is the title of the official in charge of running the The Bronx borough?,D,The Bronx Commissioner,The Bronx Borough Chairman,The Bronx Vice Mayor,The Bronx  Borough President
It is generally unknown that ten dollars are referred to as this.,B,A lizard,An eagle,A cow,A hawk
"If you had $500 bill, up to what year could you have used it?",A,1969,1941,1989,1953
The US has minted $3.50 coin.,B,True,False,,Q One of these claims about  the US currency is false. Can you spot it?
The dollar was chosen as the US monetary unit in this year.,B,1794,1785,1772,1801
Until 1974 the value of the United States dollar was tied to and backed by ...,B,Silver,Gold and silver,Platinum,Gold
"On the back side of the 1 dollar bill we can see  an ancient Egyptian pyramid, beneath a triangle containing a glowing eye. This symbols origin is...?",C,Christian,Jewish,Freemason,None of these
"The Latin inscription below the pyramid, on the back of the dollar bill says NOVUS ORDO SECLORUM, which means a new order has begun.",B,False,True,,"Q The state of Iowa borders Minnesota on the north, Missouri on the south, Nebraska and South Dakota on the west, and Wisconsin and Illinois on the east.  Which river forms the eastern boundary of the state?"
This famous Iowan became one of Hollywoods most popular actors. In the film Angel and The Badman he plays a man named Quirt Evans.,C,Henry Fonda,Clint Eastwood,John Wayne,Mickey Rooney
Iowa is named after the local Native American Iowa people. What is the states nickname?,B,The Dairy State,The Hawkeye State,The Golden flower State,The Cyclone State
"Parts of the 1996 disaster movie Twister were filmed in Iowa. Bill Paxton stars in the movie, partnered by this actress.",C,Gina Davis,Susan Sarandon,Helen Hunt,Brooke Shields
"This company in Cedar Rapids, Iowa was founded in 1901, as a result of the merger of three separate companies.  In 1969, they acquired Fisher-Price, a toy company.",D,Post,Kellogs,General Mills,Quaker Oats
"In times when African Americans were usually turned away from flight schools because of their race, Herman Banning, an Iowa State University student, became the first African American flyer to obtain a federal pilots license.",B,False,True,,Q Iowa is known for its unpredictable weather. What are the most frequent disasters that strike the state?
"The official colors of Iowa are red, white, and blue (appearing on the state’s flag) and Iowas motto is, Our liberties we prize, our rights we will ____.",A,maintain,protect,not compromise,fight for
"Was Dwight Eisenhower, the 31st president of the United States, was born in West Branch Iowa on August 10th 1874?",B,Yes,No,,Q Which is NOT one of the official eight Australian States or Territories?
"Lake Victoria in Sub-Saharan Africa is split among Tanzania, Uganda, and Rwanda.",A,False,True,,Q What continent is the Gobi Desert in?
"In December 1981, General Leopoldo Galtieri seized power in this South American country.",A,Argentina,Uruguay,Bolivia,Chile
"The Ohio, Monongahela and Allegheny Rivers merge in Piitsburgh, PA, at the location of this outpost, established during the Fench and Indian War (1755-1763).",D,Fort Necessity,Fort Ticonderoga,Fort Oswego,Fort Duquesne
"The continent of Antarctica is surrounded by the South Pacific, South Atlantic and South Indian Oceans which collectively can also be referred to as the Southern Ocean.",B,False,True,,Q Vidkun Quisling was leader of this country during World War II.
The capital of Thailand is Bangkok.,A,True,False,,Q What is the capital and largest city of Peru?
Does Bolivia have 2 capitals: Sucre and Buenos Aires?,A,No,Yes,,Q Icelands capital is Ice City.
What is the capital of the Netherlands?,D,Bucharest,Berlin,Hungary,Amsterdam
The capital of the United Kingdom is London.,B,False,True,,Q Japans capital is Osaka.
"Which two countries have flags with same patterns and colors, but in reversed order?",C,Ireland and Italy,Slovakia and Slovenia,Monaco and Poland,Serbia and the Netherlands
"Many European countries have a flag with three horizontal stripes, colored white, blue and red (in different orders or shades). Which country is not one of them?",C,Russia,The Netherlands,France,Slovenia
Which of these flags is the oldest still in use?,B,British Union Jack,Denmarks Dannebrog,Frances Tricolor,American Stripes and Stars
All Nordic countries have a Scandinavian cross on their flags. Which statement is true about these flags?,A,The Swedish flag is the only one without any white.,The Finnish flag has the cross upside down.,Norway and Iceland have exactly the same flags.,Yellow is the dominant color of Scandinavian flags.
Which country has the most colors on its flag that does not have any seal or brocade?,A,South Africa,Brasil,Libya,Spain
Which of these nations has a flag not rectangular in shape?,B,Switzerland,Nepal,Papua New Guinea,Andorra
Which countrys flag has the Latin motto Ordem e Progresso (Order and Progress) on it?,A,Brazil,Thailand,Kenya,Australia
How many stripes are there on the American flag?,C,49,50,13,12
The Italian flag is green-white-red. What is the traditional color of Italian athletes in international competitions?,A,Blue,White,Green,Red
"The Dutch are sometimes called Oranje, which means the orange colored. What is orange on the Dutch flag?",C,The central stripe,It is all orange,Nothing,The thin stripe with the Dutch motto
Which country has a plain green flag?,B,"None, the green flag is the official symbol of Green Peace",Libya,Saudi Arabia,Tunisia
"What is the shape of the Star of David, visible in the center of the Israeli flag?",C,"It looks like a comet, with a head and tail",Pentagram,Hexagram,Septagram
"Former Vice President Albert Gore Jr. was born March 31, 1948 in Washington, D.C. but he was raised in Carthage, TN.",B,False,True,,"Q Andrew Jackson was born on March 15, 1767 in Waxhaw, South Carolina. He moved to Tennessee as a young man. Andrew Jackson died on June 8th, 1845 in Nashville, TN at his home the Hermitage."
"Writer Alex Haley was born on August 11, 1921 in Ithaca, N.Y. but move to Tennessee the year he was born.",A,True,False,,"Q Former US President Andrew Johnson ran away from his home in Raleigh, North Carolina with his brother to Greeneville, TN at age 18."
"Actress Annie Potts was born in Nashville, TN on October 28, 1953.",B,True,False,,"Q Hee Haw star Archie Campbell was born in Bulls Gap, TN."
"Buford Pusser was born in Finger, TN. He was a legendary Sheriff of McNairy County, TN from 1964 to 1970.",B,False,True,,Q Chad Pennington was a first round National Football League draft pick in 1998.
"Actress Cybill Shepard was born February 18, 1950 in Memphis, TN.",A,True,False,,"Q Singer Dinah Shore, born Frances Rose Shore, was from Winchester, TN. She passed away from Ovarian cancer on February 24, 1994."
Cinco de Mayo is Mexicos Independence Day.,B,True,False,,Q On which Sunday in May is Mothers Day celebrated in the USA and Canada?
Memorial Day is observed on the 3rd Monday of May.,B,True,False,,Q What is unique about the month of May?
Towel Day is celebrated in May in tribute to Kurt Vonnegut.,A,False,True,,Q February is African American Heritage Month. What group is May associated with?
Dr. Benjamin Spock and Bing Crosby were born on the exact same day of May.,A,False,True,,Q Composer Wolfgang Amadeus Mozart was born in May.
May in the Northern Hemisphere is the seasonal equivalent to what month in the Southern Hemisphere?,D,January,December,September,November
The actual building of the Titanic took place at what shipyard?,D,Cunard,Red Star,White Star,Harlan  Wolff
"E. J. Smith, the captain of the RMS Titanic, served on which other ship of the White Star Line?",D,Gigantic,Britannic,Oceanic,Olympic
"Passenger Michel Navratil, who boarded the Titanic at Southampton, sailed under the assumed name Louis Hoffman. Why?",B,He was trying to escape England after robbing a bank.,He was hiding from his French wife and kidnapping their children.,He was a spy sent on a mission to the US.,He was a famous actor from France.
Who was the managing director of the White Star Line at the time the Titanic sailed?,D,William Murdoch,Edward J. Smith,Thomas Andrews,J. Bruce Ismay
How many women were among the crew on the Titanic?,D,73,0,43,23
What was the name of the ship that nearly collided with the Titanic in Southampton?,B,Caronia,New York,California,Oceanic
What was the name of the daily newspaper on board the Titanic?,A,Atlantic Daily Bulletin,White Star Bulletin,News of  the Day,Titanic Daily Bulletin
How many honeymoon couples travelled on the Titanic?,D,1,9,24,13
A dog show was planned on board the Titanic for April 15th.,A,True,False,,Q Where was the Carpathia headed when the distress call from Titanic was transmitted?
When did the Carpathia arrive in New York with the rescued survivors of the RMS Titanic?,B,April 16,April 18,April 15,April 17
"Jock Hume, violinist with the orchestra on board the Titanic, perished when the ship sank. What did the agency that employed the musician send to his family after the disaster?",A,A bill,His paycheck,A condolence card,A violin
These countries are all republics except one. Which one is a kingdom?,B,France,Spain,Poland,Germany
"Three of these countries are kingdoms, which one is actually a sultanate?",C,Jordan,Bahrain,Oman,Saudi Arabia
Three of these countries are kingdoms. One is a republic. Which one is it?,D,Belguim,The Netherlands,Norway,Italy
Three of these countries are Islamic republics. Which one is a kingdom?,D,Afghanistan,Pakistan,Iran,Bhutan
"On 15 September, 1973 King Carl XVI Gustaf became the ruler of which of these modern kingdoms?",D,Nepal,Swaziland,Lesotho,Sweden
