Questions,Correct,A,B,C,D
Complete this quote by Oscar Wilde: But what is the difference between literature and journalism?........................................,B,Literature is art and journalism is rubbish. That is all.,Journalism is unreadable and literature is not read. That is all.,Journalism is an account of facts and literature is fiction. That is all.,Literature is the only thing worth reading. That is all.
Complete this remark made by Irish author Oscar Wilde: There are only two kinds of people who are really fascinating ..................,B,"people who owe you money, and people you avoid","people who know absolutely everything, and people who know absolutely nothing.","people with a thirst for knowledge, and idiots","people who care, and people who dont give a damn"
The protagonist of this Shakespearean tragedy is a Moor in the service of the Republic of Venice.,C,King Lear,Macbeth,Othello,Hamlet
"This tragedy, often referred to as The Scottish Play, opens with the appearance of three witches amid thunder and lightning.",C,Anthony and Cleopatra,The Tempest,Macbeth,King Lear
What Shakespeare play opens with a street brawl in Verona between the servants of two feuding noble families?,C,The Taming of the Shrew,The Two Gentlemen of Verona,Romeo and Juliet,The Two Noble Kinsmen
"This history play by Shakespeare, focusing on a kings Machiavellian rise to power and subsequent reign of terror, contains the following exchange:",,o beast so fierce but knows some touch of pity.,"ut I know none, and therefore am no beast.",Richard III,King John
"What Shakespearean tragedy, set in Denmark, explores the themes of treachery and revenge?",A,Hamlet,Winters Tale,Romeo and Juliet,Othello
"This comedy by Shakespeare, characterized by a lot of mix-ups and witty dialogue, involves two sets of identical twins.",C,As You Like It,Taming of the Shrew,The Comedy of Errors,The Merchant of Venice
"One of the major themes of this romantic comedy, incorporating mythological elements, is summed up in Lysanders comment, “The course of true love never did run smooth”.",D,The Tempest,Twelfth Night,Much Ado About Nothing,A Midsummer Nights Dream
Shakespeares history play Henry V depicts events occurring immediately before and after the Battle of Agincourt. During which war was this battle fought?,C,the Austro-Hungarian War,the Prussian War,the Hundred Years War,the War of the Rough Wooing
"This pastoral comedy contains one of Shakespeares most quoted monologues, which opens with the lines, All the worlds a stage,",,nd all the men and women merely players.,As You Like It,The Winters Tale,A Midsummer Nights Dream
What Shakespearean play features a character who possesses magical powers?,B,Hamlet,The Tempest,Othello,Richard III
"In the novel Pride and Prejudice, how many daughters do Mr. and Mrs. Bennet have?",B,four,five,six,three
Who does Lydia run away with in Jane Austins book Pride and Prejudice?,B,Bingley,Wickham,Darcy,Forster
How many marriage proposals does Elizabeth receive in the book Pride and Prejudice?,C,1,4,3,2
Which of these characters from the novel Pride and Prejudice is Elizabeth Bennets neighbour and friend?,D,Mrs. Hurst,Miss Bingley,Mrs. Gardner,Charlotte Lucas
Which sister has an uncontrollable cough in the beginning of the novel Pride and Prejudice?,D,Lydia,Elizabeth,Mary,Katherine
Which Bennet sister loves to exhibit her talent at parties according to the novel Pride and Prejudice?,D,Katherine,Lydia,Jane,Mary
Which of these professions has Mr. Wickham not tried in the book Pride and Prejudice?,D,Law,Clergy,Military,Groundskeeper
"In the book Pride and Prejudice, Mr. Wickham has his wife write a letter to Elizabeth asking for money.",B,False,True,,"Q What is the real name of the American author and humorist whose nickname was a common riverboat phrase, meaning the water is two fathoms?"
"What was the pen name of Eric Blair, the author of the novel Animal Farm, which satirizes totalitarian government and human stupidity?",B,Lewis Carroll,George Orwell,Daniel Defoe,O. Henry
"This Polish-born novelist, whose surname was Korzeniowski, wrote the influential work Heart of Darkness that inspired the movie Apocalypse Now.",D,George Eliot,George Orwell,Ayn Rand,Joseph Conrad
Which of these is not the pen name of a female author?,B,George Sand,Saki,Carson McCullers,George Eliot
"What prominent Victorian author began his career writing humorous sketches for The Morning Chronicle, using the pen-name Boz?",B,D. H. Lawrence,Charles Dickens,Thomas Hardy,Oscar Wilde
"How were the authors, writing under the pen names Ellis Bell, Acton Bell and Currer Bell, related?",A,They were sisters.,It was the same person.,They were brothers.,They were not related.
Which of these is both the name of a fictional character and a pseudonym used by two co-writers of detective fiction?,C,Mary Westmacott,Jack Higgins,Ellery Queen,Rosamund Smith
"Which of the following is one of the six novels by Agatha Christie, written under the pen name Mary Westmacott?",C,Murder on the Orient Express,The Body in the Library,Absent in the Spring,Death on the Nile
What is the pen name of the Russian-born American novelist known for her best-selling novels The Fountainhead and Atlas Shrugged?,A,Ayn Rand,Edith Van Dyne,Pearl S Buck,Silence Dogood
"Which of these is a pseudonym used by Theodor Geisel, the iconic American author of over 60 childrens books including Green Eggs and Ham and The Cat in the Hat?",A,All of these,Rosetta Stone,Theo. LeSieg,Dr. Seuss
Finish this popular thought by Mark Twain: Compliments embarass me - I always feel that they...,C,make me feel old and too revered.,praise me insincerely.,havent said enough.,give me too much credit for things other people have done.
Which is the correct ending of this quotation by Mark Twain: A classic is something everybody wants to have read and...?,B,everybody easily understands.,nobody wants to read.,nobody has ever willingly read.,everybody should have already read.
FInish the popular quote by Mark Twain: ...each place has its advantages - heaven for climate and hell for...,D,seeing ones enemies.,punishment.,pleasure.,society.
What is the correct answer to the following question according to writer an humorist Mark Twain: What’s the difference between a taxidermist and a tax collector?,A,The taxidemist only takes your skin.,The tax collector is an elected official.,There is no difference. They both skin you.,The tax collector has no warm blood.
Finish this humors remark by Mark Twain: The report of my death was...,A,an exaggeration.,based on rumor and hearsay.,a bit premature.,only wishful thinking.
What is the correct ending of the following quote by Mark Twain: Always obey your parents - especially when...?,C,they are in striking distance.,they are still alive.,they are present.,they are younger than you.
Finish this popular thought by humorist and author Mark Twain:Always do right. This will gratify some people and...,D,be an example to others.,get you into heaven.,shock the world.,astonish the rest.
How does this thought by Mark Twain end: Man is the only religious animal. He is the only animal that has the True Religion--?,A,several of them.,a guilty conscience.,money.,and endlessly betrays it.
"What is the correct ending of the following thought by Mark Twain: Everybody talks about the weather, but...?",D,thats all they do...talk.,no one understands it.,the weather doesnt really care.,no one does anything about it.
How does this thought by Mark Twain end: To be good is noble; but to show others how to be good is nobler and...?,A,is no trouble.,saintly.,practically impossible.,more rewarding.
Agatha Christie wrote romances under the name Mary Westmacott.,A,True,False,,Q Agatha Christie has been called by the Guinness Book of World Records the 2nd best-selling author of all time.
Three authors were said to have influenced Agatha Christie. Which of these is not one of them?,B,Anna Katherine Green,Henry Wadsworth Longfellow,Sir Arthur Conan Doyle,Edgar Allen Poe
"In 1979, this actress played the part of Agatha Christie in the film Agatha.",B,Caroline Sullivan,Vanessa Redgrave,Lynn Redgrave,Katherine Hepburn
Agatha Christie died in 1985 at the age of 76.,A,False,True,,Q What was the occupation of Agatha Christies second husband?
Which detective novel by Agatha Christie introduced Miss Marple to readers?,A,The Murder at the Vicarage,Death On The Nile,Murder on The Orient Express,And Then There Were None
"Agatha Christie met her second husband at a theatre entrance in London, England.",B,True,False,,Q Agatha Christies birth name was Mary Katherine Francis.
"What romantic period author created the Byronic hero, Heathcliff?",B,Lord Byron,Emily Bronte,Charlotte Bronte,Victor Hugo
"Who wrote the play, The Jew of Malta?",B,Shakespeare,Marlowe,Gardner,Jonson
Name the Faulknerian character from As I Lay Dying who states the following: My mother is a fish.,D,Darl,Jewel,Anse,Vardaman
Kurt Vonnegut created the character Billy Pilgrim in his novel Breakfast of Champions.,B,True,False,,Q Which modern author created the character Ari Ben Canaan?
Which Shakespearean tragic hero had a run in with cannibals?,A,Othello,Julius Caesar,Pericles,Hamlet
Which Faulknerian character confuses his mother with a horse?,D,Cash,Darl,Vardaman,Jewel
Which of these is an innocent and ignorant protagonist created by Dostoevsky?,B,Forrest Gump,Mischkin,Boo Radley,Lenny
Which philosopher-writer created a character who later renames himself to Prometheus?,B,Nietzche,Ayn Rand,Albert Camus,Voltaire
In which of William Shakespeares tragedies does a minor character disappear in Act III with no explanation given?,A,King Lear,Macbeth,Othello,Hamlet
Which author created a series about a teenager who discovers he is a wizard and goes to Hogwarts School of Witchcraft and Wizardry?,A,J. K. Rowling,James Patterson,Jules Verne,J. R. R. Tolkien
Which of the following movies is a remake of a 1954 Japanese movie?,C,The Seventh Sign,Se7en,The Magnificent Seven,Seven Sinners
"Which of these is not one of the seven dwarfs in Snow White and the Seven Dwarfs, the first American animated feature film?",C,Dopey,Doc,Sleazy,Happy
The author of the autobiographical account Seven Pillars of Wisdom is popularly known by this name.,A,Lawrence of Arabia,Robin of Loksley,J. R. Tolkien,Dalai Lama
"The movie The Seven Year Itch contains the iconic scene, in which Marilyn Monroe has her dress blown up by a passing train. What line does she deliver when this happens?",D,Isnt it too windy?,Isnt this sweet?,Isnt it fantastic?,Isnt it delicious?
What book in the popular Harry Potter series contains a chapter titled The Seven Potters?,A,Harry Potter and the Deathly Hallows,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Chamber of Secrets
"Jean-Jacques Annauds movie Seven Years in Tibet is based on the experiences of Austrian mountaineer Heinrich Harrer, who befriends the Tibetan spiritual leader, known as the Dalai Lama. The word lama is generally translated as guro or teacher. What does the word dalai mean in Mongolian?",A,ocean,mighty,wise,spirit
"This 1990s song, which is supposed to describe apocalyptic events, ends with the line one day all 7 will die.",A,7,7 Shades of Black,Seventh Heaven,Love Is the Seventh Wave
"In the crime thriller Se7en, that deals with a series of murders inspired by the seven deadly sins, Joe Doe, the murderer, admits that he, himself, is guilty of this sin.",C,wrath,none of these,envy,pride
What bands 7th studio album was titled Seventh Son of a Seventh Son?,C,The Rolling Stones,Judas Priest,Iron Maiden,Led Zeppelin
"In the Seinfeld episode The Seven, this character revealed that he wanted to name his first child Seven.",A,George Costanza,George Steinbrenner,Jerry Seinfeld,Cosmo Kramer
"Fannie Flag wrote this 1991 Academy Award-nominated movie, starring Kathy Bates and Jessica Tandy, which was based on her best selling-novel written 4 years earlier.",D,Misery,Scent of a Woman,Driving Miss Daisy,Fried Green Tomatoes
Based on a Pulitzer prize winning novel by Michael Cunningham this 2002 movie featured Nicole Kidman and Julianne Moore.,C,Home at the End of the World,The Others,The Hours,Mrs Dalloway
This film directed by Taylor Hackford was based on a novel by Andrew Neiderman and featured Keanu Reeves and Charlize Theron.,A,The Devils Advocate,Sweet November,Monster,The Long Walk Home
"This 1999 film, based on the novel The Positronic Man, was co-written by Isaac Asimov and Robert Silverberg and starred Robin Williams. It was nominated for Academy award for best make-up.",B,S1m0ne,Bicentennial Man,A.I.: Artificial Intelligence,"I, Robot"
"This remake of a Dino Risi film from 1974 was based on the Italian novel Il buio e il miele (Darkness and Honey) by Giovanni Arpino, starred Al Pacino and was nominated for four Academy awards, winning one of them.",C,The Godfather: Part III,Carlitos Way,Scent of a Woman,The Devils Advocate
"This 1994 film, nominated for four Academy Awards and directed and produced by Robert Redford was based on Richard Goodwins book Remembering America: A Voice From the Sixties.",B,Promised Land,Quiz Show,Ordinary People,Accelerating America
"The biography of Nobel prize winning economist and mathematician John Nash, written by Sylvia Nasar, inspired this 2001 movie directed by Ron Howard, which was nominated for 8 Academy awards and won four of them.",B,Higher Learning,Beautiful Mind,The Missing,Cinderella Man
This 1990 film featuring Harrison Ford and Brian Dennehy was an adaptation of the Scott Turows novel of the same name about of a prosecutor charged with the murder of his female colleague.,A,Presumed Innocent,The Burden of Proof,The Pelican Brief,The Fugitive
"Based on a 1983 book by Dick King-Smith, this 1995 Australian film directed by Chris Noonan was nominated for seven Academy Awards.",D,Shine,Sophie,Crocodile Dundee,Babe
This 1997 science fiction movie directed by Robert Zemeckis was adapted from Carl Sagans novel of the same title.,C,Cosmos,Back to the Future,Contact,A.I.: Artificial Intelligence
This authors Pulitzer Prize-winning novel American Pastoral and his 1969 bestseller Portnoys Complaint were both included in Time magazines 100 Best Novels list.,A,Philip Roth,Jack Kerouac,John Fowles,Joseph Heller
"This novel by Theodore Dreiser, included in Time magazines 100 Best Novels list, tells the story of a young man, Clyde Griffiths and deals with subjects such as religion, abortion and capital punishment.",B,The Stoic,An American Tragedy,Death Comes for the Archbishop,Midnights Children
"This Pulitzer Prize-winning novel, set in the fictional tired old town of Maycomb, Alabama, is narrated by six-year-old Scout Finch.",B,The Prime of Miss Jean Brodie,To Kill a Mockingbird,To the Lighthouse,The Sound and the Fury
This British authors novels Brideshead Revisited and A Handful of Dust both appeared on the list of Time magazines list of 100 Greatest Novels.,B,Ian McEwan,Evelyn Waugh,Martin Amis,Salman Rushdie
"What allegorical novel, included on Time magazines 100 Greatest Novels list, follows a group of young boys marooned on a desert tropical island?",D,Native Son,The Lord of the Rings,American Pastoral,Lord of the Flies
"This novel by Jack Kerouac, regarded as the defining work of the Beat Generation, is based on the spontaneous trips made by the author and his friends.",C,Naked Lunch,A Passage to India,On the Road,Midnights Children
"Midnights Children, one of the books on Time magazines list of 100 Greatest Novels, was written by this author, who was sentenced to death following the publication of one of his literary works.",C,J.D. Salinger,Kazuo Ishiguro,Salman Rushdie,Zadie Smith
"Which of the following acknowledged literary works was left out of the list of 100 Best English-language Novels, published in Time magazine in 2006?",C,War and Peace,Moby Dick,all of these,The Adventures of Huckleberry Finn
"What novel on Time magazines Best Novels list follows Holden Caulfield, a character that has come to be associated with teenage angst and rebellion?",D,The Moviegoer,The Blind Assassin,A Clockwork Orange,The Catcher in the Rye
"What fantasy novel, focusing on the adventures of the Pevensie siblings and set approximately in 1940, appeared on Time magazines 100 Best English-language Novels?",A,"The Lion, the Witch and the Wardrobe",The Painted Bird,The Lord of the Rings,The Chronicles of Prydain
"What 18th century English writer depicted Man Friday, whose name has become an expression used to describe a loyal male personal assistant?",A,Daniel Defoe,Robert Louis Stephenson,Johnathan Swift,Sir Walter Scott
"A neurological condition, characterised by altered perceptions of body image and visual illusions, was named after this character from childrens literature.",C,Pinocchio,Peter Pan,Alice in Wonderland,Peter Rabbit
"This economic term, derived from the name of a folklore hero, refers to income redistribution.",A,Robin Hood effect,King Arthur effect,Sir Galahad effect,Sir Lancelot effect
"Which of these eponyms, derived from Jonathan Swifts novel Gullivers Travels, means a crude person, lacking in intelligence?",D,lilliputian,struldbrug,brobdingnagian,yahoo
"Which of these eponyms, derived from the name of a character created by Charles Dickens, is not correctly matched with its definition?",B,"Scrooge - a stingy, miserly person","Pickwickian - haughty, conceited",Gradgrind - a person interested only in cold facts,Fagin - an adult who instructs children in crime
"What Nobel Prize-winning author depicted fictional character George F. Babbitt, whose surname has become synonymous with a business or professional man who conforms unthinkingly to dominant middle-class standards?",D,William Faulkner,SAUL BELLOW,John Steinbeck,Sinclair Lewis
This authors best-selling novel brought the term Pollyana into the English language to describe an illogically and blindly optimistic person.,D,Harper Lee,Louisa May Alcott,Laura Ingalls Wilder,Eleanor H. Porter
"The adjective Falstaffian, meaning jovial and with zest for life, is derived from the name of the fat knight Sir John Falstaff, who is featured in this Shakespearean comedy.",C,The Taming of the Shrew,The Merchant of Venice,The Merry Wives of Windsor,The Comedy of Errors
"What is the definition of the term dogberrysm, which is derived from Shakespeares play Much Ado About Nothing?",D,a seemingly small but actually crucial weakness,trickery or deception,striving for power at the price of spiritual values,"the unintentional misuse of a word by confusion with one of similar sound, usually creating a comic effect"
"Tartuffe, whose name has come to mean a hypocrite, especially one who affects religious piety, is the protagonist of a comedy by this playwright.",B,Eugène Ionesco,Molière,Samuel Beckett,Cyrano de Bergerac
"Earnest Hemingway was born in 1899 in a Chicago suburb, and later attended this high school.",B,Fenwick High School,Oak Park and River Forest High School,Carl Rogers High School,Cook County High School
"At the age of seventeen Ernest Hemingway began working as a reporter for The Kansas City Star, where he remained for how long?",B,one year,six months,tree years,one month
"On what date was Ernest Hemingway wounded, while performing his duties as a WW I ambulance driver?",B,"July 9, 1918","July 8, 1918","May 6, 1916","June 8, 1916"
"In 1920 Ernest Hemingway accepted a job at this Canadian newspaper, where he met Morley Callaghan.",D,The Ottawa Sun,The Calgary Sun,The Quebec Star,The Toronto Star
In Our Time was first published in 1925 and marked Hemingways American debut.  Which of the following short story titles is not part of this collection?,C,Indian Camp,The Battler,The Killers,Out of Season
"In his 1940 novel For Whom the Bell Tolls, Ernest Hemingway tells the story of Robert Jordan, a U.S. guerrilla warrior serving in the Spanish Civil War. who is given the assignment to blow up a bridge near what Spanish city?",A,Segovia,Valencia,Madrid,Barcelona
"What Ernest Hemingway novel was published in 1950, following For Whom the Bell Tolls?",A,Across the River and Into the Trees,The Sea When Young,The Garden of Eden,The Old Mean and the Sea
The Old Man and the Sea brought Ernest Hemingway enormous success and earned him the Noble Prize in Literature in what year?,C,1953,1960,1954,1952
"This Ernest Hemingway book, published posthumously, tells the story of a bullfighter named Antonio Ordonez.",C,Under Kilimanjaro,A Movable Feast,The Dangerous Summer,Islands in the Stream
"Ernest Hemingway belonged to this group of expatriate American writers, who lived in Paris from the end of World War I till the beginning of the Great Depression.",A,The Lost Generation,The G.I. Generation,The Greatest Generation,The Missionary Generation
"The novel One Hundred Years of Solitude, written by Nobel Prize-winning author Gabriel García Márquez, was first published in Spanish. What nationality is Márquez?",B,Mexican,Colombian,Chilean,Brazilian
"What dystopian novel is set in Oceania, an intercontinental super-state ruled by an enigmatic dictator?",C,Nine Tomorrows,Fahrenheit 451,Nineteen Eighty-Four,Twenty Thousand Leagues Under the Sea
"Name the author of the 19th century novels A Captain at Fifteen, Around the World in 80 Days and Twenty Thousand Leagues Under the Sea.",A,Jules Verne,Arthur C. Clarke,Ray Bradbury,Isaac Asimov
Which of the following novels by Agatha Christie features Belgian detective Hercule Poirot?,C,Five Little Pigs,Murder in Three Acts,All of these,"One, Two, Buckle My Shoe"
"This post-World War II satirist wrote a popular anti-war novel, whose title has become a commonly used idiomatic phrase, referring to a a no-win situation or a double bind.",D,Kurt Vonnegut,Ray Bradbury,George Orwell,Joseph Heller
"Which one of the main characters, depicted by Alexandre Dumas in The Three Musketeers, has a mysterious past connecting him  with Milady de Winter, the female antagonist of the novel?",B,dArtagnan,Athos,Portos,Aramis
The title of Ken Keseys novel One Flew Over the Cuckoos Nest is derived from which of the following?,B,a country ballad,a nursery rhyme,a Shakespearean play,a short story by a friend of Keseys
"What post-modern novel, following the experiences of Billy Pilgrim, contains the prayer, God grant me the serenity to accept the things I cannot change, the courage to change the things that I can, and the wisdom to know the difference”?",A,Slaughterhouse-Five,Fahrenheit 451,Catch-22,Nineteen Nineteen
"What is the name of the fictional submarine, commanded by Captain Nemo, in the novel Twenty Thousand Leagues Under the Sea?",C,Gotengo,Thundersub,Nautilus,Subatilus
What does the number 451 in the title of Ray Bradburys novel Fahrenheit 451 refer to?,D,the temperature at which forests will burn,the temperature required to melt glass,None of these,the temperature at which books burn
"This novel by Nevil Shute is set in the future after WWIII. Due to the nuclear fallout, only land in the southern hemisphere is inhabitable.",B,The Rainbow and the Rose,On the Beach,Ruined City,The Shadowlands
"In 1946 this author received the Nobel Prize in Literature. He was born in Württemberg, Germany to a Christian missionary family that worked in India. He is best known for his novel Steppenwolf.",C,Theodor Mommsen,Heinrich Böll,Hermann Hesse,John Kay
Author Gabriel García Márquez stresses in this 1985 novel that love-sickness is a literal disease causing pain and other physical symptoms.,A,Love in the Time of Cholera,Of Love and Other Demons,Walking with Liberty,One Hundred Years of Solitude
"Originally written in French, this 1949 Samuel Beckett play is about Vladimir and Estragon who expect a man, they barely know, to arrive.",D,Imaginary Friends,A Portrait of the Artist as a Young Man,Endgame,Waiting for Godot
"Published in 1963, The Bell Jar is this poets only novel. It was published under the pseudonym Victoria Lucas.",B,Esther Greenwood,Sylvia Plath,Assia Wevill,W. D. Snodgrass
"In Nathanial Hawthornes The House of the Seven Gables, the destitute Hepzibah Pyncheon lives in the house and supports her brother, Clifford, who has just been released from jail. Why was he in jail?",A,Murder,Burglary,Kidnapping,Adultary
"This 1857 collection of poems by Charles Baudelaire caused him to be convicted in France of offending the morals of the time, resulting in fines and the banning of 6 of the poems.",B,Confessions of an English Opium-Eater,The Flowers of Evil,To the Reader,Artificial Paradises
Who wrote the poem Childe Roland to the Dark Tower Came that inspired Stephen King to write the first novel in The Drak Tower series?,A,Robert Browning,William Shakespeare,Bram Stoker,WB Yeats
Stephen Kings novel The Gunslinger was written in five parts and published individually in which of the following?,D,Weird Tales,Playboy,Realms of Fantasy,The Magazine of Fantasy and Science Fiction
How long did it take Stephen King to complete the novel The Dark Tower I: The Gunslinger?,B,5 years,12 years,3 years,10 years
How does the book The Gunslinger by Stephen King begin?,B,The Tower was the first thing Roland thought of when he woke and the last he thought of before sleep.,"The man in black fled across the desert, and the gunslinger followed.","The gunslinger sighted, cocked the pistol and prepared to kill the man in black.","Roland looked up, the man in black was silhouetted against the sun."
"In a saloon, the gunslinger from Stephen Kings self-titled novel hears a crowd singing what tune that is well known in our world?",D,Rock Around the Clock,Oh My Darlin Clementine,Gimme Shelter,Hey Jude
"In the Novel The Gunslinger, the gunslinger meets a boy called Jake. What is Jakes actual name?",B,Jack Mort,John Chambers,Jake Delgado,Juan Derer
What are Jakes final words to Roland in the novel The Gunslinger?,D,How come I cant have a gun?,"Well met, Sir",I have forgotten the face of my father,"Go then, there are other worlds than these."
"In the book The Gunslinger, a gas-pump is found in a tunnel under a mountain and is worshipped as a god. What is the gods name?",A,Amoco,Texaco,Opec,Elf
Where does Roland first meet Jake in the novel The Gunslinger?,C,An abandoned diner,An abandoned hospital,An abandoned way station,An abandoned railway station
"When Stephen King began to write The Gunslinger, he typed it on bright green paper.",A,True,False,,Q What was Mark Twains birth name?
Where was Mark Twain born and where did he die?,B,Connecticut and Missouri,Missouri and Connecticut,Missouri and Mississippi,Mississippi and Connecticut
What was the name of Mark Twains wife?,C,Amelia,Josephine,Olivia,Amy
"At the height of his popularity, Mark Twain built one of the oddest and most elaborate homes at that time.  In which eastern city was ythe nineteen-room mansion built?",A,"Hartford, Connecticut","Elmira, New York","Boston, Massachusetts","Newport, Rhode Island"
It is generally accepted that the Mark Twain House was designed to resemble which of these?,D,a tower,a medieval castle,a Gothic cathedral,a Mississippi riverboat
How many children did Mark Twain and his wife have?,A,3 daughters and one son,4 sons,2 sons and 2 daughters,5 daughters
How many of Mark Twains children outlived him?,B,three,one,none,two
What was Mark Twains opinion about slavery?,D,"Being a southerner, he saw no evil in it.",He believed it was a necessary evil,He kept his true feelings on the subject to himself.,He was adamantly against it.
What were Mark Twains favourite animals?,B,Horses,Cats,Birds,Dogs
"Mark Twain made several costly investment mistakes in his lifetime, and even had to declare bankruptcy.  What was the invention in which he refused to invest?",D,The automobile,Gold mining in California,The Paige typesetting machine,The Telephone
What spell summons an item to the spell caster in the Harry Potter books?,B,Anapneo,Accio,Aguamenti,Aparecium
Which spell is used in the Harry Potter novels to unlock a door?,D,Avada Kedavra,Homenum Revelio,Avis,Alohomora
This charm helps some Harry Potter characters to breathe underwater or just to block out a bad smell.,A,Bubble-Head Charm,Colloportus,Anapneo,Aguamenti
"In the Harry Potter series of books, this spell places enormous pressure upon its target and blasts a hole.",B,Deletrius,Deprimo,Defodio,Descendo
This spell from the Harry Potter books causes objects to swell in size.,B,Ennervate,Engorgio,Growth Charm,Enlargement Charm
"In the Harry Potter series of novels, this charm produces bandages and splints.",A,Ferula,Tergeo,Furnunculus,Flesh Memory
What spell is used in the Harry Potter books to produce fire?,D,Fire Charm,Flagrate,Incarcerous,Incendio
In the Harry Potter books this spell creates a beam of light.,D,Illumino,Nox,Muffliato,Lumos
This spell was used by Hermione to create an exact replica of an object.,A,Geminio,The Twin curse,Confundus Charm,Reparo
This fun little charm from the Harry Potter series produces a lovely bouquet of flowers.,D,Confringo,Densaugeo,Petuniatum,Orchideous
"Entertainment Weeklys choice for the # 1book on the List of New Classics was the story of a father and son who trudge across an ashen American landscape in the wake of  some unnamed apocalypse, fighting off sexually predatory bandits, scavenging for food, uncovering charnel-house horror but always moving forward toward some mirage of a better future. What is the name of this post-apocalyptic novel by Cormac McCarthy?",C,There Will Be Blood,No Country for Young Men,The Road,All the Pretty Horses
Most writers dream of making the New York Times Best-Seller List. Which one of these books spent the most weeks on the New York Times Best-Seller List?,B,The Lovely Bones,The Da Vinci Code,Into Thin Air,Harry Potter and the Goblet of Fire
"The book ranked # 9 on the Entertainment Weeklys New Classics List tells the story of a deserting Confederate soldier, Inman, and his journey back to the genteel and lovely Ada. What was the destination for the war weary and lovelorn Inman?",A,Cold Mountain,Bridges of Madison County,West Point,Cold Comfort Farm
"This novel, that is over 850 pages, tells the story of cowboy Gus, the strong willed prostitute, Lorena and the evil murderer and rapist, Blue Duck. What is the title of this book that describes a long, long cattle drive?",A,Lonesome Dove,All the Pretty Horses,No Country for Old Men,New Riders of the Purple Sage
"Neil Gaiman, a fantasy and science fiction writer was asked to name his top 10 New Classic Monsters.  Gaimans # 8 choice was a monster found in master horror writer Steven Kings novel It. In what shape did It come to terrorize the children of Derry?",B,Buick 8,"Pennywise, the clown",Cujo,The Walking Dude
"In a book that made the list of Five Memoir Shockers, which sports legend bragged that he had bedded 20,000 ladies?",B,Jim Brown,Wilt Chamberlain,Willie Shoemaker,Joe Namath
"Which novel has the opening lines, My name was Salmon, like the fish; first name Susie. I was fourteen when I was murdered on December 6, 1963.?",C,All She Ever Really Wanted,The Handmaids Tale,The Lovely Bones,Case Histories
"On May 11, 1996, eight people died while trying to reach the summit of Mt. Everest, including famed mountain guides Rob Hall and Scott Fischer. Jon Krakauer was one of the survivors. What is the name of Krakauers book that gives his first person account of the events that led to one of the deadest days ever on Mount Everest?",A,Into Thin Air,Climb,Everest,Into the Wild
"In 2008, EW.com asked readers for their choice for favorite author of the last 25 years. Which author",,eceived the most votes?,J. K. Rowling,Nora Roberts,John Grisham
What is the veterinarians full name in the book All Creatures Great and Small?,D,Dr. James Siegfried,Dr. Calvert James,Dr. James Tristan,Dr. James Herriot
"In the book All Creatures Great and Small, Mrs. Pumphreys dogs name is Tricki Woo.",A,True,False,,"Q All Creatures Great and Small comprises James Herriots first two novels, If Only They Could Talk and It Shouldnt Happen to a Vet. What is the names of the editions in which the rest of James Herriots other books were published in the United states?"
"In the book All Creatures Great and Small, which of Siegfrieds possessions does Tristan keep destroying?",A,Vehicles,Buildings,Pig pens,Tools
"In All Creatures Great and Small, James wanted to be a small animal surgeon before he became a veterinarian.",B,False,True,,"Q In the book All Creatures Great and Small, what was Angus Griers way of getting all the attention for himself?"
"In the book All Creatures Great and Small, what was Tristans favorite type of cigarettes?",A,Woodbine,Garshaw,Duncan,Red Rover
"In All Creatures Great and Small, Mr. Worley had six pigs.",A,True,False,,Q Who were William Shakespeares parents?
How many siblings did William Shakespeare have?,B,He had no siblings,7,3,1
Where did William Shakespeare grow up?,C,Bath,London,Stratford-upon-Avon,Manchester
"What were the names of William Shakespeares three children, two of whom were twins, a boy and a girl?",C,"Ophelia, Harry and Catherine","Anne, John and Susan","Susanna, Hamnet and Judith","Judith, Hamlet and Juliet"
"What was the name of Shakespeares theatre, where his acting company performed?",D,The Theatre,The Oscar Theater,The Courtyard,The Globe Theater
What did Shakespeare leave to his wife Anne in his will?,D,30 pounds,all his silver plate,a silver bowl,his second best bed
"William Shakespeare died April 23, 1616.",A,True,False,,Q Which of these is not one of the many pseudonyms used by American writer Dean Koontz?
In what year did Dean Koontzs first novel debut?,C,1981,1972,1968,1977
Dean Koontz is a confirmed bachelor.,A,False,True,,Q Who is Trixie Koontz?
Dean Koontz has undergone hair transplant surgery.,B,False,True,,Q What is Dean Koontzs middle name?
What 70s television series did Dean Koontz write an episode for?,A,CHiPs,The Love Boat,Little House on the Prairie,All In The Family
Which of these is not one of Dean Koontzs pseudonyms?,C,Leonard Chris,Leigh Nichols,Marion Marquart,Richard Paige
Is fictional character Hermione Granger made a prefect?,B,No,Yes,,"Q Who does Hermione turn into, using the Polyjuice Potion in Harry Potter and the Chamber of Secrets?"
What is the occupation of Hermiones parents in the Harry Potter books?,A,Dentists,Waiter/Waitress,Doctors,Teachers
Did Hermione punch Ron in Harry Potter and the Prisoner of Azkaban?,A,No,Yes,,Q Which of these statements is true about Hermione Granger from the Harry Potter books?
Which of these statements is NOT true about Harry Potter character Hermione Granger?,B,Her parents are dentists.,She was named after J.K Rowlings best friend.,She has bushy hair.,She passes her O.W.L.s
