Questions,Correct,A,B,C,D
She has issued 29 albums and had over 60 million records sold as of 2006.  She is regarded as the Queen of Country Music and did a remake of the Vickie Lawrence tune The Night the Lights Went Out in Georgia.,D,Kitty Wells,Patsy Cline,Tanya Tucker,Reba McIntrye
"Born in 1929 in Sherman, Texas, he had twenty plus #1 hits with his band the Buckaroos (so named by his friend, Merle Haggard).  One of his more noted songs was Tiger By the Tail.",B,Roy Clark,Buck Owens,Waylon Jennings,Sonny James
"She died at the age of 30 in 1963, but not before creating some of the most influential country music hits including:  Walking After Midnight, I Fall to Pieces and Crazy.",C,Tammy Wynette,Loretta Lynn,Patsy Cline,Kitty Wells
"Public Enemy, the first rap group on the list of Immortals published by Rolling Stone Magazine, won the 44th position.  What song from Public Enemys album Fear of a Black Planet  was used in Spike Lees movie Do the Right Thing?",A,Fight the Power,Always into Something,Rappers Delight,Walk This Way
Perhaps the lead singer of this rock and roll band regrets saying Id rather be dead than singing Satisfaction  when I am forty five. This group known as the  Worlds Greatest Rock and Roll Band is ranked in the # 4 position in the Rolling Stone Magazines list of Immortals.,A,The Rolling Stones,Aerosmith,The Band,The Who
"What Aberdeen, Washington group, in position # 27 on the list of Immortals of Rock and Roll music, wrote the grunge anthem Smells Like Teen Spirit?",A,Nirvana,Nine Inch Nails,Soundgarden,Red Hot Chili Peppers
"Wyclef Jean wrote that the Immortal in the # 11 position on Rolling Stone Magazines list, almost single-handedly brought reggae to the world. What reggae Legend recorded No Woman No Cry, One Love, and Redemption Song?",D,Marvin Gaye,Burning Spear,Peter Tosh,Bob Marley
"The group at # 50 on Rolling Stone Magazines list of Immortals was the backup band for Bob Dylan when Dylan plugged up his guitar and shocked the folk purist at the 1965 Newport Folk Festival. Their first album  Music from Big Pink  included the songs The Weight and I Shall be Released. Can you name this group that starred in Martin Scorsese film, The Last Waltz?",B,Doobie Brothers,The Band,Fleetwood Mac,The Wailers
Complete these lyrics from a song performed by Johny Horton:,,"n 1814 we took a little trip, along with Colonel Jackson down the mighty Mississippi. We took a little",acon and we took a little beans and we met the Bloody British in the town of ___________.,New Orleans,Bioloxi
Who sang this historical ballad:,,"ig Sam left Seattle in the year of 92, with George Craft his partner and Brother Billy,","oo  They crossed the Yukon river and found the Bonanza gold, just below that old","hite mountain, just a little Southeast of Nome.  Where the river is windin big nuggets",heyre findin North to Alaska?
The following verses are from a ballad about what famous frontiersman:,,"orn on a mountain top in Tennessee, greenest state in the land of the free.",illed him a bar when he was only three?,Davy Crockett,Andrew Jackson
"What a ________what a doer, what a dream come a truer was he.  This line is about which",,amous frontiersman?,Daniel Boone,Bat Masterson,Daniel Boone
The following lines are from a ballad dedicated to what famous frontier marshall:,,...Brave courageous and bold.  Long live his fame and long,ive his glory and long may his story be told?,Wyatt Earp,Johnny Ringo
Complete these lyrics from a historical ballad of 1960:,,"he war had just begun. The Germans had the biggest ships, they had the biggest guns",he ......................... was the fastest ship that ever sailed the seas.,Bismark,Submarine
We get no shelter when it rains. All we got is Yankee brains is part of the lyrics from the ballad Swamp Fox.,B,False,True,,Q The following lyrics were dedicated to a real historical figure:
Gunfight at the OK Corral was sung by Frankie Laine.,B,False,True,,Q Finish the lyrics of this historical ballad:
What is the name of this band from the 70s that had a #1 hit in the U.S. with Saturday Night?,C,The Bee Gees,The Byrds,The Bay City Rollers,Bauhaus
What is the name of this B band from the 80s that wanted to fight for their right to party  in 1986?,B,Boyz In Da Hood,Beastie Boys,Bow Wow Wow,Berlin
What is the name of this Canadian B band from the 70s that was Taking Care of Business?,D,Bitter Sweet,Bad Company,Black Sabbath,Bachman Turner Overdrive
The  name  Bee Gees stands for Brothers Gibb.,B,False,True,,"Q These three guys, who were all former members of the group New Edition, released an album  called Poison in 1990. What is the name of their band?"
"This band had 3 huge hits in the 70s, one of them being Come and Get It.",D,Baba Booey,Bad Company,Bad Sneakers,Badfinger
"What is the name of this RB B band from the 70s that had a huge hit, titled Sideshow?",D,Blues Brothers,Blues Image,Blues Traveler,Blue Magic
"Under the Milky Way has been considered one of the best songs to come out of Australia. The band, that recorded it, however, never achieved great commercial success partially due to their more progressive sound. Other notable songs include Metropolis and Reptile [sound clip].",B,Icicle Works,The Church,Midnight Oil,The Alarm
"This alternative English group has achieved critical acclaim but little in the way of chart success. With frontman Matt Johnson, the group released the notable songs This is the Day and Dogs of Lust [sound clip].",A,The The,Heaven 17,Icehouse,Kraftwerk
"This band was instrumental in paving the way for the massive alternative boom of the 90s ushed in by Nirvana. Members Black Francis, Joey Santiago, and Kim Deal enjoyed substantial success in Europe, but little chart action in the US. Notable songs include Where is My Mind?, Wave of Mutilation, and Here Comes Your Man [sound clip].",D,Sugar,The Cure,Primus,The Pixies
"This innovative post-punk group, which includes former Sex Pistol John Lydon and a former guitarist from the Clash, produced songs such as Rise, Disappointed and This is Not a Love Song [sound clip].",C,Lemonheads,Big Audio Dynamite,Public Image Ltd.,Flesh for Lulu
Michael Stipe and other musicians of similar tastes formed this band in 1980 at the University of Georgia. Throughout the 80s this band enjoyed primarily college radio success only to hit mainstream at the end of the decade with songs like The One I Love and Losing My Religion. [sound clip: Pop Song 89],B,Gin Blossoms,R.E.M,Pear Jam,Hootie  the Blowfish
"Formed in 1982 and fronted by singer Chuck Mosely, this group produced a minor alternative hit called We Care a Lot (1987). But it was Moselys replacement, Mike Patton, who launched them into real commercial success in 1989 with the album The Real Thing which contained the songs Epic [sound clip] and Falling to Pieces.",D,Red Hot Chili Peppers,Temple of the Dog,Rage Against the Machine,Faith No More
What name is Garth Brooks also known by?,D,Garth Trogen,Chris Maddrick,Gary Brock,Chris Gaines
Where was Garth Brooks born?,D,Georgia,Idaho,Missouri,Oklahoma
What was the name of Garth Brooks first album?,B,Ropin the Wind,Garth Brooks,No Fences,The Chase
"In which of Garth Brooks music videos can we see Lane Frost, Martin, Luther King Jr. and Keith Whitley?",C,If Tomorrow Never Comes,We Shall be Free,The Dance,Rodeo
"Which of these songs was written as a tribute to Garth Brooks good friend, country artist, Chris LeDoux, after his death?",C,If Tomorrow Never Comes,The Dance,Good Ride Cowboy,Why Aint I Running?
What was the name of Garth Brooks third album released in September 1991?,C,Fresh Horses,The Chase,Ropin the Wind,No Fences
The song We Shall Be Free can be found on the album The Chase.,B,False,True,,"Q In what year did Garth Brooks marry long-time friend, girlfriend, and country artist Trisha Yearwood?"
Which Patsy Cline song did Garth Brooks cover in 1992?,D,I Fall to Pieces,Crazy,Sweet Dreams,Walking After Midnight
On which Garth Brooks album can you find the song Friends in Low Places?,D,Sevens,In Pieces,Scarecrow,No Fences
You Make Me Feel Like Dancing was a huge dance hit for this singer in the year 1977.,C,Marvin Gaye,Alan ODay,Leo Sayer,Stevie Wonder
"Country singer Tim McGraw was featured in which rappers number one Billboard hit, Over and Over?",C,50 Cents,Jay-Z,Nelly,Snoop Dogg
"Johnnie Cash garnered six MTV nominations with his remake of this heavy metal groups song, Hurt.",B,Black Sabbath,Nine Inch Nails,Whitesnake,Guns n Roses
"Both Carl Perkins and this rock n roll star recorded for the famed Sun Records, both are in the Rock and Roll Hall of Fame, both had hits with the song that Perkins wrote after hearing a conversation on a dance floor but its the rock n roll stars hit that most people connect to this 1956 Top Ten pick.",B,Jerry Lee Lewis,Elvis Presley,Bill Hailey,Chuck Berry
Dolly Parton and Emmylou Harris cut the album Trio with this former lead singer of the Stone Poneys.,D,Bette Mildler,Grace Slick,Christine McVie,Linda Ronstadt
"A former Rhodes Scholar and Golden Gloves Boxer, this country music outlaw penned Me and Bobby McGee which became a number one single for his former girlfriend, Janis Joplin.",D,Waylon Jennings,David Allen Coe,Willie Nelson,Kris Kristofferson
Shania Twain cut two versions of her song Party for Two.  One she recorded with country singer Billy Currington. The rocking version was made with the lead singer of Shrinky Dinx,,ho was voted one of People Magazines Sexiest Rocker. What is this rocker’s name?,Mark McGrath,Mark McGrath,Mutt Lange
Whitney Houston sang I Will Always Love You” for the soundtrack of The Bodyguard which became the third largest selling single in the world. The songwriter and singer of I Will Always Love You had her own number one with this song on the Country charts in 1974. What is the name of the original songwriter and singer of the song?,B,Barbara Mandrell,Dolly Parton,Reba McEntire,Emmylou Harris
Which Disney character would NOT be whistling this song?,,"eigh-Ho, Heigh-Ho",ts home from work we go,"eigh-Ho, Heigh-Ho",Abu
For whether we are white of copper skinned,,e need to sing with all the voices of the mountains,e need to paint with all the colors of the wind.,hat character in a 1995 Disney movie sang this song to an arrogant John Smith?,Pocahontas
This heroine is perhaps the most feminist of Disneys female characters.,,ho sang,omehow I cannot hide,ho I am,hought I have tried
The following lyrics are taken from Oliver and Company:,,ut when all the world says Yes,ho am I to say No,"ont ask a mutt to strut like a show girl, darling","o, girl, you need a pro"
"Disneys first live action movie, Song of the South, was based on the stories of Uncle Remus by Joel Chandler Harris. What is the title of the song with the following lyrics?",,r. Bluebird on my shoulder,"ts the truth, its actual",verything is satisfactual.,Zip-A-Dee-Doo-Dah
"Which member of The Monkees sings lead on the 1967 hit A Little Bit Me, A Little Bit You?",A,Davy Jones,Mickey Dolenz,Mike Nesmith,Peter Tork
What is the name of the song by The Animals featured in the audio clip?,D,Spill the Wine,Dont Let Me Be Misunderstood,Dont Bring Me Down,Its My Life
"Which band recorded the song featured in the audio clip, a track from their critically acclaimed album, Odessey and Oracle?",C,The Buckinghams,The Turtles,The Zombies,The Cyrkle
They couldve been contenders.  This group has gained a reputation as one of the great lost missing links of 60s rock: massive talent unaccountably caught in a dead-end.  The most successful UK indie record label of the 90s takes its name from this band.,B,The Electric Prunes,The Creation,Moby Grape,The Soft Boys
Which of the following guitarists was never a member of The Yardbirds?,D,Eric Clapton,Jeff Beck,Jimmy Page,Ritchie Blackmore
"The Rolling Stones Rock and Roll Circus was a 1968 film containing performances by John Lennon, Jethro Tull, The Rolling Stones, Eric Clapton, and this group who stole the show with their amazing performance of the song, A Quick One (featured in the audio clip).",D,The Troggs,The Kinks,The Hollies,The Who
Needles and Pins was a recording by what band from Liverpool?,C,The Youngbloods,The Fortunes,The Searchers,The New Seekers
"Although hardly remembered in the U.S., this band was one of the most influential bands to come out of the British Invasion.  Their record S. F. Sorrow is arguably the first rock opera, and their 1970 album Parachute was named Rolling Stone Magazines Album of the Year.",B,The Seeds,Pretty Things,The Creation,Harpers Bazaar
They were the first Scottish group to ever top the UK chart.  Their song Reflections Of My Life (1969) made the U.S. top 10.,C,Badfinger,King Crimson,Marmalade,Blue Magoos
"This popular 1960s band from Birmingham, England would evolve into The Electric Light Orchestra.",A,The Move,Gerry and the Pacemakers,The Knack,The Dave Clark Five
"The song featured in the audio clip, Ride My See Saw, was recorded by the same band that recorded Nights in White Satin.",B,False,True,,"Q In 1967, this band hopped on The Beatles psychedelic bandwagon and recorded an album with great similarity to Sgt. Peppers Lonely Hearts Club Band entitled Their Satanic Majesties Request."
"The rumors surrounding this 1963 song were that the Kingsmen intentionally slurred the lyrics to cover the fact that it was laced with profanity, graphically depicting sex between a sailor and his lady. The song was subject to a subsequent FBI investigation.",C,Lovely Rita,Sherry,"Louie, Louie",Hang On Sloopy
The song Along Comes Mary was recorded by this group in 1966.,A,The Association,The Lovin Spoonful,The Beau Brummels,Chad and Jeremy
"The 1967 Simon and Garfunkle song Mrs. Robinson mentions three indviduals by name: Mrs. Robinson, Jesus, and this famous New York Yankee.",D,Mickey Mantle,Babe Ruth,Whitey Ford,Joe DiMaggio
"Arnold Layne was the first single released by this British rock group fronted by guitarist and singer, Syd Barrett.",C,Steppenwolf,Moby Grape,Pink Floyd,The Grateful Dead
The 1967 song Shilo is an about an imaginary friend.  What Brooklyn born singer recorded this song?,D,James Taylor,B. J. Thomas,Jim Croce,Neil Diamond
The 1968 song Valleri was a top ten hit for which of the following bands?,B,The Byrds,The Monkees,The Animals,The Beatles
"The song featured in the sound clip was a hit for both Dion and Smokey Robinson  the Miracles in 1968,   Which of the following individuals is not referenced in the songs title?",C,Abraham Lincoln,John F. Kennedy,Anwar Al Sadat,"Martin Luther King, Jr."
The song Cecilia is a song by Simon and Garfunkel from this 1970 album.,A,Bridge Over Troubled Water,Exile on Main Street,Let It Be,The Graduate Original Soundtrack
"This song, featuring a prominent mandolin, was a #1 hit for Rod Stewart in 1971.",D,Lady Madonna,Little Jeanie,Vida Blue,Maggie May
This group released the song Amie from their 1972 album Bustin Out.,A,Pure Prairie League,The Eagles,America,Little River Band
This one hit wonder topped the Billboard charts in 1972 with the song Brandy (Youre a Fine Girl).,D,Pilot,Paper Lace,Player,Looking Glass
Which of the following songwriting teams are credited with 1973 song Daniel?,A,John-Taupin,Lennon-McCartney,Holland-Dozier-Holland,Bacharach-David
Which band recorded the soft rock song Aubrey in 1973?,A,Bread,America,Ambrosia,Chicago
My Maria was originally a top ten hit for this artist in 1973 before it went to #1 in 1996 for country artists Brooks  Dunn.,D,C. W. McCall,B. J. Thomas,Jay P. Morgan,B. W. Stephenson
Rhiannon was a hit song for this group in 1976.,B,Quarterflash,Fleetwood Mac,Scandal,Heart
Which of the following jazz artists has his/her name in the title of this 1976 #1 hit for Stevie Wonder?,D,Glenn Miller,Ella Fitzgerald,Count Basie,Duke Ellington
"Peg and Josie are both tracks from the 1977 album, Aja, by this rock group.",C,Foghat,Supertramp,Steely Dan,Steve Miller Band
Band member Geddy Lee has referred to this 1981 track as the quintessential Rush song.,A,Tom Sawyer,Lizzy Borden,Pablo Picasso,Lois Lane
"Bette Davis Eyes was originally recorded in 1974 by Jackie DeShannon, but this female vocalist brought the song to number one for nine consecutive weeks in 1981.",A,Kim Carnes,Bonnie Tyler,Juice Newton,Crystal Gayle
Which artist released the top ten hit Valerie in 1982?,A,Steve Winwood,Peter Gabriel,Phil Collins,Daryl Hall
"According to the title and lyrics of this 1982 Tommy Tutone hit, whose phone number is 867-5309?",B,Jamie,Jenny,Josie,Jessie
Joanna was a successful single for this New Jersey group in 1983.,C,New Edition,The Gap Band,Kool  the Gang,Midnight Starr
Which artist released the hit Think of Laura in 1983?,C,Benny Mardones,Leo Sayer,Christopher Cross,Rupert Holmes
The track Darling Nikki (1984) is included on which of the following Prince albums?,A,Purple Rain,Sign O the Times,1999,Around the World in a Day
"Amanda was a hit from the album, Third Stage, in 1986 for this band which hadnt released an album in eight years.",B,Chicago,Boston,Kansas,Orleans
Peter Piper is a track on this 1986 album by Run DMC.,A,Raising Hell,Walk This Way,Krush Groove,Licensed to Ill
Mr. Brownstone is a song performed by Guns N Roses on this 1987 album.,D,Out of the Cellar,Slippery When Wet,Use Your Illusion,Appetite for Destruction
"This English musician released the top ten hit Veronica in 1989 from his album, Spike.",C,Paul Young,Howard Jones,Elvis Costello,Phil Collins
"The poignant Grammy winning single Jeremy is a track from the 1991 album, Ten, by this Seattle band.",A,Pearl Jam,Stone Temple Pilots,The Replacements,Primus
"The song Ms. Jackson was a successful track from the  album Stankonia, which has been certified quadruple platinum.  Which hip hop group released this profitable record in 2000?",C,Digital Underground,Wu Tang Clan,Outkast,Naughty By Nature
"The 2006 single Grace Kelly was a top 5 hit in seemingly every country in the world including Argentina, Croatia, Italy, Ireland, and the U. K.; however, in the U.S. it didnt even crack the top 40.  Which artist(s) released this track?",B,Travis,Mika,Moby,Bush
Bali Hai is the forbidden mystical island in which musical of the 50’s?,D,Brigadoon,Little me,Kismet,South Pacific
Barbra Streisand cashed in a number one selling single with the song People from which long-running show?,D,The Most Happy Fella,Grren Grow the Lilacs,42nd. Street,Funny Girl
Hot Honey Rag is the closing song of which popular musical based on a play by Maurine Dallas Watkins?,C,Sweet Charity,Les Miserables,Chicago,La Cage aux folles
Summertime is the best-known song from what popular musical by George Gershwin?,C,Lucky Lady,Showboat,Porgy and Bess,Fiddler on the Roof
"For the price of a dime, who would answer when Tommy Tutone dialed 867-5309?",D,Sexy Sadie,Peggy Sue,Diana,Jenny
An encounter at a Soho bar made it to #442 on Rolling Stones 500 Greatest Songs list.,,hat was the name of the fetching person in The Kinks song who  walked like a woman and talked like a man?,Lola,Gloria,Sexy Sadie
Steve Nicks sings She is like a cat in the dark. And then she is the darkness.  Who is the mystical woman who is taken by the wind?,B,Gold Dust Woman,Rhiannon,Sara,Angel
Wilson Pickett bought his lady a new car but now all she wants to do is ride around.  Who is the lady that is in danger of having her flat feet on the ground.,A,Mustang Sally,Run Around Sue,Ruby,Sexy Sadie
"In the song On the Cover of Rolling Stone Dr Hook has  teenage blue eyed groupies, an Indian guru, and his dad who drives his limousine. Whats the name of his freaky ole lady who embroiders on his jeans?",B,Sexy Sadie,Cocaine Katy,Sweet Betsy from Pike,Sweet Jane
"Although she wears a braided chain made of finest silver from the north of Spain this lady works layin whiskey down. Late at night she walks through a silent town because her mans life, love and lady is the sea.",D,Angie,Rhiannon,Sweet Jane,Brandy
Charles Manson and his followers were convicted of the Sharon Tate murders and the following night murders of Rosemary and Leo LaBianca. Charles Manson thought the Beatles were singing to him in the White album about the worlds destruction. From what Beatles song did Manson choose a nickname for convicted murderer Susan Atkins?,D,Lucy (in the Sky with Diamonds),Lovely Rita Meter Maid,Rocky Raccoon,Sexy Sadie
"Neil Young sings Dreamer of Pictures, I run in the night. You see us together chasing the moonlight.  Who could Neil Young live with for the rest of his life?",C,Gold Dust Woman,Witchy Woman,Cinnamon Girl,Sweet Jane
"Who looked like a beauty queen from a movie scene and would dance on the floor, in the round?",D,Gloria,Girl with Bette Davis Eyes,Delilah,Billie Jean
"Which of these bands released their break through album Pride in 1987, which included the single Wait?",C,Great White,Def Leppard,White Lion,Ratt
"Which of the following bands are known for the songs Slide It In,  Slow and Easy, and Love Aint No Stranger?",C,Winger,Bon Jovi,Whitesnake,White Lion
The 1980s heavy rock band Quiet Riot was founded by guitar player Randy Rhoads.,A,True,False,,"Q This 1980s band, popular for the song Girls, Girls, Girls, was made up of members Tommy Lee, Vince Neil, Mick Mars, and Nikki Sixx."
"Who was the lead vocalist for the band Winger, known for the 1988  song Seventeen?",D,Pat Winger,Paul Winger,Brian Winger,Kip Winger
"Like Bing Crosby and Frank Sinatra before him, Elvis Presley became the newest heartthrob at the microphone.  This time, however, the teen idol brought a new form of music to the mainstream - rock and roll.",,his 1954 hit by Elvis is arguably the first rock and roll record.,Thats All Right (Mama),Roll Over Beethoven,Thats All Right (Mama)
"By the early 1960s this new form of music had started to get watered down.  The rawness and rough edges were gone, and rock and roll seemed destined for blandness.",,"his artist released such radio friendly songs as Roses Are Red (My Love), Blue on Blue and Blue Velvet.",Bobby Vinton,Pat Boone,Paul Anka
A second era in rock music began with the arrival of the Fab Four.  The Beatles would breathe new life into rock  roll and become the most successful and influential band of all time.,,hich of the following bands were NOT part of the so-called British Invasion?,The Byrds,The Rolling Stones,The Who
"By the late 1960s, rock music started to get adventurous.  Even the Monkees were releasing psychedelic music, and The Beatles made the LP into an art form with Revolver and Sgt. Pepper.",,"hich psychedelic pioneer released the influential album, Piper at the Gates of Dawn, in 1967?",Pink Floyd,Donovan,The Velvet Underground
"In the early 1970s, there was a reaction against the over-the-top excesses of psychedelic music.  The singer-songwriter movement was psychedelic musics polar opposite, and often nothing more than a musician and his or her acoustic guitar.",,his singer-songwriter released Youve Got a Friend in 1971.,James Taylor,James Taylor,Jim Croce
"In the early 1970s, bands like Led Zeppelin and Grand Funk Railroad initiated a form of rock devised specifically for large concert venues.  By mid-decade, stadium or arena rock was in full swing, and bands with big sounds like Boston and Queen dominated the music scene until the 1980s.",,"hich of the following arena-rock bands released the singles Come Sail Away, Babe, and Lady?",Styx,Styx,KISS
"Punk rock was largely a reaction against stadium filling bands like Pink Floyd and other so-called pretentious rock acts.  Punk songs were short and raw, and would never dream of containing long guitar solos or complex themed albums like their arena rock enemies.",,hat was the name of the Sex Pistols controversial lead singer?,Johnny Rotten,Henry Rollins,Joe Strummer
"Punk rock was, by its very nature, destined to self-destruct.  Many punk bands like Blondie began to morph into a friendlier brand of music called New Wave. This shift coincided with a new television channel called MTV that suited their aristic style perfectly.",,hich of the following former punk musicians became New Wave with the release of the albums: Kings of the Wild Frontier and Prince Charming?,Adam and the Ants,Dexys Midnight Runners,Adam and the Ants
"Heavy metal had its origins with Black Sabbath back in 1970, but it was this bands 1980 heavy metal masterpiece, British Steel, that sent metal on its path to world domination.  By the latter half of the 1980s, bands like Ratt, Def Leppard, and Motley Crue would emerge that were perfectly suited for the excesses that characterized the 80s.",C,Scorpions,AC/DC,Judas Priest,Iron Maiden
"By the 1990s, heavy metal was almost unrecognizable from its ancestors.  There simply wasnt much metal left in bands like Poison, Warrant, White Lion and Winger.  So, the time was absolutely right for a new brand of music called grunge to cut through the artificial fluff in much the same way as The Beatles did in 1963 (see questions 2 and 3).  Instead of Liverpool, however, this time the bands would predominantly eminate from which city?",C,New Orleans,Boston,Seattle,Los Angeles
"The 2000s so far (2008) find rock music in a definite downward slope.  Hip Hop and RB dominate the charts, and rock music seems to be unable to produce any bands that can create much of an impact.   Most rock bands are either a hybrid (like rap-metal or pop-punk) or a revival of something old (like garage rock).",,"hich garage rock revival band consists of only two members, and began their career in Detroit?",The White Stripes,The White Stripes,The Strokes
"Eric Clapton was born in Ripley, England on which date?",D,"March 29, 1944","March 30, 1946","March 28, 1943","March 30, 1945"
"Its common knowledge among Eric Clapton fans that his song, Tears in Heaven was written about his son who died from a fall from a window screen.  What was the boys name?",A,Connor,Jack,Patrick,Ricky
Eric Clapton played the guitar solo on which Beatles song?,A,While My Guitar Gently Weeps,Sgt. Peppers Lonely Hearts Club Band,Eleanor Rigby,Help!
Eric Clapton was in all but which of the following bands?,B,Blind Faith,He was in all of these bands,Derek  the Dominoes,Yardbirds
"J.J. Cale wrote Cocaine, which Eric Clapton made a hit.  Which song, made famous by Lynyrd Skynyrd was also written by J.J. Cale?",C,Free Bird,The Ballad of Curtis Lowe,They Call Me the Breeze,Gimme Three Steps
Eric Clapton wrote Wonderful Tonight in a matter of fifteen minutes while doing what?,C,Waiting for a bus.,Waiting for his son to be born.,Waiting for his wife to get ready.,Waiting for the rest of his band to arrive for a gig.
"In June 2004, Eric Clapton had a fundraiser in Dallas, TX, for his Crossroads Centre in Antigua.  What is the Crossroads Centre?",D,A hospice,A burn clinic,An orphanage,An alcohol rehabilitation clinic
"Who was the inspiration for Eric Claptons song, Layla?",A,Pattie Boyd,Yvonne Kelly,Melia McEnery,Linda McCartney
Who wrote the song heard here?,A,Bob Marley,Doyle Bramhall II,Andy Fairweather Low,J.J. Cale
What is the name of the Eric Clapton song heard here?,B,Worried Life Blues,Bell Bottom Blues,Walking Blues,San Francisco Bay Blues
With whom did Eric Clapton write Old Love?,C,J.J. Cale,George Harrison,Robert Cray,He penned Old Love by himself
"In 2000, Eric Clapton collaborated with what other musician on an album that consisted of songs such as Key to the Highway, Marry You, and Help the Poor?",D,Sheryl Crow,Bonnie Raitt,Billy Preston,B.B. King
"The band, Cream consisted of Eric Clapton, Ginger Baker, and what other man?",D,Stevie Winwood,Jimmy Page,Jeff Beck,Jack Bruce
"On Unplugged, Eric Clapton identifies this musician as being in a peculiar outfit.",C,Ray Cooper,Katie Kissoon,Steve Ferrone,Tessa Niles
Name this Bon Jovi classic:,,,oure a loaded gun,heres nowhere to run,o one can save me
What is the title of this GNR hit?,,,know its hard to keep an open heart,hen even friends seem out to harm you,ut if you could heal a broken heart
Name this ballad by the Swedish band Europe:,,,"read your mind, with no intentions","f being unkind, I wish I could explain","t all takes time, a whole lot of patience"
Name this Poison song:,,,ou know I never,never ever stay out late,ou know that I can hardly wait
What is the title of this Skid Row hit?,,,oss screamin in my ear about who Im supposed to be,etcha a 3-piece Wall Street smile and son youll look just like me,"said Hey man, theres something that you oughta know."
Name this a popular Whitesnake tune:,,,ow I just wanna get close to you,n taste your love so sweet,n I just wanna make love to you
What Night Ranger hit includes the following lyrics?,,,"abe, you know youre growing up so fast","nd mommas worrying that you wont last to say, lets play",Sister Christian
Name this song by Twisted Sister:,,,heres a feelin that,get from nothin else and there aint nothin in the world,hat makes me go!
Name this Ratt hit:,,,knew right from the beginning,hat you would end up winnin,knew right from the start
The song No More Tears is authored by rock legend Ozzy Osbourne.,B,False,True,,Q Who sang the song Hot Legs?
Who performed the song Brown Eyed Girl in 1967?,A,Van Morrison,Rod Stewart,Greg Allman,Creedence Clearwater Revival
This classic rock band performed the song Take Me in Your Arms.,A,The Doobie Brothers,The Allman Brothers,Creedence Clearwater Revival,Lynyrd Skynyrd
What rock band performed  the song Machinehead?,C,Godsmack,Nirvana,Bush,Nickleback
Which of these bands performed the 1994 song Hold My Hand?,C,The Stone Temple Pilots,Candlebox,Hootie and the Blowfish,Bush
Which of these country bands performed the song If a Broken Heart Could Kill?,D,Little Texas,The Charlie Daniels Band,Alabama,Montgomery Gentry
The song Lips of an Angel has been performed by the rock band Hinder and country artist Jack Ingram.,B,False,True,,Q Which 80s band performed Face the Day?
Who performed the song Long Haired Country Boy?,D,Alabama,Willie Nelson,Lynyrd Skynyrd,Charlie Daniels
"What band from Charlottesville, Virginia was popular with grassroots campaigning until their hits, What Would You Say and Ants Marching hit the Top 40 in 1994?",C,The Black Crowes,Rusted Root,Dave Matthews Band,Blues Traveler
"This Austrian musician is famous for Rock Me Amadeus, a song inspired by the Oscar-winning film, Amadeus.",A,Falco,Flock of Seagulls,Mister Mister,Duran Duran
"This rock band, formed in 1978 by Jim Peterik and Frankie Sullivan, performed the song Eye of the Tiger.",C,Journey,Boston,Survivor,Foreigner
"This British rock band, which debuted in 1968, performed the songs In My Time of Dying, Stairway to Heaven and Thank You.",D,The Doors,The Black Crowes,Counting Crows,Led Zeppelin
"In 1991, this rock band from York, Pennsylvania released their album Mental Jewelry, which was based on the writings of Indian philosopher, J. Krishnamurti.",A,Live,Tom Petty and the Heartbreakers,Bush,Santana
"This jazz musician created the album, Bitches Brew in 1969, after being influenced by Jimi Hendrixs electric and eclectic sounds.",A,Miles Davis,John Coltrane,Chick Corea,Wynton Marsalis
"In 1993, this band released their debut album August and Everything After, which featured the hit song Mr. Jones.",A,Counting Crows,Bush,The Black Crowes,Led Zeppelin
The 2004 Grammy Award for Best Film Soundtrack went to which film?,A,Garden State,Beyond the Sea,Crash,Anchorman
This remake of The Crystals 1963 classic Da Doo Ron Ron was a mammoth #1 hit for this actor turned singer in 1977.,A,Shaun Cassidy,Barbra Streisand,David Soul,David Cassidy
"In the Duran Duran song, New Moon on Monday the lyric goes, I like my torture way before the new moon on Monday.",A,False,True,,"Q Cows and people in the streets or, more aptly, A thousand people in the streets is from which Buffalo Springfield’s song?"
Which is not a line from Alanis Morissettes song You Oughta Know?,D,Does she speak eloquently?,An older version of me,Is she perverted like me?,I know the birds and the bees
"Which of these completes the lyric from the song,  Long Cool Woman by The Hollies: She was a long cool woman ......?",A,in a black dress,in a flat bed,making a bad mess,in a slack dress
"Who sings, what many people think of as Is that you baby, or just a bridge of sighs”? The actual lyric is Is that you baby, or just a brilliant disguise.",C,U2,INXS,Bruce Springsteen,Katrina and the Waves
"A Guns N Roses song includes the lyric, Take me down to the very nice city.",B,True,False,,Q Fugue was perfected by Bach. The greatest example is in Toccata and Fugue. It was elaborated in this historical period.
During this period composers began to seek beauty through simplicity in music with only one music line.  Mozart and Beethoven created their masterpieces.,B,Renaissance,Classical period,Baroque,Neoclassicism
"Program music evolved during this period. This was music designed to describe special feelings, objects or even people. Tchaikovsky gave us the best example of program music - his Swan Lake is a story, danced on stage.",B,The Classical period,The Romantic period,Renaissance,Baroque
"It was typical for the music of this period to create atmosphere or a mood, describing nothing definite.  Lîsle Joyeuse (The Island of Joy) by Claude Debussy is a typical example of that, due to  the lack of characteristic themes.",C,Neoclassicism,Modernism,Impressionism,Minimalism
This music composition technique is characterized by recurring series of ordered elements which are manipulated to give a piece unity. Arnold Schoenberg made extensive use of this technique.,B,Atonalism,Serialism,Impressionism,Expressionism
